
[00:00:00.000 --> 00:00:07.680]   All right, good morning.
[00:02:00.920 --> 00:02:05.160]   As they were untying the colt, its owner said to them, 'Why are you untying the colt?'
[00:02:05.160 --> 00:02:07.560]   They said, 'The Lord has need of it.'
[00:02:07.560 --> 00:02:13.000]   They brought it to Jesus and they threw their coats on the colt and put Jesus on it.
[00:02:13.000 --> 00:02:15.920]   As he was going, they were spreading their coats on the road.
[00:02:15.920 --> 00:02:20.040]   As soon as he was approaching near the descent of the Mount of Olives, the whole crowd of
[00:02:20.040 --> 00:02:24.920]   the disciples began to praise God joyfully with a loud voice for all the miracles which
[00:02:24.920 --> 00:02:26.760]   they had seen.
[00:02:26.760 --> 00:02:31.800]   Let's pray.
[00:02:31.800 --> 00:02:37.220]   Gracious Father, we pray that you would ordain this time that your word would go forth.
[00:02:37.220 --> 00:02:41.100]   We pray that you would make our hearts fertile.
[00:02:41.100 --> 00:02:45.400]   May our years be leaned toward you.
[00:02:45.400 --> 00:02:48.580]   Lord, we desire to meet you.
[00:02:48.580 --> 00:02:53.480]   We desire to have greater conviction, Lord God, of your presence in our lives.
[00:02:53.480 --> 00:03:00.440]   We pray that the worship that we give, the offering, the time that we spend, Father God,
[00:03:00.440 --> 00:03:05.080]   diving into your word would cause us to be better prepared for what we will celebrate
[00:03:05.080 --> 00:03:06.080]   this week.
[00:03:06.080 --> 00:03:07.080]   In Jesus' name we pray.
[00:03:07.080 --> 00:03:08.080]   Amen.
[00:03:08.080 --> 00:03:13.000]   You know, as you know, all the craziness that's going on, I don't know about you, but I've
[00:03:13.000 --> 00:03:19.560]   been watching the brief that the president and the doctors have been giving each day.
[00:03:19.560 --> 00:03:25.840]   In the middle of the day they would give the latest numbers, how it's spreading, what's
[00:03:25.840 --> 00:03:27.840]   going on with the economy.
[00:03:27.840 --> 00:03:32.280]   And obviously if you watch the news, there's a lot of things going on that's changing every
[00:03:32.280 --> 00:03:35.480]   single day.
[00:03:35.480 --> 00:03:39.000]   But along with that, I think every single one of us, the reason why we are eager to
[00:03:39.000 --> 00:03:45.720]   hear from the leaders is because we want to see how they are directing us.
[00:03:45.720 --> 00:03:51.920]   And a lot of times our anxieties or our comfort may directly come to what kind of confidence
[00:03:51.920 --> 00:03:53.160]   we have of our leadership.
[00:03:53.160 --> 00:03:57.920]   So if you happen to have no confidence in the leadership, then you're probably more
[00:03:57.920 --> 00:04:03.400]   anxious than other people because every decision that's being made, you're going to be questioning
[00:04:03.400 --> 00:04:04.400]   them.
[00:04:04.400 --> 00:04:05.400]   Why are they doing that?
[00:04:05.400 --> 00:04:08.080]   Are they just doing it for the political gain?
[00:04:08.080 --> 00:04:10.680]   Whatever news that may be coming out, do I trust these people?
[00:04:10.680 --> 00:04:13.620]   Do they care about us?
[00:04:13.620 --> 00:04:22.040]   How we feel at this time in our anxiety level, in many ways is directly tied to who we trust.
[00:04:22.040 --> 00:04:29.540]   I remember when I was young, the only person that I felt comfortable when I was driving,
[00:04:29.540 --> 00:04:32.520]   not driving, when I was at passenger side, where I felt comfortable enough to fall asleep
[00:04:32.520 --> 00:04:34.200]   was my older brother.
[00:04:34.200 --> 00:04:39.640]   For whatever reason, whether it was my friends or whether it was my parents, I would always
[00:04:39.640 --> 00:04:44.360]   get anxious and as soon as I started falling asleep, I would jolt right back up because
[00:04:44.360 --> 00:04:47.560]   in my mind I imagined something's going to happen.
[00:04:47.560 --> 00:04:48.800]   And I never felt comfortable.
[00:04:48.800 --> 00:04:53.800]   But for whatever the reason, whenever my older brother drove, I felt comfortable and I would
[00:04:53.800 --> 00:04:54.800]   just pass out.
[00:04:54.800 --> 00:04:55.920]   I'm in good hands.
[00:04:55.920 --> 00:05:01.480]   And I think part of the reason why I felt that way is because when I was a little kid,
[00:05:01.480 --> 00:05:08.880]   my older brother was the one who, like in the neighborhood, whatever bullies that there
[00:05:08.880 --> 00:05:12.680]   were in the neighborhood wouldn't touch me because they were afraid of my older brother.
[00:05:12.680 --> 00:05:16.680]   So I was able to roam around freely in the neighborhood because they say, "Oh, that's
[00:05:16.680 --> 00:05:17.680]   Paul."
[00:05:17.680 --> 00:05:21.520]   Or he had a Korean name at that time, but that's Paul's younger brother.
[00:05:21.520 --> 00:05:27.200]   And so I'm thinking maybe that's the reason, since I was a young kid, that I just felt
[00:05:27.200 --> 00:05:30.680]   more comfortable in my brother's hands.
[00:05:30.680 --> 00:05:35.000]   But right now, and again, who do we feel confident?
[00:05:35.000 --> 00:05:36.000]   Who's our leader?
[00:05:36.120 --> 00:05:40.120]   Obviously, we've been talking about Jesus' identity, right?
[00:05:40.120 --> 00:05:42.280]   He's the great I am.
[00:05:42.280 --> 00:05:47.880]   And each one of the I am statements are trying to correct and to redirect the direction of
[00:05:47.880 --> 00:05:49.720]   the nation of Israel.
[00:05:49.720 --> 00:05:54.360]   Is he simply a means to where we truly find refuge?
[00:05:54.360 --> 00:05:59.920]   If our refuge is financial security, then we're praying now to Jesus that our primary
[00:05:59.920 --> 00:06:07.240]   concern is that he would make our business stable, that I'd be able to find a good job,
[00:06:07.240 --> 00:06:09.480]   that none of our kids would get sick.
[00:06:09.480 --> 00:06:14.320]   And we are clinging to Christ because he's the means to get to that goal, whatever that
[00:06:14.320 --> 00:06:16.440]   goal may be.
[00:06:16.440 --> 00:06:23.280]   But the I am statements are redirecting us, saying that ultimately he is the goal.
[00:06:23.280 --> 00:06:28.200]   Sometimes the hardships in our lives are brought to us so that we may come to recognize that
[00:06:28.200 --> 00:06:31.880]   whatever brings us to him is the means.
[00:06:31.880 --> 00:06:33.560]   Sometimes they're good stuff.
[00:06:33.560 --> 00:06:37.040]   Sometimes it's events like this that causes us to see him in a different light.
[00:06:37.040 --> 00:06:41.240]   Well, today, it's one thing for Jesus to say who he is.
[00:06:41.240 --> 00:06:43.600]   It's another thing to observe it.
[00:06:43.600 --> 00:06:49.600]   And I think when we look at Jesus' last week of his life, every part of it reveals a certain
[00:06:49.600 --> 00:06:50.840]   aspect of his character.
[00:06:50.840 --> 00:06:57.200]   And I think this triumphal entry really highlights, to me, the love of Christ.
[00:06:57.200 --> 00:07:02.000]   We know that God is holy, and we also know that the Bible says that he is love.
[00:07:02.000 --> 00:07:04.880]   It's one thing to imagine what his love looks like.
[00:07:04.880 --> 00:07:06.840]   It's another thing to actually see it.
[00:07:06.840 --> 00:07:12.160]   So what I want to do this morning is highlight the three different aspects of love, God's
[00:07:12.160 --> 00:07:17.520]   love that we can observe through this Palm Sunday.
[00:07:17.520 --> 00:07:21.600]   So if you look at the outline, there's three outlines, and then you'll see in the outline
[00:07:21.600 --> 00:07:25.880]   it says, "God is," and then I left it blank, okay, so that you guys can just know that
[00:07:25.880 --> 00:07:27.880]   this is what we're going through.
[00:07:27.880 --> 00:07:30.480]   So there's three things that we're going to be dealing with, and the first thing that
[00:07:30.480 --> 00:07:37.280]   I want us to pay attention to is God's love is deliberate.
[00:07:37.280 --> 00:07:40.760]   It's deliberate.
[00:07:40.760 --> 00:07:42.640]   Why is this so significant?
[00:07:42.640 --> 00:07:46.880]   Because everything that happens this day, in fact, everything that happens in Jesus'
[00:07:46.880 --> 00:07:52.560]   life, but in particular this day, was carefully calculated.
[00:07:52.560 --> 00:07:59.040]   In Zechariah 9, 9, which is the passage that all the four Gospels quote, because Jesus
[00:07:59.040 --> 00:08:04.640]   tells his disciples to go and get the donkey so that he can ride it in, and the significance
[00:08:04.640 --> 00:08:10.080]   behind that was the whole nation of Israel knew that when the Messiah came that he was
[00:08:10.080 --> 00:08:12.140]   going to be riding in on a donkey.
[00:08:12.140 --> 00:08:17.360]   So up to this point, Jesus was telling everyone, "It's not time, it's not time."
[00:08:17.360 --> 00:08:21.800]   And so he might say it in private, he might tell his disciples, but he didn't publicly
[00:08:21.800 --> 00:08:23.360]   announce that this is who he is.
[00:08:23.360 --> 00:08:29.960]   So for the first time, for the first time he's making a public declaration just in
[00:08:29.960 --> 00:08:37.600]   case there was any doubt to his identity, he gets them to get this colt and he was going
[00:08:37.600 --> 00:08:39.760]   to ride on it.
[00:08:39.760 --> 00:08:42.360]   But it wasn't just a random colt that he found on the street.
[00:08:42.360 --> 00:08:45.800]   He told his disciples to go to a very specific place.
[00:08:45.800 --> 00:08:47.440]   And then if the owner says, "What are you doing?"
[00:08:47.440 --> 00:08:50.360]   Tell him the master needs of it, and he said, "That's all it took."
[00:08:50.360 --> 00:08:51.640]   He didn't say, "Well, what master?
[00:08:51.640 --> 00:08:52.640]   For what purpose?
[00:08:52.640 --> 00:08:54.600]   Who's going to pay me for this?"
[00:08:54.600 --> 00:08:58.920]   The reason why the owner of this colt was going to say, "Okay," because it was prepared
[00:08:58.920 --> 00:08:59.920]   ahead of time.
[00:08:59.920 --> 00:09:04.240]   And we don't know if Jesus went there ahead physically, we don't know if an angel visited
[00:09:04.240 --> 00:09:08.440]   him, we don't know if there was some prophecy over his family's life, all of his life saying,
[00:09:08.440 --> 00:09:09.440]   "You know what?
[00:09:09.440 --> 00:09:12.680]   We're going to be the family of this colt, and the Messiah's going to raise this colt.
[00:09:12.680 --> 00:09:14.000]   That's why nobody can ride it."
[00:09:14.000 --> 00:09:15.800]   We don't know.
[00:09:15.800 --> 00:09:19.960]   We don't know how it happened, but what we do know that it was prepared, even the donkey
[00:09:19.960 --> 00:09:24.200]   that he was going to ride was prepared.
[00:09:24.200 --> 00:09:28.680]   In Zechariah 99, it says, "Rejoice greatly, O daughter of Zion.
[00:09:28.680 --> 00:09:30.760]   Shout in triumph, O daughter of Jerusalem.
[00:09:30.760 --> 00:09:34.040]   Behold, your king is coming to you.
[00:09:34.040 --> 00:09:39.480]   He is just and endowed with salvation, humble and mounted on a donkey, even on a colt, the
[00:09:39.480 --> 00:09:42.360]   foal of a donkey."
[00:09:42.360 --> 00:09:49.840]   But you know, this prophecy that took place over 500 years before Jesus came was prophesied
[00:09:49.840 --> 00:09:54.520]   way before that, all the way up to Genesis chapter 49, verse 11.
[00:09:54.520 --> 00:09:58.360]   There was a prophecy about the king of Israel, and this is what he says.
[00:09:58.360 --> 00:10:02.960]   He ties his foal to the vine, and his donkey colt to the choice vine.
[00:10:02.960 --> 00:10:08.600]   He washes his garments in wine, and his robes in the blood of grapes.
[00:10:08.600 --> 00:10:16.040]   Now here clearly we see the colt that it prophesied way before even Zechariah prophesied, but
[00:10:16.040 --> 00:10:21.000]   it goes a little bit further how his robe is going to be in blood of grapes, clearly
[00:10:21.000 --> 00:10:26.400]   pointing to the blood that he was going to shed.
[00:10:26.400 --> 00:10:32.840]   Not only that, in Mark chapter 10, 33-34, everything that happens this week was carefully
[00:10:32.840 --> 00:10:38.000]   designed and planned, saying, "Behold, we are going up to Jerusalem, and the Son of
[00:10:38.000 --> 00:10:42.320]   Man will be delivered to the chief priests and the scribes, and they will condemn him
[00:10:42.320 --> 00:10:46.600]   to death, and will hand him over to the Gentiles.
[00:10:46.600 --> 00:10:52.200]   They will mock him and spit on him and scourge him and kill him, and three days later he
[00:10:52.200 --> 00:10:54.840]   will rise again."
[00:10:54.840 --> 00:10:59.280]   Every one of these things that he prophesies is found somewhere also in the Old Testament.
[00:10:59.280 --> 00:11:01.000]   It wasn't just coming out of Jesus' mouth.
[00:11:01.000 --> 00:11:04.840]   Jesus is saying, "I'm going to fulfill all of these prophecies."
[00:11:04.840 --> 00:11:12.200]   God, Jesus didn't come on a donkey and all of a sudden the people betrayed him, and then
[00:11:12.200 --> 00:11:18.520]   he didn't find a good place to hide, so the leaders came early in the morning, crucified
[00:11:18.520 --> 00:11:25.080]   him, his disciples scattered, and against his will he was dragged to the cross.
[00:11:25.080 --> 00:11:29.960]   That is not how the Bible portrays what happens this week.
[00:11:29.960 --> 00:11:38.240]   Even to the betrayal of Judas, to the beating, to the crown that he wears, to the Roman soldier
[00:11:38.240 --> 00:11:44.560]   spitting, even the spear on his side with the blood and the water gushing out, even
[00:11:44.560 --> 00:11:50.600]   to the place where he was buried, scattering of his disciples, every part of that the Bible
[00:11:50.600 --> 00:11:53.120]   prophesies that it was going to happen.
[00:11:53.120 --> 00:12:00.480]   In fact, the Bible says there's over 100 prophecies that Jesus fulfilled, over 100.
[00:12:00.480 --> 00:12:04.080]   You see, the book of Ephesians chapter 1, as we're studying through the book of Ephesians,
[00:12:04.080 --> 00:12:11.400]   the first chapter lays the foundation of God's predestination, adoption, election of us.
[00:12:11.400 --> 00:12:18.280]   If you read chapter 1, there is a theme that is repeated over and over and over.
[00:12:18.280 --> 00:12:22.160]   You may have caught it, you may not have caught it when you were studying through it, but
[00:12:22.160 --> 00:12:28.400]   the theme that he repeats over and over in Ephesians chapter 1, it was all his doing,
[00:12:28.400 --> 00:12:29.680]   his will.
[00:12:29.680 --> 00:12:33.040]   Let me just read you a couple of verses, Ephesians 1, 5.
[00:12:33.040 --> 00:12:35.440]   He predestined us to adoption.
[00:12:35.440 --> 00:12:40.960]   He predestined us, meaning he planned it and he fulfilled it, as sons through Jesus Christ
[00:12:40.960 --> 00:12:45.320]   to himself, according to the kind intentions of his will.
[00:12:45.320 --> 00:12:51.400]   Verse 6, to the praise of the glory of his grace, which he freely bestowed on us in the
[00:12:51.400 --> 00:12:52.400]   name of his beloved.
[00:12:52.400 --> 00:12:58.760]   The theme of he did it, he planned it, he willed it, he purposed it, over and over again.
[00:12:58.760 --> 00:13:03.160]   Again in verse 11, also we have obtained an inheritance having been predestined according
[00:13:03.160 --> 00:13:08.600]   to his purpose, who works all things after the counsel of his will.
[00:13:08.600 --> 00:13:15.480]   So if you go back and read chapter 1, if there is one theme above God's election, he predestined,
[00:13:15.480 --> 00:13:17.640]   he did all of that, it's he did it.
[00:13:17.640 --> 00:13:18.720]   It was his purpose.
[00:13:18.720 --> 00:13:19.720]   He planned it.
[00:13:19.720 --> 00:13:20.720]   He executed it.
[00:13:20.720 --> 00:13:29.120]   Every part of our salvation was carefully crafted and carried out.
[00:13:29.120 --> 00:13:35.560]   But what we need to understand is, prophecy in the Bible isn't God looking down the road
[00:13:35.560 --> 00:13:40.000]   and looking at a crystal ball and saying, "Oh, okay, that's what's going to happen."
[00:13:40.000 --> 00:13:42.200]   That's not what prophecy is.
[00:13:42.200 --> 00:13:44.760]   Not the biblical sense of prophecy.
[00:13:44.760 --> 00:13:50.720]   He's not telling the fortune of each individual or the history of mankind that he looked down
[00:13:50.720 --> 00:13:53.640]   at the end times and he said, "Oh, that's what's going to happen," and then he wrote
[00:13:53.640 --> 00:13:54.640]   that down.
[00:13:54.640 --> 00:13:57.220]   Now, that's what John did.
[00:13:57.220 --> 00:14:03.640]   When God revealed to him the end times, John took what he saw and he put it down on paper.
[00:14:03.640 --> 00:14:05.660]   But that's not God.
[00:14:05.660 --> 00:14:10.960]   When the Bible talks about God prophesying or telling us what's coming, it's because
[00:14:10.960 --> 00:14:13.000]   he's going to fulfill it.
[00:14:13.000 --> 00:14:14.800]   He's telling us his will.
[00:14:14.800 --> 00:14:20.960]   Now, the problem, the difference between us and God is, I can tell you, like today, we're
[00:14:20.960 --> 00:14:26.640]   going to be having a meeting at 1 p.m. and at 1 p.m. we're going to have certain things.
[00:14:26.640 --> 00:14:27.760]   We're going to pray for certain things.
[00:14:27.760 --> 00:14:30.020]   We're going to inform you of certain things.
[00:14:30.020 --> 00:14:34.080]   But I can't guarantee you 100% that's going to happen.
[00:14:34.080 --> 00:14:38.280]   I mean, there's good odds that's going to happen because I don't know if I can make
[00:14:38.280 --> 00:14:40.680]   it on the way home, something might happen.
[00:14:40.680 --> 00:14:43.240]   I don't know if Zoom is going to break down.
[00:14:43.240 --> 00:14:47.000]   I don't know if this meeting is too big and there's too many people showing up, if it's
[00:14:47.000 --> 00:14:48.600]   going to work properly.
[00:14:48.600 --> 00:14:50.200]   I don't know if the mics are going to work.
[00:14:50.200 --> 00:14:52.680]   I don't know if the power outage is going to happen.
[00:14:52.680 --> 00:14:55.860]   I could look at that and say, "I'm hoping that it'll happen.
[00:14:55.860 --> 00:14:57.640]   We're planning that it'll happen."
[00:14:57.640 --> 00:15:04.600]   But only God can say something's going to happen and it happens 100% because he is able
[00:15:04.600 --> 00:15:05.600]   to do that.
[00:15:05.600 --> 00:15:11.760]   So every prophecy of the Bible, when we talk about fulfilled prophecy, all it is is God
[00:15:11.760 --> 00:15:16.680]   making sure that when it happens, it's him.
[00:15:16.680 --> 00:15:23.160]   That we see what is happening and we recognize this was God's plan all along.
[00:15:23.160 --> 00:15:25.560]   This is not happening randomly.
[00:15:25.560 --> 00:15:28.240]   Things are not out of control.
[00:15:28.240 --> 00:15:33.160]   Jesus' death and crucifixion wasn't out of his hand.
[00:15:33.160 --> 00:15:38.800]   Jesus actually says in John 10, 17 to 18, "For this reason, the Father loves me because
[00:15:38.800 --> 00:15:43.200]   I lay down my life so that I may take it again.
[00:15:43.200 --> 00:15:48.880]   No one has taken it away from me, but I lay it down on my initiative.
[00:15:48.880 --> 00:15:51.760]   I have authority to lay it down and I have authority to take it up.
[00:15:51.760 --> 00:15:54.440]   This commandment I receive from my Father."
[00:15:54.440 --> 00:15:56.120]   He said, "No.
[00:15:56.120 --> 00:16:00.040]   Yes, I am going to be crucified by the hands of the Gentiles.
[00:16:00.040 --> 00:16:04.320]   I will be handed over by the leaders of Israel.
[00:16:04.320 --> 00:16:09.400]   I will be mocked and I will be forsaken by my own people."
[00:16:09.400 --> 00:16:10.400]   But Jesus says, "No.
[00:16:10.400 --> 00:16:15.800]   Ultimately, it is I who lay down my life and it is I who take it back up."
[00:16:15.800 --> 00:16:21.720]   So when we see the prophecies being fulfilled, we have to look at that as when you look at
[00:16:21.720 --> 00:16:27.440]   fine art, one of the first things that they always look for is authentication.
[00:16:27.440 --> 00:16:32.800]   If Picasso is the painter, they want to make sure that his signature is there, that it
[00:16:32.800 --> 00:16:36.120]   matches up with all the other things that he has done.
[00:16:36.120 --> 00:16:41.360]   And so when they match it up, it could be worth a few bucks if it's an imitation or
[00:16:41.360 --> 00:16:47.160]   it could be worth a million dollars depending on the authentication of the author or the
[00:16:47.160 --> 00:16:50.820]   person who painted this picture.
[00:16:50.820 --> 00:16:53.760]   Prophecy is fulfilled in the same way.
[00:16:53.760 --> 00:16:57.180]   When we see it being fulfilled, we recognize God purposed this.
[00:16:57.180 --> 00:16:59.520]   This is what he said he was going to do.
[00:16:59.520 --> 00:17:02.200]   This is what he said how he was going to do it.
[00:17:02.200 --> 00:17:07.480]   And then when he actually does it, the purpose of that is, "Ah, it's him.
[00:17:07.480 --> 00:17:09.680]   He's the one we've been waiting for.
[00:17:09.680 --> 00:17:12.920]   He said he was going to come on the donkey."
[00:17:12.920 --> 00:17:15.600]   Ultimately, it was not Zachariah.
[00:17:15.600 --> 00:17:17.040]   It was not Moses.
[00:17:17.040 --> 00:17:22.280]   Zachariah and Moses was only looking at the vision that God gave them and was writing
[00:17:22.280 --> 00:17:23.480]   that down.
[00:17:23.780 --> 00:17:28.580]   Ultimately, it was God himself who said to Moses, who said to Zachariah, who said to
[00:17:28.580 --> 00:17:37.040]   Isaiah, "I am coming, and when you see these things being fulfilled, you know it was me."
[00:17:37.040 --> 00:17:41.440]   In fact, there's so many prophecies about the last week of Jesus.
[00:17:41.440 --> 00:17:45.040]   Even Psalm chapter 22, it is a messianic passage.
[00:17:45.040 --> 00:17:48.420]   It's about David crying out to God for his suffering.
[00:17:48.420 --> 00:17:50.900]   But the Jews commonly understood this as a messianic suffering.
[00:17:50.900 --> 00:17:56.680]   But if you look at and study that passage carefully, it is the Messiah, Jesus hanging
[00:17:56.680 --> 00:18:01.780]   on the cross, and the vision that he has on the cross.
[00:18:01.780 --> 00:18:06.660]   Even his very moment of suffering was prophesied in the book of Psalms hundreds and hundreds
[00:18:06.660 --> 00:18:09.140]   of years before.
[00:18:09.140 --> 00:18:12.740]   Now why do I say all of this?
[00:18:12.740 --> 00:18:20.800]   Because God did not simply, randomly choose to come and save us.
[00:18:20.800 --> 00:18:24.200]   From the beginning of our fall, God made a plan.
[00:18:24.200 --> 00:18:27.480]   He said, "This is what I'm going to do.
[00:18:27.480 --> 00:18:31.640]   The seed of the woman is going to crush the head of the serpent, and then he's going to
[00:18:31.640 --> 00:18:37.800]   raise up Israel, that they may receive the law, that they may shine God, establish the
[00:18:37.800 --> 00:18:45.280]   tribes, and have the prophets prophesy in every little detail of his birth, his life,
[00:18:45.280 --> 00:18:49.720]   his disciples, his suffering, his rejection, his resurrection.
[00:18:49.720 --> 00:18:56.760]   All of it, he planned, and then he devised it, and then he fulfilled it.
[00:18:56.760 --> 00:19:02.180]   Now why does this show us about God's love?
[00:19:02.180 --> 00:19:08.700]   Because the only answer to why he did that is because he loved us.
[00:19:08.700 --> 00:19:10.820]   That will always remain a mystery.
[00:19:10.820 --> 00:19:11.820]   Why?
[00:19:11.820 --> 00:19:18.500]   I think one of the clearest pictures that we have of this love of God is adoption.
[00:19:18.500 --> 00:19:22.980]   I'm very encouraged that there's many families in our church who are praying, and many of
[00:19:22.980 --> 00:19:25.660]   you are in the process of adopting.
[00:19:25.660 --> 00:19:30.900]   The people who got caught right in the middle of this, some of you guys were waiting, maybe
[00:19:30.900 --> 00:19:34.460]   in a few more months you'll get news, you'll be able to go out to Korea and different parts
[00:19:34.460 --> 00:19:39.580]   of the world possibly and pick up your children, but now you have to wait.
[00:19:39.580 --> 00:19:41.660]   Even just a few months is a long time.
[00:19:41.660 --> 00:19:48.700]   I remember when my own family, with Philip and Mary, and now they prayed and waited eagerly,
[00:19:48.700 --> 00:19:54.060]   and now they longed and was eager to pick a belly.
[00:19:54.060 --> 00:19:58.220]   The difference between an adoption and birth, and obviously every child is precious, but
[00:19:58.220 --> 00:20:01.500]   an adopted child was planned.
[00:20:01.500 --> 00:20:09.300]   An adopted child had to save up a lot of money, had to pray, had to talk to family and friends,
[00:20:09.300 --> 00:20:11.340]   and they had to wait.
[00:20:11.340 --> 00:20:15.940]   You could see the anticipation not only of the parents, but the friends and extended
[00:20:15.940 --> 00:20:22.340]   families, just eagerly waiting because this child is so adored and loved even before he
[00:20:22.340 --> 00:20:26.460]   ever lives in the house.
[00:20:26.460 --> 00:20:32.660]   That's the picture, that is pictured for us in the scripture about our adoption.
[00:20:32.660 --> 00:20:37.240]   He didn't randomly come in and we were born and all of a sudden he recognized something
[00:20:37.240 --> 00:20:42.180]   good in us and then said, "You know what, I'm going to, he's cute, she's cute, he has
[00:20:42.180 --> 00:20:43.500]   potential, she has potential."
[00:20:43.500 --> 00:20:52.620]   No, the scripture tells us from the beginning, God planned to come and get us.
[00:20:52.620 --> 00:20:55.220]   That's what this triumphal entry is.
[00:20:55.220 --> 00:20:58.020]   He's coming to get us.
[00:20:58.020 --> 00:21:02.380]   He didn't plan this a couple of weeks before, he didn't plan this when he told the owner
[00:21:02.380 --> 00:21:05.020]   of the cult to get ready.
[00:21:05.020 --> 00:21:14.180]   From the book of Genesis, the Bible tells us he planned and now he's fulfilling it.
[00:21:14.180 --> 00:21:19.300]   Every single one of us, when danger hits us, the first thing we do is how can we avoid
[00:21:19.300 --> 00:21:20.460]   this danger?
[00:21:20.460 --> 00:21:24.020]   That's why when this thing first broke out, like when are we going to go home?
[00:21:24.020 --> 00:21:26.780]   We got to protect our children.
[00:21:26.780 --> 00:21:29.260]   Many of us ran and saying, "Oh, they're going to run out of toilet paper."
[00:21:29.260 --> 00:21:32.300]   We have to have toilet paper, so we stocked up on that.
[00:21:32.300 --> 00:21:37.260]   What if the supermarket shut down and we need to have food, so we stocked up on that.
[00:21:37.260 --> 00:21:40.140]   At least a lot of us did.
[00:21:40.140 --> 00:21:42.580]   We purchased properties based upon the crime.
[00:21:42.580 --> 00:21:47.460]   Part of the reason why Irvine is so popular and expensive is because they have low crime
[00:21:47.460 --> 00:21:52.940]   rate and parents can send their kids to public school and feel safe.
[00:21:52.940 --> 00:21:55.480]   That's our natural inclination.
[00:21:55.480 --> 00:22:00.660]   Every decision that we make, we make based upon how is this going to bring more safety
[00:22:00.660 --> 00:22:03.340]   and security.
[00:22:03.340 --> 00:22:10.220]   Jesus lived his whole life knowing that he will face danger.
[00:22:10.220 --> 00:22:12.700]   He didn't do it for himself.
[00:22:12.700 --> 00:22:15.220]   He wasn't a thrill seeker.
[00:22:15.220 --> 00:22:19.280]   The Bible says he planned and he actually faced the crucifixion.
[00:22:19.280 --> 00:22:24.900]   Every action that he takes this week takes him closer to the cross.
[00:22:24.900 --> 00:22:29.220]   The worst thing that he would do when he enters into Jerusalem is to go to the temple because
[00:22:29.220 --> 00:22:33.380]   that's where all the leaders who wanted to kill him was hanging out.
[00:22:33.380 --> 00:22:38.380]   The worst thing that if he did go to the temple was to make a scene and to announce to people
[00:22:38.380 --> 00:22:39.560]   that he's there.
[00:22:39.560 --> 00:22:41.700]   He flips over the tables.
[00:22:41.700 --> 00:22:42.980]   That's the worst thing.
[00:22:42.980 --> 00:22:48.160]   If he was a man who was looking for security and safety, first of all, he would have never
[00:22:48.160 --> 00:22:49.160]   entered Jerusalem.
[00:22:49.160 --> 00:22:53.260]   He would have stayed in Galilee, maybe went further out to Turkey.
[00:22:53.260 --> 00:23:02.820]   Instead, every part of his life was intentional and deliberate and executed because God loved
[00:23:02.820 --> 00:23:05.580]   us deliberately.
[00:23:05.580 --> 00:23:08.060]   He purposed to love us.
[00:23:08.060 --> 00:23:12.220]   So Palm Sunday, he's coming in to rescue us.
[00:23:12.220 --> 00:23:17.260]   Number two, God's love is patient.
