
[00:00:00.000 --> 00:00:04.020]   [ Silence ]
[00:06:54.960 --> 00:07:00.960]   "We're very pleased to adopt you as an international country of cosmic stars."
[00:07:00.960 --> 00:07:02.960]   And we began to hear cosmic stars.
[00:07:02.960 --> 00:07:06.960]   And we were that process, and then the process ran,
[00:07:06.960 --> 00:07:09.960]   and then an application to adopt a child, an adopted child.
[00:07:09.960 --> 00:07:12.960]   And we were so excited, we ran across,
[00:07:12.960 --> 00:07:15.960]   told them we were adopting a child,
[00:07:15.960 --> 00:07:18.960]   and the first response was a real one.
[00:07:19.960 --> 00:07:23.960]   No plastic, we're going to put it on a mammal.
[00:07:23.960 --> 00:07:26.960]   That was a real child.
[00:07:26.960 --> 00:07:30.960]   There's a variety of things you can say to parents who are adopting,
[00:07:30.960 --> 00:07:32.960]   but that can be, I think, at the top of the list.
[00:07:32.960 --> 00:07:35.960]   So, we're walking through this adoption process,
[00:07:35.960 --> 00:07:37.960]   which is long and grueling in so many ways.
[00:07:37.960 --> 00:07:41.960]   We've been there, forms, paper, principals, studies, background checks, physicals.
[00:07:41.960 --> 00:07:43.960]   We were trying to meet a particular deadline,
[00:07:43.960 --> 00:07:48.960]   we had a physical at one point that we had to get checked off on,
[00:07:48.960 --> 00:07:50.960]   we went to the doctor together, everything was going smoothly,
[00:07:50.960 --> 00:07:53.960]   my wife was happy there, until we got to the eye chart deal.
[00:07:53.960 --> 00:07:58.960]   And I still maintained the lighting was always dim.
[00:07:58.960 --> 00:08:02.960]   But I went out first, and so she said, "Cover one eye, and start reading."
[00:08:02.960 --> 00:08:07.960]   And I got maybe two rows down, and I started struggling.
[00:08:07.960 --> 00:08:10.960]   And I started thinking, "I can't do this.
[00:08:10.960 --> 00:08:13.960]   I can't miss this, or miss her deadline, or miss that spot."
[00:08:13.960 --> 00:08:15.960]   And so I was stressed out.
[00:08:15.960 --> 00:08:17.960]   She could tell I was getting stressed out, a little flustered.
[00:08:17.960 --> 00:08:19.960]   And she said, "Well, why don't you try the other eye?"
[00:08:19.960 --> 00:08:20.960]   And I said, "Okay, I'll do that."
[00:08:20.960 --> 00:08:22.960]   But in my ears, I didn't trust the nurse.
[00:08:22.960 --> 00:08:25.960]   I decided, "Well, I took it off, everything was blurry.
[00:08:25.960 --> 00:08:27.960]   I didn't see the top of it."
[00:08:27.960 --> 00:08:28.960]   And I'm like, "Oh, no!"
[00:08:28.960 --> 00:08:30.960]   And she said, "Sir, why don't you step aside,
[00:08:30.960 --> 00:08:33.960]   and why don't you do it, and you try this?"
[00:08:33.960 --> 00:08:34.960]   And I said, "All right, I'll do that."
[00:08:34.960 --> 00:08:36.960]   And so I'm over here, trying to do my eyes.
[00:08:36.960 --> 00:08:40.960]   And then finally, I did my eyes right, and my watch was still going.
[00:08:40.960 --> 00:08:44.960]   And so I looked down, and my mirror on the left.
[00:08:44.960 --> 00:08:49.960]   [laughter]
[00:08:49.960 --> 00:08:54.960]   So I stepped back up, and this is just our basic thing.
[00:08:54.960 --> 00:08:57.960]   And I'm like, "Hey, Mike, those are two eyes, I'm supposed to do."
[00:08:57.960 --> 00:09:01.960]   [laughter]
[00:09:01.960 --> 00:09:04.960]   So, check that out.
[00:09:04.960 --> 00:09:07.960]   I went through this whole process over a year,
[00:09:07.960 --> 00:09:09.960]   and then one day, sitting at the computer,
[00:09:09.960 --> 00:09:14.960]   I see this little girl in the picture, and I'm like, "Oh, little boy."
[00:09:14.960 --> 00:09:16.960]   Six years ago, this is last month.
[00:09:16.960 --> 00:09:18.960]   They had a bad accident.
[00:09:18.960 --> 00:09:20.960]   They walked into an apartment, into this small, obscure,
[00:09:20.960 --> 00:09:22.960]   stilted house, and we found this baby.
[00:09:22.960 --> 00:09:24.960]   And we were in the middle of it.
[00:09:24.960 --> 00:09:27.960]   About a month later, I turned to my son, Caleb.
[00:09:27.960 --> 00:09:31.960]   And I showed him a picture here.
[00:09:31.960 --> 00:09:34.960]   You see a parallel with adoption.
[00:09:34.960 --> 00:09:40.960]   Adoption begins with a parent's initiative, not with a child's invitation.
[00:09:40.960 --> 00:09:44.960]   Before Caleb was even born, before he was ever abandoned
[00:09:44.960 --> 00:09:46.960]   in that children's hospital in college,
[00:09:46.960 --> 00:09:49.960]   not yet a mom and dad were planning to adopt him.
[00:09:49.960 --> 00:09:52.960]   And while he was lying alone at night in the warehouse in college,
[00:09:52.960 --> 00:09:55.960]   not yet a mom and dad were working to adopt him.
[00:09:55.960 --> 00:09:58.960]   And one day, Caleb was placed in the arms of his mom and dad,
[00:09:58.960 --> 00:10:01.960]   and they had no idea all that had been done completely apart from
[00:10:01.960 --> 00:10:04.960]   coming to bring him to that point.
[00:10:04.960 --> 00:10:09.960]   This little boy, our cherished son, not because he pursued us,
[00:10:09.960 --> 00:10:12.960]   because we pursued him before he was ever born.
[00:10:12.960 --> 00:10:15.960]   So in light of that picture, I remind you of Jesus Christ,
[00:10:15.960 --> 00:10:18.960]   blessed be the God and Father of the Lord Jesus Christ,
[00:10:18.960 --> 00:10:20.960]   who has blessed us in Christ,
[00:10:20.960 --> 00:10:22.960]   with every spiritual blessing that has been placed on us,
[00:10:22.960 --> 00:10:28.960]   as he chose us in him for the foundation of the world.
[00:10:28.960 --> 00:10:34.960]   In love be predestined us for adoption as sons through Jesus Christ,
[00:10:34.960 --> 00:10:38.960]   according to the purpose of his will, to the praise of his glorious grace.
[00:10:38.960 --> 00:10:42.960]   Oh, Christians, just believe that.
[00:10:42.960 --> 00:10:43.960]   Right?
[00:10:43.960 --> 00:10:47.960]   Some of you say, "Well, I don't know about predestination."
[00:10:47.960 --> 00:10:51.960]   I'm not saying I can explain it, but I say I don't want to take it from you
[00:10:51.960 --> 00:10:52.960]   without a fight.
[00:10:52.960 --> 00:10:54.960]   Just feel this.
[00:10:54.960 --> 00:10:58.960]   Feel this right here sitting before the sun was ever born,
[00:10:58.960 --> 00:11:02.960]   before a star was ever put in the sky,
[00:11:02.960 --> 00:11:04.960]   or mountains were one of the landings,
[00:11:04.960 --> 00:11:06.960]   or oceans poured out between you,
[00:11:06.960 --> 00:11:15.960]   before any of that God Almighty on high set his sights on your soul.
[00:11:15.960 --> 00:11:21.960]   And he had purposefully saved you from those things.
[00:11:21.960 --> 00:11:24.960]   Precious and mission.
[00:11:24.960 --> 00:11:28.960]   So nothing in the Christian life is born out of poverty.
[00:11:28.960 --> 00:11:37.960]   Everything is born out of mercy.
[00:11:37.960 --> 00:11:40.960]   All right, we're done.
[00:11:40.960 --> 00:11:41.960]   Exclamation point.
[00:11:41.960 --> 00:11:42.960]   Okay.
[00:11:42.960 --> 00:11:45.960]   So this is -- I came up with a definition.
[00:11:45.960 --> 00:11:46.960]   This is my definition.
[00:11:46.960 --> 00:11:47.960]   Okay?
[00:11:47.960 --> 00:11:48.960]   This is my definition.
[00:11:48.960 --> 00:11:50.960]   So it's not -- you can disagree with it, okay?
[00:11:50.960 --> 00:11:53.960]   But based on just reading about it and what he was saying,
[00:11:53.960 --> 00:11:56.960]   it just made sense to me.
[00:11:56.960 --> 00:11:58.960]   You know, what is adoption?
[00:11:58.960 --> 00:11:59.960]   What is a part of adoption?
[00:11:59.960 --> 00:12:01.960]   What is part of foster care?
[00:12:01.960 --> 00:12:05.960]   It is the intentional pursuit of a child.
[00:12:05.960 --> 00:12:09.960]   That's why he said, you know, even before, right, Caleb,
[00:12:09.960 --> 00:12:11.960]   they already went through the process.
[00:12:11.960 --> 00:12:15.960]   Brothers and sisters who are going through adoption or foster care,
[00:12:15.960 --> 00:12:19.960]   they have intentionally started the process even before they knew the kid
[00:12:19.960 --> 00:12:24.960]   or know the kid right now, right, even before they were born, as is awesome,
[00:12:24.960 --> 00:12:27.960]   who is made in the image of God.
[00:12:27.960 --> 00:12:32.960]   And, you know, you saw that movie Dropbox.
[00:12:32.960 --> 00:12:38.960]   And just the theme of it, and they have to say it,
[00:12:38.960 --> 00:12:46.960]   but underlying everything is -- the amazing thing about it is the crying out of the fact
[00:12:46.960 --> 00:12:51.960]   that these kids are made in the image of God, right?
[00:12:51.960 --> 00:12:56.960]   And that's why they're precious, regardless of whether they're going to add anything to society,
[00:12:56.960 --> 00:13:00.960]   whether they're going to practically add anything to a family, right?
[00:13:00.960 --> 00:13:02.960]   Of course, you've got love and joy and emotions,
[00:13:02.960 --> 00:13:05.960]   but maybe they're not going to add anything from a worldly sense,
[00:13:05.960 --> 00:13:10.960]   but they're still made in the image of God by faith.
[00:13:10.960 --> 00:13:12.960]   And that's what it is.
[00:13:12.960 --> 00:13:14.960]   We walk by faith.
[00:13:14.960 --> 00:13:22.960]   We don't know, right, who this kid is, what's going to come into their family when we adopt or do foster care,
[00:13:22.960 --> 00:13:26.960]   what kind of background they have, what kind of, you know,
[00:13:26.960 --> 00:13:30.960]   what kind of stuff that they have gone through.
[00:13:30.960 --> 00:13:32.960]   We don't know how things are going to look like.
[00:13:32.960 --> 00:13:38.960]   You know, here's a baby, but once they become older and adolescent and, you know, as they grow,
[00:13:38.960 --> 00:13:40.960]   are they going to be well-adjusted?
[00:13:40.960 --> 00:13:41.960]   Are they going to have emotional problems?
[00:13:41.960 --> 00:13:42.960]   You know what I mean?
[00:13:42.960 --> 00:13:43.960]   You have no idea.
[00:13:43.960 --> 00:13:48.960]   So you walk by faith for the purpose of reflecting the love that we receive.
[00:13:48.960 --> 00:13:53.960]   And the reason why we do this is because we ourselves receive the grace of God.
[00:13:53.960 --> 00:13:58.960]   But we ourselves have been loved tremendously by our Heavenly Father,
[00:13:58.960 --> 00:14:04.960]   and we do it to the glory and praise of God, our Heavenly Father, as Pastor Peter's saying, right?
[00:14:04.960 --> 00:14:05.960]   The purpose.
[00:14:05.960 --> 00:14:06.960]   What is the purpose, right?
[00:14:06.960 --> 00:14:14.960]   It's for God, right, for the purpose of, you know, to do His will, right, to glorify Him and to do His will.
[00:14:14.960 --> 00:14:23.960]   And who predestined, and the Heavenly Father that, who is our Father, He predestined us for adoption as sons,
[00:14:23.960 --> 00:14:28.960]   by whom we cry, "Abba, Father," which He's in 1 John 5.
[00:14:28.960 --> 00:14:35.960]   So this is my definition of adoption and foster care, and it makes a lot of sense.
[00:14:35.960 --> 00:14:40.960]   These are the reasons why our brothers and sisters are doing it,
[00:14:40.960 --> 00:14:47.960]   why, you know, we really do it is because we want to obey and honor, you know, our Heavenly Father,
[00:14:47.960 --> 00:14:53.960]   and the process of loving another reflects the heart of our Father.
[00:14:53.960 --> 00:15:02.960]   Okay, so, about myself and Mary a little bit, more about myself, because I'm the one talking.
[00:15:02.960 --> 00:15:09.960]   So in the beginning, so when we got married, when I was young, I had no, you know, desire,
[00:15:09.960 --> 00:15:12.960]   or even came into my mind that I was going to be adopted.
[00:15:12.960 --> 00:15:18.960]   So I remember when we got married, we had discussions about caring for orphans,
[00:15:18.960 --> 00:15:20.960]   and maybe even the topic of adoption came up.
[00:15:20.960 --> 00:15:23.960]   I automatically just said, "No way."
[00:15:23.960 --> 00:15:31.960]   And the reason why I said, "No way," was because I really couldn't see myself,
[00:15:31.960 --> 00:15:37.960]   I couldn't see myself loving a non-biological child as much as my own child.
[00:15:37.960 --> 00:15:44.960]   So it was the fear of having that guilt when I adopted a non-biological child.
[00:15:44.960 --> 00:15:46.960]   We didn't even have a kid at the time.
[00:15:46.960 --> 00:15:48.960]   You know, we didn't have a child at the time.
[00:15:48.960 --> 00:15:53.960]   I'm not sure. I don't think we had a child yet, or maybe Jonathan was about to be born, right?
[00:15:53.960 --> 00:15:57.960]   So that was where things were.
[00:15:57.960 --> 00:15:59.960]   So there was a lot of fear involved.
[00:15:59.960 --> 00:16:03.960]   If I thought through it more, there were probably more things that I could come up with.
[00:16:03.960 --> 00:16:11.960]   Why it might not have been a good idea, or that there were plenty of reasons not to.
[00:16:11.960 --> 00:16:17.960]   But God did a hard work, and I said, "Ah," because it does take a hard work.
[00:16:17.960 --> 00:16:27.960]   But for myself, this was about the time where God was revealing to me and showing me my own Christian walk.
[00:16:27.960 --> 00:16:41.960]   And I think Pastor Mark said it really perfectly, is that I was living in a way that I was diminishing God's command, in a sense.
[00:16:41.960 --> 00:16:45.960]   Command, in a sense, because of my weaknesses.
[00:16:45.960 --> 00:16:48.960]   So how I was reading Scripture is, I was taking the Word of God,
[00:16:48.960 --> 00:16:56.960]   and I was trying to say, "Oh, I'm going to apply that to my life currently," without really thinking I need to change.
[00:16:56.960 --> 00:17:02.960]   Here I am, I can't change, because I'm busy, I'm doing all these things,
[00:17:02.960 --> 00:17:09.960]   so therefore I'm going to do my best to apply the Scripture, but I have to water it down, because my life will water it down.
[00:17:09.960 --> 00:17:14.960]   And I think God did a hard work, He flipped that around and showed me that, wait a second,
[00:17:14.960 --> 00:17:22.960]   the one who needs to change, not the Scripture, which is perfect, is that I myself needed to change.
[00:17:22.960 --> 00:17:24.960]   My heart needed to change.
[00:17:24.960 --> 00:17:29.960]   Instead of saying, "I can't," I needed to say, "Yes," and obey.
[00:17:29.960 --> 00:17:35.960]   So it wasn't just in the adoption, it was just in general of my life.
[00:17:35.960 --> 00:17:37.960]   And that was a big paradigm shift.
[00:17:37.960 --> 00:17:43.960]   So once I started thinking that way, when I was reading Scripture, part of me was scared.
[00:17:43.960 --> 00:17:48.960]   Because if you read Scripture with the idea of obeying, it is scary.
[00:17:48.960 --> 00:17:52.960]   Because you're reading it, and you're like, "Oh my goodness, I can't do this. What if this happened?"
[00:17:52.960 --> 00:17:54.960]   All these waters are coming in.
[00:17:54.960 --> 00:18:00.960]   But at the same time, God is working in my heart saying, "You need to obey."
[00:18:00.960 --> 00:18:05.960]   And this is where the joy of Christian life is, in obedience.
[00:18:05.960 --> 00:18:14.960]   So that, in the process of God doing that, then what happened was, I met a friend.
[00:18:14.960 --> 00:18:22.960]   At this point in our lives, Jasmine was born, we were actually trying, and Marianne had miscarried.
[00:18:22.960 --> 00:18:26.960]   Miscarried an infant.
[00:18:26.960 --> 00:18:31.960]   And we were trying, we were able to have a second, having a difficult time.
[00:18:31.960 --> 00:18:35.960]   It wasn't that we really desired to have a second child.
[00:18:35.960 --> 00:18:40.960]   To some degree, we were satisfied with just one.
[00:18:40.960 --> 00:18:42.960]   We were okay from just the two of us.
[00:18:42.960 --> 00:18:44.960]   At least for myself, I was satisfied.
[00:18:44.960 --> 00:18:49.960]   But there was also a meaning of, we didn't want Jonathan just to be the only child.
[00:18:49.960 --> 00:18:52.960]   But it wasn't urgent or anything.
[00:18:52.960 --> 00:19:00.960]   So, there was a friend that I met, I haven't seen for a long time, and after years, met him.
[00:19:00.960 --> 00:19:03.960]   And he had adopted a child, foster care.
[00:19:03.960 --> 00:19:09.960]   And I don't know what happened was that, it was almost like a light that just clicked in my mind.
[00:19:09.960 --> 00:19:12.960]   Because it looked, it was so beautiful.
[00:19:12.960 --> 00:19:17.960]   Because this child was, the mother and father, I think the father didn't even know.
[00:19:17.960 --> 00:19:21.960]   Mother was in and out of drug rehab.
[00:19:21.960 --> 00:19:27.960]   And then here's a child that is going to come into this home, Christian home.
[00:19:27.960 --> 00:19:35.960]   And basically, not only saved in the sense of physically, but also have the best chance to be saved spiritually.
[00:19:35.960 --> 00:19:38.960]   Because it's a Christian home, they're going to hear the gospel.
[00:19:38.960 --> 00:19:42.960]   And I looked at that and I said, wow, this is amazing, this is beautiful.
[00:19:42.960 --> 00:19:47.960]   I can say that in front of his face, but inside my heart, it was just resonating.
[00:19:47.960 --> 00:19:50.960]   And it was something that just didn't leave.
[00:19:50.960 --> 00:19:54.960]   And I talked to Marian, and you know, it was a talking process.
[00:19:54.960 --> 00:20:00.960]   It was a journey. It really was a journey for both of us to get to a point of actually submitting an application.
[00:20:00.960 --> 00:20:04.960]   When we got close, one of the things we wanted to do was our due diligence.
[00:20:04.960 --> 00:20:09.960]   And part of that was for us to travel to China.
[00:20:09.960 --> 00:20:16.960]   For one reason or another, we had the opportunity just to go to China in October 2008.
[00:20:16.960 --> 00:20:19.960]   And then we visited some foster homes in China.
[00:20:19.960 --> 00:20:21.960]   And it was very enlightening.
[00:20:21.960 --> 00:20:26.960]   We learned a lot about foster care and how things work in China.
[00:20:26.960 --> 00:20:29.960]   In China, foster homes are illegal.
[00:20:29.960 --> 00:20:33.960]   They're orphanages that are run by the government.
[00:20:33.960 --> 00:20:38.960]   But it's one of those things, as long as they're okay with it, they're not going to say anything.
[00:20:38.960 --> 00:20:44.960]   So a lot of Christian foster care, they would look for children with minor defects.
[00:20:44.960 --> 00:20:48.960]   And they would get them from orphanages that can't care for them.
[00:20:48.960 --> 00:20:53.960]   They would give them the medical treatment, and then they would put them up for adoption.
[00:20:53.960 --> 00:20:55.960]   And they would be adopted through the orphanages.
[00:20:55.960 --> 00:20:58.960]   So they'll get the credit, they get the money.
[00:20:58.960 --> 00:21:01.960]   So it was kind of a mutual benefit kind of thing.
[00:21:01.960 --> 00:21:04.960]   So we went through that, so we learned a lot.
[00:21:04.960 --> 00:21:07.960]   And I think God was further working in our hearts.
[00:21:07.960 --> 00:21:15.960]   One interesting story, that girl right there, Mary is holding with the two ponytails or whatever.
[00:21:15.960 --> 00:21:19.960]   Her name is Xiao Hao. I still remember her name, Xiao Hao.
[00:21:19.960 --> 00:21:22.960]   When I was there, she was so cute.
[00:21:22.960 --> 00:21:24.960]   We visited this orphanage.
[00:21:24.960 --> 00:21:27.960]   She kept following us and saying, "Zhou le, Zhou le."
[00:21:27.960 --> 00:21:30.960]   "Zhou le, Zhou le." I don't know who's speaking.
[00:21:30.960 --> 00:21:33.960]   Okay, I guess she's, "Come, come, come."
[00:21:33.960 --> 00:21:37.960]   So we actually tried to adopt her.
[00:21:37.960 --> 00:21:40.960]   We called, and actually we could.
[00:21:40.960 --> 00:21:42.960]   We found out that we could, at least at that time.
[00:21:42.960 --> 00:21:47.960]   And Mary called the owner, the one who runs it.
[00:21:47.960 --> 00:21:54.960]   But the problem was, she either was adopted or the one who was running it really liked her.
[00:21:54.960 --> 00:21:57.960]   And wanted to keep her. So we couldn't.
[00:21:57.960 --> 00:22:01.960]   But anyway, that's a side story. That's her, her name is Xiao Hao.
[00:22:01.960 --> 00:22:04.960]   I'm surprised I still remember, years ago.
[00:22:04.960 --> 00:22:10.960]   Okay, so that led us to then, in December of 2008, we submitted our application to HOPE.
[00:22:10.960 --> 00:22:14.960]   And obviously, there are many other adoption agencies.
[00:22:14.960 --> 00:22:18.960]   We could have gone local, you know, foster care.
[00:22:18.960 --> 00:22:23.960]   And again, I really didn't open myself up for foster care.
[00:22:23.960 --> 00:22:30.960]   Because the scenario where I could see myself bringing a child into the home.
[00:22:30.960 --> 00:22:35.960]   Basically, thinking of adopting them as my child and then losing them.
[00:22:35.960 --> 00:22:39.960]   So I didn't think I, at least for the first one, could handle it emotionally.
[00:22:39.960 --> 00:22:41.960]   So for me, that door was closed.
[00:22:41.960 --> 00:22:44.960]   That's how it ended up being an international adoption.
[00:22:44.960 --> 00:22:47.960]   We were open to adopting from China.
[00:22:47.960 --> 00:22:54.960]   But for one, it just worked out that we submitted an application to HOPE International.
[00:22:54.960 --> 00:22:57.960]   And we went through that process in December of 2008.
[00:22:57.960 --> 00:22:58.960]   Oops.
[00:22:58.960 --> 00:23:05.960]   Okay, so, and then in March of 2009, Ellie was born.
[00:23:05.960 --> 00:23:09.960]   So we submitted our application even before she was born.
[00:23:09.960 --> 00:23:14.960]   The whole idea of what Pastor David Platt was saying.
[00:23:14.960 --> 00:23:17.960]   We intentionally pursued her.
[00:23:17.960 --> 00:23:20.960]   I believe God ordained Ellie to be in our house.
