
[00:00:00.000 --> 00:00:06.280]   All right, good morning.
[00:03:08.600 --> 00:03:11.480]   So if you take that totality of everybody
[00:03:11.480 --> 00:03:15.840]   who's in the United States, it's not high.
[00:03:15.840 --> 00:03:21.640]   But it's enough that this fear of death is strong enough
[00:03:21.640 --> 00:03:25.760]   that whatever will come out of this pandemic
[00:03:25.760 --> 00:03:27.840]   and this shutdown,
[00:03:27.840 --> 00:03:31.680]   it was worth shutting down to save lives.
[00:03:31.680 --> 00:03:37.360]   Now, this Resurrection Sunday is all about death.
[00:03:37.360 --> 00:03:39.760]   It's about the hope that Christ brings.
[00:03:39.760 --> 00:03:41.960]   The greatest fear of mankind
[00:03:41.960 --> 00:03:44.560]   turns into the greatest hope of mankind
[00:03:44.560 --> 00:03:47.360]   because of what Christ has done today.
[00:03:47.360 --> 00:03:50.920]   In Hebrews 2, 14 to 15, it says,
[00:03:50.920 --> 00:03:53.120]   "Therefore, since the children share in flesh and blood,
[00:03:53.120 --> 00:03:54.920]   "he," meaning Christ,
[00:03:54.920 --> 00:03:57.560]   "himself likewise also partook of the same,
[00:03:57.560 --> 00:04:00.240]   "that through death he might render powerless
[00:04:00.240 --> 00:04:03.440]   "him who had the power of death," that is the devil,
[00:04:03.440 --> 00:04:05.960]   "and might free those who through fear of death
[00:04:05.960 --> 00:04:09.960]   "were subject to slavery all their lives."
[00:04:09.960 --> 00:04:13.360]   And I think this verse is relevant in any generation
[00:04:13.360 --> 00:04:15.560]   at any time, even when we're living in peace.
[00:04:15.560 --> 00:04:17.160]   But especially now,
[00:04:17.160 --> 00:04:20.520]   as the whole world is in lockdown temporarily,
[00:04:20.520 --> 00:04:24.840]   to try our best to avoid this death.
[00:04:24.840 --> 00:04:28.040]   This Resurrection Sunday is really about that,
[00:04:28.040 --> 00:04:31.720]   about turning this dark pandemic,
[00:04:31.720 --> 00:04:35.520]   this possibility of death, ultimately to glory.
[00:04:35.520 --> 00:04:37.640]   Well, I'm going to be working backwards today
[00:04:37.640 --> 00:04:42.040]   because we looked at his crucifixion, his trial on Friday.
[00:04:42.040 --> 00:04:43.320]   We talked about Palm Sunday,
[00:04:43.320 --> 00:04:45.080]   but we're actually going to walk backwards
[00:04:45.080 --> 00:04:46.680]   into John chapter 11,
[00:04:46.680 --> 00:04:50.080]   where Jesus foreshadows what he was going to do
[00:04:50.080 --> 00:04:52.040]   in John chapter 11.
[00:04:52.040 --> 00:04:53.840]   And it is one of his I am statements,
[00:04:53.840 --> 00:04:56.600]   I am the resurrection and the life.
[00:04:56.600 --> 00:04:58.520]   So as we work through chapter 11,
[00:04:58.520 --> 00:05:01.560]   I want you to pay attention to the various responses
[00:05:01.560 --> 00:05:04.440]   that people are giving to this resurrection
[00:05:04.440 --> 00:05:08.080]   or this bringing back to life, Lazarus.
[00:05:08.080 --> 00:05:10.160]   And so what I want to do is starting from chapter one,
[00:05:10.160 --> 00:05:11.760]   there are five specific scenes.
[00:05:11.760 --> 00:05:14.520]   So if you were making a movie or doing a play,
[00:05:14.520 --> 00:05:16.800]   there's five specific scenes
[00:05:16.800 --> 00:05:20.000]   that highlight certain events that are taking place.
[00:05:20.000 --> 00:05:21.200]   And through it all,
[00:05:21.200 --> 00:05:23.040]   what I'd like you to pay attention to
[00:05:23.040 --> 00:05:26.080]   is the different responses that people are giving
[00:05:26.080 --> 00:05:28.200]   to Jesus's resurrection.
[00:05:28.200 --> 00:05:29.520]   So scene one.
[00:05:29.520 --> 00:05:30.920]   So if you have the children's outline,
[00:05:30.920 --> 00:05:33.200]   that outline is basically the sermon outline.
[00:05:33.200 --> 00:05:36.040]   So if you parents want to follow that as well,
[00:05:36.040 --> 00:05:37.440]   if that's going to help you.
[00:05:37.440 --> 00:05:41.240]   Scene one, starting from verse one through six.
[00:05:41.240 --> 00:05:43.360]   So what I encourage you to do is,
[00:05:43.360 --> 00:05:45.920]   the verses will be displayed on the screen,
[00:05:45.920 --> 00:05:47.600]   at least parts of it.
[00:05:47.600 --> 00:05:50.280]   But if you have your Bible, open it up,
[00:05:50.280 --> 00:05:51.680]   and I encourage you to just keep it there
[00:05:51.680 --> 00:05:52.680]   because we're going to be working through
[00:05:52.680 --> 00:05:54.640]   the whole text, chapter 11 today.
[00:05:54.640 --> 00:05:56.120]   Scene one, verse one through six,
[00:05:56.120 --> 00:05:59.080]   the sickness that leads to glory.
[00:05:59.080 --> 00:06:03.200]   And this is the setup behind what is going to take place.
[00:06:03.200 --> 00:06:05.640]   Verse 11, I'm not going to read everything,
[00:06:05.640 --> 00:06:06.760]   but I want you to pay attention.
[00:06:06.760 --> 00:06:10.200]   Now, a certain man was sick, Lazarus of Bethany,
[00:06:10.200 --> 00:06:14.160]   the village of Mary and the sister Martha.
[00:06:14.160 --> 00:06:18.720]   It was the Mary who anointed the Lord with ointment
[00:06:18.720 --> 00:06:20.540]   and wiped his feet with her hair,
[00:06:20.540 --> 00:06:22.880]   whose brother Lazarus was sick.
[00:06:22.880 --> 00:06:27.740]   So first thing I want us to remember or to highlight
[00:06:27.740 --> 00:06:30.480]   is that Lazarus was not just any man.
[00:06:30.480 --> 00:06:34.480]   Lazarus was a man who was the younger brother,
[00:06:34.480 --> 00:06:36.340]   most likely of Mary and Martha.
[00:06:36.340 --> 00:06:39.260]   Mary Martha, as you know, is a very prominent figure
[00:06:39.260 --> 00:06:40.320]   in Jesus's ministry.
[00:06:40.320 --> 00:06:42.040]   Their name is mentioned many times
[00:06:42.040 --> 00:06:44.060]   throughout the scriptures.
[00:06:44.060 --> 00:06:46.680]   And it highlights Mary was the one who anointed Jesus.
[00:06:46.680 --> 00:06:50.400]   When everybody else was paying attention to other things,
[00:06:50.400 --> 00:06:53.800]   either Mary knew what was going to happen
[00:06:53.800 --> 00:06:56.280]   or Mary's love for Christ was so overwhelming
[00:06:56.280 --> 00:06:59.800]   that she was willing to break a year's worth
[00:06:59.800 --> 00:07:03.360]   of an average pay to prepare Jesus for his burial.
[00:07:03.360 --> 00:07:04.720]   She's the one who got on her knees
[00:07:04.720 --> 00:07:07.920]   and humbled herself and washed Jesus's feet.
[00:07:07.920 --> 00:07:09.900]   And it's highlighted that this relationship
[00:07:09.900 --> 00:07:12.020]   that Jesus has with this family was special.
[00:07:12.020 --> 00:07:13.820]   It was not just any family.
[00:07:13.820 --> 00:07:16.140]   And he goes on to say,
[00:07:16.140 --> 00:07:18.140]   so the sister sent word to him saying,
[00:07:18.140 --> 00:07:22.920]   "Lord, behold, he whom you love is sick."
[00:07:22.920 --> 00:07:27.920]   Now, Jesus healed complete strangers in crowds.
[00:07:27.920 --> 00:07:30.820]   Sometimes he was very gracious to people
[00:07:30.820 --> 00:07:33.020]   who were even hostile to him.
[00:07:33.020 --> 00:07:35.220]   Remember the lepers who he healed
[00:07:35.220 --> 00:07:37.100]   and nine of them just celebrated
[00:07:37.100 --> 00:07:38.380]   and just took off, forgot about him,
[00:07:38.380 --> 00:07:39.580]   and only one returned?
[00:07:39.580 --> 00:07:43.020]   So it's highlighting if God was gracious
[00:07:43.020 --> 00:07:45.180]   to just strangers or multitudes,
[00:07:45.180 --> 00:07:49.260]   how much more would he be to whom he loved?
[00:07:49.260 --> 00:07:52.180]   And all of this is a setup for what's about to happen.
[00:07:52.180 --> 00:07:55.280]   Verse four, when Jesus heard this, he said,
[00:07:55.280 --> 00:07:57.940]   "This sickness is not to end in death,
[00:07:57.940 --> 00:07:59.060]   "but the glory of God,
[00:07:59.060 --> 00:08:02.980]   "so that the Son of Man may be glorified by it."
[00:08:02.980 --> 00:08:04.580]   And again, all of this is a setup
[00:08:04.580 --> 00:08:06.980]   for what he's about to do in chapter 11,
[00:08:06.980 --> 00:08:08.940]   to raise Lazarus at the end of this chapter.
[00:08:08.940 --> 00:08:11.900]   He said, "All of this is God-ordained.
[00:08:11.900 --> 00:08:14.880]   "This darkness is going to turn to glory.
[00:08:14.880 --> 00:08:18.240]   "You guys are worried and you call the right person.
[00:08:18.240 --> 00:08:21.140]   "I am gonna go, but it's not gonna end in sadness.
[00:08:21.140 --> 00:08:23.380]   "It's gonna end in glory."
[00:08:23.380 --> 00:08:28.380]   So you would expect that Lazarus, whom he loved,
[00:08:28.380 --> 00:08:33.080]   whose sister Mary was the one who anointed his feet,
[00:08:33.080 --> 00:08:36.740]   Martha is constantly busy serving the disciples.
[00:08:36.740 --> 00:08:40.320]   And he says, "Don't worry, he's not gonna die.
[00:08:40.320 --> 00:08:42.400]   "It's gonna end in his glory."
[00:08:42.400 --> 00:08:44.640]   That he would pack up his bag, whatever he was doing,
[00:08:44.640 --> 00:08:47.200]   he would pack up his bag and get his disciples to go.
[00:08:47.200 --> 00:08:49.360]   But instead, in verse six, it says,
[00:08:49.360 --> 00:08:51.020]   "So when he heard that he was sick,
[00:08:51.020 --> 00:08:55.120]   "he stayed then two days longer in the place where he was."
[00:08:55.120 --> 00:08:59.120]   Which is a very strange way to end that.
[00:08:59.120 --> 00:09:02.680]   Because every part of what he says in this scene,
[00:09:02.680 --> 00:09:04.600]   you would expect him to pack up and hurry
[00:09:04.600 --> 00:09:06.640]   and get out of there to make sure
[00:09:06.640 --> 00:09:07.880]   that he gets there in time.
[00:09:07.880 --> 00:09:10.120]   Instead, he takes his sweet time.
[00:09:10.120 --> 00:09:11.960]   He takes two days longer.
[00:09:11.960 --> 00:09:15.320]   Now, why did he do that?
[00:09:15.320 --> 00:09:20.880]   Because part of the display of God's glory
[00:09:20.880 --> 00:09:24.580]   is going to be him allowing them to experience the death.
[00:09:24.580 --> 00:09:27.880]   He wasn't going to preserve him from this death.
[00:09:27.880 --> 00:09:30.080]   He was going to allow them to experience his death
[00:09:30.080 --> 00:09:33.320]   and the grief that comes along with this death,
[00:09:33.320 --> 00:09:35.760]   with the weeping and sadness that comes along with that.
[00:09:35.760 --> 00:09:37.480]   And he stayed two days longer
[00:09:37.480 --> 00:09:39.320]   to allow them to experience this.
[00:09:39.320 --> 00:09:40.800]   And he wanted to make sure
[00:09:40.800 --> 00:09:43.720]   that there was going to be darkness
[00:09:43.720 --> 00:09:45.380]   before he turns on the light.
[00:09:45.380 --> 00:09:49.440]   Now, this is foreshadowing of what was going to happen
[00:09:49.440 --> 00:09:52.120]   to Israel and to mankind itself.
[00:09:52.120 --> 00:09:57.120]   When Jesus was crucified, he didn't just die in obscurity.
[00:09:57.120 --> 00:09:59.300]   He was crucified by the hands
[00:09:59.300 --> 00:10:00.780]   of the leaders of Israel.
[00:10:00.780 --> 00:10:03.840]   He was crucified by the hands of the people
[00:10:03.840 --> 00:10:05.640]   that he came and he wept for.
[00:10:05.640 --> 00:10:09.840]   And so the reason why God allowed that
[00:10:09.840 --> 00:10:12.920]   is he allowed the room to get as dark as possible
[00:10:12.920 --> 00:10:14.520]   before he turns on the light.
[00:10:14.520 --> 00:10:17.520]   If you have something to display,
[00:10:17.520 --> 00:10:19.880]   you want to make sure that display is seen clearly.
[00:10:19.880 --> 00:10:23.580]   And in order to do that, you have to turn down the light.
[00:10:23.580 --> 00:10:26.300]   Jesus was allowing mankind to experience
[00:10:26.300 --> 00:10:28.220]   their lowest moment of history.
[00:10:29.200 --> 00:10:31.880]   The darkest moment of mankind's history
[00:10:31.880 --> 00:10:34.520]   was the death of Jesus Christ
[00:10:34.520 --> 00:10:36.240]   because he was the one who was preparing.
[00:10:36.240 --> 00:10:37.320]   He was the one who loved us.
[00:10:37.320 --> 00:10:41.640]   He was the one who took our sorrows and bore it on himself.
[00:10:41.640 --> 00:10:45.880]   And it was he, the author of life, that we crucify.
[00:10:45.880 --> 00:10:47.960]   The darkest moment of mankind's history
[00:10:47.960 --> 00:10:49.240]   is not the Holocaust.
[00:10:49.240 --> 00:10:53.840]   Slavery, as ugly as it is, and it was,
[00:10:53.840 --> 00:10:56.240]   was not the darkest part of human history.
[00:10:56.240 --> 00:11:00.500]   It was a day that mankind chose to crucify,
[00:11:00.500 --> 00:11:02.800]   the only one that could save us from our sins.
[00:11:02.800 --> 00:11:06.300]   Jesus allows this to take place.
[00:11:06.300 --> 00:11:09.060]   And so finally, after two days, we get to scene two.
[00:11:09.060 --> 00:11:13.660]   And scene two, you know, if this wasn't a sermon,
[00:11:13.660 --> 00:11:17.020]   there's so much comical material in this section.
[00:11:17.020 --> 00:11:21.160]   The cluelessness of the disciples, verses seven through 16.
[00:11:21.160 --> 00:11:24.020]   Then after he said to the disciples,
[00:11:24.020 --> 00:11:26.820]   let us go to Judea again,
[00:11:26.820 --> 00:11:27.940]   the disciples said to him,
[00:11:27.940 --> 00:11:30.900]   Rabbi, the Jews were just now seeking to stone you,
[00:11:30.900 --> 00:11:33.460]   and are you going there again?
[00:11:33.460 --> 00:11:36.500]   In other words, you know what's gonna happen
[00:11:36.500 --> 00:11:37.340]   when you go there.
[00:11:37.340 --> 00:11:39.660]   All of our enemies who want to kill you,
[00:11:39.660 --> 00:11:43.140]   all the leaders of Israel, their power,
[00:11:43.140 --> 00:11:45.620]   the soldiers, the temple soldiers,
[00:11:45.620 --> 00:11:47.360]   they're all in that area.
[00:11:47.360 --> 00:11:50.740]   Which, you know, the reason why this is so comical
[00:11:50.740 --> 00:11:54.620]   is because Jesus has been steadily moving down
[00:11:54.620 --> 00:11:56.660]   from Galilee to Jerusalem.
[00:11:56.660 --> 00:12:00.540]   He made it very clear that his final destination
[00:12:00.540 --> 00:12:02.260]   was never going to be Bethany.
[00:12:02.260 --> 00:12:04.460]   Bethany was just a place that he's passing through.
[00:12:04.460 --> 00:12:06.340]   He said, not only is he gonna go to Bethany,
[00:12:06.340 --> 00:12:08.700]   he's gonna go to the heart,
[00:12:08.700 --> 00:12:11.060]   he's going to the heart of danger, into Jerusalem.
[00:12:11.060 --> 00:12:12.540]   And he's been telling them this,
[00:12:12.540 --> 00:12:14.980]   they've been on this journey for months.
[00:12:14.980 --> 00:12:17.060]   When finally Jesus says,
[00:12:17.060 --> 00:12:19.660]   with Bethany about two miles away from Jerusalem,
[00:12:19.660 --> 00:12:22.020]   it's almost like they weren't there.
[00:12:22.020 --> 00:12:24.780]   It's almost like Jesus said all of these things
[00:12:24.780 --> 00:12:25.780]   and they didn't hear him at all.
[00:12:25.780 --> 00:12:29.720]   And Jesus said, are there not 12 hours in the day?
[00:12:29.720 --> 00:12:33.400]   What does he mean by that?
[00:12:33.400 --> 00:12:34.620]   Well, if you read on, it says,
[00:12:34.620 --> 00:12:36.660]   if anyone walks in the day, he does not stumble
[00:12:36.660 --> 00:12:39.620]   because he sees the light of this world.
[00:12:39.620 --> 00:12:41.200]   But if anyone walks in the night,
[00:12:41.200 --> 00:12:43.660]   he stumbles because the light is not in him.
[00:12:43.660 --> 00:12:46.500]   Now, what Jesus meant by that was,
[00:12:46.500 --> 00:12:48.820]   again, the Jews typically counted a day
[00:12:48.820 --> 00:12:50.380]   in 12-hour increments.
[00:12:50.380 --> 00:12:52.980]   So you had the day and then you had the 12-hour nights.
[00:12:52.980 --> 00:12:55.900]   Unlike when we say a day, we say 24 hours.
[00:12:55.900 --> 00:12:59.580]   What Jesus meant was, if you walk in the light,
[00:12:59.580 --> 00:13:01.100]   if you are living righteously,
[00:13:01.100 --> 00:13:03.180]   and as long as you are with me,
[00:13:03.180 --> 00:13:05.380]   in other words, Jesus is saying you are safe.
[00:13:05.380 --> 00:13:07.400]   Now, Jesus was not saying
[00:13:07.400 --> 00:13:08.880]   that you're not gonna experience pain
[00:13:08.880 --> 00:13:10.700]   'cause Jesus told him, if you're gonna come after me,
[00:13:10.700 --> 00:13:12.700]   you have to pick up your cross.
[00:13:12.700 --> 00:13:16.180]   He already told them that he was going to be crucified.
[00:13:16.180 --> 00:13:18.220]   He was going to be beaten.
[00:13:18.220 --> 00:13:22.100]   So what he means by that is that you will not stumble,
[00:13:22.100 --> 00:13:27.100]   means that safety means that you're gonna be in God's hand.
[00:13:27.100 --> 00:13:29.460]   You're gonna be in God's purpose.
[00:13:29.460 --> 00:13:31.320]   In other words, do not be afraid.
[00:13:31.320 --> 00:13:33.420]   You're with the light.
[00:13:33.420 --> 00:13:37.380]   This he said in verse 11,
[00:13:37.380 --> 00:13:39.580]   after that, he said to them,
[00:13:39.580 --> 00:13:41.780]   our friend Lazarus has fallen asleep,
[00:13:41.780 --> 00:13:44.940]   but I go so that I may awaken him out of sleep.
[00:13:44.940 --> 00:13:46.100]   The disciples then said to him,
[00:13:46.100 --> 00:13:50.380]   Lord, if he has fallen asleep, he will recover.
[00:13:50.380 --> 00:13:51.740]   Again, they don't get it.
[00:13:51.740 --> 00:13:55.580]   These guys are dead.
[00:13:55.580 --> 00:13:56.740]   Of course, that's not what he meant.
[00:13:56.740 --> 00:13:59.540]   And he says, now Jesus had spoken of his death,
[00:13:59.540 --> 00:14:03.140]   but they thought that he was speaking of literal sleep.
[00:14:03.140 --> 00:14:04.980]   So when Jesus said he has fallen asleep,
[00:14:04.980 --> 00:14:07.100]   was that, well, he's just gonna wake up then.
[00:14:07.100 --> 00:14:08.700]   Why do we need to go to Bethany?
[00:14:08.700 --> 00:14:12.060]   You could just see the frustration in verse 14
[00:14:12.060 --> 00:14:13.860]   when Jesus says,
[00:14:13.860 --> 00:14:16.540]   so Jesus then said to them plainly,
[00:14:16.540 --> 00:14:17.940]   Lazarus is dead.
[00:14:17.940 --> 00:14:22.060]   I don't know about you, but I don't know why.
[00:14:22.060 --> 00:14:23.780]   That seems very comical to me.
[00:14:23.780 --> 00:14:26.180]   He's fallen asleep, he's sleeping.
[00:14:26.180 --> 00:14:27.460]   Why do we need to go to Bethany?
[00:14:27.460 --> 00:14:30.020]   He's dead, I meant he's dead.
[00:14:30.020 --> 00:14:31.620]   He's dead.
[00:14:31.620 --> 00:14:33.820]   And he had to speak to them very plainly
[00:14:33.820 --> 00:14:36.340]   because Jesus is saying one thing
[00:14:36.340 --> 00:14:38.620]   and they're constantly hearing something else.
[00:14:38.620 --> 00:14:40.940]   Why was that?
[00:14:42.180 --> 00:14:45.980]   Why were they having such a hard time
[00:14:45.980 --> 00:14:49.240]   understanding what we read so plainly?
[00:14:49.240 --> 00:14:55.500]   In fact, if you read the Gospel of Mark,
[00:14:55.500 --> 00:14:57.320]   Mark makes it a point.
[00:14:57.320 --> 00:15:02.100]   Mark makes it a point that Jesus made this very clear
[00:15:02.100 --> 00:15:03.660]   what he was doing.
[00:15:03.660 --> 00:15:06.420]   Mark 8, 31 to 32.
[00:15:06.420 --> 00:15:08.580]   And Jesus, he began to teach them
[00:15:08.580 --> 00:15:11.500]   that the Son of Man, Son of Man meaning Jesus,
[00:15:11.500 --> 00:15:14.300]   must suffer many things and be rejected by the elders
[00:15:14.300 --> 00:15:18.180]   and the chief priests and the scribes and be killed.
[00:15:18.180 --> 00:15:19.860]   And after three days, rise again,
[00:15:19.860 --> 00:15:22.580]   and he was stating the matter plainly.
[00:15:22.580 --> 00:15:26.420]   Now, Mark says that on purpose.
[00:15:26.420 --> 00:15:28.100]   It wasn't miscommunication.
[00:15:28.100 --> 00:15:29.820]   Maybe Jesus didn't use the right words
[00:15:29.820 --> 00:15:32.100]   or maybe there was a different context
[00:15:32.100 --> 00:15:32.980]   that we don't understand.
[00:15:32.980 --> 00:15:35.940]   He said, no, Jesus made this very plainly.
[00:15:35.940 --> 00:15:39.060]   And Peter seems to have understood,
[00:15:39.060 --> 00:15:40.500]   at least for the moment.
[00:15:40.500 --> 00:15:42.860]   And it says, and Peter took him aside
[00:15:42.860 --> 00:15:44.620]   and began to rebuke him.
[00:15:44.620 --> 00:15:46.580]   Now, think about the arrogance of that.
[00:15:46.580 --> 00:15:51.460]   On one sense, humanly speaking,
[00:15:51.460 --> 00:15:54.100]   Peter loved Jesus and there's no question about that.
[00:15:54.100 --> 00:15:59.260]   But it was also filled with his own arrogance and pride.
[00:15:59.260 --> 00:16:01.260]   And you see that as they get closer to the cross,
[00:16:01.260 --> 00:16:03.620]   Peter's like, I'm gonna protect you.
[00:16:03.620 --> 00:16:06.740]   All of these guys, all of these guys may fail you,
[00:16:06.740 --> 00:16:07.580]   but not me.
[00:16:09.580 --> 00:16:13.380]   Obviously, Peter actually fails miserably.
[00:16:13.380 --> 00:16:17.700]   He's the one who denies Jesus to his face three times.
[00:16:17.700 --> 00:16:21.340]   But what Jesus said just didn't make sense.
[00:16:21.340 --> 00:16:23.820]   He's the Messiah.
[00:16:23.820 --> 00:16:27.780]   I mean, he walks on water.
[00:16:27.780 --> 00:16:31.060]   He calms a storm that would have easily wiped out
[00:16:31.060 --> 00:16:32.580]   generational fishermen.
[00:16:32.580 --> 00:16:35.460]   Why would you be killed?
[00:16:35.460 --> 00:16:36.940]   Who's going to kill you?
[00:16:36.940 --> 00:16:39.380]   Who's gonna beat you?
[00:16:40.260 --> 00:16:41.900]   He couldn't understand.
[00:16:41.900 --> 00:16:45.140]   But if this is gonna happen, don't worry, you got me.
[00:16:45.140 --> 00:16:45.980]   You got me.
[00:16:45.980 --> 00:16:49.140]   Clearly, he didn't understand.
[00:16:49.140 --> 00:16:52.020]   And Mark makes it a point to point that out.
[00:16:52.020 --> 00:16:53.980]   Mark chapter nine, 31 through 34.
[00:16:53.980 --> 00:16:56.340]   Again, he says, "For he was teaching his disciples
[00:16:56.340 --> 00:16:58.540]   "and telling them, the Son of Man is to be delivered
[00:16:58.540 --> 00:17:01.980]   "into the hands of men and they will kill him.
[00:17:01.980 --> 00:17:06.740]   "And when he has been killed, he will rise three days later."
[00:17:07.820 --> 00:17:09.420]   Just in case you missed it the first time,
[00:17:09.420 --> 00:17:10.860]   let me say it again.
[00:17:10.860 --> 00:17:13.900]   I will be killed, I will be killed.
[00:17:13.900 --> 00:17:15.620]   But they did not understand the statement
[00:17:15.620 --> 00:17:18.060]   and they were afraid to ask.
[00:17:18.060 --> 00:17:21.220]   Next time you read the Gospels, highlight that statement.
[00:17:21.220 --> 00:17:23.020]   They were afraid to ask.
[00:17:23.020 --> 00:17:25.900]   'Cause this happens repeatedly in Jesus's ministry.
[00:17:25.900 --> 00:17:31.140]   They just didn't get it because their paradigm
[00:17:31.140 --> 00:17:33.420]   of their worldview of the Messiah
[00:17:33.420 --> 00:17:36.500]   just didn't fit what Jesus was saying.
[00:17:36.500 --> 00:17:38.260]   It fit what Jesus was doing
[00:17:38.260 --> 00:17:41.020]   because it said Messiah's going to come,
[00:17:41.020 --> 00:17:45.220]   he's going to give bread, he's going to bring in an era
[00:17:45.220 --> 00:17:47.460]   where broken people are gonna be healed,
[00:17:47.460 --> 00:17:49.780]   the lame are going to walk, the blind are going to see.
[00:17:49.780 --> 00:17:53.540]   So he fulfills every part of the identification
[00:17:53.540 --> 00:17:55.260]   of the Messiah, but what he was saying
[00:17:55.260 --> 00:17:56.660]   didn't make any sense.
[00:17:56.660 --> 00:18:00.180]   So they were hearing him say, "Oh, dying.
[00:18:00.180 --> 00:18:01.940]   "Maybe he means sleeping now."
[00:18:01.940 --> 00:18:05.700]   Because sleeping means living, maybe living means dying.
[00:18:05.700 --> 00:18:08.260]   I don't know what he means, but they didn't understand.
[00:18:08.260 --> 00:18:10.940]   Verse 33, "They came to Capernaum
[00:18:10.940 --> 00:18:13.740]   "and when he was in the house, he began to question them,
[00:18:13.740 --> 00:18:16.580]   "What were you discussing on the way?
[00:18:16.580 --> 00:18:19.500]   "But they kept silent, for on the way
[00:18:19.500 --> 00:18:20.940]   "they had discussed with one another
[00:18:20.940 --> 00:18:22.820]   "which of them was the greatest."
