
[00:00:00.000 --> 00:00:05.720]   Let's gather into our tables take our seats and we'll pray to get ready for tonight's Bible study
[00:08:22.400 --> 00:08:27.400]   Father, Spirit, Son
[00:08:27.400 --> 00:08:35.400]   The Lion and the Lamb, the Lion and the Lamb
[00:08:35.400 --> 00:08:41.400]   How great is our God
[00:08:41.400 --> 00:08:48.400]   Sing with me how great is our God
[00:08:48.400 --> 00:08:52.400]   And all will see how great
[00:08:52.400 --> 00:09:00.400]   How great is our God
[00:09:00.400 --> 00:09:03.400]   Name above all names
[00:09:03.400 --> 00:09:10.400]   Name above all names
[00:09:10.400 --> 00:09:16.400]   Worthy of all praise
[00:09:16.400 --> 00:09:19.400]   And my heart will sing
[00:09:19.400 --> 00:09:26.400]   How great is our God
[00:09:26.400 --> 00:09:29.400]   Name above all names
[00:09:29.400 --> 00:09:37.400]   You're the name above all names
[00:09:37.400 --> 00:09:43.400]   Worthy of all praise
[00:09:43.400 --> 00:09:46.400]   And my heart will sing
[00:09:46.400 --> 00:09:54.400]   How great is our God
[00:09:54.400 --> 00:09:56.400]   How great
[00:09:56.400 --> 00:10:02.400]   How great is our God
[00:10:02.400 --> 00:10:09.400]   Sing with me how great is our God
[00:10:09.400 --> 00:10:13.400]   And all will see how great
[00:10:13.400 --> 00:10:22.400]   How great is our God
[00:10:22.400 --> 00:10:26.400]   Let's pray.
[00:10:26.400 --> 00:10:30.400]   Dear Lord, we just come before you this evening.
[00:10:30.400 --> 00:10:34.400]   It's privileged that we're able to just meet freely
[00:10:34.400 --> 00:10:36.400]   and to enter into your presence.
[00:10:36.400 --> 00:10:40.400]   We thank you for the sacrifice of your son.
[00:10:40.400 --> 00:10:43.400]   We thank you Lord for just all the blessings that you give us
[00:10:43.400 --> 00:10:46.400]   and all the things that we just don't deserve,
[00:10:46.400 --> 00:10:49.400]   that you still continue to love us,
[00:10:49.400 --> 00:10:53.400]   that you can still continue to just pursue us.
[00:10:53.400 --> 00:10:56.400]   And yeah, we just thank you for bringing us here tonight.
[00:10:56.400 --> 00:11:00.400]   I pray Lord, as we just go into a time of discussion,
[00:11:00.400 --> 00:11:02.400]   that you just give us strength, give us energy tonight,
[00:11:02.400 --> 00:11:04.400]   allow us to be focused and attentive
[00:11:04.400 --> 00:11:06.400]   and allow us to have fruitful conversations.
[00:11:06.400 --> 00:11:13.400]   In your name we pray, Amen.
[00:11:13.400 --> 00:11:19.400]   Okay, well I'd like to go over some announcements for you guys
[00:11:19.400 --> 00:11:21.400]   so you guys know what's coming up.
[00:11:21.400 --> 00:11:24.400]   The first thing is a family ministry picnic
[00:11:24.400 --> 00:11:29.400]   happening Sunday, October 20th from 11 a.m. to 3 p.m.
[00:11:29.400 --> 00:11:32.400]   and that will be taking place at Bill Barber Park.
[00:11:32.400 --> 00:11:35.400]   So there's going to be obviously some staggering with the services
[00:11:35.400 --> 00:11:38.400]   but please know you're welcome to come, both members and non-members,
[00:11:38.400 --> 00:11:42.400]   for some time of fellowship with the family ministry.
[00:11:42.400 --> 00:11:46.400]   The next announcement is that we are hosting a child safety training.
[00:11:46.400 --> 00:11:50.400]   So anybody who would like to work with and volunteer with the children,
[00:11:50.400 --> 00:11:54.400]   anything from our Reformation Night that's coming up
[00:11:54.400 --> 00:11:58.400]   to future VBS, etc., or even just to babysit,
[00:11:58.400 --> 00:12:01.400]   we do require a safety training that's going to take place
[00:12:01.400 --> 00:12:05.400]   on 10/20 at 1.30 p.m. in the main sanctuary.
[00:12:05.400 --> 00:12:07.400]   So please make sure you sign up for that
[00:12:07.400 --> 00:12:10.400]   so that we can know how many people to expect
[00:12:10.400 --> 00:12:13.400]   and put that on your calendar.
[00:12:13.400 --> 00:12:16.400]   For all the men, there is a men's ministry fellowship
[00:12:16.400 --> 00:12:19.400]   taking place on Saturday, November 9th.
[00:12:19.400 --> 00:12:22.400]   And that's going to go from 9 a.m. till 12.
[00:12:22.400 --> 00:12:25.400]   There's some light breakfast refreshments.
[00:12:25.400 --> 00:12:27.400]   We'll have praise, discussion groups,
[00:12:27.400 --> 00:12:30.400]   a panel of some of the faithful men of our church
[00:12:30.400 --> 00:12:33.400]   that will be answering questions and more.
[00:12:33.400 --> 00:12:37.400]   So please make sure to sign up. It's only $10 per participant.
[00:12:37.400 --> 00:12:40.400]   And then finally, the last announcement I have
[00:12:40.400 --> 00:12:43.400]   is going to be for our regional Thanksgiving dinner.
[00:12:43.400 --> 00:12:47.400]   So if you have not done it, take your phones out now
[00:12:47.400 --> 00:12:50.400]   and do the quick QR code to sign up and register.
[00:12:50.400 --> 00:12:54.400]   It's going to take place Sunday, November 24th at 5 p.m.
[00:12:54.400 --> 00:12:58.400]   across various homes that people have graciously volunteered to open up
[00:12:58.400 --> 00:13:01.400]   so that we can get together, have potluck or dinner.
[00:13:01.400 --> 00:13:05.400]   And then we'll also have a service that will be broadcast from the church
[00:13:05.400 --> 00:13:09.400]   so that we can be on the same page with the worship and message that evening.
[00:13:09.400 --> 00:13:11.400]   Okay? Great.
[00:13:11.400 --> 00:13:13.400]   So please, for everything else, make sure you're on the app
[00:13:13.400 --> 00:13:16.400]   or go to the main church website and click on "Events"
[00:13:16.400 --> 00:13:18.400]   and sign up for the various things taking place.
[00:13:18.400 --> 00:13:20.400]   Hope you guys have a great time in discussion.
[00:13:20.400 --> 00:13:23.400]   We'll see you guys back at 8. Thanks.
[00:13:24.400 --> 00:13:27.400]   (general chatter)
[00:13:27.400 --> 00:13:30.400]   (general chatter)
[00:13:30.400 --> 00:13:33.400]   (general chatter)
[00:13:33.400 --> 00:13:36.400]   (general chatter)
[00:13:37.400 --> 00:13:40.400]   (general chatter)
[00:13:40.400 --> 00:13:44.400]   (general chatter)
[00:13:44.400 --> 00:13:48.400]   (general chatter)
[00:13:48.400 --> 00:13:52.400]   (general chatter)
[00:13:52.400 --> 00:13:56.400]   (general chatter)
[00:13:56.400 --> 00:14:00.400]   (general chatter)
[00:14:00.400 --> 00:14:04.400]   (general chatter)
[00:14:05.400 --> 00:14:08.400]   (general chatter)
[00:14:08.400 --> 00:14:12.400]   (general chatter)
[00:14:12.400 --> 00:14:16.400]   (general chatter)
[00:14:16.400 --> 00:14:20.400]   (general chatter)
[00:14:20.400 --> 00:14:24.400]   (general chatter)
[00:14:24.400 --> 00:14:28.400]   (general chatter)
[00:14:28.400 --> 00:14:32.400]   (general chatter)
[00:14:33.400 --> 00:14:36.400]   (general chatter)
[00:14:36.400 --> 00:14:40.400]   (general chatter)
[00:14:40.400 --> 00:14:44.400]   (general chatter)
[00:14:44.400 --> 00:14:48.400]   (general chatter)
[00:14:48.400 --> 00:14:52.400]   (general chatter)
[00:14:52.400 --> 00:14:56.400]   (general chatter)
[00:14:56.400 --> 00:15:00.400]   (general chatter)
[00:15:01.400 --> 00:15:04.400]   (general chatter)
[00:15:04.400 --> 00:15:08.400]   (general chatter)
[00:15:08.400 --> 00:15:12.400]   (general chatter)
[00:15:12.400 --> 00:15:16.400]   (general chatter)
[00:15:16.400 --> 00:15:20.400]   (general chatter)
[00:15:20.400 --> 00:15:24.400]   (general chatter)
[00:15:24.400 --> 00:15:28.400]   (general chatter)
[00:15:29.400 --> 00:15:32.400]   (general chatter)
[00:15:32.400 --> 00:15:36.400]   (general chatter)
[00:15:36.400 --> 00:15:40.400]   (general chatter)
[00:15:40.400 --> 00:15:44.400]   (general chatter)
[00:15:44.400 --> 00:15:48.400]   (general chatter)
[00:15:48.400 --> 00:15:52.400]   (general chatter)
[00:15:52.400 --> 00:15:56.400]   (general chatter)
[00:15:57.400 --> 00:16:00.400]   (general chatter)
[00:16:00.400 --> 00:16:04.400]   (general chatter)
[00:16:04.400 --> 00:16:08.400]   (general chatter)
[00:16:08.400 --> 00:16:12.400]   (general chatter)
[00:16:12.400 --> 00:16:16.400]   (general chatter)
[00:16:16.400 --> 00:16:20.400]   (general chatter)
[00:16:20.400 --> 00:16:24.400]   (general chatter)
[00:16:25.400 --> 00:16:28.400]   (general chatter)
[00:16:28.400 --> 00:16:32.400]   (general chatter)
[00:16:32.400 --> 00:16:36.400]   (general chatter)
[00:16:36.400 --> 00:16:40.400]   (general chatter)
[00:16:40.400 --> 00:16:44.400]   (general chatter)
[00:16:44.400 --> 00:16:48.400]   (general chatter)
[00:16:48.400 --> 00:16:52.400]   (general chatter)
[00:16:53.400 --> 00:16:56.400]   (general chatter)
[00:16:56.400 --> 00:17:00.400]   (general chatter)
[00:17:00.400 --> 00:17:04.400]   (general chatter)
[00:17:04.400 --> 00:17:08.400]   (general chatter)
[00:17:08.400 --> 00:17:12.400]   (general chatter)
[00:17:12.400 --> 00:17:16.400]   (general chatter)
[00:17:16.400 --> 00:17:20.400]   (general chatter)
[00:17:21.400 --> 00:17:24.400]   (general chatter)
[00:17:24.400 --> 00:17:28.400]   (general chatter)
[00:17:28.400 --> 00:17:32.400]   (general chatter)
[00:17:32.400 --> 00:17:36.400]   (general chatter)
[00:17:36.400 --> 00:17:40.400]   (general chatter)
[00:17:40.400 --> 00:17:44.400]   (general chatter)
[00:17:44.400 --> 00:17:48.400]   (general chatter)
[00:17:49.400 --> 00:17:52.400]   (general chatter)
[00:17:52.400 --> 00:17:56.400]   (general chatter)
[00:17:56.400 --> 00:18:00.400]   (general chatter)
[00:18:00.400 --> 00:18:04.400]   (general chatter)
[00:18:04.400 --> 00:18:08.400]   (general chatter)
[00:18:08.400 --> 00:18:12.400]   (general chatter)
[00:18:12.400 --> 00:18:16.400]   (general chatter)
[00:18:17.400 --> 00:18:20.400]   (general chatter)
[00:18:20.400 --> 00:18:24.400]   (general chatter)
[00:18:24.400 --> 00:18:28.400]   (general chatter)
[00:18:28.400 --> 00:18:32.400]   (general chatter)
[00:18:32.400 --> 00:18:36.400]   (general chatter)
[00:18:36.400 --> 00:18:40.400]   (general chatter)
[00:18:40.400 --> 00:18:44.400]   (general chatter)
[00:18:45.400 --> 00:18:48.400]   (general chatter)
[00:18:48.400 --> 00:18:52.400]   (general chatter)
[00:18:52.400 --> 00:18:56.400]   (general chatter)
[00:18:56.400 --> 00:19:00.400]   (general chatter)
[00:19:00.400 --> 00:19:04.400]   (general chatter)
[00:19:04.400 --> 00:19:08.400]   (general chatter)
[00:19:08.400 --> 00:19:12.400]   (general chatter)
[00:19:13.400 --> 00:19:16.400]   (general chatter)
[00:19:16.400 --> 00:19:20.400]   (general chatter)
[00:19:20.400 --> 00:19:24.400]   (general chatter)
[00:19:24.400 --> 00:19:28.400]   (general chatter)
[00:19:28.400 --> 00:19:32.400]   (general chatter)
[00:19:32.400 --> 00:19:36.400]   (general chatter)
[00:19:36.400 --> 00:19:40.400]   (general chatter)
[00:19:41.400 --> 00:19:44.400]   (general chatter)
[00:19:44.400 --> 00:19:48.400]   (general chatter)
[00:19:48.400 --> 00:19:52.400]   (general chatter)
[00:19:52.400 --> 00:19:56.400]   (general chatter)
[00:19:56.400 --> 00:20:00.400]   (general chatter)
[00:20:00.400 --> 00:20:04.400]   (general chatter)
[00:20:04.400 --> 00:20:08.400]   (general chatter)
[00:20:09.400 --> 00:20:12.400]   (general chatter)
[00:20:12.400 --> 00:20:16.400]   (general chatter)
[00:20:16.400 --> 00:20:20.400]   (general chatter)
[00:20:20.400 --> 00:20:24.400]   (general chatter)
[00:20:24.400 --> 00:20:28.400]   (general chatter)
[00:20:28.400 --> 00:20:32.400]   (general chatter)
[00:20:32.400 --> 00:20:36.400]   (general chatter)
[00:20:37.400 --> 00:20:40.400]   (general chatter)
[00:20:40.400 --> 00:20:44.400]   (general chatter)
[00:20:44.400 --> 00:20:48.400]   (general chatter)
[00:20:48.400 --> 00:20:52.400]   (general chatter)
[00:20:52.400 --> 00:20:56.400]   (general chatter)
[00:20:56.400 --> 00:21:00.400]   (general chatter)
[00:21:00.400 --> 00:21:04.400]   (general chatter)
[00:21:05.400 --> 00:21:08.400]   (general chatter)
[00:21:08.400 --> 00:21:12.400]   (general chatter)
[00:21:12.400 --> 00:21:16.400]   (general chatter)
[00:21:16.400 --> 00:21:20.400]   (general chatter)
[00:21:20.400 --> 00:21:24.400]   (general chatter)
[00:21:24.400 --> 00:21:28.400]   (general chatter)
[00:21:28.400 --> 00:21:32.400]   (general chatter)
[00:21:33.400 --> 00:21:36.400]   (general chatter)
[00:21:36.400 --> 00:21:40.400]   (general chatter)
[00:21:40.400 --> 00:21:44.400]   (general chatter)
[00:21:44.400 --> 00:21:48.400]   (general chatter)
[00:21:48.400 --> 00:21:52.400]   (general chatter)
[00:21:52.400 --> 00:21:56.400]   (general chatter)
[00:21:56.400 --> 00:22:00.400]   (general chatter)
[00:22:01.400 --> 00:22:04.400]   (general chatter)
[00:22:04.400 --> 00:22:08.400]   (general chatter)
[00:22:08.400 --> 00:22:12.400]   (general chatter)
[00:22:12.400 --> 00:22:16.400]   (general chatter)
[00:22:16.400 --> 00:22:20.400]   (general chatter)
[00:22:20.400 --> 00:22:24.400]   (general chatter)
[00:22:24.400 --> 00:22:28.400]   (general chatter)
[00:22:29.400 --> 00:22:32.400]   (general chatter)
[00:22:32.400 --> 00:22:36.400]   (general chatter)
[00:22:36.400 --> 00:22:40.400]   (general chatter)
[00:22:40.400 --> 00:22:44.400]   (general chatter)
[00:22:44.400 --> 00:22:48.400]   (general chatter)
[00:22:48.400 --> 00:22:52.400]   (general chatter)
[00:22:52.400 --> 00:22:56.400]   (general chatter)
[00:22:57.400 --> 00:23:00.400]   (general chatter)
[00:23:00.400 --> 00:23:04.400]   (general chatter)
[00:23:04.400 --> 00:23:08.400]   (general chatter)
[00:23:08.400 --> 00:23:12.400]   (general chatter)
[00:23:12.400 --> 00:23:16.400]   (general chatter)
[00:23:16.400 --> 00:23:20.400]   (general chatter)
[00:23:20.400 --> 00:23:24.400]   (general chatter)
[00:23:25.400 --> 00:23:28.400]   (general chatter)
[00:23:28.400 --> 00:23:32.400]   (general chatter)
[00:23:32.400 --> 00:23:36.400]   (general chatter)
[00:23:36.400 --> 00:23:40.400]   (general chatter)
[00:23:40.400 --> 00:23:44.400]   (general chatter)
[00:23:44.400 --> 00:23:48.400]   (general chatter)
[00:23:48.400 --> 00:23:52.400]   (general chatter)
[00:23:53.400 --> 00:23:56.400]   (general chatter)
[00:23:56.400 --> 00:24:00.400]   (general chatter)
[00:24:00.400 --> 00:24:04.400]   (general chatter)
[00:24:04.400 --> 00:24:08.400]   (general chatter)
[00:24:08.400 --> 00:24:12.400]   (general chatter)
[00:24:12.400 --> 00:24:16.400]   (general chatter)
[00:24:16.400 --> 00:24:20.400]   (general chatter)
[00:24:21.400 --> 00:24:24.400]   (general chatter)
[00:24:24.400 --> 00:24:28.400]   (general chatter)
[00:24:28.400 --> 00:24:32.400]   (general chatter)
[00:24:32.400 --> 00:24:36.400]   (general chatter)
[00:24:36.400 --> 00:24:40.400]   (general chatter)
[00:24:40.400 --> 00:24:44.400]   (general chatter)
[00:24:44.400 --> 00:24:48.400]   (general chatter)
[00:24:49.400 --> 00:24:52.400]   (general chatter)
[00:24:52.400 --> 00:24:56.400]   (general chatter)
[00:24:56.400 --> 00:25:00.400]   (general chatter)
[00:25:00.400 --> 00:25:04.400]   (general chatter)
[00:25:04.400 --> 00:25:08.400]   (general chatter)
[00:25:08.400 --> 00:25:12.400]   (general chatter)
[00:25:12.400 --> 00:25:16.400]   (general chatter)
[00:25:17.400 --> 00:25:20.400]   (general chatter)
[00:25:20.400 --> 00:25:24.400]   (general chatter)
[00:25:24.400 --> 00:25:28.400]   (general chatter)
[00:25:28.400 --> 00:25:32.400]   (general chatter)
[00:25:32.400 --> 00:25:36.400]   (general chatter)
[00:25:36.400 --> 00:25:40.400]   (general chatter)
[00:25:40.400 --> 00:25:44.400]   (general chatter)
[00:25:45.400 --> 00:25:48.400]   (general chatter)
[00:25:48.400 --> 00:25:52.400]   (general chatter)
[00:25:52.400 --> 00:25:56.400]   (general chatter)
[00:25:56.400 --> 00:26:00.400]   (general chatter)
[00:26:00.400 --> 00:26:04.400]   (general chatter)
[00:26:04.400 --> 00:26:08.400]   (general chatter)
[00:26:08.400 --> 00:26:12.400]   (general chatter)
[00:26:13.400 --> 00:26:16.400]   (general chatter)
[00:26:16.400 --> 00:26:20.400]   (general chatter)
[00:26:20.400 --> 00:26:24.400]   (general chatter)
[00:26:24.400 --> 00:26:28.400]   (general chatter)
[00:26:28.400 --> 00:26:32.400]   (general chatter)
[00:26:32.400 --> 00:26:36.400]   (general chatter)
[00:26:36.400 --> 00:26:40.400]   (general chatter)
[00:26:41.400 --> 00:26:44.400]   (general chatter)
[00:26:44.400 --> 00:26:48.400]   (general chatter)
[00:26:48.400 --> 00:26:52.400]   (general chatter)
[00:26:52.400 --> 00:26:56.400]   (general chatter)
[00:26:56.400 --> 00:27:00.400]   (general chatter)
[00:27:00.400 --> 00:27:04.400]   (general chatter)
[00:27:04.400 --> 00:27:08.400]   (general chatter)
[00:27:09.400 --> 00:27:12.400]   (general chatter)
[00:27:12.400 --> 00:27:16.400]   (general chatter)
[00:27:16.400 --> 00:27:20.400]   (general chatter)
[00:27:20.400 --> 00:27:24.400]   (general chatter)
[00:27:24.400 --> 00:27:28.400]   (general chatter)
[00:27:28.400 --> 00:27:32.400]   (general chatter)
[00:27:32.400 --> 00:27:36.400]   (general chatter)
[00:27:37.400 --> 00:27:40.400]   (general chatter)
[00:27:40.400 --> 00:27:44.400]   (general chatter)
[00:27:44.400 --> 00:27:48.400]   (general chatter)
[00:27:48.400 --> 00:27:52.400]   (general chatter)
[00:27:52.400 --> 00:27:56.400]   (general chatter)
[00:27:56.400 --> 00:28:00.400]   (general chatter)
[00:28:00.400 --> 00:28:04.400]   (general chatter)
[00:28:05.400 --> 00:28:08.400]   (general chatter)
[00:28:08.400 --> 00:28:12.400]   (general chatter)
[00:28:12.400 --> 00:28:16.400]   (general chatter)
[00:28:16.400 --> 00:28:20.400]   (general chatter)
[00:28:20.400 --> 00:28:24.400]   (general chatter)
[00:28:24.400 --> 00:28:28.400]   (general chatter)
[00:28:28.400 --> 00:28:32.400]   (general chatter)
[00:28:33.400 --> 00:28:36.400]   (general chatter)
[00:28:36.400 --> 00:28:40.400]   (general chatter)
[00:28:40.400 --> 00:28:44.400]   (general chatter)
[00:28:44.400 --> 00:28:48.400]   (general chatter)
[00:28:48.400 --> 00:28:52.400]   (general chatter)
[00:28:52.400 --> 00:28:56.400]   (general chatter)
[00:28:56.400 --> 00:29:00.400]   (general chatter)
[00:29:01.400 --> 00:29:04.400]   (general chatter)
[00:29:04.400 --> 00:29:08.400]   (general chatter)
[00:29:08.400 --> 00:29:12.400]   (general chatter)
[00:29:12.400 --> 00:29:16.400]   (general chatter)
[00:29:16.400 --> 00:29:20.400]   (general chatter)
[00:29:20.400 --> 00:29:24.400]   (general chatter)
[00:29:24.400 --> 00:29:28.400]   (general chatter)
[00:29:29.400 --> 00:29:32.400]   (general chatter)
[00:29:32.400 --> 00:29:36.400]   (general chatter)
[00:29:36.400 --> 00:29:40.400]   (general chatter)
[00:29:40.400 --> 00:29:44.400]   (general chatter)
[00:29:44.400 --> 00:29:48.400]   (general chatter)
[00:29:48.400 --> 00:29:52.400]   (general chatter)
[00:29:52.400 --> 00:29:56.400]   (general chatter)
[00:29:57.400 --> 00:30:00.400]   (general chatter)
[00:30:00.400 --> 00:30:04.400]   (general chatter)
[00:30:04.400 --> 00:30:08.400]   (general chatter)
[00:30:08.400 --> 00:30:12.400]   (general chatter)
[00:30:12.400 --> 00:30:16.400]   (general chatter)
[00:30:16.400 --> 00:30:20.400]   (general chatter)
[00:30:20.400 --> 00:30:24.400]   (general chatter)
[00:30:25.400 --> 00:30:28.400]   (general chatter)
[00:30:28.400 --> 00:30:32.400]   (general chatter)
[00:30:32.400 --> 00:30:36.400]   (general chatter)
[00:30:36.400 --> 00:30:40.400]   (general chatter)
[00:30:40.400 --> 00:30:44.400]   (general chatter)
[00:30:44.400 --> 00:30:48.400]   (general chatter)
[00:30:48.400 --> 00:30:52.400]   (general chatter)
[00:30:53.400 --> 00:30:56.400]   (general chatter)
[00:30:56.400 --> 00:31:00.400]   (general chatter)
[00:31:00.400 --> 00:31:04.400]   (general chatter)
[00:31:04.400 --> 00:31:08.400]   (general chatter)
[00:31:08.400 --> 00:31:12.400]   (general chatter)
[00:31:12.400 --> 00:31:16.400]   (general chatter)
[00:31:16.400 --> 00:31:20.400]   (general chatter)
[00:31:21.400 --> 00:31:24.400]   (general chatter)
[00:31:24.400 --> 00:31:28.400]   (general chatter)
[00:31:28.400 --> 00:31:32.400]   (general chatter)
[00:31:32.400 --> 00:31:36.400]   (general chatter)
[00:31:36.400 --> 00:31:40.400]   (general chatter)
[00:31:40.400 --> 00:31:44.400]   (general chatter)
[00:31:44.400 --> 00:31:48.400]   (general chatter)
[00:31:49.400 --> 00:31:52.400]   (general chatter)
[00:31:52.400 --> 00:31:56.400]   (general chatter)
[00:31:56.400 --> 00:32:00.400]   (general chatter)
[00:32:00.400 --> 00:32:04.400]   (general chatter)
[00:32:04.400 --> 00:32:08.400]   (general chatter)
[00:32:08.400 --> 00:32:12.400]   (general chatter)
[00:32:12.400 --> 00:32:16.400]   (general chatter)
[00:32:17.400 --> 00:32:20.400]   (general chatter)
[00:32:20.400 --> 00:32:24.400]   (general chatter)
[00:32:24.400 --> 00:32:28.400]   (general chatter)
[00:32:28.400 --> 00:32:32.400]   (general chatter)
[00:32:32.400 --> 00:32:36.400]   (general chatter)
[00:32:36.400 --> 00:32:40.400]   (general chatter)
[00:32:40.400 --> 00:32:44.400]   (general chatter)
[00:32:45.400 --> 00:32:48.400]   (general chatter)
[00:32:48.400 --> 00:32:52.400]   (general chatter)
[00:32:52.400 --> 00:32:56.400]   (general chatter)
[00:32:56.400 --> 00:33:00.400]   (general chatter)
[00:33:00.400 --> 00:33:04.400]   (general chatter)
[00:33:04.400 --> 00:33:08.400]   (general chatter)
[00:33:08.400 --> 00:33:12.400]   (general chatter)
[00:33:13.400 --> 00:33:16.400]   (general chatter)
[00:33:16.400 --> 00:33:20.400]   (general chatter)
[00:33:20.400 --> 00:33:24.400]   (general chatter)
[00:33:24.400 --> 00:33:28.400]   (general chatter)
