
[00:00:00.000 --> 00:00:07.600]   - Hello, everyone.
[00:03:25.160 --> 00:03:31.080]   And what we realize from the previous passage is that the role that God has for the husband
[00:03:31.080 --> 00:03:35.840]   is that he should reflect Christ's headship over the church.
[00:03:35.840 --> 00:03:42.780]   And so if we're trying to think of conceptually, how do I envision the role of the husband,
[00:03:42.780 --> 00:03:47.920]   you should be meditating about what does it mean for Christ to be head, right?
[00:03:47.920 --> 00:03:51.640]   What does it mean for the husband to be head of the house?
[00:03:51.640 --> 00:03:56.440]   And all those different things, because obviously one paragraph isn't going to give you every
[00:03:56.440 --> 00:03:59.120]   element of what that role entails.
[00:03:59.120 --> 00:04:05.240]   But what we realize is when we get a big vision and a picture of what we are supposed to be,
[00:04:05.240 --> 00:04:08.640]   then all the little steps then we can think about and apply.
[00:04:08.640 --> 00:04:14.480]   So the idea here is that the husbands have an incredibly great role to play when it comes
[00:04:14.480 --> 00:04:19.200]   to leadership as a husband and as father.
[00:04:19.200 --> 00:04:23.280]   Now what's kind of funny is when I think about the role of husband and the role of wife,
[00:04:23.280 --> 00:04:27.400]   I think about some of the weddings that I've been to and the interesting and fun, cliche-ish
[00:04:27.400 --> 00:04:29.640]   things that people say.
[00:04:29.640 --> 00:04:34.440]   I've heard it said, you know, a husband say, "Happy wife, happy life," right?
[00:04:34.440 --> 00:04:40.920]   Now all of that is just a little bit of just, I guess you could say idioms that we say for
[00:04:40.920 --> 00:04:42.100]   fun.
[00:04:42.100 --> 00:04:48.600]   And another thing that I've heard at weddings is there are three rings in marriage, engagement
[00:04:48.600 --> 00:04:51.120]   ring, wedding ring, and suffering.
[00:04:51.120 --> 00:04:52.920]   And it's like, "Ha ha," and everybody laughs.
[00:04:52.920 --> 00:04:56.800]   And it's been a little bit overplayed, so people don't say it anymore.
[00:04:56.800 --> 00:05:01.140]   When it comes to even the husband's role and the wife's role, I heard somebody say within
[00:05:01.140 --> 00:05:06.240]   a wedding context that the husband is the head, but I am the neck that turns the head.
[00:05:06.240 --> 00:05:08.520]   And everyone, "Ha ha," you know, it's pretty funny.
[00:05:08.520 --> 00:05:13.480]   Well, when I think about that, obviously it's funny because there's an element of the human
[00:05:13.480 --> 00:05:16.640]   observation of life and says, "Yeah, these are kind of funny.
[00:05:16.640 --> 00:05:21.160]   I know they're not like life rules to live by, but they're just funny observations about
[00:05:21.160 --> 00:05:22.980]   our relationship."
[00:05:22.980 --> 00:05:27.720]   And there's another one I want to add to this because today I just want to summarize.
[00:05:27.720 --> 00:05:29.560]   There's this little teaching and rhyme I want to say.
[00:05:29.560 --> 00:05:31.920]   I made this up myself, okay?
[00:05:31.920 --> 00:05:34.840]   He who has no head is dead.
[00:05:34.840 --> 00:05:35.840]   Okay?
[00:05:35.840 --> 00:05:37.600]   Now, what I mean by that is this.
[00:05:37.600 --> 00:05:44.800]   I realize within this passage, there's going to be such a significance.
[00:05:44.800 --> 00:05:52.480]   We can't say enough about how important it is that there be strong leadership.
[00:05:52.480 --> 00:05:58.040]   Again, we talked about every institution of man, there is some kind of leadership and
[00:05:58.040 --> 00:06:00.600]   there's authority and there is subjection.
[00:06:00.600 --> 00:06:05.800]   Well, when you think about the importance of leadership, one of the things that I mentioned
[00:06:05.800 --> 00:06:11.640]   was whether it's a dance class, whether it's a sport and you have a coach, one of the major
[00:06:11.640 --> 00:06:18.120]   factors that makes it so fun and one of the major factors that makes it so enjoyable and
[00:06:18.120 --> 00:06:25.480]   one of the factors that actually makes the team or the organization work is to make sure
[00:06:25.480 --> 00:06:30.520]   that there's strong leadership because where there is no leadership, there's going to be
[00:06:30.520 --> 00:06:36.360]   a massive contributor to all the wrongs that we see in any kind of institution and even
[00:06:36.360 --> 00:06:38.440]   society at large.
[00:06:38.440 --> 00:06:43.520]   So I can't emphasize enough how important strong leadership is.
[00:06:43.520 --> 00:06:49.080]   And so when I think about that, actually, one of the greatest challenges that I think
[00:06:49.080 --> 00:06:53.720]   every young man needs to hear is that at some point or another, we need to get ourselves
[00:06:53.720 --> 00:06:59.440]   ready to adopt and accept that role.
[00:06:59.440 --> 00:07:04.720]   There is a temptation to not want that kind of responsibility on our shoulders.
[00:07:04.720 --> 00:07:08.040]   There's a temptation to expect other people to lead you.
[00:07:08.040 --> 00:07:13.200]   There are some people who want basically in the home, the other party to do their fair
[00:07:13.200 --> 00:07:19.840]   share of decision making and just make sure that no other extra burden comes on me.
[00:07:19.840 --> 00:07:22.640]   And I think that kind of mentality is all wrong.
[00:07:22.640 --> 00:07:29.320]   There is this attitude that needs to be garnered, which is to say not in a prideful way, but
[00:07:29.320 --> 00:07:34.240]   if God has so designed me to take upon this role, even if my personality doesn't lend
[00:07:34.240 --> 00:07:40.520]   to strong leadership, or even if my life experiences doesn't naturally guide me to be a strong
[00:07:40.520 --> 00:07:44.560]   leader in the home, nevertheless, so be it.
[00:07:44.560 --> 00:07:46.800]   That's something I have to submit to.
[00:07:46.800 --> 00:07:55.680]   That God has called for the husbands in the home to be example setting, role playing leaders
[00:07:55.680 --> 00:08:02.800]   who has been given a title by Christ, an incredibly serious title to say, "You are to reflect
[00:08:02.800 --> 00:08:06.520]   my headship over the church in your home."
[00:08:06.520 --> 00:08:12.120]   And I have both given you then the proper example, which is Christ himself, the proper
[00:08:12.120 --> 00:08:14.760]   resources, which is the scriptures and the spirit.
[00:08:14.760 --> 00:08:19.000]   And I've also given the commandment to those who are underneath your leadership to submit
[00:08:19.000 --> 00:08:20.000]   to you.
[00:08:20.000 --> 00:08:21.000]   Wow.
[00:08:21.000 --> 00:08:26.560]   I have to then as a first step say, "Okay, although I am super fallible, although I am
[00:08:26.560 --> 00:08:33.640]   deficient in so many ways, this is a specific calling that God has given to me."
[00:08:33.640 --> 00:08:35.360]   That's the way we need to think of it.
[00:08:35.360 --> 00:08:40.720]   Now, as we continue to meditate and ask the question then about what does headship over
[00:08:40.720 --> 00:08:45.600]   the church, what does headship over the wife, what does that mean for the husband?
[00:08:45.600 --> 00:08:52.720]   We learned that Christ calls the husband to love like Jesus loves.
[00:08:52.720 --> 00:08:54.560]   God desires us to love like Christ loves.
[00:08:54.560 --> 00:09:00.560]   And he says, "Husbands, love your wives just as Christ also loved the church and gave himself
[00:09:00.560 --> 00:09:02.400]   up for her."
[00:09:02.400 --> 00:09:06.880]   And the commandment is very simple that we need to be lovers.
[00:09:06.880 --> 00:09:14.280]   And just as a immediate kind of meditation and thinking about that, I recognize the fact
[00:09:14.280 --> 00:09:20.520]   that yes, I think what's more natural to a lot of men is we are naturally workers.
[00:09:20.520 --> 00:09:22.940]   We are naturally task oriented.
[00:09:22.940 --> 00:09:30.000]   We are kind of naturally bent on having certain, maybe just thinking like engineers or something
[00:09:30.000 --> 00:09:33.680]   like that to take a problem and fix it or whatever it may be.
[00:09:33.680 --> 00:09:38.440]   But when it comes to relational love, that's an area that perhaps doesn't come as naturally.
[00:09:38.440 --> 00:09:41.360]   Nevertheless, that's a calling for us.
[00:09:41.360 --> 00:09:47.760]   And this is in such massive contrast to what has been then in the history of mankind, right?
[00:09:47.760 --> 00:09:54.240]   Last week we described how yes, it is a difficult thing that in terms of history, we acknowledge
[00:09:54.240 --> 00:09:58.480]   the fact that throughout history, women have been mistreated.
[00:09:58.480 --> 00:10:04.880]   There have been sinful men who have viewed women more so like property throughout history.
[00:10:04.880 --> 00:10:09.920]   And the thing about it is the whole shebang of the concept of what authority means, right?
[00:10:09.920 --> 00:10:14.880]   What that should look like has been misconstrued by man without God.
[00:10:14.880 --> 00:10:20.080]   Within God's understanding of authority, that authority is used to love.
[00:10:20.080 --> 00:10:27.100]   That leadership is more so described and depicted as somebody who knows how to love much.
[00:10:27.100 --> 00:10:33.080]   And it's in contrast to I think today's day, today's concept of what marriage should be.
[00:10:33.080 --> 00:10:36.440]   Because in today's eyes, marriage should be fulfilling.
[00:10:36.440 --> 00:10:40.840]   And so there are those who are so disappointed with marriage, they'll say certain statements
[00:10:40.840 --> 00:10:41.840]   like, "You know what?
[00:10:41.840 --> 00:10:44.900]   This marriage thing, it just failed to meet my needs."
[00:10:44.900 --> 00:10:50.700]   And what I say again is we are looking at that picture the wrong way.
[00:10:50.700 --> 00:10:52.920]   Think about team leaders of a project.
[00:10:52.920 --> 00:10:56.840]   You know, I know we're supposed to be doing this project for our work, but man, my team
[00:10:56.840 --> 00:10:58.560]   just doesn't fill my needs.
[00:10:58.560 --> 00:11:00.200]   But you're the team leader.
[00:11:00.200 --> 00:11:01.320]   I mean, think about it.
[00:11:01.320 --> 00:11:03.240]   If you were a school teacher, right?
[00:11:03.240 --> 00:11:04.720]   You're a biology teacher.
[00:11:04.720 --> 00:11:06.680]   You go into class, you come out and you say, "You know what?
[00:11:06.680 --> 00:11:10.440]   This class is horrible because this class does not fill my needs."
[00:11:10.440 --> 00:11:15.040]   But you're the teacher, right?
[00:11:15.040 --> 00:11:21.200]   Do you see how this, just this command of loving the wives and exercising headship over
[00:11:21.200 --> 00:11:29.560]   that home and exercising headship in relation to the wife, it has within a worldview which
[00:11:29.560 --> 00:11:32.080]   is totally unlike the world.
[00:11:32.080 --> 00:11:37.480]   And what's crazy about all this is the manner and the model by which Christ gave this commandment
[00:11:37.480 --> 00:11:42.480]   is to say that we need to love the church as He did and gave Himself up for her.
[00:11:42.480 --> 00:11:45.860]   You know, last week I asked an interesting question, which was, "Who do you think has
[00:11:45.860 --> 00:11:46.860]   it harder?
[00:11:46.860 --> 00:11:50.760]   Who has a tougher responsibility and a tougher job?
[00:11:50.760 --> 00:11:53.320]   Do ladies or do the men?"
[00:11:53.320 --> 00:11:57.120]   And I will concede that it is arguably the sisters.
[00:11:57.120 --> 00:11:58.200]   Why?
[00:11:58.200 --> 00:12:00.680]   Because you have to submit to sinners.
[00:12:00.680 --> 00:12:03.380]   You have to follow fallible examples.
[00:12:03.380 --> 00:12:08.040]   You're just following a shadow of the actual reality, right?
[00:12:08.040 --> 00:12:12.280]   We said it's very difficult and last week we didn't get to talk about what are some
[00:12:12.280 --> 00:12:14.920]   different circumstances, exceptions, are there any?
[00:12:14.920 --> 00:12:18.280]   We didn't get to talk about all those kind of things, but we recognize the fact that
[00:12:18.280 --> 00:12:25.240]   the responsibility to submit to a, yes, redeemed Christian man, but still in his flesh, is
[00:12:25.240 --> 00:12:27.680]   a tall, tall order.
[00:12:27.680 --> 00:12:32.680]   But here, and arguably, again, the correct answer to that original question is, "Man,
[00:12:32.680 --> 00:12:35.000]   you could, it's tough to say."
[00:12:35.000 --> 00:12:40.800]   But arguably, let's meditate and think about this command to love like Christ and to love
[00:12:40.800 --> 00:12:43.200]   sacrificially.
[00:12:43.200 --> 00:12:48.440]   You think about the model of Christ in his incredible, lavishing, humble love.
[00:12:48.440 --> 00:12:54.160]   I mean, just take a scroll back in Ephesians and think about chapter one and two.
[00:12:54.160 --> 00:12:56.120]   You think about Christ's love.
[00:12:56.120 --> 00:13:00.880]   It was so intentional, so purposeful.
[00:13:00.880 --> 00:13:07.040]   You know, one of the things that never ceases to amaze me is to dwell and meditate on this
[00:13:07.040 --> 00:13:08.760]   fact.
[00:13:08.760 --> 00:13:16.760]   That the idea of loving us did not originate with my nagging and with my pleas and with
[00:13:16.760 --> 00:13:19.240]   my cries for help.
[00:13:19.240 --> 00:13:20.680]   Right?
[00:13:20.680 --> 00:13:27.080]   Like God's design to love, his desire to redeem wasn't because he heard us like, "What
[00:13:27.080 --> 00:13:28.080]   was that?
[00:13:28.080 --> 00:13:30.200]   Oh, my people are in need."
[00:13:30.200 --> 00:13:33.040]   Like that's not the story, is it?
[00:13:33.040 --> 00:13:39.280]   The fact of the matter is we were so entrenched in our wretchedness and we were so entrenched
[00:13:39.280 --> 00:13:43.120]   in our pride that sinful man wouldn't even cry out for help.
[00:13:43.120 --> 00:13:45.000]   I mean, just take a moment to think about that.
[00:13:45.000 --> 00:13:46.440]   I think about this sometimes.
[00:13:46.440 --> 00:13:53.920]   My soul, because of the stain of sin, resists to repent even last week if I sinned.
[00:13:53.920 --> 00:14:00.040]   To think that it was our cry for help that caused Christ to come down, that's not reality.
[00:14:00.040 --> 00:14:06.120]   But the truth of the matter is, in these realities, Christ took the first step.
[00:14:06.120 --> 00:14:08.120]   He loved first.
[00:14:08.120 --> 00:14:12.200]   He initiated and from his own accord, he loved us.
[00:14:12.200 --> 00:14:16.440]   There was nobody kicking him under the table, nobody giving him reminders.
[00:14:16.440 --> 00:14:18.120]   It was him.
[00:14:18.120 --> 00:14:21.200]   And what's more, this passage is very clear.
[00:14:21.200 --> 00:14:27.240]   The aspect of his love that is incredibly profound is his willingness to self-sacrifice
[00:14:27.240 --> 00:14:29.920]   and lay down his life.
[00:14:29.920 --> 00:14:38.080]   The wife could look at the husband and say, "Wow, you really need to learn how to die."
[00:14:38.080 --> 00:14:44.560]   The calling for the husband is to die to self, to lay down personal preferences, rights,
[00:14:44.560 --> 00:14:50.400]   to lay down personal priorities so that he might love his wife sacrificially as Christ
[00:14:50.400 --> 00:14:51.400]   did.
[00:14:51.400 --> 00:14:56.800]   That he might give freely, willingly, and graciously as an encouragement to the single
[00:14:56.800 --> 00:14:59.160]   guys who aren't husbands yet.
[00:14:59.160 --> 00:15:07.080]   There are ways to build up our character because essentially that element in us, a loving heart
[00:15:07.080 --> 00:15:11.320]   that is willing to sacrifice will build character.
[00:15:11.320 --> 00:15:18.360]   Think about how you can develop a heart that sees needs and takes the first step.
[00:15:18.360 --> 00:15:23.440]   Think about how you can be observant to not just simply yourself and your wellbeing, but
[00:15:23.440 --> 00:15:28.880]   the wellbeing of the people around you and actually say, "Let me do that."
[00:15:28.880 --> 00:15:30.200]   I want to tell you a funny story.
[00:15:30.200 --> 00:15:32.600]   I used to do welcoming team for a long time.
[00:15:32.600 --> 00:15:35.600]   I did it all through my college years here at Berean.
[00:15:35.600 --> 00:15:36.840]   I loved it.
[00:15:36.840 --> 00:15:39.360]   One of the things was just that challenge.
[00:15:39.360 --> 00:15:44.200]   As a welcoming team member, you're not just the person who passes a program.
[00:15:44.200 --> 00:15:49.000]   You're supposed to see people as they come in and be an incredible host.
[00:15:49.000 --> 00:15:50.200]   I remember taking upon that challenge.
[00:15:50.200 --> 00:15:54.260]   We had some amazing welcome team members through the years and so thankful for them.
[00:15:54.260 --> 00:15:55.960]   Back then we used to do lunch things.
[00:15:55.960 --> 00:15:57.720]   Back then we used to do a lot of stuff at church.
[00:15:57.720 --> 00:15:59.840]   People would be carrying their supplies.
[00:15:59.840 --> 00:16:04.640]   The education department, they would always carry the boxes because we were out of school.
[00:16:04.640 --> 00:16:06.440]   One time I was like, "I should help," so I ran over.
[00:16:06.440 --> 00:16:08.200]   I said, "Let me get that."
[00:16:08.200 --> 00:16:09.200]   They were so thankful.
[00:16:09.200 --> 00:16:11.520]   The part of me was like, "Oh, I feel so good about helping."
[00:16:11.520 --> 00:16:15.440]   Then there was this other moment when there was a much older sister at church.
[00:16:15.440 --> 00:16:17.840]   She was carrying this heavy bag.
[00:16:17.840 --> 00:16:18.840]   I ran over.
[00:16:18.840 --> 00:16:22.440]   I was like, "Let me get that for you," but I said it as I was a machismo guy.
[00:16:22.440 --> 00:16:23.440]   She was like, "Oh, I get it.
[00:16:23.440 --> 00:16:24.440]   Moon's like a man now, huh?"
[00:16:24.440 --> 00:16:25.440]   I was like, "Oh."
[00:16:25.440 --> 00:16:29.160]   I didn't know how to respond to that.
[00:16:29.160 --> 00:16:32.640]   Ladies, if a guy tries to help out, just let him do it.
[00:16:32.640 --> 00:16:34.920]   I saw a little bit of pride there.
[00:16:34.920 --> 00:16:36.360]   That's for another sermon.
[00:16:36.360 --> 00:16:38.280]   But the idea is that just kind of shook me.
[00:16:38.280 --> 00:16:39.840]   I was like, "I don't know what to do now.
[00:16:39.840 --> 00:16:40.840]   Am I being prideful?
[00:16:40.840 --> 00:16:43.240]   Am I being helpful?"
[00:16:43.240 --> 00:16:49.880]   The idea is it's better to lean for guys on the side of taking initiative.
[00:16:49.880 --> 00:16:53.760]   Are you going to look a little cocky, a little bit like, "Oh, okay, maybe."
[00:16:53.760 --> 00:16:55.640]   That's better than looking ignorant.
[00:16:55.640 --> 00:16:58.360]   It's better than looking like you have no sight.
[00:16:58.360 --> 00:16:59.400]   You're not observant.
[00:16:59.400 --> 00:17:01.640]   You don't care about other people.
[00:17:01.640 --> 00:17:03.640]   If you're so afraid, like, "I don't want to infringe.
[00:17:03.640 --> 00:17:04.640]   Can I help you?
[00:17:04.640 --> 00:17:05.640]   Can I not?"
[00:17:05.640 --> 00:17:07.520]   Then just ask the question, "Can I help you?
[00:17:07.520 --> 00:17:08.900]   Is it okay if I do that for you?"
[00:17:08.900 --> 00:17:11.480]   Whatever it may be, but take that lead.
[00:17:11.480 --> 00:17:13.400]   I think that's important for us to learn.
[00:17:13.400 --> 00:17:17.900]   Again, for me, I'm an incredibly passive guy by nature.
[00:17:17.900 --> 00:17:23.900]   This is something for me, I just like regularly trying to remind myself, "God desires for
[00:17:23.900 --> 00:17:28.220]   you to be like Him, and so we must."
[00:17:28.220 --> 00:17:36.700]   Now, so we see then this calling to love like Christ and it moves forward into other elements
[00:17:36.700 --> 00:17:38.620]   of Christ's love.
[00:17:38.620 --> 00:17:42.820]   Notice that here it's still describing Christ's love.
[00:17:42.820 --> 00:17:45.180]   I want to make that a point here.
[00:17:45.180 --> 00:17:49.660]   The rest of the passage, as it describes the love that a husband should show to the wife,
[00:17:49.660 --> 00:17:54.060]   the whole time he's actually describing Christ's love at the majority of it.
[00:17:54.060 --> 00:17:58.380]   So here, even though he's talking about the sanctifying, cleansing, all that kind of stuff,
[00:17:58.380 --> 00:18:03.100]   you can really clearly tell he's more so talking about Christ's love for the church.
[00:18:03.100 --> 00:18:08.100]   But moving forward, notice I highlighted for you these terms.
[00:18:08.100 --> 00:18:14.240]   It is so that, and then verse 27, that, and then right in the middle of it, but that.
[00:18:14.240 --> 00:18:23.900]   And all of those prepositions, excuse me, all of those prepositions help us to understand
[00:18:23.900 --> 00:18:28.580]   that there is a purpose behind Christ's love.
[00:18:28.580 --> 00:18:33.080]   God's love is purposeful and therefore you must love with purpose.
[00:18:33.080 --> 00:18:39.540]   He says that His purpose is to sanctify her, having cleansed her by the washing of water
[00:18:39.540 --> 00:18:41.500]   with the word.
[00:18:41.500 --> 00:18:48.140]   His purpose is to sacrificially love for the good of the church, that the church would
[00:18:48.140 --> 00:18:50.380]   be holy.
[00:18:50.380 --> 00:18:53.300]   Think about that.
[00:18:53.300 --> 00:19:01.980]   His desire is to cleanse her of all unrighteousness, to cause the church to live in greater accordance
[00:19:01.980 --> 00:19:05.180]   to the high standard of God's word.
[00:19:05.180 --> 00:19:07.040]   Take a moment to think about that.
[00:19:07.040 --> 00:19:11.680]   You know, sometimes I counsel people and husbands, wives, it goes both ways.
[00:19:11.680 --> 00:19:15.040]   They start complaining about each other of how ungodly they are.
[00:19:15.040 --> 00:19:16.040]   I got duped.
[00:19:16.040 --> 00:19:17.720]   What do you mean you got duped?
[00:19:17.720 --> 00:19:19.720]   I thought they were so godly.
[00:19:19.720 --> 00:19:22.320]   Start living with them and next thing you know, they're lazy.
[00:19:22.320 --> 00:19:24.680]   Sometimes they're so passive.
[00:19:24.680 --> 00:19:26.240]   Sometimes they don't care.
[00:19:26.240 --> 00:19:27.400]   Sometimes they don't pray.
[00:19:27.400 --> 00:19:30.000]   Sometimes they don't, da da da da, and they're not careful with their words.
[00:19:30.000 --> 00:19:38.120]   And you just realize people are so much more sinful than you presume, you know?
[00:19:38.120 --> 00:19:43.160]   And then when you think about that, I want you to understand, well, it comes back to
[00:19:43.160 --> 00:19:45.300]   this idea.
[00:19:45.300 --> 00:19:51.880]   Is Christ complaining about how sinful his church is, his bride is?
[00:19:51.880 --> 00:19:59.080]   Or is he being the man and taking upon that responsibility to wash her?
[00:19:59.080 --> 00:20:00.600]   Wow.
[00:20:00.600 --> 00:20:08.520]   He is going to be the greatest agent of cleansing in her life by inspiring and teaching the
[00:20:08.520 --> 00:20:11.760]   knowledge of the scriptures and the application of the scriptures.
[00:20:11.760 --> 00:20:18.480]   So whose responsibility is it now that you see either laziness in your spouse?
[00:20:18.480 --> 00:20:24.480]   Whose responsibility is it now when you see that ungodliness of their words in your spouse?
[00:20:24.480 --> 00:20:26.720]   And the thing about it is good leaders.
[00:20:26.720 --> 00:20:30.720]   Good leaders are not going to be just okay with ungodliness.
[00:20:30.720 --> 00:20:35.000]   And I think this is something that is important, right?
[00:20:35.000 --> 00:20:39.600]   Husbands has to have a level of working knowledge of the scriptures that they're able to see
[00:20:39.600 --> 00:20:46.160]   not because of personal irritation, but because of the standard of God, that's not holy.
[00:20:46.160 --> 00:20:49.840]   And not because of what it does to me, but more so because of what it does in relationship
[00:20:49.840 --> 00:20:54.600]   to God, you need to grow in this area.
[00:20:54.600 --> 00:20:58.200]   That takes strength and courage because some people will say, "Well, I don't want to say
[00:20:58.200 --> 00:21:01.240]   anything because man, happy wife is happy life."
[00:21:01.240 --> 00:21:03.880]   Uh-uh.
[00:21:03.880 --> 00:21:07.360]   Then all of a sudden you concede your leadership.
[00:21:07.360 --> 00:21:10.480]   That's something that again is a huge challenge.
[00:21:10.480 --> 00:21:12.320]   That's something is such a huge challenge.
[00:21:12.320 --> 00:21:13.320]   Why?
[00:21:13.320 --> 00:21:18.120]   Because I would say 95% of people do not want to get into conflict.
[00:21:18.120 --> 00:21:22.200]   But the husband should not get into conflict for his own preferences.
[00:21:22.200 --> 00:21:26.120]   He should get into conflict for the standard of God.
[00:21:26.120 --> 00:21:27.240]   Why?
[00:21:27.240 --> 00:21:28.440]   Why?
[00:21:28.440 --> 00:21:33.960]   Because look at this verse 27, "That he might present to himself the church in all her glory,
[00:21:33.960 --> 00:21:40.040]   having no spot or wrinkle or any such thing, but that she would be holy and blameless."
[00:21:40.040 --> 00:21:43.280]   Here is this strange turn of events.
[00:21:43.280 --> 00:21:45.560]   Some husbands thought, "Wait a minute.
[00:21:45.560 --> 00:21:51.480]   I thought my wife was supposed to be, I thought my wife was supposed to be a help meat."
[00:21:51.480 --> 00:21:55.480]   If you're conservative churches and you learned about husband and wife roles, they've learned
[00:21:55.480 --> 00:21:56.480]   that term.
[00:21:56.480 --> 00:22:00.760]   You're the one that comes along and you're supposed to support the husband in my endeavor
[00:22:00.760 --> 00:22:07.720]   to be a successful, I don't know, career guy, whatever it may be, a successful lawyer, successful
[00:22:07.720 --> 00:22:10.520]   policeman, successful educator, whatever it may be.
[00:22:10.520 --> 00:22:12.360]   I need to make sure that I'm doing that well.
[00:22:12.360 --> 00:22:16.720]   I need to be successful and you're supposed to come around and help me.
[00:22:16.720 --> 00:22:18.520]   You're supposed to be help meat.
[00:22:18.520 --> 00:22:22.160]   But then this picture is like all the way around, like I'm supposed to be almost supporting
[00:22:22.160 --> 00:22:29.720]   you to be the best that God desires you to be, for you to be holy, for you to be growing.
[00:22:29.720 --> 00:22:31.120]   Is that the way it is now?
[00:22:31.120 --> 00:22:38.960]   It is interesting because clearly I think what this challenges us to think about is,
[00:22:38.960 --> 00:22:44.080]   yes, the scripture already commanded the wife to submit to the husband, but the husband's
[00:22:44.080 --> 00:22:51.360]   desire is for the good of the wife and in that way, her well-being, her godliness, her
[00:22:51.360 --> 00:22:58.000]   holiness, he is serving that purpose and in that way he's subjecting.
[00:22:58.000 --> 00:23:02.240]   But you know what's really interesting, the way I want to put it, is that Christ has a
[00:23:02.240 --> 00:23:05.760]   glorious vision for his bride.
[00:23:05.760 --> 00:23:10.000]   And so husbands, let me ask you, those of you who are watching for husbands, do you
[00:23:10.000 --> 00:23:15.680]   have a glorious vision for your wife?
[00:23:15.680 --> 00:23:16.680]   Think about all this.
[00:23:16.680 --> 00:23:21.240]   He wants to present her in all her glory.
[00:23:21.240 --> 00:23:24.120]   When was the last time we thought that?
[00:23:24.120 --> 00:23:32.520]   I want to see in my vision of my wife is to picture her in all her glory, that there would
