
[00:00:00.000 --> 00:00:06.160]   All right, good morning.
[00:03:43.520 --> 00:03:46.160]   and they have their own doctors and own professionals,
[00:03:46.160 --> 00:03:49.000]   own experts that will back up whatever they say.
[00:03:49.000 --> 00:03:52.280]   And so it's very difficult to discern, you know,
[00:03:52.280 --> 00:03:54.800]   where do we put our confidence?
[00:03:54.800 --> 00:03:58.600]   And I'm sure we all have our different opinions about all of that.
[00:03:58.600 --> 00:04:01.040]   But from the very get-go, for Christians,
[00:04:01.040 --> 00:04:05.760]   our confidence should have never really been with all of those things.
[00:04:05.760 --> 00:04:11.080]   Because whatever it is that we study, wherever we put our confidence,
[00:04:11.080 --> 00:04:16.480]   if we put our absolute confidence in anything outside of Christ,
[00:04:16.480 --> 00:04:20.320]   eventually it will be exposed for what it is.
[00:04:20.320 --> 00:04:24.920]   Even with the best of intentions, mankind does not have the ability
[00:04:24.920 --> 00:04:28.440]   to have the truth and be consistent all the time.
[00:04:28.440 --> 00:04:32.240]   And so, you know, the reason why I say all of this is because all of this
[00:04:32.240 --> 00:04:35.200]   is really connected to what the author of Hebrews
[00:04:35.200 --> 00:04:38.480]   have been saying about Jesus all the way up to now,
[00:04:38.480 --> 00:04:40.560]   and he will continue to say this.
[00:04:40.560 --> 00:04:44.600]   If you are anchored in anything outside of Christ,
[00:04:44.600 --> 00:04:47.720]   you will already have seen your heart drifted.
[00:04:47.720 --> 00:04:51.360]   And I think, you know, one of the things that this exposed,
[00:04:51.360 --> 00:04:56.880]   this pandemic exposed is, if your heart was already somewhere else,
[00:04:56.880 --> 00:04:58.760]   in the last two to two and a half months,
[00:04:58.760 --> 00:05:03.000]   my guess is many people have already drifted in their faith.
[00:05:03.000 --> 00:05:07.080]   Because whatever they were anchored in wasn't Christ.
[00:05:07.080 --> 00:05:08.800]   As soon as they weren't able to gather,
[00:05:08.800 --> 00:05:14.480]   as soon as there wasn't people or fellowship, they began to drift.
[00:05:14.480 --> 00:05:18.520]   And so as we make our way back into Melchizedek,
[00:05:18.520 --> 00:05:22.040]   I want to make sure that we understand why we're studying this to begin with.
[00:05:22.040 --> 00:05:25.280]   Our main point is not so that we can be better theologians and say,
[00:05:25.280 --> 00:05:27.800]   you know, Melchizedek, Archibald taught about Melchizedek,
[00:05:27.800 --> 00:05:30.520]   and I know who he is, and, you know, you may be able to know
[00:05:30.520 --> 00:05:34.200]   more than 99% of other Christians who this guy is.
[00:05:34.200 --> 00:05:35.720]   That is not our point.
[00:05:35.720 --> 00:05:40.840]   If you have all that knowledge and it doesn't transform your heart,
[00:05:40.840 --> 00:05:44.000]   your life, your hope, then you've really missed the whole point.
[00:05:44.000 --> 00:05:48.760]   In fact, it probably does more harm than good to know a lot of theology,
[00:05:48.760 --> 00:05:52.960]   and your head gets bigger, but your life doesn't reflect that.
[00:05:52.960 --> 00:05:55.000]   Well, the study of Melchizedek.
[00:05:55.000 --> 00:05:59.120]   We're in chapter 7, and he's going to be the main character,
[00:05:59.120 --> 00:06:03.000]   and who he is, his priesthood, all the way to chapter 10.
[00:06:03.000 --> 00:06:04.240]   And so we're going to be on this subject.
[00:06:04.240 --> 00:06:06.960]   His name may not be specifically mentioned each week,
[00:06:06.960 --> 00:06:09.760]   but again, his priesthood and who he is
[00:06:09.760 --> 00:06:12.920]   is going to be the central subject from chapter 7 to 10.
[00:06:12.920 --> 00:06:18.240]   In fact, we can say the meat of the book of Hebrews is between chapter 7 and 10.
[00:06:18.240 --> 00:06:20.200]   That everything that's been happening up to this point
[00:06:20.200 --> 00:06:23.840]   is really to set up for chapter 7, 8, 9, and 10.
[00:06:23.840 --> 00:06:26.280]   Because the argument was, starting from chapter 1,
[00:06:26.280 --> 00:06:29.480]   that Jesus is greater than the angels.
[00:06:29.480 --> 00:06:31.160]   He's greater than the prophets.
[00:06:31.160 --> 00:06:32.360]   He's greater than Moses.
[00:06:32.360 --> 00:06:34.040]   He's greater than Aaron.
[00:06:34.040 --> 00:06:37.440]   And so all of this to say, to pay attention to Christ.
[00:06:37.440 --> 00:06:40.080]   That was his main point.
[00:06:40.080 --> 00:06:44.920]   But the heart of the matter really comes to his priesthood.
[00:06:44.920 --> 00:06:50.640]   Because the natural tendency for a Jew was to drift back into his old way of life
[00:06:50.640 --> 00:06:53.400]   and say, well, Jesus may be a great man, and he fed thousands,
[00:06:53.400 --> 00:06:57.040]   and performed miracles, and maybe he's a great man.
[00:06:57.040 --> 00:07:05.200]   But to a Jew, the temple, the sacrificial system, was his life.
[00:07:05.200 --> 00:07:09.000]   So he may be a great man, but what does that have to do with my life
[00:07:09.000 --> 00:07:10.200]   and my relationship with God?
[00:07:10.200 --> 00:07:16.760]   Well, that's the point that he's trying to get at in chapter 7, 8, and 9, and 10.
[00:07:16.760 --> 00:07:19.640]   But again, I'm going to read some verses with you
[00:07:19.640 --> 00:07:24.680]   before we jump into the three-point that I have this morning.
[00:07:24.680 --> 00:07:28.040]   Melchizedek is not first mentioned in chapter 7.
[00:07:28.040 --> 00:07:31.640]   So I hope some of you who are excited about studying chapter 7
[00:07:31.640 --> 00:07:37.000]   may remember that Melchizedek actually was introduced to us in chapter 5.
[00:07:37.000 --> 00:07:39.680]   He actually is introduced--
[00:07:39.680 --> 00:07:41.160]   actually, let me read that to you.
[00:07:41.160 --> 00:07:46.080]   In Hebrews chapter 5, 9 through 14, "And having been made perfect,"
[00:07:46.080 --> 00:07:49.080]   talking about Christ, "he became to all those who obey him
[00:07:49.080 --> 00:07:53.240]   the source of eternal salvation, being designated by God as a high priest
[00:07:53.240 --> 00:07:55.600]   according to the order of Melchizedek."
[00:07:55.600 --> 00:07:58.600]   So he actually introduces Melchizedek, right?
[00:07:58.600 --> 00:08:03.040]   That Christ is our high priest according to Melchizedek.
[00:08:03.040 --> 00:08:06.760]   But then in verse 11, he says, "Concerning him, we have much to say,
[00:08:06.760 --> 00:08:10.760]   and it is hard to explain since you have become dull of hearing.
[00:08:10.760 --> 00:08:13.240]   For though by this time you ought to be teachers,
[00:08:13.240 --> 00:08:16.360]   you have need again for someone to teach you the elementary principles
[00:08:16.360 --> 00:08:21.280]   of the oracles of God, and you have come to need milk and not solid food.
[00:08:21.280 --> 00:08:23.960]   For everyone who partakes only of milk is not accustomed
[00:08:23.960 --> 00:08:27.520]   to the word of righteousness, for he is an infant.
[00:08:27.520 --> 00:08:30.760]   But solid food is for the mature who, because of practice,
[00:08:30.760 --> 00:08:34.280]   have their senses trained to discern good and evil."
[00:08:34.280 --> 00:08:38.760]   So even before he gets to chapter 7, he kind of has to pause.
[00:08:38.760 --> 00:08:42.240]   And I'm pretty sure if you've been at a church for any period of time,
[00:08:42.240 --> 00:08:45.200]   any time that I think I'm going to lose you,
[00:08:45.200 --> 00:08:48.760]   you probably kind of remember me saying, hey,
[00:08:48.760 --> 00:08:50.160]   you need to pay attention to this.
[00:08:50.160 --> 00:08:52.680]   Or if you're going to stay awake for any part of the message,
[00:08:52.680 --> 00:08:55.040]   this is the part of the message that you need to pay attention to.
[00:08:55.040 --> 00:08:59.320]   I say all of that because I know it requires soberness
[00:08:59.320 --> 00:09:01.120]   to understand and engage.
[00:09:01.120 --> 00:09:04.120]   And if you just kind of casually listen, there are certain things
[00:09:04.120 --> 00:09:06.720]   that may go over your head, and it's not going to make much sense.
[00:09:06.720 --> 00:09:09.440]   Well, that's what the author is really doing here.
[00:09:09.440 --> 00:09:12.280]   He's going to get into the details of Melchizedek.
[00:09:12.280 --> 00:09:15.200]   There are some parts of what he says about Melchizedek
[00:09:15.200 --> 00:09:18.320]   that if you sit there casually listening, like, you know,
[00:09:18.320 --> 00:09:20.520]   I could talk about the love of God and grace of God,
[00:09:20.520 --> 00:09:24.120]   and all these things are central issues of Christianity,
[00:09:24.120 --> 00:09:26.760]   but you probably heard those messages so many times
[00:09:26.760 --> 00:09:30.840]   that you can kind of casually listen and still get a lot out of it.
[00:09:30.840 --> 00:09:36.280]   Well, Melchizedek, because most people don't know who he is,
[00:09:36.280 --> 00:09:38.080]   most people don't understand who he is,
[00:09:38.080 --> 00:09:40.600]   and most people don't know the significance of who he is
[00:09:40.600 --> 00:09:43.320]   and how he's connected to Christ and his priesthood.
[00:09:43.320 --> 00:09:47.680]   So there's a lot of things that the author is going to say
[00:09:47.680 --> 00:09:52.120]   that if you don't pay attention, if you don't, like, commit to pay attention,
[00:09:52.120 --> 00:09:54.800]   if you go to sleep at four and wake up at seven,
[00:09:54.800 --> 00:09:57.520]   it's probably going to go over your head, okay?
[00:09:57.520 --> 00:10:00.720]   So he takes a break, and after he says that,
[00:10:00.720 --> 00:10:03.440]   "I can't tell you if you're not paying attention
[00:10:03.440 --> 00:10:06.840]   and if you're not committed to this, if you're immature,"
[00:10:06.840 --> 00:10:10.320]   and then he gets to chapter six with a stark warning
[00:10:10.320 --> 00:10:13.920]   that if you've been in the church and you've tasted the goodness of God
[00:10:13.920 --> 00:10:17.000]   and you had all the blessing, all the teaching,
[00:10:17.000 --> 00:10:19.640]   all the benefits of being in the church,
[00:10:19.640 --> 00:10:22.360]   and yet all of it goes over your head
[00:10:22.360 --> 00:10:25.360]   and you're still drifting back into your old way of life,
[00:10:25.360 --> 00:10:27.320]   he says, "There's no hope for you."
[00:10:27.320 --> 00:10:32.200]   So in other words, all of chapter six is to get them to pay attention.
[00:10:32.200 --> 00:10:33.600]   Here comes the meat.
[00:10:33.600 --> 00:10:36.040]   That's what he was trying to do, right?
[00:10:36.040 --> 00:10:37.040]   Here comes the meat.
[00:10:37.040 --> 00:10:38.880]   "I want to tell you about Melchizedek,
[00:10:38.880 --> 00:10:41.880]   but you really need to commit to this and pay attention.
[00:10:41.880 --> 00:10:46.280]   There's consequences if you just remain as infants."
[00:10:46.280 --> 00:10:48.760]   And then he wraps it up at the end of chapter six
[00:10:48.760 --> 00:10:52.200]   before we get into chapter seven, starting from verse 17.
[00:10:52.200 --> 00:10:53.960]   This is what he says.
[00:10:53.960 --> 00:10:58.200]   "In the same way, God desiring even more to show to the heirs of the promise
[00:10:58.200 --> 00:11:02.640]   the unchangeableness of his purpose interposed with an oath,
[00:11:02.640 --> 00:11:06.320]   so that by two unchangeable things in which it is impossible for God to lie,
[00:11:06.320 --> 00:11:09.360]   we who have taken refuge would have strong encouragement
[00:11:09.360 --> 00:11:12.040]   to take hold of the hope set before us."
[00:11:12.040 --> 00:11:14.120]   Okay, so again, pay attention to that.
[00:11:14.120 --> 00:11:16.680]   The whole reason why he gets into Melchizedek
[00:11:16.680 --> 00:11:21.760]   is to make sure that the hope that we have in Christ is secure.
[00:11:21.760 --> 00:11:23.760]   Are you anchored in Christ?
[00:11:23.760 --> 00:11:25.640]   That's the question.
[00:11:25.640 --> 00:11:27.840]   We're not talking about a piece of paper.
[00:11:27.840 --> 00:11:30.280]   We're not talking about the church that you attend.
[00:11:30.280 --> 00:11:33.400]   We're not talking about the confession of the friends around you.
[00:11:33.400 --> 00:11:36.560]   We're not talking about your upbringing.
[00:11:36.560 --> 00:11:40.080]   Are you firmly anchored in Christ?
[00:11:40.080 --> 00:11:44.400]   And what I'm about to tell you is so that you can examine
[00:11:44.400 --> 00:11:46.440]   to make sure that you are anchored in Christ.
[00:11:46.440 --> 00:11:48.200]   Okay, in verse 19.
[00:11:48.200 --> 00:11:51.360]   "This hope we have as an anchor of the soul,
[00:11:51.360 --> 00:11:56.920]   a hope both sure and steadfast, and one which enters within the veil,
[00:11:56.920 --> 00:11:59.360]   where Jesus has entered as a forerunner for us,
[00:11:59.360 --> 00:12:04.840]   having become a high priest forever according to the order of Melchizedek."
[00:12:04.840 --> 00:12:08.560]   So I hope you notice that he ends chapter five introducing Melchizedek,
[00:12:08.560 --> 00:12:10.920]   giving a stark warning to pay attention,
[00:12:10.920 --> 00:12:13.600]   and then he goes back at the end of chapter six saying,
[00:12:13.600 --> 00:12:15.560]   "I'm going to talk about Melchizedek now.
[00:12:15.560 --> 00:12:16.760]   Stay with me."
[00:12:16.760 --> 00:12:17.760]   Okay.
[00:12:17.760 --> 00:12:24.600]   Melchizedek is an obscure figure.
[00:12:24.600 --> 00:12:28.760]   My guess is some of you who are listening to this sermon right now
[00:12:28.760 --> 00:12:31.440]   may never have even heard of his name
[00:12:31.440 --> 00:12:37.520]   because he is only mentioned in a few verses in Genesis chapter 14.
[00:12:37.520 --> 00:12:42.080]   And again, in the book of Psalm one time.
[00:12:42.080 --> 00:12:46.720]   So in totality, he's mentioned his name maybe about two or three times.
[00:12:46.720 --> 00:12:52.360]   And yet, three, four, five chapters are dedicated
[00:12:52.360 --> 00:12:57.880]   in that what a huge role he plays in redemptive history.
[00:12:57.880 --> 00:13:01.360]   I mean, it is a huge part he plays.
[00:13:01.360 --> 00:13:03.840]   And that's why, again, so many chapters are dedicated.
[00:13:03.840 --> 00:13:07.720]   And why he spends a whole chapter telling them to watch out
[00:13:07.720 --> 00:13:09.640]   and pay attention even before he gets in.
[00:13:09.640 --> 00:13:13.200]   So just to kind of give you a broad outline since we're jumping back in,
[00:13:13.200 --> 00:13:19.360]   chapter seven is about the superiority of the priesthood of Melchizedek.
[00:13:19.360 --> 00:13:22.520]   Okay, so that's what we're going to be talking about today in a few more weeks.
[00:13:22.520 --> 00:13:26.960]   Chapter eight, "Therefore, because of the superior priesthood,
[00:13:26.960 --> 00:13:31.120]   the superior priesthood introduces a superior covenant."
[00:13:31.120 --> 00:13:32.440]   That's chapter eight.
[00:13:33.440 --> 00:13:36.440]   And in order to have the superior covenant,
[00:13:36.440 --> 00:13:38.680]   there needs to be a superior sanctuary,
[00:13:38.680 --> 00:13:43.240]   meaning that the old system, the whole system of approaching God
[00:13:43.240 --> 00:13:48.760]   has been replaced by a whole new system of priesthood, covenant, and the sanctuary.
[00:13:48.760 --> 00:13:54.000]   And then ultimately, all of this points back to Christ and his ultimate sacrifice.
[00:13:54.000 --> 00:13:59.600]   So chapter 10 is about the superiority of Jesus as the ultimate sacrifice.
[00:13:59.600 --> 00:14:02.640]   Okay, so that's a broad outline that we're going to be covering.
[00:14:02.640 --> 00:14:05.040]   Chapter seven, "Superiority of the priesthood."
[00:14:05.040 --> 00:14:07.520]   Chapter eight, "Superiority of the covenant."
[00:14:07.520 --> 00:14:10.360]   "Superiority of the sanctuary," chapter nine.
[00:14:10.360 --> 00:14:14.600]   And "Superiority of the sacrifice" in chapter 10.
[00:14:14.600 --> 00:14:17.480]   All right, so all of that is an introduction, okay?
[00:14:17.480 --> 00:14:20.240]   So if you fall asleep now, it's completely your fault.
[00:14:20.240 --> 00:14:22.160]   Okay, I've done everything I could.
[00:14:22.160 --> 00:14:25.960]   All right, so we'll see.
[00:14:25.960 --> 00:14:33.240]   The main point today is the superiority of Melchizedek over Abraham.
[00:14:33.240 --> 00:14:36.120]   "Superiority of Melchizedek over Abraham."
[00:14:36.120 --> 00:14:38.800]   And so I have three parts to that.
[00:14:38.800 --> 00:14:44.040]   And so, again, if you are following the outline, you can see, okay?
[00:14:44.040 --> 00:14:46.280]   Hebrews chapter seven, verse one.
[00:14:46.280 --> 00:14:49.840]   "For this Melchizedek, king of Salem, priest of the most high God,
[00:14:49.840 --> 00:14:53.760]   who met Abraham as he was returning from the slaughter of the kings and blessed him."
[00:14:53.760 --> 00:14:56.800]   So let me stop right there, okay?
[00:14:56.800 --> 00:15:03.520]   In order for us to fully appreciate what he says here about Melchizedek being superior
[00:15:03.520 --> 00:15:08.960]   to Abraham, we really have to have a good idea of who Abraham is, okay?
[00:15:08.960 --> 00:15:13.440]   Because without that, again, you might have some loose understanding of who Abraham is.
[00:15:13.440 --> 00:15:19.960]   And without a deeper understanding of who Abraham is, when you hear...you wouldn't hear
[00:15:19.960 --> 00:15:24.160]   like the first century Jews that he's talking to.
[00:15:24.160 --> 00:15:27.960]   Abraham was the father of their nation.
[00:15:27.960 --> 00:15:33.720]   In fact, let me go back early on where Abraham is introduced to us in Genesis chapter 11.
[00:15:33.720 --> 00:15:39.240]   But again, the promise that God makes to Abraham, which is a covenant that he makes
[00:15:39.240 --> 00:15:42.040]   with Abraham to his descendants and ultimately to the rest of the world,
[00:15:42.040 --> 00:15:44.240]   and this is what he says.
[00:15:44.240 --> 00:15:46.720]   "I will make you a great nation," right?
[00:15:46.720 --> 00:15:51.200]   Talking about Abraham and his descendants, "and I will bless you and make your name great.
[00:15:51.200 --> 00:15:55.160]   And so you shall be a blessing, and I will bless those who bless you.
[00:15:55.160 --> 00:15:57.520]   And the one who curses you, I will curse.
[00:15:57.520 --> 00:16:00.800]   And in you, all the families of the earth will be blessed."
[00:16:00.800 --> 00:16:04.800]   Okay, so let me stop right there.
[00:16:04.800 --> 00:16:12.320]   According to the scripture, Abraham is not simply the father of Israel.
[00:16:12.320 --> 00:16:18.080]   Abraham is the source of blessing for mankind.
[00:16:18.080 --> 00:16:22.480]   So if you hear Abraham as, "Well, God started Israel through Abraham,"
[00:16:22.480 --> 00:16:25.320]   it wouldn't really make the kind of impact, what he's saying.
[00:16:25.320 --> 00:16:29.320]   Melchizedek is greater than Abraham, then it should.
[00:16:29.320 --> 00:16:34.680]   Because according to God's promise, all the other nations outside of the blessing of God
[00:16:34.680 --> 00:16:40.640]   can have a great nation, but yet the God of the universe who created all things isn't
[00:16:40.640 --> 00:16:42.760]   blessing them.
[00:16:42.760 --> 00:16:48.520]   So the real blessing that only God can give is going to come through Abraham.
[00:16:48.520 --> 00:16:56.160]   Rest of Israel's history, rest of Old Testament, is the fulfillment of this promise.
[00:16:56.160 --> 00:17:02.720]   Every part of what you study in the Old Testament from a Jewish perspective is the fulfillment
[00:17:02.720 --> 00:17:05.120]   of this promise.
[00:17:05.120 --> 00:17:07.280]   That God is going to, how is he fulfilling this?
[00:17:07.280 --> 00:17:09.000]   How is he multiplying them?
[00:17:09.000 --> 00:17:10.560]   How is he making him great?
[00:17:10.560 --> 00:17:12.880]   How are the other nations being blessed by this?
[00:17:12.880 --> 00:17:19.160]   So the origin of their faith begins with Abraham.
[00:17:19.160 --> 00:17:26.240]   In fact, God calls Abraham and Abraham and his family obeys and they set out on this
[00:17:26.240 --> 00:17:28.880]   journey that God calls them to.
[00:17:28.880 --> 00:17:34.960]   In a short period of time, they become so wealthy, according to Genesis 13, 5 and 6,
[00:17:34.960 --> 00:17:39.000]   that his nephew and Abraham actually has to split.
[00:17:39.000 --> 00:17:44.480]   So within one chapter, they've accumulated enough wealth where they couldn't even share
[00:17:44.480 --> 00:17:46.640]   the same space.
[00:17:46.640 --> 00:17:53.160]   So this is not like New York, where you got limited apartment space and then you accumulate
[00:17:53.160 --> 00:17:54.160]   certain things.
[00:17:54.160 --> 00:17:56.980]   We're talking about an open field.
[00:17:56.980 --> 00:18:00.160]   We're talking about just acres and acres of land.
[00:18:00.160 --> 00:18:03.320]   That's how wealthy Abraham became.
[00:18:03.320 --> 00:18:08.960]   And so again, the fulfillment of Genesis 12, 1, 2, and 3 that we see right away in chapter
[00:18:08.960 --> 00:18:14.880]   13, that they become so rich and they can't even stay together, so they split.
[00:18:14.880 --> 00:18:21.480]   So Abraham stays in the Canaanite land and Lot chooses to take his goods and he goes
[00:18:21.480 --> 00:18:27.800]   where we know later on Sodom and Gomorrah, they come out and so he settles over there
[00:18:27.800 --> 00:18:30.880]   simply because of space.
[00:18:30.880 --> 00:18:34.700]   Well where Melchizedek comes in is in chapter 14.
[00:18:34.700 --> 00:18:40.840]   In chapter 14, Abraham and Lot, they're just enjoying their life and they're enjoying the
[00:18:40.840 --> 00:18:46.940]   blessing of God, but the kings of the Canaanites, four separate kings, they unite and they go
[00:18:46.940 --> 00:18:52.920]   into battle with the kings near the Sodom and Gomorrah, about five of them.
[00:18:52.920 --> 00:18:57.400]   So those four kings attack them and Lot happens to be on the losing side.
[00:18:57.400 --> 00:19:00.120]   Not that he was in the battle, he just happened to be in the land.
[00:19:00.120 --> 00:19:04.620]   And so the four kings of the Canaanites come and conquer them and they take all their possessions
[00:19:04.620 --> 00:19:07.200]   and they're on their way back.
[00:19:07.200 --> 00:19:12.280]   Abraham hears about this as his nephew has been caught up in this and now he's lost all
[00:19:12.280 --> 00:19:13.280]   of his possessions.
[00:19:13.280 --> 00:19:17.120]   So Abraham gathers his people.
[00:19:17.120 --> 00:19:20.040]   Now again, Abraham is not a nation yet.
[00:19:20.040 --> 00:19:22.840]   He's just a very wealthy man.
[00:19:22.840 --> 00:19:29.220]   But again, it's very important that you understand what's going on historically.
[00:19:29.220 --> 00:19:37.160]   He's going after four kings, four kingdoms, who just defeated five other kings.
[00:19:37.160 --> 00:19:43.280]   And he had enough fighting men to take with him and he actually beats them.
[00:19:43.280 --> 00:19:45.920]   You understand that?
[00:19:45.920 --> 00:19:50.880]   Again, you have to understand the historical context and well Melchizedek shows up.
[00:19:50.880 --> 00:19:56.880]   So when he says Melchizedek is greater than Abraham, that you understand the historical
[00:19:56.880 --> 00:20:03.320]   context, Abraham has been tremendously blessed by God.
[00:20:03.320 --> 00:20:09.380]   He's not even a nation yet and yet he's able to conquer four kingdoms by himself.
[00:20:09.380 --> 00:20:16.360]   And after he regains possession of all that was lost, gives it and is coming back with
[00:20:16.360 --> 00:20:25.280]   his nephew is when he comes and encounters Melchizedek, the king of Salem.
[00:20:25.280 --> 00:20:35.360]   Again, all of this is a background because the point that he's trying to make is Melchizedek
[00:20:35.360 --> 00:20:38.200]   is greater than Abraham.
[00:20:38.200 --> 00:20:40.720]   You know what that makes Abraham?
[00:20:40.720 --> 00:20:43.960]   Greater than all the kings.
[00:20:43.960 --> 00:20:46.880]   Greater than all these men, greater than all the possessions.
[00:20:46.880 --> 00:20:53.280]   So whatever was happening during history at that time, Melchizedek was greater than Abraham.
[00:20:53.280 --> 00:20:58.640]   So imagine if you were a Jew hearing this, knowing the historical context, who is this
[00:20:58.640 --> 00:21:03.600]   Melchizedek that he shows up from nowhere?
[00:21:03.600 --> 00:21:07.880]   He shows up from nowhere and Abraham bows to him.
[00:21:07.880 --> 00:21:11.400]   I mean, think about it humanly speaking.
[00:21:11.400 --> 00:21:15.840]   Abraham has so much possession in chapter 13, he can't even stay in the same place as
[00:21:15.840 --> 00:21:16.840]   Lot, they separate.
[00:21:16.840 --> 00:21:19.400]   Lot gets captured by four other kings.
[00:21:19.400 --> 00:21:24.680]   Remember, these four kings conquered five other kings.
[00:21:24.680 --> 00:21:30.440]   Abraham has become strong enough in chapter 14 to even conquer them.
[00:21:30.440 --> 00:21:38.760]   And then here's this guy, literally one or two verses shows up and Abraham bows to him.
[00:21:38.760 --> 00:21:44.760]   So if you're reading that carefully, if you're reading through Genesis carefully, you should
[00:21:44.760 --> 00:21:48.200]   have stopped and asked.
[00:21:48.200 --> 00:21:50.440]   Who is this guy?
[00:21:50.440 --> 00:21:54.720]   Who is Melchizedek?
[00:21:54.720 --> 00:21:57.000]   But that never gets explained.
[00:21:57.000 --> 00:22:01.880]   Other than way over in Psalm chapter 110, he says, well, the Messiah is going to come
[00:22:01.880 --> 00:22:05.560]   in the order of Melchizedek.
