
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:04:14.000 --> 00:04:18.000]   unseen are eternal. Now, here's the key to being new
[00:04:18.000 --> 00:04:22.000]   brothers and sisters. You want to be new in your mind as a young person,
[00:04:22.000 --> 00:04:26.000]   in your whole being and spirit as an old person, you want to be new?
[00:04:26.000 --> 00:04:30.000]   Stop watching
[00:04:30.000 --> 00:04:34.000]   the world, which very practically comes down
[00:04:34.000 --> 00:04:38.000]   to television.
[00:04:38.000 --> 00:04:42.000]   Stop watching
[00:04:42.000 --> 00:04:46.000]   the world! Why would we want to be entertained by
[00:04:46.000 --> 00:04:50.000]   the unbelieving so much? Why
[00:04:50.000 --> 00:04:54.000]   are we so hooked on the video and on the television
[00:04:54.000 --> 00:04:58.000]   and on the movies and on the radio? World,
[00:04:58.000 --> 00:05:02.000]   tell me, show me, feed me, shape me, make
[00:05:02.000 --> 00:05:06.000]   me! That's what we're doing! Oh no, not really.
[00:05:06.000 --> 00:05:10.000]   I'm not the least affected when I watch. You become
[00:05:10.000 --> 00:05:14.000]   what you behold. And I just ask you
[00:05:14.000 --> 00:05:18.000]   to compare in your life the degree
[00:05:18.000 --> 00:05:22.000]   to which you behold the Lord Jesus and the glory of our God
[00:05:22.000 --> 00:05:26.000]   compared to the degree to which you behold
[00:05:26.000 --> 00:05:30.000]   the world. How do they compare?
[00:05:30.000 --> 00:05:34.000]   Might there not be some insight here as to why we live in weakness
[00:05:34.000 --> 00:05:38.000]   and failure and the temptations of our lives? Why we don't have
[00:05:38.000 --> 00:05:42.000]   the effect in the world that we would like to have?
[00:05:42.000 --> 00:05:46.000]   Why our relationships can't be fixed?
[00:05:46.000 --> 00:05:50.000]   Is there perhaps some correlation between the fact that we
[00:05:50.000 --> 00:05:54.000]   focus so much on the world, we live in the world,
[00:05:54.000 --> 00:05:58.000]   we ooze world, we watch world,
[00:05:58.000 --> 00:06:02.000]   we read world? How many
[00:06:02.000 --> 00:06:06.000]   of us read books that have spiritual wisdom?
[00:06:06.000 --> 00:06:10.000]   Look at television that has spiritual wisdom. Look at movies that have
[00:06:10.000 --> 00:06:14.000]   spiritual wisdom. Read the Bible with its spiritual wisdom. How much time
[00:06:14.000 --> 00:06:18.000]   do we devote to this biblical principle that is
[00:06:18.000 --> 00:06:22.000]   unassailable? You become what you
[00:06:22.000 --> 00:06:26.000]   behold. Lord, I urge you to check
[00:06:26.000 --> 00:06:30.000]   out your lifestyle. Do you want to become
[00:06:30.000 --> 00:06:34.000]   holy? Do you want to become new so that you see
[00:06:34.000 --> 00:06:38.000]   like Jesus, think like Jesus, feel like Jesus,
[00:06:38.000 --> 00:06:42.000]   love like Jesus, care like Jesus, judge
[00:06:42.000 --> 00:06:46.000]   like Jesus? If you do, there is
[00:06:46.000 --> 00:06:50.000]   an agenda. Watch Jesus
[00:06:50.000 --> 00:06:54.000]   a lot. Father, I just
[00:06:54.000 --> 00:06:58.000]   beg for the miracle of transformation in our lives.
[00:06:58.000 --> 00:07:02.000]   Would you come right now and just convict us and give us some
[00:07:02.000 --> 00:07:06.000]   choices about how we spend your Lord's Day afternoon and evening?
[00:07:06.000 --> 00:07:10.000]   Are we really going to go home?
[00:07:10.000 --> 00:07:14.000]   Are we going to spend more time tonight
[00:07:14.000 --> 00:07:18.000]   asking the world, without
[00:07:18.000 --> 00:07:22.000]   any God in it, to entertain us?
[00:07:22.000 --> 00:07:26.000]   Then we will reap what we sow.
[00:07:26.000 --> 00:07:30.000]   And I just pray, Father, that that
[00:07:30.000 --> 00:07:34.000]   not be so.
[00:07:34.000 --> 00:07:38.000]   In Jesus' name I ask it. Amen.
[00:07:38.000 --> 00:07:42.000]   Watch Jesus a lot. That is not complex, but
[00:07:42.000 --> 00:07:46.000]   profound. A spiritual battle we must fight for out of a
[00:07:46.000 --> 00:07:50.000]   firm conviction that we are becoming like what we behold.
[00:07:50.000 --> 00:07:54.000]   That is a prophetic word for our media diets in the digital age. Thank you to Ryan,
[00:07:54.000 --> 00:07:58.000]   a pastor in Mississippi, who sent this to us. The clip was given to him
[00:07:58.000 --> 00:08:02.000]   from someone in his church. So thank you for passing it along to us, Ryan.
[00:08:02.000 --> 00:08:06.000]   It comes from a 1990 sermon on prophecy
[00:08:06.000 --> 00:08:10.000]   of all places, titled "Why the Gift of Prophecy is Not the Usual
[00:08:10.000 --> 00:08:14.000]   Way of Knowing God's Will," preached on April 1st, 1990.
[00:08:14.000 --> 00:08:18.000]   Thanks for listening to today's sermon clip. Our clips are now
[00:08:18.000 --> 00:08:22.000]   crowdsourced. You tell us what bits of Piper's sermons changed your life, and we share that
[00:08:22.000 --> 00:08:26.000]   clip with the APJ audience. If you've got one, email me. Send me your name, hometown, the sermon
[00:08:26.000 --> 00:08:30.000]   title, and timestamp of where the clip happens in the audio. Tell me how it
[00:08:30.000 --> 00:08:34.000]   impacted you. Put the word "clip" in the subject line of an email and send it to me at
[00:08:34.000 --> 00:08:38.000]   askpastorjohn@desiringgod.org. That's our email address,
[00:08:38.000 --> 00:08:42.000]   askpastorjohn@desiringgod.org. Well, we have
[00:08:42.000 --> 00:08:46.000]   eschatology questions coming up on Friday and on Monday. First up, a
[00:08:46.000 --> 00:08:50.000]   question about the timing of Christ's return and some debates in church history
[00:08:50.000 --> 00:08:54.000]   over that timing. I'm your host Tony Renke. We are rejoined in studio
[00:08:54.000 --> 00:08:58.000]   with Pastor John when we return on Friday to talk eschatology.
[00:08:58.000 --> 00:09:00.000]   We'll see you then.
[00:09:00.000 --> 00:09:02.000]   [end]
[00:09:02.000 --> 00:09:04.000]   [end]
[00:09:04.000 --> 00:09:06.000]   [end]
[00:09:06.000 --> 00:09:16.000]   [BLANK_AUDIO]

