
[00:00:00.000 --> 00:00:03.480]   [MUSIC PLAYING]
[00:07:53.320 --> 00:07:56.820]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:07:57.820 --> 00:08:01.320]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:08:02.320 --> 00:08:05.820]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:08:06.820 --> 00:08:10.320]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:08:10.320 --> 00:08:19.320]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:08:20.320 --> 00:08:23.820]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:08:24.820 --> 00:08:28.320]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:08:29.320 --> 00:08:32.820]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:08:32.820 --> 00:08:36.320]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:08:37.320 --> 00:08:40.820]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:08:40.820 --> 00:09:05.820]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:09:06.320 --> 00:09:09.820]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:09:10.820 --> 00:09:14.320]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:09:15.320 --> 00:09:18.820]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:09:18.820 --> 00:09:22.320]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:09:23.320 --> 00:09:26.820]   [MUSIC - "POMP AND CIRCUMSTANCE"]
[00:09:51.320 --> 00:09:52.320]   Good morning, church family.
[00:09:52.320 --> 00:09:53.320]   Happy Lord's Day.
[00:09:53.320 --> 00:09:55.820]   We're going to go ahead and begin our worship service.
[00:09:55.820 --> 00:09:59.320]   [MUSIC - "FORGIVEN"]
[00:09:59.320 --> 00:10:16.820]   (SINGING) I'm forgiven because you are forsaken.
[00:10:16.820 --> 00:10:20.320]   I'm accepted.
[00:10:20.320 --> 00:10:23.820]   You are condemned.
[00:10:23.820 --> 00:10:26.320]   I'm a loving one.
[00:10:26.320 --> 00:10:31.820]   Your spirit lives within me because you
[00:10:31.820 --> 00:10:34.820]   died and rose again.
[00:10:34.820 --> 00:10:38.320]   I'm forgiven.
[00:10:38.320 --> 00:10:45.320]   I'm forgiven because you are forsaken.
[00:10:45.320 --> 00:10:48.320]   I'm accepted.
[00:10:48.320 --> 00:10:52.320]   You are condemned.
[00:10:52.320 --> 00:10:54.820]   I'm a loving one.
[00:10:54.820 --> 00:10:59.820]   Your spirit lives within me because you
[00:10:59.820 --> 00:11:02.320]   died and rose again.
[00:11:02.320 --> 00:11:03.320]   It's enough.
[00:11:03.320 --> 00:11:08.820]   It's enough.
[00:11:08.820 --> 00:11:13.320]   How can it be?
[00:11:13.320 --> 00:11:16.820]   My King would die for me.
[00:11:16.820 --> 00:11:27.320]   Please, Lord, I know it's true.
[00:11:27.320 --> 00:11:32.320]   It's my joy to honor you.
[00:11:32.320 --> 00:11:35.820]   You know I'm waiting.
[00:11:35.820 --> 00:11:38.320]   I know it's the first time I'm forgiven.
[00:11:41.820 --> 00:11:48.820]   I'm forgiven because you are forsaken.
[00:11:48.820 --> 00:11:51.820]   I'm accepted.
[00:11:51.820 --> 00:11:55.820]   You are condemned.
[00:11:55.820 --> 00:11:58.320]   I'm a loving one.
[00:11:58.320 --> 00:12:03.320]   Your spirit lives within me because you
[00:12:03.320 --> 00:12:05.820]   died and rose again.
[00:12:09.820 --> 00:12:16.820]   Amazing Mother, how can it be?
[00:12:16.820 --> 00:12:20.320]   My King would die for me.
[00:12:20.320 --> 00:12:30.820]   Amazing Mother, I know it's true.
[00:12:30.820 --> 00:12:34.820]   It's my joy to honor you.
[00:12:37.820 --> 00:12:44.820]   Amazing Mother, how can it be?
[00:12:44.820 --> 00:12:48.820]   My King would die for me.
[00:12:48.820 --> 00:12:58.820]   Amazing Mother, I know it's true.
[00:12:58.820 --> 00:13:03.820]   It's my joy to honor you.
[00:13:03.820 --> 00:13:07.820]   It's enough that I do.
[00:13:07.820 --> 00:13:11.320]   I honor you.
[00:13:11.320 --> 00:13:14.820]   It's enough that I do.
[00:13:14.820 --> 00:13:17.320]   I honor you.
[00:13:17.320 --> 00:13:25.820]   Good morning, everybody.
[00:13:25.820 --> 00:13:27.320]   Welcome to this morning's service.
[00:13:27.320 --> 00:13:29.320]   If you are visiting us for the very first time,
[00:13:29.320 --> 00:13:31.820]   I want to extend a warm welcome to you.
[00:13:31.820 --> 00:13:34.820]   When the service is done, please visit us at our welcome booth.
[00:13:34.820 --> 00:13:37.320]   You'll see the blue canopy out by the parking lot
[00:13:37.320 --> 00:13:39.820]   that you probably passed on the way in.
[00:13:39.820 --> 00:13:42.820]   I do have a very important announcement.
[00:13:42.820 --> 00:13:46.320]   Over the last several weeks, we have been hinting
[00:13:46.320 --> 00:13:49.820]   and communicating about the need for a third service.
[00:13:49.820 --> 00:13:53.820]   We want to officially announce to you that on January 7th,
[00:13:53.820 --> 00:13:56.320]   the start of the new year, we're going to be implementing
[00:13:56.320 --> 00:13:58.820]   three services on Sunday mornings.
[00:13:58.820 --> 00:14:04.820]   The time for these services is going to be 8 a.m., 9.30, and 11.30 a.m.
[00:14:04.820 --> 00:14:07.820]   So all pretty much in the morning time.
[00:14:07.820 --> 00:14:10.320]   Importantly, for those of you with children,
[00:14:10.320 --> 00:14:14.820]   our education department at 9.30 a.m. will have seeds,
[00:14:14.820 --> 00:14:16.820]   which is our nursery for the little ones,
[00:14:16.820 --> 00:14:19.820]   and we'll also have our sprouts ministry, but a portion,
[00:14:19.820 --> 00:14:23.820]   so from K through second grade.
[00:14:23.820 --> 00:14:26.320]   The year after that, the group will grow,
[00:14:26.320 --> 00:14:29.320]   but it will begin with a smaller portion of the group.
[00:14:29.320 --> 00:14:32.320]   The full force of the education department with the youth group,
[00:14:32.320 --> 00:14:36.320]   sprouts elementary ministry, and the seeds nursery
[00:14:36.320 --> 00:14:40.820]   will be at the 11.30 service, and so please note that
[00:14:40.820 --> 00:14:44.820]   that in January, we're going to start implementing that.
[00:14:44.820 --> 00:14:48.820]   As you'd expect, in order to have those three services,
[00:14:48.820 --> 00:14:53.320]   we are going to need additional volunteers in various aspects of ministry,
[00:14:53.320 --> 00:14:56.820]   everything from welcome team to parking ministry,
[00:14:56.820 --> 00:14:59.320]   but from the parking ministry, we have a special video
[00:14:59.320 --> 00:15:02.320]   to encourage you to sign up,
[00:15:02.320 --> 00:15:05.320]   and this video is going to go down in history as a classic,
[00:15:05.320 --> 00:15:07.320]   so here you go. Please enjoy.
[00:15:07.320 --> 00:15:10.320]   [Video plays]
[00:15:11.320 --> 00:15:14.320]   [Video ends]
[00:15:14.320 --> 00:15:27.320]   [Music]
[00:15:28.320 --> 00:15:31.320]   [Music]
[00:15:32.320 --> 00:15:35.320]   [Music]
[00:16:00.320 --> 00:16:01.820]   Who is that person?
[00:16:01.820 --> 00:16:04.320]   I see him out here every week directing traffic.
[00:16:04.320 --> 00:16:07.320]   You don't know? You haven't heard the stories?
[00:16:07.320 --> 00:16:08.820]   Should I have?
[00:16:08.820 --> 00:16:11.320]   There's a reason why he's always out there.
[00:16:11.320 --> 00:16:14.320]   [Music]
[00:16:14.320 --> 00:16:21.320]   [Message alert]
[00:16:29.320 --> 00:16:30.320]   [Message alert]
[00:16:30.320 --> 00:16:34.320]   [Message alert]
[00:16:34.320 --> 00:16:48.320]   [Tires screech]
[00:16:48.320 --> 00:16:51.320]   [Music]
[00:16:52.320 --> 00:16:55.320]   [Music]
[00:17:18.320 --> 00:17:20.320]   And ever since that day, he's been out there every week,
[00:17:20.320 --> 00:17:22.320]   making sure people cross the street safely.
[00:17:22.320 --> 00:17:24.320]   By himself?
[00:17:24.320 --> 00:17:26.320]   No one else wants to do it.
[00:17:26.320 --> 00:17:29.320]   [Music]
[00:17:30.320 --> 00:17:33.320]   [Music]
[00:17:56.320 --> 00:17:59.320]   [Applause]
[00:17:59.320 --> 00:18:01.320]   All right.
[00:18:01.320 --> 00:18:03.320]   Well, thank you to our media team once again.
[00:18:03.320 --> 00:18:05.320]   You may have seen that video,
[00:18:05.320 --> 00:18:07.320]   and then thank you to our wonderful actors.
[00:18:07.320 --> 00:18:09.320]   Happy to say they're actually happily married.
[00:18:09.320 --> 00:18:12.320]   You know, that's proud to them getting married.
[00:18:12.320 --> 00:18:14.320]   That was a dramatic way of saying
[00:18:14.320 --> 00:18:16.320]   we're going to have various needs to sign up,
[00:18:16.320 --> 00:18:21.320]   so good opportunities for us to get involved there.
[00:18:21.320 --> 00:18:25.320]   I do have just a couple other announcements.
[00:18:25.320 --> 00:18:27.320]   Please make sure that you are checking your app
[00:18:27.320 --> 00:18:28.320]   and the calendar.
[00:18:28.320 --> 00:18:30.320]   As we approach the end of the year,
[00:18:30.320 --> 00:18:31.320]   there are a lot of events,
[00:18:31.320 --> 00:18:34.320]   and including our affinity ministries,
[00:18:34.320 --> 00:18:36.320]   our single adults, college ministry,
[00:18:36.320 --> 00:18:38.320]   and family ministry,
[00:18:38.320 --> 00:18:40.320]   there are going to be various fellowship opportunities.
[00:18:40.320 --> 00:18:44.320]   One I would like to highlight is that on December 10th,
[00:18:44.320 --> 00:18:45.320]   that's a Sunday,
[00:18:45.320 --> 00:18:47.320]   we're going to be having an all-family ministry
[00:18:47.320 --> 00:18:49.320]   Christmas lunch party.
[00:18:49.320 --> 00:18:51.320]   And so because that involves all of the family ministry,
[00:18:51.320 --> 00:18:53.320]   not just a portion,
[00:18:53.320 --> 00:18:56.320]   make sure you mark that on your calendar and sign up.
[00:18:56.320 --> 00:18:57.320]   There is going to be a booth outside
[00:18:57.320 --> 00:18:59.320]   to make that very easy for you to do so,
[00:18:59.320 --> 00:19:01.320]   or you can do it on your app.
[00:19:01.320 --> 00:19:05.320]   Additionally, as the tail end of the year is approaching
[00:19:05.320 --> 00:19:06.320]   and Christmas is approaching,
[00:19:06.320 --> 00:19:09.320]   we do have holiday outreach opportunities.
[00:19:09.320 --> 00:19:11.320]   There are several that you can take a look at,
[00:19:11.320 --> 00:19:13.320]   again, on our website or app.
[00:19:13.320 --> 00:19:15.320]   One of the ones I like to highlight
[00:19:15.320 --> 00:19:17.320]   is Operation Christmas Child
[00:19:17.320 --> 00:19:19.320]   was providing a shoebox gift.
[00:19:19.320 --> 00:19:22.320]   This week was the final week to submit one of those.
[00:19:22.320 --> 00:19:24.320]   If you took one home to fill
[00:19:24.320 --> 00:19:26.320]   and you still have questions about it
[00:19:26.320 --> 00:19:28.320]   or you need to talk to someone,
[00:19:28.320 --> 00:19:30.320]   please message Grace Kim.
[00:19:30.320 --> 00:19:33.320]   Her email is, again, available on the app and web,
[00:19:33.320 --> 00:19:35.320]   and then you can find out how you can submit that.
[00:19:35.320 --> 00:19:37.320]   Or they have a booth outside again,
[00:19:37.320 --> 00:19:39.320]   and you can visit to drop off your boxes,
[00:19:39.320 --> 00:19:42.320]   and then they'll take that submission.
[00:19:42.320 --> 00:19:43.320]   For the other announcements,
[00:19:43.320 --> 00:19:46.320]   please make sure to, again, check.
[00:19:46.320 --> 00:19:48.320]   We're going to go into a time of offering,
[00:19:48.320 --> 00:19:50.320]   and then today we have the privilege of hearing
[00:19:50.320 --> 00:19:52.320]   our brother Justin King give his testimony
[00:19:52.320 --> 00:19:54.320]   and be baptized after our worship set.
[00:19:54.320 --> 00:19:57.320]   If you have a physical check for the offering,
[00:19:57.320 --> 00:19:59.320]   please visit the offering box there by the entrance.
[00:19:59.320 --> 00:20:03.320]   Let's take a moment to pray for our service and our offering.
[00:20:03.320 --> 00:20:06.320]   Lord, Heavenly Father,
[00:20:06.320 --> 00:20:10.320]   you are so good to us and so gracious,
[00:20:10.320 --> 00:20:13.320]   and we appreciate from our hearts your lavishing love.
[00:20:13.320 --> 00:20:15.320]   We also want to thank you that each time,
[00:20:15.320 --> 00:20:17.320]   each Sunday we come here to worship,
[00:20:17.320 --> 00:20:22.320]   what a privilege it is for us to be able to express our faith,
[00:20:22.320 --> 00:20:24.320]   to, Lord, connect with you,
[00:20:24.320 --> 00:20:26.320]   commune with the fellowship of the body,
[00:20:26.320 --> 00:20:28.320]   and then hear your word of instruction.
[00:20:28.320 --> 00:20:30.320]   So in all this, God, we praise and thank you,
[00:20:30.320 --> 00:20:33.320]   and it is our prayer that not only just this week,
[00:20:33.320 --> 00:20:36.320]   but regularly each time we give offering,
[00:20:36.320 --> 00:20:39.320]   that the expression of our appreciation to you
[00:20:39.320 --> 00:20:41.320]   would come forth and we'd be honoring in your sight.
[00:20:41.320 --> 00:20:45.320]   We ask, God, that you would bless this time of service we have.
[00:20:45.320 --> 00:20:48.320]   The Lord may it be glorifying and exalting to you.
[00:20:48.320 --> 00:20:50.320]   We thank you, Lord, in Christ's name. Amen.
[00:20:51.320 --> 00:20:54.320]   (soft piano music)
[00:20:54.320 --> 00:20:57.320]   (soft piano music)
[00:20:58.320 --> 00:21:01.320]   (soft piano music)
[00:21:02.320 --> 00:21:05.320]   (soft piano music)
[00:21:05.320 --> 00:21:10.320]   (soft piano music)
[00:21:10.320 --> 00:21:17.320]   (soft piano music)
[00:21:17.320 --> 00:21:26.320]   (soft piano music)
[00:21:26.320 --> 00:21:29.320]   (soft piano music)
[00:21:29.320 --> 00:21:39.320]   - Church family, why don't we stand and say hello,
[00:21:39.320 --> 00:21:41.320]   just a minute, around,
[00:21:41.320 --> 00:21:43.320]   the people around you.
[00:21:43.320 --> 00:21:46.320]   (congregation chattering)
[00:21:46.320 --> 00:21:49.820]   (congregation chattering)
[00:21:49.820 --> 00:22:15.320]   (soft piano music)
[00:22:15.320 --> 00:22:35.000]   ♪ MUSIC ♪
[00:22:35.000 --> 00:22:36.660]   Sing it together, just in line.
[00:22:36.660 --> 00:22:39.380]   ♪ MUSIC ♪
[00:22:39.380 --> 00:22:44.020]   ♪ Make a fine fight of a thousand burning suns ♪
[00:22:44.020 --> 00:22:47.120]   ♪ Raise his head and glance ♪
[00:22:47.120 --> 00:22:52.120]   ♪ There is only one, he is our God ♪
[00:22:52.120 --> 00:22:53.620]   Who commands?
[00:22:53.620 --> 00:22:55.820]   ♪ MUSIC ♪
[00:22:55.820 --> 00:22:58.120]   ♪ Who commands the nations ♪
[00:22:58.120 --> 00:23:01.120]   ♪ Building up and tearing down ♪
[00:23:01.120 --> 00:23:04.120]   ♪ Siding to meet his rivals ♪
[00:23:04.120 --> 00:23:08.620]   ♪ There is only one, he is our God ♪
[00:23:08.620 --> 00:23:09.620]   Sing it.
[00:23:09.620 --> 00:23:12.120]   ♪ MUSIC ♪
[00:23:12.120 --> 00:23:16.120]   ♪ He is our God ♪
[00:23:16.120 --> 00:23:19.120]   ♪ MUSIC ♪
[00:23:19.120 --> 00:23:27.120]   ♪ Holy, you alone are holy ♪
[00:23:27.120 --> 00:23:33.120]   ♪ Passed with sin your glory ♪
[00:23:33.120 --> 00:23:36.120]   ♪ Holy God ♪
[00:23:36.120 --> 00:23:43.120]   ♪ MUSIC ♪
[00:23:43.120 --> 00:23:47.120]   Who would come to save us?
[00:23:47.120 --> 00:23:49.120]   ♪ Who would come to save us ♪
[00:23:49.120 --> 00:23:52.120]   ♪ When we turned away his love ♪
[00:23:52.120 --> 00:23:55.120]   ♪ Conquer us with kindness ♪
[00:23:55.120 --> 00:24:00.120]   ♪ There is only one, he is our God ♪
[00:24:00.120 --> 00:24:03.120]   Sing it, he is our God.
[00:24:03.120 --> 00:24:09.120]   ♪ MUSIC ♪
[00:24:09.120 --> 00:24:17.120]   ♪ Holy, you alone are holy ♪
[00:24:17.120 --> 00:24:23.120]   ♪ Passed with sin your glory ♪
[00:24:23.120 --> 00:24:26.120]   ♪ No one is like you ♪
[00:24:26.120 --> 00:24:35.120]   ♪ You alone are holy ♪
[00:24:35.120 --> 00:24:40.120]   ♪ We adore you only ♪
[00:24:40.120 --> 00:24:44.120]   ♪ Holy God ♪
[00:24:44.120 --> 00:24:47.120]   ♪ MUSIC ♪
[00:24:47.120 --> 00:24:48.120]   Now to the king.
[00:24:48.120 --> 00:24:49.120]   ♪ MUSIC ♪
[00:24:49.120 --> 00:24:52.120]   ♪ Now to the king on the throne ♪
[00:24:52.120 --> 00:24:55.120]   ♪ Who was and is to come ♪
[00:24:55.120 --> 00:24:58.120]   ♪ And to the lamb who was slain ♪
[00:24:58.120 --> 00:25:01.120]   ♪ Be glory ♪
[00:25:01.120 --> 00:25:03.120]   ♪ Now to the king on the throne ♪
[00:25:03.120 --> 00:25:06.120]   ♪ Who was and is to come ♪
[00:25:06.120 --> 00:25:09.120]   ♪ And to the lamb who was slain ♪
[00:25:09.120 --> 00:25:12.120]   ♪ Be glory ♪
[00:25:12.120 --> 00:25:15.120]   ♪ Now to the king on the throne ♪
[00:25:15.120 --> 00:25:18.120]   ♪ Who was and is to come ♪
[00:25:18.120 --> 00:25:20.120]   ♪ And to the lamb who was slain ♪
[00:25:20.120 --> 00:25:24.120]   ♪ Be glory ♪
[00:25:24.120 --> 00:25:32.120]   ♪ Holy, you alone are holy ♪
[00:25:32.120 --> 00:25:38.120]   ♪ Passed with sin your glory ♪
[00:25:38.120 --> 00:25:43.120]   ♪ No one is like you ♪
[00:25:43.120 --> 00:25:49.120]   ♪ You alone are holy ♪
[00:25:49.120 --> 00:25:55.120]   ♪ We adore you only ♪
[00:25:55.120 --> 00:25:59.120]   ♪ Holy God ♪
[00:25:59.120 --> 00:26:17.120]   ♪ MUSIC ♪
[00:26:17.120 --> 00:26:31.120]   ♪ MUSIC ♪
[00:26:31.120 --> 00:26:36.120]   ♪ From the brightness of his glory ♪
[00:26:36.120 --> 00:26:44.120]   ♪ Jesus, the son of God, descends ♪
[00:26:44.120 --> 00:26:49.120]   ♪ Takes on the nature of a servant ♪
[00:26:49.120 --> 00:26:57.120]   ♪ Jesus, obedient to death ♪
[00:26:57.120 --> 00:27:03.120]   ♪ The father willed to put a shield ♪
[00:27:03.120 --> 00:27:10.120]   ♪ As a sacrifice for sin ♪
[00:27:10.120 --> 00:27:16.120]   ♪ To be satisfied God's justice ♪
[00:27:16.120 --> 00:27:22.120]   ♪ And victory rose again ♪
[00:27:22.120 --> 00:27:27.120]   ♪ You are highly exalted ♪
[00:27:27.120 --> 00:27:30.120]   ♪ In the name of the Lord ♪
[00:27:30.120 --> 00:27:35.120]   ♪ Worthy of all praise ♪
[00:27:35.120 --> 00:27:40.120]   ♪ You are reigning in glory ♪
[00:27:40.120 --> 00:27:46.120]   ♪ Jesus, your name over everything ♪
[00:27:46.120 --> 00:27:54.120]   ♪ Exalted to the highest praise ♪
[00:27:54.120 --> 00:28:00.120]   ♪ In the name of our Father ♪
[00:28:00.120 --> 00:28:05.120]   ♪ In the name of our Father ♪
[00:28:05.120 --> 00:28:14.120]   ♪ MUSIC ♪
[00:28:14.120 --> 00:28:19.120]   ♪ The tomb is empty, Christ is risen ♪
[00:28:19.120 --> 00:28:27.120]   ♪ Jesus, the lamb once crucified ♪
[00:28:27.120 --> 00:28:32.120]   ♪ Angels never cease to worship ♪
[00:28:32.120 --> 00:28:39.120]   ♪ Jesus, in heaven glorifies the tomb ♪
