
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:03:31.640 --> 00:03:34.760]   and he wants to make it plain.
[00:03:34.760 --> 00:03:39.400]   He really believes there is a God, really believes there's a world, really believes
[00:03:39.400 --> 00:03:47.120]   there is logic that is above the merely opinionated minds of man.
[00:03:47.120 --> 00:03:52.440]   He's not just dabbling in sophomoric fascination with thoughts.
[00:03:52.440 --> 00:03:56.120]   He was serious about finding what's really there.
[00:03:56.120 --> 00:03:57.180]   He wasn't just searching.
[00:03:57.180 --> 00:04:01.320]   He loved answers more than he loved questions.
[00:04:01.320 --> 00:04:06.480]   He loved helping people know God, not just provoking them with uncertainties.
[00:04:06.480 --> 00:04:12.760]   It seems to me like in those days when I was at Wheaton, and even today, intellectual people
[00:04:12.760 --> 00:04:17.780]   tended to play a lot of games, and they thought they were being profound if they created questions
[00:04:17.780 --> 00:04:20.000]   in your head that they couldn't answer.
[00:04:20.000 --> 00:04:21.320]   Lewis wasn't like that.
[00:04:21.320 --> 00:04:22.760]   He loved the church.
[00:04:22.760 --> 00:04:24.160]   He loved people.
[00:04:24.160 --> 00:04:30.560]   He wanted to help people with his mind, and he used his amazing logic for it.
[00:04:30.560 --> 00:04:33.800]   And the next one is illuminating.
[00:04:33.800 --> 00:04:37.480]   Lewis can't touch anything without shedding light on it.
[00:04:37.480 --> 00:04:38.480]   He saw.
[00:04:38.480 --> 00:04:40.080]   He had eyes.
[00:04:40.080 --> 00:04:46.920]   He had this gift of concrete, tasteable, feelable, smellable, hearable words that made the page
[00:04:46.920 --> 00:04:49.600]   radiant with insight.
[00:04:49.600 --> 00:04:53.640]   So he just illuminated everything that he touched.
[00:04:53.640 --> 00:04:56.000]   And two more thoughts.
[00:04:56.000 --> 00:05:02.840]   Large-hearted, Lewis saw the whole world as worth seeing.
[00:05:02.840 --> 00:05:05.160]   Everything was interesting to Lewis.
[00:05:05.160 --> 00:05:08.520]   Everywhere he looked, he saw something worth celebrating.
[00:05:08.520 --> 00:05:10.560]   He wasn't a crank.
[00:05:10.560 --> 00:05:12.340]   He wasn't a misfit.
[00:05:12.340 --> 00:05:13.740]   He wasn't a naysayer.
[00:05:13.740 --> 00:05:20.200]   He was a happy, large-hearted, capacious soul.
[00:05:20.200 --> 00:05:21.500]   And yet he believed in evil.
[00:05:21.500 --> 00:05:22.500]   He believed in sin.
[00:05:22.500 --> 00:05:24.840]   He believed in wickedness.
[00:05:24.840 --> 00:05:28.040]   But beauty dominated his eyes.
[00:05:28.040 --> 00:05:29.160]   He had seen war.
[00:05:29.160 --> 00:05:30.160]   He went to war.
[00:05:30.160 --> 00:05:31.240]   He got wounded.
[00:05:31.240 --> 00:05:34.920]   He knew what it was like to be a scholar in the midst of wartime.
[00:05:34.920 --> 00:05:36.280]   He wrote about it.
[00:05:36.280 --> 00:05:38.000]   But he wasn't soured by it.
[00:05:38.000 --> 00:05:42.040]   And so, as I was a pretty sour teenager—I really was.
[00:05:42.040 --> 00:05:43.600]   I was hypercritical.
[00:05:43.600 --> 00:05:45.520]   I was ingrown.
[00:05:45.520 --> 00:05:48.560]   And Lewis was just a breath of air for me.
[00:05:48.560 --> 00:05:55.200]   It was so healthy to get me out of myself and out of my selfishness and my critical
[00:05:55.200 --> 00:06:00.920]   spirit because of the large-hearted beauty he saw everywhere.
[00:06:00.920 --> 00:06:04.680]   And the last thing is longing.
[00:06:04.680 --> 00:06:10.800]   Lewis was led to Christ by—in large measure—by his longings, the achings of his heart for
[00:06:10.800 --> 00:06:12.560]   something he knew not what.
[00:06:12.560 --> 00:06:21.360]   And I'll tell you, as an 18, 19, 20-year-old, I felt like just one big cauldron of desire
[00:06:21.360 --> 00:06:23.200]   and longing and aching.
[00:06:23.200 --> 00:06:26.800]   And so I felt an amazing kinship.
[00:06:26.800 --> 00:06:34.280]   When I read "Surprised by Joy" and how the quest for joy brought him to Christ, everything
[00:06:34.280 --> 00:06:38.160]   in me said, "I need to know this man."
[00:06:38.160 --> 00:06:43.760]   Christianity for Lewis was the answer to every longing of the human heart.
[00:06:43.760 --> 00:06:50.160]   So those are some of the pieces, Tony, that to this very day, this man is having a profound
[00:06:50.160 --> 00:06:53.280]   influence on the way I see the world.
[00:06:53.280 --> 00:06:55.160]   Thank you, Pastor John.
[00:06:55.160 --> 00:06:57.360]   We will be studying the enduring influence of C.S.
[00:06:57.360 --> 00:07:01.980]   Lewis later this fall on September 27, 28, and 29 here in Minneapolis at the Desiring
[00:07:01.980 --> 00:07:03.700]   God National Conference.
[00:07:03.700 --> 00:07:09.040]   The conference is titled "The Romantic Rationalist—God, Life, and Imagination in the Work of C.S.
[00:07:09.040 --> 00:07:10.040]   Lewis."
[00:07:10.040 --> 00:07:14.560]   More details and registration will be available soon at DesiringGod.org on the blog and under
[00:07:14.560 --> 00:07:15.560]   the "Events" tab.
[00:07:15.560 --> 00:07:16.560]   I'm your host, Tony Reinke.
[00:07:16.560 --> 00:07:16.560]   Thanks for listening.
[00:07:16.560 --> 00:07:19.340]   thanks for listening.
[00:07:19.340 --> 00:07:21.340]   (music playing)
[00:07:21.340 --> 00:07:23.340]   (music playing)
[00:07:23.340 --> 00:07:33.340]   [BLANK_AUDIO]

