
[00:00:00.000 --> 00:00:07.000]   I'm going to open this up in prayer and then we'll begin.
[00:08:54.000 --> 00:09:09.000]   And so, off he goes in a boat with his 12 disciples, and there arose a fierce gale of wind that was basically tossing the boat to and fro within the Sea of Galilee.
[00:09:09.000 --> 00:09:15.000]   And we notice here that, again, the disciples are afraid, and they're just like, "Oh, man, what's going on?"
[00:09:15.000 --> 00:09:19.000]   They wake up Jesus, and they're saying, "You don't care about us?"
[00:09:19.000 --> 00:09:25.000]   "You don't care about us?" All this stuff, and they're complaining, "I'm afraid so, because we're about to die."
[00:09:25.000 --> 00:09:29.000]   And so, Jesus wakes up, and it says that he rebukes the wind.
[00:09:29.000 --> 00:09:31.000]   He rebukes the wind.
[00:09:31.000 --> 00:09:37.000]   And that word is significant because that's the same word he uses when he's casting out demons from people.
[00:09:37.000 --> 00:09:47.000]   And so, some of the commentaries will say that perhaps this sudden gush of wind that's attacking this boat may have some demonic influences.
[00:09:47.000 --> 00:09:51.000]   It might be a demonic attack upon the disciples.
[00:09:51.000 --> 00:09:59.000]   But it's also, the Sea of Galilee could also be very vicious.
[00:09:59.000 --> 00:10:06.000]   It could easily turn into something that was peaceful, but it could also turn very violent.
[00:10:06.000 --> 00:10:08.000]   And so, it could be a mixture of both.
[00:10:08.000 --> 00:10:12.000]   I don't know, but Mark chose the word "rebuke" for a reason.
[00:10:12.000 --> 00:10:19.000]   And so, he rebukes the wind, and there's a great calm.
[00:10:19.000 --> 00:10:26.000]   And again, it just reveals that Christ has authority over nature.
[00:10:26.000 --> 00:10:32.000]   And we'll see that all throughout the Gospel of Mark, him having authority over a particular thing.
[00:10:32.000 --> 00:10:34.000]   It could be nature.
[00:10:34.000 --> 00:10:43.000]   We saw already that in Mark chapter 2, or Mark chapter 1, where he's talking about he's teaching the synagogues with great authority.
[00:10:43.000 --> 00:10:46.000]   So, we're starting to see his authority being established.
[00:10:46.000 --> 00:10:55.000]   And in this section, in this story, in this event, we see Christ revealing his authority over nature.
[00:10:55.000 --> 00:11:02.000]   And so, we title this section of Scripture as "The Great Storm, The Great Calm, and The Great Fear"
[00:11:02.000 --> 00:11:06.000]   because we notice that it started off with a great storm.
[00:11:06.000 --> 00:11:11.000]   We notice a contrast where it turns into a great calm.
[00:11:11.000 --> 00:11:14.000]   It says it became perfectly calm.
[00:11:14.000 --> 00:11:18.000]   And lastly, we notice that the disciples were greatly afraid.
[00:11:18.000 --> 00:11:20.000]   They had great fear.
[00:11:20.000 --> 00:11:24.000]   Because they'd never experienced this kind of power before.
[00:11:24.000 --> 00:11:28.000]   Previously, before, they saw Jesus cast out demons, heal the sick.
[00:11:28.000 --> 00:11:32.000]   But now they get to see that, man, he controls nature.
[00:11:32.000 --> 00:11:40.000]   And so, the disciples were experiencing this for the first time, and they're, again, rightfully so.
[00:11:40.000 --> 00:11:44.000]   They should be afraid of who Jesus is.
[00:11:44.000 --> 00:11:49.000]   And so, there we go.
[00:11:49.000 --> 00:11:51.000]   Jesus going on his mission.
[00:11:51.000 --> 00:11:55.000]   And to start off his mission, he faces a great storm, and he calms it down.
[00:11:55.000 --> 00:12:01.000]   The next section that we're going to go over, we call "The Three Entreaties."
[00:12:01.000 --> 00:12:07.000]   Or, as some of you guys already know, it's called "The Gerasim Thamaniac Story."
[00:12:07.000 --> 00:12:17.000]   We can cross-reference that with Matthew 8, 28 and 34, and Luke 8, 26 and 39.
[00:12:20.000 --> 00:12:26.000]   In this section, we see Jesus coming off the boat.
[00:12:26.000 --> 00:12:32.000]   And immediately, as he came off the boat, a man with an unclean spirit comes and meets him.
[00:12:32.000 --> 00:12:40.000]   And we know from the other Gospel accounts that it wasn't just one man that came to confront Jesus.
[00:12:40.000 --> 00:12:43.000]   Or that, rather, there were two men who were possessed.
[00:12:45.000 --> 00:12:54.000]   And so, the total description that we have, if we combine the Gospel accounts, is that there's two demon-possessed men, naked, violent, and cutting themselves.
[00:12:54.000 --> 00:13:02.000]   And, again, I think the description of them being naked is from Matthew.
[00:13:02.000 --> 00:13:04.000]   Them being violent is from Luke.
[00:13:04.000 --> 00:13:07.000]   And cutting themselves is from the Gospel of Mark.
[00:13:07.000 --> 00:13:14.000]   And so, we see that being there.
[00:13:15.000 --> 00:13:20.000]   Jesus' mission is starting. It's initiated now. He came here for this purpose.
[00:13:20.000 --> 00:13:28.000]   Mark and Luke, again, are focused on the one who is talking, even though we know that there are two demons, or two men who are demon-possessed.
[00:13:28.000 --> 00:13:33.000]   And, most likely, only one gets saved in this story.
[00:13:33.000 --> 00:13:40.000]   We see the dialogue between Jesus and the demons in verse 7.
[00:13:41.000 --> 00:13:45.000]   And we see that this demon apparently knows a lot of theology.
[00:13:45.000 --> 00:13:47.000]   And they're shouting with a loud voice.
[00:13:47.000 --> 00:13:55.000]   He said, in verse 7, "What business do we have with each other, Jesus, Son of the Most High God? I implore you by God, do not torment me."
[00:13:55.000 --> 00:13:59.000]   So, apparently, they know what the torment is.
[00:13:59.000 --> 00:14:02.000]   And they don't want it.
[00:14:02.000 --> 00:14:08.000]   So, again, that makes us aware that even the demons know what lies ahead.
[00:14:09.000 --> 00:14:20.000]   And as Jesus continues his conversation with the demons, he introduces himself as "legion."
[00:14:20.000 --> 00:14:25.000]   And some of us already know that "legion" is just a term, it's a military term.
[00:14:25.000 --> 00:14:29.000]   It means, like, there's 6,000 men in one legion.
[00:14:29.000 --> 00:14:41.000]   And so, perhaps, within this one man that's talking to Jesus, who is possessed by this demon called "legion," that perhaps there are 6,000 demons that are involved with him.
[00:14:41.000 --> 00:14:55.000]   And so, here we have, again, this scene of Jesus on a mission, and he's coming to confront this garrisoned demoniac.
[00:14:55.000 --> 00:15:00.000]   For this one purpose, he's coming forward.
[00:15:00.000 --> 00:15:10.000]   What we come up next is, again, the demon imploring Jesus.
[00:15:10.000 --> 00:15:14.000]   He's imploring him to not send them out of the country.
[00:15:14.000 --> 00:15:23.000]   And, surprisingly, or maybe not surprisingly, there's a large herd of swine feeding nearby on the mountain, as it says in verse 11.
[00:15:24.000 --> 00:15:28.000]   And so the demons beg Jesus, "Send us to the swine so that we may enter them."
[00:15:28.000 --> 00:15:31.000]   And so Jesus gave them permission.
[00:15:31.000 --> 00:15:45.000]   And, again, all this is to show, all this is really to show, just like how in the previous section of Scripture it was to show that Jesus has authority over nature,
[00:15:45.000 --> 00:15:49.000]   in this section, what we're seeing is Jesus' authority over demons.
[00:15:49.000 --> 00:15:53.000]   And so we're seeing that now.
[00:15:54.000 --> 00:16:05.000]   And so he allows demons to go into the swine, and as we all know the story, the swine become rabid and they end up jumping off a cliff.
[00:16:05.000 --> 00:16:10.000]   Now, I don't know about you guys, but when I was reading this story, I was kind of perplexed.
[00:16:10.000 --> 00:16:18.000]   I was like, "Why are there even pigs in this area? Because isn't this area Israel? Why would they have pork?"
[00:16:20.000 --> 00:16:26.000]   And so, again, that's a question to ponder and to wonder why that was there in the first place.
[00:16:26.000 --> 00:16:33.000]   You know, people have told me that maybe they were trading with Gentiles, and so they had swine available for them.
[00:16:33.000 --> 00:16:35.000]   That could be a reason why.
[00:16:35.000 --> 00:16:48.000]   But it's just really interesting that in the nation of Israel, where God said that pig was an unclean animal, yet we have a herd of swine in the nation of Israel.
[00:16:48.000 --> 00:16:51.000]   So anyways, I thought that was interesting, but moving on.
[00:16:51.000 --> 00:16:59.000]   He cast out the demons to the pig, and we come up to this man now.
[00:16:59.000 --> 00:17:04.000]   We come up to the demoniac, the ex-demoniac, and that he's now healed.
[00:17:04.000 --> 00:17:17.000]   And whereas before he was described as someone who was unable to bind, he was always running around, he was naked, and he wasn't in the right mind.
[00:17:17.000 --> 00:17:39.000]   We now see in Mark 5, verse 15, that he's described as being one who is sitting down, clothed, and in the right mind.
[00:17:43.000 --> 00:17:52.000]   And so again, we see dramatic transformation in this demoniac after he's saved, after having the demons casted out from him.
[00:17:52.000 --> 00:18:03.000]   And in there, we also included Ephesians 2, verse 4-7, talking about we've been seated with Jesus, we're clothed in his righteousness, and we're now in the right mind.
[00:18:03.000 --> 00:18:05.000]   In Romans 12, verse 1-3.
[00:18:05.000 --> 00:18:12.000]   So again, the image that we see here with the ex-demoniac is really a good depiction of what we are now.
[00:18:12.000 --> 00:18:14.000]   As believers in Christ.
[00:18:14.000 --> 00:18:23.000]   That we too are seated with Christ, that we're now clothed in his righteousness, and we're now in the right mind.
[00:18:23.000 --> 00:18:27.000]   We've been given a right mind because of what Christ has done for us.
[00:18:27.000 --> 00:18:34.000]   And so, here we have the ex-demoniac.
[00:18:35.000 --> 00:18:58.000]   And as we continue on with the story here, after the swine fell off the cliff, the herdsmen ran away, they told the entire city what's going on, and they come back, and the whole city comes to see who is Jesus and what happened to this guy who was terrorizing their city for so long.
[00:19:01.000 --> 00:19:22.000]   And after they observed him, and asked him questions, and revisited the story, the people in the town did something that was really, you would think, opposite of witnesses of Jesus' miraculous healing.
[00:19:23.000 --> 00:19:31.000]   And instead of having him stay with them, they implored him to leave. That word "implored" is like they prayed for him to leave.
[00:19:31.000 --> 00:19:35.000]   They wanted him to leave their presence.
[00:19:35.000 --> 00:19:41.000]   And so here we have, um...
[00:19:44.000 --> 00:19:53.000]   And so here we have, again, the second entreaty of the people wanting Jesus to leave. And he answers it. He says, "Okay, I'll leave."
[00:19:53.000 --> 00:20:05.000]   And yet, the reason why we call it the three entreaties is because there's a third entreaty involved with the garrisoning demoniac, the ex-demoniac.
[00:20:06.000 --> 00:20:20.000]   And he's begging Jesus, begging Jesus for him to come along with him. Perhaps in a state of gratitude and thankfulness of what Jesus has done for him. He wanted to follow Jesus. And rightfully so.
[00:20:22.000 --> 00:20:38.000]   And yet, out of all of them, out of the three entreaties, right? Out of the, you know, you have the first entreaty with the demons. You have the second entreaty with the non-believing, garrisoned people. And you have the third entreaty with the ex-demoniac.
[00:20:38.000 --> 00:20:44.000]   Jesus said yes to the first two. But to the last one, he said no.
[00:20:44.000 --> 00:20:49.000]   To the one that really wanted to be with Jesus, Jesus said no.
[00:20:49.000 --> 00:21:14.000]   And the reason why he said no, you find in verse 19 of chapter 5. And it says, "And he did not let them. But he said to them, 'Go home to your people and report to them what great things the Lord has done for you, and how he had mercy on you.'"
[00:21:18.000 --> 00:21:22.000]   So sometimes God will say no to things that we want to do for him.
[00:21:22.000 --> 00:21:33.000]   Not because we're not capable or not because our hearts are wrong. But perhaps because God has a better plan.
[00:21:36.000 --> 00:21:53.000]   Clearly Jesus knew that the ex-demoniac wanted to follow him. Jesus clearly knew that the ex-demoniac wanted to follow him and learn from him and just be in his presence because there's such a state of thanksgiving that he wants to just show to Jesus.
[00:21:55.000 --> 00:22:08.000]   And that's a noble thing. And yet here we have this former demoniac. He's being rejected by Jesus saying no. I have a better plan for you.
[00:22:08.000 --> 00:22:18.000]   You're going to go back to your hometown. You're going to go back to your friends and family who have known you for this long. Who have seen you in this condition.
[00:22:19.000 --> 00:22:31.000]   And you're going to go back to them and say what the Lord has done for you. And to explain to them the Lord's mercy that has been shown upon you.
[00:22:34.000 --> 00:22:45.000]   And so the former demoniac went away. He had no questions. He didn't want to haggle with Jesus. He didn't want to lie to Jesus. He said okay.
[00:22:45.000 --> 00:22:52.000]   And off he goes. And he goes back and he proclaims that he's a capitalist. The area that surrounds the garrison area.
[00:22:52.000 --> 00:22:58.000]   What great things Jesus has done for him and everyone was amazed.
[00:22:59.000 --> 00:23:14.000]   Again the question might be asked why did Jesus allow this man to go and share with everyone else what he has done for him.
[00:23:14.000 --> 00:23:20.000]   Or as we had the case with the leper. You guys remember the leper? He told the leper not to say anything.
[00:23:20.000 --> 00:23:25.000]   But to go back to the priest and show them what has happened with his leprosy.
[00:23:25.000 --> 00:23:35.000]   It could be the case where the former demoniac went back and perhaps it was because of the location.
[00:23:35.000 --> 00:23:39.000]   I think Valerie mentioned that to me a couple weeks ago.
[00:23:39.000 --> 00:23:48.000]   And the reason why is because of the location. We don't really see Jesus coming back to the Decapolis until later on in the Gospel Mark.
[00:23:49.000 --> 00:23:57.000]   Because the focus of his ministry is in Galilee. And so by allowing him to spread the news of what kind of mercy he has received from the Lord.
[00:23:57.000 --> 00:24:05.000]   Might drum up some popularity but it's not going to hinder Jesus' ministry. Because he's not going to be there for that long.
[00:24:05.000 --> 00:24:08.000]   And so perhaps he allowed him to go and spread the news.
[00:24:10.000 --> 00:24:20.000]   My take would be that area of the Decapolis, even though it's in the middle of Israel, is mainly Gentile.
[00:24:20.000 --> 00:24:26.000]   It's a Gentile, it's mainly a Gentile region. There are some Jews that live in that region.
[00:24:26.000 --> 00:24:35.000]   But I think it's mainly Gentile and I'm thinking that perhaps this was a way in which the Great Commission was to be fulfilled.
[00:24:36.000 --> 00:24:42.000]   Where the Jews and Gentiles would be able to come together under God's salvation plan for the lost.
[00:24:42.000 --> 00:24:51.000]   And so I think that this was just a precursor of what's to come. That the Gospel was to reach to the Gentiles.
[00:24:51.000 --> 00:24:54.000]   That it wasn't meant to just stay in Israel.
[00:24:54.000 --> 00:24:59.000]   We can talk about that later. But anyways.
[00:24:59.000 --> 00:25:02.000]   Any questions so far?
[00:25:03.000 --> 00:25:06.000]   Alright.
[00:25:06.000 --> 00:25:15.000]   Now, this next section I call the 12 years. I call it the 12 years.
[00:25:15.000 --> 00:25:18.000]   And we're going to go over this one right now.
[00:25:18.000 --> 00:25:27.000]   So after he heals the demoniac, again, he traveled that far. He endured through a great storm in order to save this one soul.
[00:25:27.000 --> 00:25:29.000]   Right?
[00:25:29.000 --> 00:25:31.000]   That's love.
[00:25:32.000 --> 00:25:34.000]   [sound of a train passing by]
[00:25:34.000 --> 00:25:36.000]   There it comes.
[00:25:36.000 --> 00:25:50.000]   And so even though he endured through all the storms, even though he endured through the interaction with the demons, endured through the rejection of the people of the land.
[00:25:50.000 --> 00:25:56.000]   Jesus' love was on display. Because he wanted to save that one soul.
[00:25:57.000 --> 00:26:02.000]   And so now he goes back. He leaves the demoniac, the former demoniac.
[00:26:02.000 --> 00:26:05.000]   And he goes back to Galilee.
[00:26:05.000 --> 00:26:09.000]   And the love story continues. Here. The love story continues.
[00:26:09.000 --> 00:26:16.000]   As soon as he gets off the boat, there's a large crowd that's around him.
[00:26:16.000 --> 00:26:21.000]   And so he couldn't go further into the land. He had to stay by the seashore.
[00:26:22.000 --> 00:26:29.000]   And we see in verse 22 that one of the synagogue officials named Jairus came up and fell at his feet.
[00:26:29.000 --> 00:26:37.000]   Now this individual named Jairus, we know, again, Mark notes that he was a temple official.
[00:26:37.000 --> 00:26:47.000]   And what this probably means is he's already heard about the blasphemy of the Holy Spirit that the other religious teachers brought up.
[00:26:48.000 --> 00:26:55.000]   He probably has seen the opposition grow within his own temple, other temple officials.
[00:26:55.000 --> 00:27:01.000]   And he probably knew about the plot to destroy Jesus.
[00:27:01.000 --> 00:27:07.000]   And yet, here this temple official comes. He's running up.
[00:27:07.000 --> 00:27:11.000]   Again, running back then was not seen as a good thing.
[00:27:12.000 --> 00:27:19.000]   He's running up to Jesus and he falls at his feet and he's begging him to come and to heal his little daughter.
[00:27:19.000 --> 00:27:29.000]   And so again, him falling down at Jesus' feet and making a plea for him to come,
[00:27:29.000 --> 00:27:37.000]   in and of itself marks opposition against the temple officials, the religious teachers of his time.
[00:27:40.000 --> 00:27:45.000]   And so Jairus is being a brave man here. He's going against his co-workers, he's going against his associates.
[00:27:45.000 --> 00:27:50.000]   He's making this very public. He wasn't going to Jesus in private or at night.
[00:27:50.000 --> 00:27:53.000]   He's going out in the daylight in front of everyone.
[00:27:53.000 --> 00:27:58.000]   Coming to his knees and begging Jesus to come.
[00:27:58.000 --> 00:28:07.000]   And so again, he asks him, "My little daughter is at the point of death. Please come and lay your hands on her."
[00:28:08.000 --> 00:28:14.000]   "My little daughter" is a term of endearment that we'll see later on in this chapel. It's a term of endearment.
[00:28:14.000 --> 00:28:22.000]   And so Jesus, without question, goes off with him. He follows Jairus back to his home.
[00:28:22.000 --> 00:28:28.000]   And as always, a large crowd is following Jesus again.
[00:28:28.000 --> 00:28:36.000]   And as we know, there's an encounter with a woman who has a blood henna for 12 years.
[00:28:37.000 --> 00:28:41.000]   Again, what that means is she was ceremonially unclean for 12 years.
[00:28:41.000 --> 00:28:45.000]   She couldn't participate in any of the temple activities for 12 years.
[00:28:45.000 --> 00:28:55.000]   She couldn't go to any of the feasts or the festivals for 12 years because of this blood henna that she cannot seem to be cured of.
[00:29:00.000 --> 00:29:08.000]   So for 12 years, she had to endure this. And we see in verse 26 that she endured much at the hands of many physicians.
[00:29:08.000 --> 00:29:10.000]   And she spent all that she had.
[00:29:10.000 --> 00:29:17.000]   But even though she went to the best physicians and used up all her money, it just seemed like her condition was getting worse.
[00:29:17.000 --> 00:29:25.000]   So casting all her hope on this man named Jesus, she goes up to him and touches his cloak.
[00:29:27.000 --> 00:29:30.000]   And immediately, she's healed. We see that in verse 29.
[00:29:30.000 --> 00:29:36.000]   Again, that word "immediately" is an indication of the Gospel of Mark, one of its patterns.
[00:29:36.000 --> 00:29:48.000]   And in verse 30, we see again, immediately, Jesus perceiving in himself that the power proceeding from him had gone forth, he began to ask, "Who touched my garments?"
[00:29:48.000 --> 00:29:56.000]   And his disciples were like, "What? What are you talking about? You have a huge crowd around you. Of course, everyone's touching you."
[00:29:57.000 --> 00:30:03.000]   But Jesus knew. Jesus knew someone grabbed that henna with the intent of being healed.
[00:30:03.000 --> 00:30:12.000]   Now, in verse 33, we see that the woman came out. She didn't hide. She didn't run away.
[00:30:12.000 --> 00:30:19.000]   Rather, she came up. And she came out fearing and trembling.
[00:30:19.000 --> 00:30:23.000]   Now, why would she come out with fear and trembling?
[00:30:25.000 --> 00:30:26.000]   Two reasons why.
[00:30:26.000 --> 00:30:32.000]   The first reason why she came out fearing and trembling was because she stole. She took something that wasn't hers.
[00:30:32.000 --> 00:30:36.000]   She didn't ask Jesus to heal her. She just took it.
[00:30:36.000 --> 00:30:41.000]   She stole from Jesus.
[00:30:41.000 --> 00:30:52.000]   And secondly, the reason why she came out fearing and trembling was because I'm pretty sure the larger crowd knew of her.
[00:30:53.000 --> 00:30:56.000]   They probably knew her as the woman who couldn't stop bleeding.
[00:30:56.000 --> 00:31:07.000]   And obviously, in Old Testament times, if you even touch someone who is bleeding, you are ceremonially unclean.
[00:31:07.000 --> 00:31:14.000]   And so I'm sure in a large crowd, you can't avoid making contact with people. You can't.
[00:31:16.000 --> 00:31:26.000]   And so, basically by her being in this large crowd, she intentionally made everyone else there ceremonially unclean, including Jesus.
[00:31:26.000 --> 00:31:35.000]   And so for this woman, there are many reasons, very good reasons to be fearing and trembling.
[00:31:44.000 --> 00:31:52.000]   And as she came to Jesus, she fell down before him and told him everything. She confessed everything.
[00:31:52.000 --> 00:31:55.000]   And how does Jesus respond?
[00:31:55.000 --> 00:31:58.000]   How does Jesus respond?
[00:31:58.000 --> 00:32:00.000]   Go into the next slide.
[00:32:00.000 --> 00:32:10.000]   In verse 34, and he said to her, "Daughter, your faith has made you well. Go in peace and be healed of your affliction."
[00:32:13.000 --> 00:32:17.000]   Now mark that, the word "daughter." Where did we hear that word "daughter" from?
[00:32:17.000 --> 00:32:20.000]   With Jairus.
