
[00:00:00.000 --> 00:00:03.240]   All right, good morning.
[00:04:45.000 --> 00:04:49.760]   It always tells us about what happened and what He has done, but it almost always moves
[00:04:49.760 --> 00:04:52.280]   to "therefore."
[00:04:52.280 --> 00:04:57.080]   If you believe the agape love of God, therefore we ought to practice this agape love with
[00:04:57.080 --> 00:04:58.680]   one another.
[00:04:58.680 --> 00:05:02.960]   If you've been studying the book of Ephesians with us, the first three chapters are primarily
[00:05:02.960 --> 00:05:04.220]   indicatives.
[00:05:04.220 --> 00:05:08.380]   It teaches us about adoption, about propitiation, atonement.
[00:05:08.380 --> 00:05:14.360]   It teaches us about His predestined love for us, in that even before the creation of the
[00:05:14.360 --> 00:05:17.360]   world, our God determined to love us.
[00:05:17.360 --> 00:05:19.680]   So that's three chapters.
[00:05:19.680 --> 00:05:22.800]   So we're, what, in the middle of chapter two, and we have about a chapter and a half
[00:05:22.800 --> 00:05:28.560]   left before we get to chapter four, but chapter four is coming.
[00:05:28.560 --> 00:05:32.640]   Chapter four is coming because after that, Paul prays that the eyes of our heart may
[00:05:32.640 --> 00:05:37.680]   be enlightened so that we may have a deeper sense and understanding of this love.
[00:05:37.680 --> 00:05:42.360]   And then if you do grasp that and you understand that and you believe that, chapter four, verse
[00:05:42.360 --> 00:05:48.280]   one, "Therefore I, prisoner of the Lord, implore you to walk in a manner worthy of the calling
[00:05:48.280 --> 00:05:50.000]   with which you have been called."
[00:05:50.000 --> 00:05:51.680]   There's a "therefore."
[00:05:51.680 --> 00:05:54.440]   If you love God or if God loves you, therefore.
[00:05:54.440 --> 00:06:00.680]   So he says, "Walk worthy of the manner of which you've received that love."
[00:06:00.680 --> 00:06:03.520]   Then in verse two, he describes what that love looks like.
[00:06:03.520 --> 00:06:10.440]   Verse two, "In humility, in gentleness, in showing tolerance, in love."
[00:06:10.440 --> 00:06:17.480]   So the primary practice of the gospel that we proclaim to believe is to practice the
[00:06:17.480 --> 00:06:20.120]   same love with one another.
[00:06:20.120 --> 00:06:24.680]   We spent about three and a half years talking about the detailed teaching of the gospel
[00:06:24.680 --> 00:06:26.480]   in the book of Romans.
[00:06:26.480 --> 00:06:33.520]   Eleven chapters of exposition about what God has done and what he had accomplished, how
[00:06:33.520 --> 00:06:36.720]   he raised us up to be co-heirs with Christ.
[00:06:36.720 --> 00:06:42.080]   And then at the conclusion of eleven chapters of exposition, he gets to chapter 12 and he
[00:06:42.080 --> 00:06:47.040]   says, "Therefore, considering all that you have learned, I urge you, brethren, by the
[00:06:47.040 --> 00:06:51.720]   mercy of God, to present your bodies as a living sacrifice."
[00:06:51.720 --> 00:06:56.360]   And then he describes what that living sacrifice looks like in verse nine, "Let love be without
[00:06:56.360 --> 00:06:58.080]   hypocrisy."
[00:06:58.080 --> 00:07:04.160]   So the primary application of receiving the love of God, therefore, is to practice this
[00:07:04.160 --> 00:07:05.160]   love of God.
[00:07:05.160 --> 00:07:10.760]   Like I said, today is the last day, okay?
[00:07:10.760 --> 00:07:13.800]   I made it through the first service, so I'm going to make it through the second service.
[00:07:13.800 --> 00:07:17.080]   We're going to jump back to the book of Hebrews.
[00:07:17.080 --> 00:07:20.520]   Hebrews, eleven chapters of Christology.
[00:07:20.520 --> 00:07:22.400]   Who is Jesus?
[00:07:22.400 --> 00:07:23.800]   Why should we love him?
[00:07:23.800 --> 00:07:24.800]   Why should we follow him?
[00:07:24.800 --> 00:07:26.160]   Why should we worship him?
[00:07:26.160 --> 00:07:28.200]   That's eleven chapters of exposition.
[00:07:28.200 --> 00:07:33.400]   So he concludes in chapter 11, here's these people who, because of their faith, they lived
[00:07:33.400 --> 00:07:34.640]   a certain way.
[00:07:34.640 --> 00:07:40.200]   And then he concludes in chapter 12, "Therefore, considering all the indicatives that you have
[00:07:40.200 --> 00:07:46.000]   learned," here are the imperatives, "Therefore, since we have so great a crowd surrounding
[00:07:46.000 --> 00:07:50.880]   us, let us also lay aside every encumbrance and the sin which so easily entangles, and
[00:07:50.880 --> 00:07:54.960]   let us run with endurance the race that is set before us."
[00:07:54.960 --> 00:07:56.960]   So what is this race that we are to run?
[00:07:56.960 --> 00:08:02.200]   Verse 14, "Pursue peace with all men."
[00:08:02.200 --> 00:08:09.120]   To practice this love that we proclaim and believe that was practiced on us.
[00:08:09.120 --> 00:08:15.120]   Again, Colossians chapter 3, 1 through 2, after two chapters of Christology about the
[00:08:15.120 --> 00:08:19.520]   supremacy of Christ, he says, "Therefore, if you have been raised with Christ, keep
[00:08:19.520 --> 00:08:23.440]   seeking the things above where Christ is seated at the right hand of God."
[00:08:23.440 --> 00:08:25.520]   And what does it mean to seek Christ above?
[00:08:25.520 --> 00:08:32.000]   Verse 12, "Put on a heart of compassion, kindness, and humility."
[00:08:32.000 --> 00:08:38.680]   So you cannot be a worshiper of God and just erase the "therefore"s that comes after it.
[00:08:38.680 --> 00:08:43.080]   Because he says, "This is what God has done, and if you believe this, therefore, now practice
[00:08:43.080 --> 00:08:46.480]   this love with one another."
[00:08:46.480 --> 00:08:48.520]   Easy to preach.
[00:08:48.520 --> 00:08:52.680]   I can literally open up any text in the New Testament and the Old Testament and preach
[00:08:52.680 --> 00:08:54.800]   about this agape love.
[00:08:54.800 --> 00:08:58.680]   But to practice it, actually apply it.
[00:08:58.680 --> 00:09:04.920]   So even this morning, if you hear this message and you start to think of it in your head,
[00:09:04.920 --> 00:09:09.980]   in theory, in theory, it's great.
[00:09:09.980 --> 00:09:18.560]   But if you try to apply it even a little bit this week, I'm pretty sure you face frustration
[00:09:18.560 --> 00:09:20.600]   with your own flesh.
[00:09:20.600 --> 00:09:24.680]   Because you know how difficult that is to practice, even to just be around annoying
[00:09:24.680 --> 00:09:25.680]   people.
[00:09:25.680 --> 00:09:31.080]   We don't want to be around annoying people.
[00:09:31.080 --> 00:09:38.200]   To actually pursue somebody in this agape love who doesn't deserve it, there is nothing
[00:09:38.200 --> 00:09:45.760]   more sanctifying to a born-again Christian than the practice of this agape love.
[00:09:45.760 --> 00:09:50.200]   Agape love is at the core of killing our pride.
[00:09:50.200 --> 00:09:56.960]   A proud man will never approach somebody because he has to humble himself.
[00:09:56.960 --> 00:10:01.200]   Agape love kills a self-centered life.
[00:10:01.200 --> 00:10:05.720]   Because at the core, our natural reaction is to run away from danger.
[00:10:05.720 --> 00:10:13.000]   So if somebody is causing harm, is slandering you, it is our natural reaction to run away
[00:10:13.000 --> 00:10:15.920]   from that person or even retaliate.
[00:10:15.920 --> 00:10:23.600]   But the practice of agape love, it challenges and it kills a self-centered life.
[00:10:23.600 --> 00:10:28.200]   Agape love, it kills a comfort and safety-driven life.
[00:10:28.200 --> 00:10:33.240]   Where again, our natural desire is to run to safety, is to hide.
[00:10:33.240 --> 00:10:38.880]   But agape love challenges us to go sometimes in places of danger for the purpose of someone
[00:10:38.880 --> 00:10:41.320]   else's good.
[00:10:41.320 --> 00:10:47.000]   But this agape love is also the reason why you and I are here.
[00:10:47.000 --> 00:10:53.480]   Not only does it kill our pride, a self-centered life, a life-seeking comfort and safety, it
[00:10:53.480 --> 00:10:58.320]   is the very reason why our sins are killed.
[00:10:58.320 --> 00:11:05.520]   And why it is the agape love that kills the fear of death, that gives us the strength
[00:11:05.520 --> 00:11:08.520]   to be able to live boldly.
[00:11:08.520 --> 00:11:14.320]   Again, easy to talk about, but difficult to practice.
[00:11:14.320 --> 00:11:16.920]   In fact, let me go a step further than that.
[00:11:16.920 --> 00:11:18.960]   It is beyond difficult.
[00:11:18.960 --> 00:11:20.960]   It is impossible.
[00:11:20.960 --> 00:11:22.640]   Impossible.
[00:11:22.640 --> 00:11:30.040]   If you have somebody that you've been having a hard time forgiving, and they've been deliberately
[00:11:30.040 --> 00:11:40.240]   saying things to hurt you, I mean, not just to forgive them, but to actually love them.
[00:11:40.240 --> 00:11:44.280]   It ruins your day, it ruins your appetite, it ruins fellowship.
[00:11:44.280 --> 00:11:48.640]   It ruins even probably as you're listening to the sermon now.
[00:11:48.640 --> 00:11:52.120]   Because there's a turmoil, there's a fight going on in your own heart, because you know
[00:11:52.120 --> 00:11:55.160]   how difficult this is.
[00:11:55.160 --> 00:12:05.320]   But there is no truer evidence of a born-again Christian than when the Holy Spirit convicts
[00:12:05.320 --> 00:12:07.360]   us to practice this love.
[00:12:07.360 --> 00:12:13.520]   Because only people who are the recipients of this agape love would even consider practicing
[00:12:13.520 --> 00:12:14.720]   this love.
[00:12:14.720 --> 00:12:19.800]   It is the greatest evidence of a follower of Jesus Christ.
[00:12:19.800 --> 00:12:22.160]   That's what he says in John chapter 13.
[00:12:22.160 --> 00:12:28.480]   By this, all men will know that you are my disciples, if you have love for one another,
[00:12:28.480 --> 00:12:31.280]   as I have loved you.
[00:12:31.280 --> 00:12:35.920]   So I want to finish this sermon, so I'm going to get to number two.
[00:12:35.920 --> 00:12:38.440]   Number two.
[00:12:38.440 --> 00:12:41.200]   This commandment is so practical.
[00:12:41.200 --> 00:12:45.320]   Because not only is this commandment like loving God, you cannot love God and not love
[00:12:45.320 --> 00:12:50.200]   people, but two, it says we are to love our neighbors.
[00:12:50.200 --> 00:12:53.720]   Now if you just read it, it's like, yeah, I mean, you probably memorized this first,
[00:12:53.720 --> 00:12:55.400]   but why is this significant?
[00:12:55.400 --> 00:13:01.680]   Because he doesn't just say love the world.
[00:13:01.680 --> 00:13:04.280]   Because it's easy to love the world.
[00:13:04.280 --> 00:13:06.500]   Let me explain what I mean by that.
[00:13:06.500 --> 00:13:10.560]   Because the world is abstract.
[00:13:10.560 --> 00:13:13.760]   The world doesn't sit next to you.
[00:13:13.760 --> 00:13:19.400]   When that person is punching your seat because they're irritating, we don't think of them
[00:13:19.400 --> 00:13:20.400]   as the world.
[00:13:20.400 --> 00:13:21.840]   When we think of the world, it's abstract.
[00:13:21.840 --> 00:13:24.960]   So it's very easy to say God loves the world, I'm going to love the world.
[00:13:24.960 --> 00:13:25.960]   He doesn't say that.
[00:13:25.960 --> 00:13:28.160]   He said love your neighbor.
[00:13:28.160 --> 00:13:29.160]   And who's our neighbor?
[00:13:29.160 --> 00:13:33.200]   I mean, technically, you can say somebody who lives next to us, but that's not what
[00:13:33.200 --> 00:13:35.000]   Jesus means by that.
[00:13:35.000 --> 00:13:38.360]   He says in the Gospel of Luke, when a lawyer comes, he says, "Who's our neighbor?"
[00:13:38.360 --> 00:13:42.040]   And he describes an individual who basically was robbed and beaten.
[00:13:42.040 --> 00:13:46.240]   So he's not talking about just somebody who lives next to us, he's talking about people
[00:13:46.240 --> 00:13:49.120]   that we encounter on a day-to-day basis.
[00:13:49.120 --> 00:13:56.680]   In fact, the biblical understanding of neighbor is whoever's next to you is your neighbor.
[00:13:56.680 --> 00:13:58.160]   People you're sitting next to.
[00:13:58.160 --> 00:14:02.320]   I mean, that could be somebody who lives next to you.
[00:14:02.320 --> 00:14:06.760]   It could be your husband, it could be your wife, it could be your own children.
[00:14:06.760 --> 00:14:09.800]   The people who are the closest to us are our neighbors.
[00:14:09.800 --> 00:14:14.880]   Here's a reason why he says to love our neighbors.
[00:14:14.880 --> 00:14:17.120]   Because when we get convicted about these things, we can say, "You know what?
[00:14:17.120 --> 00:14:19.080]   I'm going to love the world as God loved the world."
[00:14:19.080 --> 00:14:23.400]   And it's abstract and it's hard to apply.
[00:14:23.400 --> 00:14:25.160]   But he makes it very specific.
[00:14:25.160 --> 00:14:30.840]   He says in 1 John 4.20, "If someone says, 'I love God,' and hates his brother, he is
[00:14:30.840 --> 00:14:32.560]   a liar.
[00:14:32.560 --> 00:14:36.600]   For the one who does not love his brother whom he has seen cannot love God whom he has
[00:14:36.600 --> 00:14:37.600]   not seen."
[00:14:37.600 --> 00:14:39.600]   So let me stop right there.
[00:14:39.600 --> 00:14:46.360]   When I read that, at least the first time I read that, it's like, loving God is actually
[00:14:46.360 --> 00:14:49.160]   much easier than loving people.
[00:14:49.160 --> 00:14:52.920]   Most people will admit, "I mean, God, what did he do?
[00:14:52.920 --> 00:14:59.820]   I mean, he loved us, he sacrificed his only begotten son, he suffered on my behalf.
[00:14:59.820 --> 00:15:01.440]   How can I not love him?"
[00:15:01.440 --> 00:15:04.380]   He's actually much easier to love.
[00:15:04.380 --> 00:15:06.440]   So many people say, "I love God, but I hate people."
[00:15:06.440 --> 00:15:09.360]   I mean, we can understand that.
[00:15:09.360 --> 00:15:11.600]   People are much harder to love.
[00:15:11.600 --> 00:15:13.960]   So what does he mean by here?
[00:15:13.960 --> 00:15:17.640]   If you can't love the people that you can see, how are you going to love a God that
[00:15:17.640 --> 00:15:19.640]   you cannot see?
[00:15:19.640 --> 00:15:24.520]   See, in theory, you can love God easier.
[00:15:24.520 --> 00:15:26.300]   In theory.
[00:15:26.300 --> 00:15:29.800]   The way you feel, it's easier to love God.
[00:15:29.800 --> 00:15:32.240]   But that's not what he's talking about.
[00:15:32.240 --> 00:15:37.240]   He's talking about an agape love that is tangibly practiced.
[00:15:37.240 --> 00:15:40.520]   And if you can't practice with the person sitting next to you, how are you going to
[00:15:40.520 --> 00:15:42.720]   practice that with somebody that you can't even see?
[00:15:42.720 --> 00:15:47.520]   Let me give you an example of how often this gets applied.
[00:15:47.520 --> 00:15:52.200]   You know, whenever we get convicted about evangelism or world mission, you know, we
[00:15:52.200 --> 00:15:54.760]   get convicted about China.
[00:15:54.760 --> 00:15:56.760]   We get convicted about Japan.
[00:15:56.760 --> 00:15:59.100]   We get convicted about India.
[00:15:59.100 --> 00:16:04.160]   And so we prepare and get ready, and then we go way to the other part of the world to
[00:16:04.160 --> 00:16:07.400]   share the gospel and sacrificially love them.
[00:16:07.400 --> 00:16:12.800]   You know, we're willing to eat food that we don't like in order to love these people.
[00:16:12.800 --> 00:16:16.800]   But then we don't practice the same thing here.
[00:16:16.800 --> 00:16:21.200]   He said, "If you don't practice the love of Christ here, if you don't share the gospel
[00:16:21.200 --> 00:16:26.240]   with people who are here, who you can speak the same language, share the same culture
[00:16:26.240 --> 00:16:31.320]   from your own home, where you're with seven, eight, nine, ten hours a day, how are you
[00:16:31.320 --> 00:16:35.600]   going to love people way over there that you don't even speak the same language with?"
[00:16:35.600 --> 00:16:36.600]   That's what he's talking about.
[00:16:36.600 --> 00:16:43.760]   In other words, his first calling for us to practice his love is with the people who are
[00:16:43.760 --> 00:16:47.520]   the closest to us, right next to us.
[00:16:47.520 --> 00:16:52.360]   That's why they say the qualification of an elder is to make sure that he's a good husband,
[00:16:52.360 --> 00:16:58.160]   that he's a good father, because the proving ground, first and foremost, is with whoever
[00:16:58.160 --> 00:17:02.200]   he or she is the closest to.
[00:17:02.200 --> 00:17:07.480]   It's easy to practice love from a distance, in theory, because all we have to do is say
[00:17:07.480 --> 00:17:10.320]   we love them how we feel toward them.
[00:17:10.320 --> 00:17:11.480]   But that's not what he's talking about.
[00:17:11.480 --> 00:17:16.080]   He says he calls us to love our neighbor.
[00:17:16.080 --> 00:17:21.600]   In Matthew 25, 35-40, Jesus says, "For I was hungry, and ye gave me something to eat.
[00:17:21.600 --> 00:17:23.560]   I was thirsty, and you gave me something to drink.
[00:17:23.560 --> 00:17:25.880]   I was a stranger, and you invited me in.
[00:17:25.880 --> 00:17:28.280]   Naked, and you clothed me, and I was sick, and you visited me.
[00:17:28.280 --> 00:17:31.240]   I was in prison, and you came to me."
[00:17:31.240 --> 00:17:33.200]   And the righteous will say, "When did we do that?"
[00:17:33.200 --> 00:17:36.720]   And Jesus says in verse 40, "He who has done it to the least of my children has done it
[00:17:36.720 --> 00:17:37.720]   unto me."
[00:17:37.720 --> 00:17:45.960]   In other words, the love of God was expressed to the people that was in need around us,
[00:17:45.960 --> 00:17:49.240]   immediately, tangibly.
[00:17:49.240 --> 00:17:53.720]   But a lot of times, the way we practice love is in theory, how we feel.
[00:17:53.720 --> 00:17:57.000]   But the Bible is very practical, right?
[00:17:57.000 --> 00:17:59.200]   He didn't call us to love the world.
[00:17:59.200 --> 00:18:03.040]   He said, "First and foremost," he says, "to love our neighbor."
[00:18:03.040 --> 00:18:13.520]   And our neighbor oftentimes is our very wives, is our husbands, is our own children, is our
[00:18:13.520 --> 00:18:17.760]   own parents, our brothers, our sister.
[00:18:17.760 --> 00:18:20.360]   And then at church is the people who you're sitting next to.
[00:18:20.360 --> 00:18:25.840]   He said, "If we don't practice the love with the people who are right next to us, how will
[00:18:25.840 --> 00:18:27.640]   we practice this love overseas?
[00:18:27.640 --> 00:18:33.000]   How will we practice this love with a God that we cannot see?"
[00:18:33.000 --> 00:18:37.720]   We are to love not in word, but in deed, in action.
[00:18:37.720 --> 00:18:44.040]   That's why in Hebrews 10, 20-25, Apostle Paul, I think it's Apostle Paul, but whoever wrote
[00:18:44.040 --> 00:18:51.760]   this book, he says, "Let us hold fast to the confession of our hope without wavering."
[00:18:51.760 --> 00:18:57.080]   In other words, he's been telling us about who Jesus is and what he has done.
[00:18:57.080 --> 00:19:01.400]   Hold fast basically doesn't… it doesn't just mean like, "Oh, just continue to feel
[00:19:01.400 --> 00:19:02.960]   a certain faith toward God."
[00:19:02.960 --> 00:19:09.560]   He's saying, "If you genuinely believe this, like hold fast means to make it yours.
[00:19:09.560 --> 00:19:16.520]   Hold fast without wavering for he who promised is faithful and let us consider how to stimulate
[00:19:16.520 --> 00:19:21.000]   one another to love and good deeds."
[00:19:21.000 --> 00:19:22.000]   Stimulate one another.
[00:19:22.000 --> 00:19:23.480]   So look at verse 24.
[00:19:23.480 --> 00:19:24.920]   It's very practical.
[00:19:24.920 --> 00:19:27.600]   "To loving our neighbors," he says, "to consider."
[00:19:27.600 --> 00:19:33.340]   Meaning that we don't wait passively to practice love.
[00:19:33.340 --> 00:19:35.960]   We don't wait until somebody annoys us and says, "You know what?
[00:19:35.960 --> 00:19:38.160]   I'm going to love this person."
[00:19:38.160 --> 00:19:40.680]   Or somebody who's ungrateful in our lives.
[00:19:40.680 --> 00:19:43.560]   He says, "No, let us consider.
[00:19:43.560 --> 00:19:49.800]   Let us contemplate and plan to practice this.
[00:19:49.800 --> 00:19:51.240]   Consider how to stimulate one another."
[00:19:51.240 --> 00:19:54.760]   You know the word for stimulate in Greek is a very strong word.
[00:19:54.760 --> 00:20:00.280]   A more accurate translation of that word would be to provoke.
[00:20:00.280 --> 00:20:04.080]   Typically when we use the word provoke in English, provoke typically has a negative
[00:20:04.080 --> 00:20:05.080]   connotation.
[00:20:05.080 --> 00:20:08.920]   Like somebody provoked you to grace.
[00:20:08.920 --> 00:20:11.000]   We don't usually use it that way, right?
[00:20:11.000 --> 00:20:12.800]   You get provoked to anger.
[00:20:12.800 --> 00:20:15.440]   So it's a very strong reaction.
[00:20:15.440 --> 00:20:20.080]   Somebody did something to get a very strong emotional reaction.
[00:20:20.080 --> 00:20:27.160]   But that's the same word that is used here to describe somebody who is deliberately contemplating
[00:20:27.160 --> 00:20:34.720]   and carrying out how my behavior is going to provoke you to do the same.
[00:20:34.720 --> 00:20:39.780]   And he says not to do this passively, but to actively contemplate.
[00:20:39.780 --> 00:20:43.060]   How can I do this?
[00:20:43.060 --> 00:20:46.120]   Not forsaking our own assembling together.
[00:20:46.120 --> 00:20:50.100]   Why do we forsake our own assembling?
[00:20:50.100 --> 00:20:56.560]   Typically people don't take the assembling seriously because the typical thinking is
[00:20:56.560 --> 00:21:00.360]   there's nothing there for me.
[00:21:00.360 --> 00:21:01.440]   They're not reaching out to me.
[00:21:01.440 --> 00:21:03.880]   I don't fit in.
[00:21:03.880 --> 00:21:04.880]   I don't like this.
[00:21:04.880 --> 00:21:05.880]   I don't like that.
[00:21:05.880 --> 00:21:06.880]   So there's nothing for me.
[00:21:06.880 --> 00:21:13.040]   Typically when we don't value assembly is because we are self-centered.
[00:21:13.040 --> 00:21:20.560]   But he says to consider, to think carefully, plan out to provoke others to love in good
[00:21:20.560 --> 00:21:25.400]   deeds and not forsaking the assembly of other people, not being self-centered as is the
[00:21:25.400 --> 00:21:28.760]   habit of some, but encouraging one another.
[00:21:28.760 --> 00:21:35.480]   And all the more as you see the day drawing near to provoke.
[00:21:35.480 --> 00:21:41.440]   I remember back in college I was doing quiet time in this passage and I was taught that
[00:21:41.440 --> 00:21:48.600]   whenever I do quiet time that I need to make a practical application, which we should always
[00:21:48.600 --> 00:21:49.600]   do.
[00:21:49.600 --> 00:21:53.280]   If you read the Bible and you never get to the therefore, you never practice what you're
[00:21:53.280 --> 00:21:55.920]   reading, it just becomes a lot of knowledge.
[00:21:55.920 --> 00:21:59.600]   And a lot of knowledge ends up after all it does is puff you up.
[00:21:59.600 --> 00:22:05.400]   So I sat there and I made a how can I deliberately provoke other people?
[00:22:05.400 --> 00:22:10.560]   As some of you guys know, my spiritual gift is not encouragement.
[00:22:10.560 --> 00:22:13.920]   Some of you guys who are snickering know who I am.
[00:22:13.920 --> 00:22:16.680]   It's not because I don't want to be.
[00:22:16.680 --> 00:22:20.440]   And I really wish I was more encouraging.
[00:22:20.440 --> 00:22:23.920]   In fact, I wanted to name one of my kids Barnabas.
[00:22:23.920 --> 00:22:27.880]   Because I wanted one of my kids to be son of encouragement.
[00:22:27.880 --> 00:22:34.480]   So far, Isaiah has the best chance.
[00:22:34.480 --> 00:22:37.240]   And even when I'm trying to be encouraging, people get hurt.
[00:22:37.240 --> 00:22:39.440]   So I know that that's not my gift.
[00:22:39.440 --> 00:22:41.000]   I know that.
[00:22:41.000 --> 00:22:44.720]   So how can I practice this?
[00:22:44.720 --> 00:22:50.120]   So in my limited imagination, I went out and bought a bag of lollipop.
[00:22:50.120 --> 00:22:51.120]   This is back in college.
[00:22:51.440 --> 00:22:53.840]   So I would carry it in my pocket.
[00:22:53.840 --> 00:22:57.840]   And then whenever I ran into somebody or felt the need to encourage,
[00:22:57.840 --> 00:23:02.200]   since my words are usually useless in encouragement,
[00:23:02.200 --> 00:23:03.480]   I would just give them a lollipop.
