
[00:00:00.000 --> 00:00:03.000]   [ Silence ]
[00:05:41.000 --> 00:05:49.000]   Today, eHarmony is actually seeking to apply this principle of compatibility, which works so well for dating and marriage relationships.
[00:05:49.000 --> 00:05:53.000]   And they want to extend it out to other areas of life.
[00:05:53.000 --> 00:06:01.000]   The leaders of eHarmony are confident that their ability to measure compatibility can help people make new friends,
[00:06:01.000 --> 00:06:05.000]   find the right job, become better parents,
[00:06:05.000 --> 00:06:12.000]   even assist them with things like finances, aging, as well as mental and emotional health.
[00:06:12.000 --> 00:06:15.000]   I want to ask you guys a question this morning.
[00:06:15.000 --> 00:06:20.000]   What would happen if we took eHarmony's matching dating algorithms
[00:06:20.000 --> 00:06:25.000]   and we applied them here, in the context of this church?
[00:06:25.000 --> 00:06:30.000]   Let's say every single one of us filled out that 150-question survey,
[00:06:30.000 --> 00:06:35.000]   profiling our likes and our dislikes, our interests and our disinterests.
[00:06:35.000 --> 00:06:43.000]   Would a Berean Community Church, as we see it today, be the church that results?
[00:06:43.000 --> 00:06:52.000]   Would the people that you're sitting next to be the ones that computers would deem as the best possible fit to be involved with
[00:06:52.000 --> 00:06:55.000]   in the same church body?
[00:06:55.000 --> 00:06:59.000]   We've been slowly making our way through this review of the Fourfold Vision.
[00:06:59.000 --> 00:07:03.000]   Again, we began this morning by talking about the importance of God-centered worship,
[00:07:03.000 --> 00:07:08.000]   and then we followed that up in the afternoon session by discussing the importance of Scripture.
[00:07:08.000 --> 00:07:12.000]   With this rewarding, I want us to unpack the third point of the church vision,
[00:07:12.000 --> 00:07:19.000]   which is to build a community based on love and accountability.
[00:07:19.000 --> 00:07:27.000]   I think one of the key ingredients that's absolutely essential to building a community is unity.
[00:07:27.000 --> 00:07:32.000]   When you think about it, you can't just spell the word "community" without the word "unity."
[00:07:32.000 --> 00:07:38.000]   And so, it shouldn't come as any kind of surprise to us that unity and community is a real prevalent theme
[00:07:38.000 --> 00:07:46.000]   that's found throughout God's Word, but perhaps most especially in the book of Ephesians.
[00:07:46.000 --> 00:07:52.000]   The primary theme for Paul's letter to the church in Ephesus is that of Christian unity.
[00:07:52.000 --> 00:07:58.000]   And to understand and appreciate why, you have to know something about the historical context behind this book.
[00:07:58.000 --> 00:08:04.000]   The ancient city of Ephesus was a major composite policy area.
[00:08:04.000 --> 00:08:09.000]   It was this port city located off the coast of what we know today as modern-day Turkey.
[00:08:09.000 --> 00:08:15.000]   And it's been said that during biblical times, up to a quarter million people lived there.
[00:08:15.000 --> 00:08:21.000]   As you might imagine, culturally speaking, Ephesus was very much a melting pot,
[00:08:21.000 --> 00:08:25.000]   consisting of this wide array of different races and ethnic groups.
[00:08:25.000 --> 00:08:29.000]   And this diversity was also reflected in the religious beliefs as well.
[00:08:29.000 --> 00:08:33.000]   It's not like everyone went to church or everyone went to synagogue.
[00:08:33.000 --> 00:08:39.000]   Most of the city's residents were actually polytheistic, meaning they believed in a multitude of different gods.
[00:08:39.000 --> 00:08:44.000]   And this was a very common trait among Greco-Romans of this time period.
[00:08:44.000 --> 00:08:52.000]   But my point is this. The city of Ephesus was this highly diverse, multi-faceted kind of place.
[00:08:52.000 --> 00:08:58.000]   And the church in Ephesus also meted many of these differences as well.
[00:08:58.000 --> 00:09:07.000]   The Ephesian church, the church in Ephesus, was comprised of two basic peoples, Jew and Gentile.
[00:09:07.000 --> 00:09:11.000]   Now the distinction between Jew and Gentile often times is kind of flattened out.
[00:09:11.000 --> 00:09:15.000]   People think it's just a distinction between race or ethnicity.
[00:09:15.000 --> 00:09:17.000]   But it extends far beyond that.
[00:09:17.000 --> 00:09:23.000]   It also extends to their worldview, to the way they thought about life, to the way that they viewed the world.
[00:09:23.000 --> 00:09:28.000]   And it also extends to their sense of personal identity, how they thought of themselves.
[00:09:28.000 --> 00:09:34.000]   You see, the Jews, they considered themselves to be the covenant people of God.
[00:09:34.000 --> 00:09:42.000]   The Israelites, the Jews were specially chosen by God, from among all nations, to bring light and blessing to the entire world.
[00:09:42.000 --> 00:09:45.000]   That's how they thought of themselves.
[00:09:45.000 --> 00:09:50.000]   The Gentiles, on the other hand, they were known to be irreligious greedy people.
[00:09:50.000 --> 00:09:59.000]   People that grew up in idolatry, people who had a long history of willful opposition to the Israelites throughout the Old Testament.
[00:09:59.000 --> 00:10:10.000]   And so, for the entire lives, for as long as they had known one another, these two groups of people, Jew and Gentile, had been trained to hate each other.
[00:10:10.000 --> 00:10:19.000]   The Jews regarded Gentiles as being ceremonially unclean, which meant they wouldn't walk where Gentiles walked.
[00:10:19.000 --> 00:10:25.000]   They wouldn't dine with them for a meal. They wouldn't even eat with them at the same table.
[00:10:25.000 --> 00:10:32.000]   Gentiles, on the other hand, they regarded Jews as being lazy and strange.
[00:10:32.000 --> 00:10:38.000]   After all, the Jews, they would just take a Saturday off every single week. They just weren't working.
[00:10:38.000 --> 00:10:41.000]   And that struck the Gentiles as being strange.
[00:10:41.000 --> 00:10:48.000]   Not only that, but the Jews had this weird religious ritual where they would circumcise all their infant sons.
[00:10:48.000 --> 00:10:53.000]   And again, the Gentiles just couldn't understand that. They found that to be gruesome and bizarre.
[00:10:53.000 --> 00:11:00.000]   And so, the disdain, the contempt that was shared between these two groups was really intense.
[00:11:00.000 --> 00:11:20.000]   But then all of a sudden, by the grace of God, and through the preaching of the Gospel, Jews and Gentiles, people who could have been any more different, people who had grown up with all this tension, were all of a sudden now being brought together in what was being called the Church.
[00:11:20.000 --> 00:11:24.000]   And as you might have guessed, that transition was not easy.
[00:11:24.000 --> 00:11:38.000]   I want you to imagine if neo-Nazis and members of the Black Lives Matter movement were all of a sudden forced to cast aside their differences and join hands to share in a common cause.
[00:11:38.000 --> 00:11:40.000]   What would that look like?
[00:11:40.000 --> 00:11:49.000]   In all likelihood, it would probably take some time. It would probably take a considerable amount of time before they learned how to coexist.
[00:11:49.000 --> 00:11:59.000]   And for these Christian Jews and these Christian Gentiles, despite their common belief in Christ, it really was no different.
[00:11:59.000 --> 00:12:08.000]   The Ephesian Church was forced to navigate through fracture, through conflict, and through relational discord.
[00:12:08.000 --> 00:12:14.000]   And the reason why I'm highlighting the extremity of their differences is really just to make a very basic point.
[00:12:14.000 --> 00:12:31.000]   That if these two groups in the early Church, if Christian Jews and Christian Gentiles, could learn to overcome what the divide was, so they could live together in the context of the same community, then surely you and I can do the same as well.
[00:12:31.000 --> 00:12:35.000]   I want you guys to consider this straight forward. We're in community church.
[00:12:35.000 --> 00:12:41.000]   I want you to consider all the number of different factors that can and could potentially divide us.
[00:12:41.000 --> 00:12:49.000]   I take a look at this room, and I see a lot more diversity than there was in the five years. And I'm grateful for that.
[00:12:49.000 --> 00:12:54.000]   But by and large, I think we're still largely homogeneous.
[00:12:54.000 --> 00:13:02.000]   I think people that look to us as part of our group, just from a distance, they can tell who's a part of our group and who's not.
[00:13:02.000 --> 00:13:15.000]   But if you dig a little bit deeper, I think what you're going to discover is that some of those superficial similarities that you shared, they're not actually accurate to all the significant differences that actually separate us.
[00:13:15.000 --> 00:13:21.000]   BNC is not this one-dimensional thing. It's not this monolithic entity.
[00:13:21.000 --> 00:13:27.000]   And thinking of it that way, wouldn't it do justice to all the diversity that's actually represented in this room?
[00:13:27.000 --> 00:13:33.000]   There's tremendous diversity here, in terms of backgrounds and other things.
[00:13:33.000 --> 00:13:36.000]   There's diversity in terms of our career, our vocation.
[00:13:36.000 --> 00:13:44.000]   You guys all have all different lifestyles. You have different tastes in food and in music and in clothing, different hobbies and interests.
[00:13:44.000 --> 00:13:49.000]   You hold different political convictions. And I'm sure the differences can go on and on.
[00:13:49.000 --> 00:13:55.000]   There are so many differences that can potentially divide this church.
[00:13:55.000 --> 00:14:09.000]   Race, gender, personality, vocation, education level, geography, socioeconomic status, marital status, political affiliation, so on and so forth.
[00:14:09.000 --> 00:14:21.000]   But God's desire is that we overcome those differences in the pursuit of a mutual goal of building a community that's based on love and accountability.
[00:14:21.000 --> 00:14:30.000]   And so for the rest of our time together, I want us to consider what this concept of unity and community is supposed to look like in the context of this church.
[00:14:30.000 --> 00:14:36.000]   And to do so, I encourage you guys to turn your attention to our Gospel, Ephesians chapter 4.
[00:14:36.000 --> 00:14:40.000]   Ephesians chapter 4.
[00:14:40.000 --> 00:14:47.000]   I'm going to start reading from verse 1.
[00:14:47.000 --> 00:15:00.000]   It says there, "I therefore, a prisoner for the Lord, urge you to walk in a manner worthy of the calling to which you have been called,
[00:15:00.000 --> 00:15:10.000]   with all humility and gentleness, with patience, bearing with one another in love, eager to maintain the unity of the Spirit and the bond of peace.
[00:15:10.000 --> 00:15:17.000]   There is one body and one Spirit, just as you were called to the one hope that belongs to your call.
[00:15:17.000 --> 00:15:28.000]   One Lord, one thing, one baptism, one God and Father of all, who is over all and through all and in all."
[00:15:28.000 --> 00:15:33.000]   Our first point for this morning is the basis of community.
[00:15:33.000 --> 00:15:40.000]   Paul, who wrote the book of Ephesians, while he was under house arrest in Rome.
[00:15:40.000 --> 00:15:49.000]   As a result, Ephesians, along with Colossians, Olympians, and Philemon, they were put together as the prison epistles to the apostle Paul.
[00:15:49.000 --> 00:15:55.000]   If you guys want to know what the prison epistles are, just want an easy way to memorize what those books are,
[00:15:55.000 --> 00:16:00.000]   think of the acronym PEPC.
[00:16:00.000 --> 00:16:07.000]   Philemon, Ephesians, Olympians, Colossians. Those are the prison epistles.
[00:16:07.000 --> 00:16:14.000]   Well, Ephesians, much like another prison epistle, the book of Colossians, was organized and structured in Acts.
[00:16:14.000 --> 00:16:18.000]   Paul, he wrote these books. It's not like he just kind of wrote them out of the stream of consciousness,
[00:16:18.000 --> 00:16:24.000]   not knowing what he was going to say next. He had a game plan. He drew out a blueprint.
[00:16:24.000 --> 00:16:30.000]   In the first half of this letter, it's very much document and theological orientation.
[00:16:30.000 --> 00:16:34.000]   While the second half of this letter is much more practical in scope.
[00:16:34.000 --> 00:16:38.000]   And so Ephesians is six chapters long.
[00:16:38.000 --> 00:16:42.000]   And the first three chapters are all about the truths of the gospel.
[00:16:42.000 --> 00:16:45.000]   Again, document, theological.
[00:16:45.000 --> 00:16:50.000]   While Ephesians 4-6, the next three chapters are all about how the truths of this gospel
[00:16:50.000 --> 00:16:55.000]   are being applied with respect to our interpersonal relationships.
[00:16:55.000 --> 00:17:01.000]   Which is the reason why Paul is using the word "therefore" to begin the second half of this book.
[00:17:01.000 --> 00:17:10.000]   Again, in verse 20, he says, "I therefore, a prisoner before the Lord, urge you to want a man worthy of calling to which you have been called."
[00:17:10.000 --> 00:17:18.000]   Anytime you see the word "therefore" appear in Scripture, you need to ask yourself the question.
[00:17:18.000 --> 00:17:23.000]   Wherefore is the therefore.
[00:17:23.000 --> 00:17:27.000]   Wherefore is the therefore, therefore. Why is that therefore?
[00:17:27.000 --> 00:17:33.000]   Because that's not a word to gloss over. That's not a word to just kind of skip and skimp.
[00:17:33.000 --> 00:17:41.000]   It's a significant word. And the reason why is because the word "therefore" always serves as a kind of hinge.
[00:17:41.000 --> 00:17:48.000]   Meaning it connects what Paul was after with what preceded before him.
[00:17:48.000 --> 00:17:52.000]   And so Paul, he's using the word "therefore" here at the beginning of chapter 4
[00:17:52.000 --> 00:17:58.000]   because he wants his readers to understand how the person in love with Jesus Christ,
[00:17:58.000 --> 00:18:06.000]   which he has just said three chapters expounding on, was the shape and transform the life and culture of their children.
[00:18:06.000 --> 00:18:18.000]   In short, Jesus and the gospel of Jesus was to serve as the basis and the foundation for their community.
[00:18:18.000 --> 00:18:27.000]   In a lot of ways, I think the Apostle Paul was uniquely qualified to speak on the subject of Jew and Gentile religion.
[00:18:27.000 --> 00:18:32.000]   You guys remember, Paul himself was a Pharisee Jew.
[00:18:32.000 --> 00:18:37.000]   And he had spent most of his post-conversion life ministering to Gentiles.
[00:18:37.000 --> 00:18:42.000]   And so he understood, I think better than most people would, especially during this time,
[00:18:42.000 --> 00:18:50.000]   all the challenges that were associated with trying to unite these two very vastly different groups together.
[00:18:50.000 --> 00:18:55.000]   It wasn't simply a matter of sticking everyone inside of a room, calling a conference, calling a retreat,
[00:18:55.000 --> 00:19:01.000]   and then getting them to kind of talk it out so they could establish some commonality between us.
[00:19:01.000 --> 00:19:06.000]   Paul knew and he understood that Jews and Gentiles, they didn't eat the same foods,
[00:19:06.000 --> 00:19:11.000]   they didn't go to the same places, they didn't have the same interests.
[00:19:11.000 --> 00:19:20.000]   And therefore, the only glue that could actually bind these people together was the good news of Jesus Christ.
[00:19:20.000 --> 00:19:22.000]   That was the only thing that would do it.
[00:19:22.000 --> 00:19:28.000]   And that's the reason why Paul writes earlier in this letter, Ephesians chapter 2, verses 14 through 16,
[00:19:28.000 --> 00:19:37.000]   "For he," referring to Jesus, "himself is our peace, who has made his first one,
[00:19:37.000 --> 00:19:43.000]   and has broken down in his flesh the dividing wall of the apostolate."
[00:19:43.000 --> 00:19:49.000]   He's speaking about all those Jews and all those Gentiles that comprise this church.
[00:19:49.000 --> 00:19:54.000]   Verse 15, "By abolishing the law of the commandments expressed in ordinances,
[00:19:54.000 --> 00:20:00.000]   that he might create in himself one new man in place of the two,
[00:20:00.000 --> 00:20:07.000]   so making peace, and might reconcile his growth to God in one body through the cross,
[00:20:07.000 --> 00:20:12.000]   thereby killing the hostility."
[00:20:12.000 --> 00:20:20.000]   A few months ago, a 14-year-old, Carvin Nomani, won the 2018 Scripps National Study.
[00:20:20.000 --> 00:20:24.000]   He was winning his final award for the championship round.
[00:20:24.000 --> 00:20:28.000]   Nomani politely asked, "May I have the definition?"
[00:20:28.000 --> 00:20:33.000]   To which the moderator replied, "Intimate spiritual communion,
[00:20:33.000 --> 00:20:38.000]   and participative sharing in a common religious commitment in spiritual communion."
[00:20:38.000 --> 00:20:45.000]   Nomani, like all other Study B contestants, then asked for the language of the four-letter word,
[00:20:45.000 --> 00:20:48.000]   and the moderator answered, "Greed."
[00:20:48.000 --> 00:20:55.000]   And then finally, Nomani inquired about the hard speech for his award, and he was told, "Nam."
[00:20:55.000 --> 00:21:01.000]   And after the serious questions, Nomani slowly began to spell out the word that he had been given,
[00:21:01.000 --> 00:21:05.000]   the word that he would need to win the study.
[00:21:05.000 --> 00:21:13.000]   K-O-I-N-O-N-I-N.
[00:21:13.000 --> 00:21:18.000]   K-O-I-N-O-N-I-N.
[00:21:18.000 --> 00:21:21.000]   As soon as he finished spelling out the word, he was promptly showered with confetti,
[00:21:21.000 --> 00:21:25.000]   and was rose-tinted with seeds to give him applause.
[00:21:25.000 --> 00:21:30.000]   Many of us who have grown up in the church for some time, I think we recognize, we're familiar with that term,
[00:21:30.000 --> 00:21:32.000]   K-O-I-N-O-N-I-N, right?
[00:21:32.000 --> 00:21:36.000]   I think maybe during the 90s when I was growing up, K-O-I-N-O-N-I-N was used for everything.
[00:21:36.000 --> 00:21:42.000]   It was used for like, praise meetings, and like, retreats, and youth group meetings, and everything else.
[00:21:42.000 --> 00:21:47.000]   In the Bible, koinonia is usually translated as fellowship, or partnership.
[00:21:47.000 --> 00:21:53.000]   So when you see that word in your English Bible, chances are it's a translation of the word koinonia.
[00:21:53.000 --> 00:21:56.000]   And while that word doesn't necessarily appear in our text this morning,
[00:21:56.000 --> 00:22:06.000]   I think the concept or the idea of koinonia and fellowship was very much a chief concern of the Apostle Paul as he wrote this book.
[00:22:06.000 --> 00:22:09.000]   But here's something that I think is rather interesting.
[00:22:09.000 --> 00:22:20.000]   Did you know that the Bible, not once, never does the Bible ever command Christians to create koinonia?
[00:22:20.000 --> 00:22:27.000]   Never once in the Bible will you be told to create fellowship.
[00:22:27.000 --> 00:22:36.000]   And the reason why is because true koinonia, true fellowship, can only be accomplished by God and God alone.
[00:22:36.000 --> 00:22:40.000]   He doesn't expect us to do something that we are incapable of accomplishing.
[00:22:40.000 --> 00:22:42.000]   So he'll take care of it for us.
[00:22:42.000 --> 00:22:46.000]   He's the one who creates fellowship.
[00:22:46.000 --> 00:22:52.000]   We don't get it, and we do not possess the power or the ability to bring people together.
[00:22:52.000 --> 00:22:58.000]   The world is trying to do that all the time, and look how that's going.
[00:22:58.000 --> 00:23:07.000]   Instead, our responsibility is to simply maintain and preserve the community that's already ours through Christ.
[00:23:07.000 --> 00:23:11.000]   So again, our responsibility is not to create koinonia.
[00:23:11.000 --> 00:23:18.000]   Our responsibility as Christians is to maintain koinonia, to preserve koinonia.
[00:23:18.000 --> 00:23:21.000]   I think far too often Christians forget this.
[00:23:21.000 --> 00:23:25.000]   And what we end up trying to do is artificially produce a sense of togetherness
[00:23:25.000 --> 00:23:32.000]   by organizing ministry events around things like basketball and board games and brunch.
[00:23:32.000 --> 00:23:37.000]   We even call these activities in the church "fellowship," right?
[00:23:37.000 --> 00:23:43.000]   As if merely attaching a word makes what we're doing koinonia.
[00:23:43.000 --> 00:23:50.000]   But while all of these things are good, and I think they're actually very helpful in meaning to bring the people in the church together,
[00:23:50.000 --> 00:23:57.000]   those things by themselves can never serve as the basis for community in the local church.
[00:23:57.000 --> 00:24:04.000]   As believers, we need to learn how to connect our ecclesiology with soteriology.
[00:24:04.000 --> 00:24:10.000]   Meaning, we need to integrate our understanding of the church with our understanding of salvation.
[00:24:10.000 --> 00:24:19.000]   And we need to come to a recognition that the only basis for true koinonia is the gospel of Jesus Christ.
[00:24:19.000 --> 00:24:22.000]   It's literally the only thing that binds us together.
[00:24:22.000 --> 00:24:26.000]   And it's the only thing that separates what we're doing here in the church
[00:24:26.000 --> 00:24:31.000]   from all the other social gatherings that are taking place outside in the world.
[00:24:31.000 --> 00:24:38.000]   Just as Jesus was the only thing that his believing Jews and Gentiles and Ephesus could rally around,
[00:24:38.000 --> 00:24:46.000]   in the same way Jesus is the only one who makes green, community church possible.
[00:24:46.000 --> 00:24:49.000]   Let me give you guys a quick illustration.
[00:24:49.000 --> 00:24:59.000]   When an orchestra performs in a concert, each individual musician has to tune their own instrument before the show can get underway.
[00:24:59.000 --> 00:25:02.000]   But how do they do that when there's so many?
[00:25:02.000 --> 00:25:05.000]   There's all these different musicians, they all play different instruments.
[00:25:05.000 --> 00:25:09.000]   How do they make sure that they're all playing in the right key?
[00:25:09.000 --> 00:25:14.000]   Suppose each musician just started playing whatever note they felt like,
[00:25:14.000 --> 00:25:18.000]   believing that their instrument was the only one they're proper tuned.
[00:25:18.000 --> 00:25:20.000]   The result would be accidently chaos.
[00:25:20.000 --> 00:25:24.000]   So what do professional orchestras do instead?
[00:25:24.000 --> 00:25:30.000]   Well, they choose one person, and that person is called the concertmaster.
[00:25:30.000 --> 00:25:35.000]   And the concertmaster becomes a reference point for everybody else.
[00:25:35.000 --> 00:25:41.000]   The concertmaster's responsibility is to play an A note on his instrument.
[00:25:41.000 --> 00:25:46.000]   And then the rest of the musicians use that A note to tune their own instruments.
[00:25:46.000 --> 00:25:54.000]   In other words, the concertmaster's A is what keeps everyone in the orchestra playing in the same key.
[00:25:54.000 --> 00:26:02.000]   And in much the same way, here in the church, Jesus is our concertmaster, so to speak.
[00:26:02.000 --> 00:26:06.000]   And his gospel is the A note.
[00:26:06.000 --> 00:26:13.000]   These are the only things that enable you and I to remain in harmony with one another.
[00:26:13.000 --> 00:26:19.000]   If we understand that Jesus is a God-obtaining basis for community in the church,
[00:26:19.000 --> 00:26:27.000]   it's going to have far-reaching ramifications for the way that we practice community here in the context of arena.
[00:26:27.000 --> 00:26:34.000]   So for those of you guys who spend a lot of time hanging out with people here, I want you guys to ask yourselves,
[00:26:34.000 --> 00:26:39.000]   what is the actual basis of our friendships?
[00:26:39.000 --> 00:26:42.000]   Is it Christ? Or is it something else?
[00:26:42.000 --> 00:26:45.000]   Is it simply the fact that we like doing the same things?
[00:26:45.000 --> 00:26:49.000]   Is it simply the fact that we like going to the same places?
[00:26:49.000 --> 00:26:54.000]   Because my follow-up question to that would be, what's going to happen when your interests change?
[00:26:54.000 --> 00:26:57.000]   And they will change, because we're not static.
[00:26:57.000 --> 00:27:01.000]   We're constantly evolving and developing as human beings.
[00:27:01.000 --> 00:27:06.000]   And so our tastes, our preferences, what we like, what we desire, all those things are going to change.
[00:27:06.000 --> 00:27:14.000]   And when they do, then the question is, will that spell the end of our interactions with one another?
[00:27:14.000 --> 00:27:22.000]   Or, are our relationships substantial enough and deep enough to withstand those changes
[00:27:22.000 --> 00:27:29.000]   because our friendships are based upon Jesus, who never changed?
[00:27:29.000 --> 00:27:35.000]   Perhaps a helpful way of gauging how Christ-centered the fellowship of this church actually is,
[00:27:35.000 --> 00:27:44.000]   is simply by asking ourselves, how often does the topic of spiritual things come up in conversation with my brothers and sisters here at this church?
[00:27:44.000 --> 00:27:49.000]   Is it awkward to ask each other how we're doing spiritually?
[00:27:49.000 --> 00:27:54.000]   Is this a topic that comes up organically and naturally?
[00:27:54.000 --> 00:27:59.000]   For those of you who may struggle to find friends at this church, and I know it's overwhelming.
[00:27:59.000 --> 00:28:03.000]   And that may mean you guys who've only been at this church for maybe a month or two.
[00:28:03.000 --> 00:28:10.000]   For others of you, you've been at this church for a long time, but you're still having a hard time fitting in because maybe you're an introvert.
[00:28:10.000 --> 00:28:15.000]   Or maybe you've tried, and the people that you've encountered, they're just so different from you
[00:28:15.000 --> 00:28:18.000]   that you've reached a point where you've kind of given up altogether.
[00:28:18.000 --> 00:28:24.000]   Like, I don't think I can really find the community that I'm looking for here at Green.
[00:28:24.000 --> 00:28:33.000]   Will you at least be willing to concede that the primary purpose of the role of church may not necessarily be to help you make friends?
[00:28:33.000 --> 00:28:40.000]   Are you at least willing to concede that the church may not be the place where people understand you?
[00:28:40.000 --> 00:28:42.000]   As an I-Seth, that might be.
[00:28:42.000 --> 00:28:49.000]   And again, I hope and pray that all of us can experience those blessings of friendship and people who understand us.
[00:28:49.000 --> 00:28:57.000]   But at the end of the day, will you at least concede that Christ is the only reason why I'm really here?
[00:28:57.000 --> 00:29:02.000]   Because I have a relationship with Jesus, and I don't know what that means for my relationship with others.
[00:29:02.000 --> 00:29:10.000]   But I know first and foremost, the reason why I'm at this church is because these people love Jesus, and these people are loved by Jesus.
[00:29:10.000 --> 00:29:12.000]   And therefore, I'm going to be here, too.
