
[00:00:00.000 --> 00:00:07.000]   All right, good morning.
[00:04:44.760 --> 00:04:49.880]   There's no good thing to glean from a person who said that he died and resurrected from
[00:04:49.880 --> 00:04:51.520]   the dead.
[00:04:51.520 --> 00:04:56.800]   Either he really is what he says he is or he's a crazy man to be forgotten.
[00:04:56.800 --> 00:05:04.020]   2,000 years later, Jesus' name is proclaimed more today than it was 2,000 years ago.
[00:05:04.020 --> 00:05:10.960]   The effects that Jesus had on humanity, whether you believe or don't believe, we all agree,
[00:05:10.960 --> 00:05:16.560]   had probably the greatest impact in human history.
[00:05:16.560 --> 00:05:22.360]   So today we want to look at in the early church when Christ was being proclaimed, the text
[00:05:22.360 --> 00:05:27.920]   says as Apostle Paul was going to preach the gospel of Jesus Christ, he says, "Some asked
[00:05:27.920 --> 00:05:28.920]   for signs.
[00:05:28.920 --> 00:05:34.760]   The Jews asked for signs and the Greeks looked for wisdom, but we preach Christ crucified."
[00:05:34.760 --> 00:05:40.720]   He said, "Christ crucified was a stumbling block to the Jews and it is foolishness to
[00:05:40.720 --> 00:05:45.600]   those who are looking for wisdom, but to those who are being saved it is the power of God
[00:05:45.600 --> 00:05:47.480]   and the wisdom of God."
[00:05:47.480 --> 00:05:51.720]   So let's look at first of all, why were the Jews asking for signs?
[00:05:51.720 --> 00:05:56.800]   I mean, you may have thought at least at one point in your life thinking that if Jesus
[00:05:56.800 --> 00:06:02.600]   would only just physically appear, right, if he just split the heavens open and says,
[00:06:02.600 --> 00:06:07.120]   "I am," right, and say, "Oh, that would affect my walk."
[00:06:07.120 --> 00:06:10.200]   Why were the Jews constantly asking for signs?
[00:06:10.200 --> 00:06:12.040]   It wasn't because Jesus didn't give signs.
[00:06:12.040 --> 00:06:17.600]   In fact, the Bible repeats it over and over that he kept on performing miracles to prove
[00:06:17.600 --> 00:06:19.280]   who he was.
[00:06:19.280 --> 00:06:21.840]   Jesus changed water into wine.
[00:06:21.840 --> 00:06:24.700]   He opened the eyes of the blind.
[00:06:24.700 --> 00:06:25.700]   He healed lepers.
[00:06:25.700 --> 00:06:26.960]   He walked on water.
[00:06:26.960 --> 00:06:30.840]   And then he even actually raised people from the dead.
[00:06:30.840 --> 00:06:36.520]   He's all of this to show who he said he was was true.
[00:06:36.520 --> 00:06:39.880]   And yet the Bible keeps saying that they wanted more signs.
[00:06:39.880 --> 00:06:43.800]   In John 2, 18, when he was at the temple and cleansed them, the leaders came to him and
[00:06:43.800 --> 00:06:46.220]   said, "What sign do you show?
[00:06:46.220 --> 00:06:49.840]   Show us as your authority for doing these things."
[00:06:49.840 --> 00:06:56.200]   Now you have to remember that Jesus performed these miracles not all over the land.
[00:06:56.200 --> 00:07:00.200]   Majority of his miracles happened in these three cities, basically the size of Orange
[00:07:00.200 --> 00:07:01.480]   County.
[00:07:01.480 --> 00:07:06.860]   And for two years, everything that he did, so majority of the people there either heard
[00:07:06.860 --> 00:07:09.480]   of him or saw the miracle themselves.
[00:07:09.480 --> 00:07:14.880]   In fact, the leaders of Israel in Jerusalem, which was kind of a distance between here
[00:07:14.880 --> 00:07:19.160]   and San Francisco, heard of Jesus' fame and all that he was doing, and they said, "Could
[00:07:19.160 --> 00:07:22.080]   he possibly be the Messiah?"
[00:07:22.080 --> 00:07:27.400]   So they all came up to Galilee in order to check this out because that's how clear he
[00:07:27.400 --> 00:07:28.440]   was.
[00:07:28.440 --> 00:07:29.720]   He wasn't doing this in private.
[00:07:29.720 --> 00:07:31.420]   He wasn't doing this in his home.
[00:07:31.420 --> 00:07:34.120]   He wanted to publicly show everybody who he was.
[00:07:34.120 --> 00:07:38.740]   And yet they continue to come and said, "We need signs."
[00:07:38.740 --> 00:07:44.320]   In John 6, verse 2, that's a passage where after two years of performing miracles, thousands
[00:07:44.320 --> 00:07:50.320]   of people are now coming to him, thousands, because they're starting to be convinced he
[00:07:50.320 --> 00:07:51.600]   must be the Messiah.
[00:07:51.600 --> 00:07:53.900]   He's the one that we've been waiting for.
[00:07:53.900 --> 00:07:56.880]   So they packed up their bags and he went up to the hillside and they all went up with
[00:07:56.880 --> 00:07:57.880]   him.
[00:07:57.880 --> 00:08:02.060]   So that's 5,000 men, including women and children, possibly up to 20,000 people followed him
[00:08:02.060 --> 00:08:03.480]   up on the hill.
[00:08:03.480 --> 00:08:04.480]   And this is what he says.
[00:08:04.480 --> 00:08:10.460]   This is before he performs the miracle of the bread and the fish.
[00:08:10.460 --> 00:08:15.620]   John 6, 2, "A large crowd followed him because they saw the signs which he was performing
[00:08:15.620 --> 00:08:18.420]   on those who were sick."
[00:08:18.420 --> 00:08:20.420]   So they were convinced by these signs.
[00:08:20.420 --> 00:08:22.540]   He must be the Messiah.
[00:08:22.540 --> 00:08:27.060]   John chapter 6, 14, after he feeds the 5,000, they say, "Therefore, when the people saw
[00:08:27.060 --> 00:08:31.480]   the sign which he had performed, they said, 'This truly is the prophet who is to come
[00:08:31.480 --> 00:08:33.360]   into the world.'"
[00:08:33.360 --> 00:08:40.660]   So before the miracle of multiplying the bread and the fish, they said, "We came because
[00:08:40.660 --> 00:08:42.480]   clearly you show signs."
[00:08:42.480 --> 00:08:48.380]   After they ate the miraculous bread and fish, they said, "Clearly, if there was any doubt,
[00:08:48.380 --> 00:08:49.860]   you have to be the Messiah."
[00:08:49.860 --> 00:08:52.940]   So they want to forcefully make him king because of the sign.
[00:08:52.940 --> 00:08:55.180]   Well, Jesus and his disciples are tired.
[00:08:55.180 --> 00:08:57.580]   They go to the other side of the sea.
[00:08:57.580 --> 00:09:00.020]   20,000 people see that he's not there.
[00:09:00.020 --> 00:09:02.140]   They pack up their bags and then they go look for him.
[00:09:02.140 --> 00:09:07.060]   And then when they encounter Jesus, Jesus sees right through what they were doing.
[00:09:07.060 --> 00:09:11.460]   And Jesus says in 626, "Jesus answered them and said, 'Truly, truly, I say to you, you
[00:09:11.460 --> 00:09:16.820]   seek me not because you saw signs, but because you ate of the loaves and were filled.'"
[00:09:16.820 --> 00:09:22.140]   In other words, you're coming to me even though you're saying that you clearly see the sign
[00:09:22.140 --> 00:09:25.020]   and we want you to be our king because we see the sign.
[00:09:25.020 --> 00:09:27.700]   Jesus says, "You're not coming to me because you saw the sign.
[00:09:27.700 --> 00:09:32.500]   You're coming to me because you ate bread and you want more."
[00:09:32.500 --> 00:09:37.100]   And the response in John 6 30, "So they said to him, 'Well, if what you are saying is true,
[00:09:37.100 --> 00:09:41.780]   if you are truly the bread, what sign do you do?'"
[00:09:41.780 --> 00:09:44.160]   And they just couldn't get over it.
[00:09:44.160 --> 00:09:47.500]   He's performing sign after sign after sign after sign.
[00:09:47.500 --> 00:09:49.200]   They came to him because they saw the sign.
[00:09:49.200 --> 00:09:52.700]   They wanted him to be king because they saw the sign.
[00:09:52.700 --> 00:09:54.620]   And yet at the end, he said, "Well, prove yourself.
[00:09:54.620 --> 00:09:55.940]   Show us signs."
[00:09:55.940 --> 00:10:02.420]   In fact, Apostle Peter, when he is preaching in front of the same people who yelled out,
[00:10:02.420 --> 00:10:08.140]   "Crucify Jesus," in Acts chapter 2 22, he says, "Men of Israel, listen to these words.
[00:10:08.140 --> 00:10:14.620]   Jesus of Nazarene, a man attested to you by God with miracles, wonders, and signs, which
[00:10:14.620 --> 00:10:17.940]   God performed through him in your midst, just as you yourselves know."
[00:10:17.940 --> 00:10:25.900]   Peter, just in case anybody missed it, he said it was clear what he was doing.
[00:10:25.900 --> 00:10:29.700]   Everything that he did and he performed proved who he said he was.
[00:10:29.700 --> 00:10:34.420]   And yet as Apostle Paul was preaching the gospel, he said, "They kept on asking for
[00:10:34.420 --> 00:10:35.420]   signs."
[00:10:35.420 --> 00:10:38.260]   What were they missing?
[00:10:38.260 --> 00:10:41.460]   By their own admission, they said they saw the signs.
[00:10:41.460 --> 00:10:47.260]   They came into Jerusalem after Lazarus was raised because they wanted to see the signs.
[00:10:47.260 --> 00:10:51.980]   In fact, the signs were so clear, even the people who wanted to crucify Jesus could not
[00:10:51.980 --> 00:10:54.340]   deny the signs.
[00:10:54.340 --> 00:10:57.860]   And yet as he was preaching the gospel, he says, "Well, we're not going to believe until
[00:10:57.860 --> 00:10:59.620]   you show us the sign."
[00:10:59.620 --> 00:11:01.860]   So what are we missing here?
[00:11:01.860 --> 00:11:04.140]   What does he mean that he wants signs?
[00:11:04.140 --> 00:11:09.060]   Well, you have to remember what the Israels were looking for.
[00:11:09.060 --> 00:11:14.340]   They were God's covenant people and they thought that if they remained faithful to God, that
[00:11:14.340 --> 00:11:18.520]   they were going to be the superpower, that they were going to be Egypt, they were going
[00:11:18.520 --> 00:11:24.260]   to be Rome, they were going to be the Babylonians, but that never happened.
[00:11:24.260 --> 00:11:29.820]   They experienced a brief period of success during King David and possibly Solomon, but
[00:11:29.820 --> 00:11:33.140]   rest of their history, if you've ever read the Old Testament, the rest of the history
[00:11:33.140 --> 00:11:36.740]   is Israel constantly falling into sin over and over again.
[00:11:36.740 --> 00:11:42.460]   And eventually they get conquered by the Assyrians and then the Babylonians and then the Persians
[00:11:42.460 --> 00:11:44.760]   and then the Greeks and then the Romans.
[00:11:44.760 --> 00:11:50.700]   So by the time Jesus comes, they had generation after generation after generation of being
[00:11:50.700 --> 00:11:54.580]   dominated by these superpowers.
[00:11:54.580 --> 00:12:00.660]   So they thought if the Messiah comes, he's going to take vengeance upon their enemies,
[00:12:00.660 --> 00:12:05.540]   that he's going to overthrow the Roman government and they're going to be the superpower and
[00:12:05.540 --> 00:12:08.180]   they were going to be on top.
[00:12:08.180 --> 00:12:13.500]   And that's why even the disciples, as Jesus was going to the cross, he kept on telling
[00:12:13.500 --> 00:12:17.060]   them, "I'm going to be beaten, crucified and be raised."
[00:12:17.060 --> 00:12:18.120]   Remember their response?
[00:12:18.120 --> 00:12:19.740]   They couldn't get that out of their head.
[00:12:19.740 --> 00:12:22.580]   Well, who's going to be the Secretary of State?
[00:12:22.580 --> 00:12:24.340]   Who's going to be the Vice President?
[00:12:24.340 --> 00:12:26.580]   Who are you going to appoint to the left or to the right?
[00:12:26.580 --> 00:12:31.100]   And even as Jesus was saying, "I'm coming to die for this world."
[00:12:31.100 --> 00:12:35.020]   And they said, "Well, when the Romans are taken over and we are the superpower, what's
[00:12:35.020 --> 00:12:38.220]   going to happen to us?"
[00:12:38.220 --> 00:12:43.520]   So you could see the hope that they had when they saw the signs that he was performing.
[00:12:43.520 --> 00:12:44.740]   He must be the Messiah.
[00:12:44.740 --> 00:12:47.940]   Who else can do what he is doing?
[00:12:47.940 --> 00:12:52.500]   And yet the problem that they had with Jesus was not what he was doing, but what he was
[00:12:52.500 --> 00:12:55.120]   saying.
[00:12:55.120 --> 00:13:01.980]   The Sermon of the Mount in Matthew 5, 38-44, "You have heard that it was said, 'An eye
[00:13:01.980 --> 00:13:04.800]   for an eye and a tooth for a tooth.'
[00:13:04.800 --> 00:13:09.820]   But I say to you, do not resist an evil person, but whoever slaps you on your right cheek,
[00:13:09.820 --> 00:13:13.020]   turn the other to him also."
[00:13:13.020 --> 00:13:16.780]   Now that sounds beautiful at church.
[00:13:16.780 --> 00:13:20.940]   It sounds beautiful to sing about and tell other people that Jesus told us to turn the
[00:13:20.940 --> 00:13:23.460]   other cheek.
[00:13:23.460 --> 00:13:26.440]   Tell that to somebody who's angry.
[00:13:26.440 --> 00:13:28.540]   Tell that to somebody who's upset.
[00:13:28.540 --> 00:13:29.900]   Turn the other cheek.
[00:13:29.900 --> 00:13:37.540]   Again, it sounds great at church, but how many of you, when somebody wrongs you, your
[00:13:37.540 --> 00:13:41.300]   natural reaction is the other cheek?
[00:13:41.300 --> 00:13:45.140]   If somebody comes to you when you are wronged, let's say you're at a supermarket and somebody
[00:13:45.140 --> 00:13:49.300]   cuts in line, you know, it's a 30-minute line and they're tired of it and they cut right
[00:13:49.300 --> 00:13:53.140]   in front of you, do you say, "Well, thank you."
[00:13:53.140 --> 00:13:54.460]   Go even further up.
[00:13:54.460 --> 00:13:56.280]   No, that's not our natural reaction.
[00:13:56.280 --> 00:13:57.280]   We want vengeance.
[00:13:57.280 --> 00:14:03.540]   We're going to bump them with the cart, go in front of them, because it's wrong.
[00:14:03.540 --> 00:14:07.180]   When you're wronged, our natural reaction isn't to turn the other cheek.
[00:14:07.180 --> 00:14:16.180]   So imagine the Romans or the Jews had generations of this frustration, and they were waiting
[00:14:16.180 --> 00:14:23.340]   for the Messiah to come to galvanize the Israelites to prepare them to go into Jerusalem and conquer
[00:14:23.340 --> 00:14:25.820]   Rome.
[00:14:25.820 --> 00:14:28.420]   And they've never ever come close to this.
[00:14:28.420 --> 00:14:33.520]   This is the first time in generation after generation after generation, they have somebody
[00:14:33.520 --> 00:14:38.740]   who can literally just say to the storm, "Stop," and it stops.
[00:14:38.740 --> 00:14:42.540]   That even if somebody dies, he says, "Be raised," and they are raised.
[00:14:42.540 --> 00:14:48.020]   If there was any hope in their history, this was the first time.
[00:14:48.020 --> 00:14:52.740]   First time Jesus walking into Jerusalem and say, "He's going to fulfill what we've been
[00:14:52.740 --> 00:14:53.740]   waiting for."
[00:14:53.740 --> 00:15:01.220]   And yet, what he was doing and what he was saying didn't fit.
[00:15:01.220 --> 00:15:07.720]   How can a man be so powerful just tell us to turn the other cheek?
[00:15:07.720 --> 00:15:08.720]   He goes further than that.
[00:15:08.720 --> 00:15:14.460]   If anyone wants to sue you and take your shirt, let him have your coat.
[00:15:14.460 --> 00:15:18.460]   You have to remember, this is not a period when people had a wardrobe.
[00:15:18.460 --> 00:15:22.740]   An average person usually had one inner clothing and one outer clothing.
[00:15:22.740 --> 00:15:25.580]   So basically he's saying if somebody asks for it, just give them all your clothes and
[00:15:25.580 --> 00:15:26.580]   walk around naked.
[00:15:26.580 --> 00:15:29.020]   That's not practical.
[00:15:29.020 --> 00:15:31.420]   He's basically saying don't resist them, give it to them.
[00:15:31.420 --> 00:15:37.240]   Sounds beautiful at church, but it's impossible to practice, especially with somebody who's
[00:15:37.240 --> 00:15:40.260]   already angry, wanting vengeance.
[00:15:40.260 --> 00:15:42.540]   Just turn the other cheek.
[00:15:42.540 --> 00:15:46.180]   Whoever forces you to go one mile, go with him to two.
[00:15:46.180 --> 00:15:48.420]   You know why he says that, go one mile, go two?
[00:15:48.420 --> 00:15:50.740]   Because there was a Roman law.
[00:15:50.740 --> 00:15:55.940]   By law, if the soldiers came into town and they had heavy armory and he get tired, he
[00:15:55.940 --> 00:15:58.520]   can just stop anybody.
[00:15:58.520 --> 00:16:01.620]   So if they happen to be in Jerusalem walking around and here's this pregnant lady with
[00:16:01.620 --> 00:16:07.360]   two children, but he's tired, you take my sword, take my shield, and you walk with me
[00:16:07.360 --> 00:16:09.220]   for an hour, for one mile.
[00:16:09.220 --> 00:16:10.700]   And by law, they had to do that.
[00:16:10.700 --> 00:16:14.940]   So can you imagine the resentment that they had toward the Roman soldiers?
[00:16:14.940 --> 00:16:19.940]   Instead of saying, just give us some time, we're organizing.
[00:16:19.940 --> 00:16:23.980]   The zealots are going to organize, we're sharpening our knives, we're going to pretend like we're
[00:16:23.980 --> 00:16:28.420]   submitting, but when the time is right, we're going to get at them.
[00:16:28.420 --> 00:16:29.420]   Don't worry about it.
[00:16:29.420 --> 00:16:36.740]   Instead, he says, if he tells you to go one mile, go the extra mile.
[00:16:36.740 --> 00:16:42.180]   Give to him who asks you and do not turn away from him who wants to borrow from you.
[00:16:42.180 --> 00:16:46.480]   You have heard that it was said, you shall love your neighbor and hate your enemy.
[00:16:46.480 --> 00:16:52.240]   But I say to you, love your enemies and pray for those who persecute you.
[00:16:52.240 --> 00:16:57.120]   Not only did Jesus say this, he actually practiced this.
[00:16:57.120 --> 00:17:01.020]   When he went into Jerusalem, remember, Peter was ready to fight.
[00:17:01.020 --> 00:17:04.440]   When the soldiers came to take Jesus, Peter took out his sword.
[00:17:04.440 --> 00:17:05.960]   Why not?
[00:17:05.960 --> 00:17:11.080]   Even though he's not a swordsman, Jesus walks on water.
[00:17:11.080 --> 00:17:13.400]   Jesus can calm storms.
[00:17:13.400 --> 00:17:19.500]   So if he's going to sit in Jesus' cabinet, when he comes into power, he better be courageous.
[00:17:19.500 --> 00:17:21.240]   So he takes out his sword and he swings.
[00:17:21.240 --> 00:17:25.380]   Jesus actually ends up rebuking him, puts the ear back on the guy that he cut.
[00:17:25.380 --> 00:17:28.380]   And Jesus says, do you not know?
[00:17:28.380 --> 00:17:36.960]   Do you not know if I wanted to, I could send legions of angels to wipe these guys all out?
[00:17:36.960 --> 00:17:41.940]   As he is standing before Pilate, Pilate says, clearly what they're asking to do to crucify
[00:17:41.940 --> 00:17:43.800]   you is not fair.
[00:17:43.800 --> 00:17:46.840]   You are not deserving of crucifixion.
[00:17:46.840 --> 00:17:50.960]   Do you not know that I have the power to release you and give you life?
[00:17:50.960 --> 00:17:52.280]   Why do you not defend yourself?
[00:17:52.280 --> 00:17:57.420]   But Jesus says to him in John 18, 36, my kingdom is not of this world.
[00:17:57.420 --> 00:18:01.980]   If my kingdom were of this world, then my servants would be fighting so that I would
[00:18:01.980 --> 00:18:03.660]   not be handed over to the Jews.
[00:18:03.660 --> 00:18:08.180]   But as it is, my kingdom is not of this realm.
[00:18:08.180 --> 00:18:10.780]   And he surrendered.
[00:18:10.780 --> 00:18:13.500]   That's why the disciples were confused.
[00:18:13.500 --> 00:18:17.340]   I think before they were scared, they were confused.
[00:18:17.340 --> 00:18:28.020]   Why would this powerful Messiah not only tell them to give in, but not stand up for himself?
[00:18:28.020 --> 00:18:33.800]   These Romans again are taking the only hope that they had, and they're going to kill him,
[00:18:33.800 --> 00:18:36.620]   and he does nothing.
[00:18:36.620 --> 00:18:41.340]   So as he is going to the cross, the disciples are following from a distance.
[00:18:41.340 --> 00:18:44.580]   I don't think they were scared, they were confused.
[00:18:44.580 --> 00:18:45.580]   Why would he do that?
[00:18:45.580 --> 00:18:50.820]   Because Jesus clearly told them, and he gave them the signs.
[00:18:50.820 --> 00:18:57.260]   They were blind because they were so fixated on what they wanted the Messiah to be.
[00:18:57.260 --> 00:19:02.020]   And so when he gave himself up, they hid.
[00:19:02.020 --> 00:19:05.740]   Out of confusion, and now out of fear.
[00:19:05.740 --> 00:19:11.340]   And that's why even when Jesus was being resurrected, Jesus clearly says, on the third day I will
[00:19:11.340 --> 00:19:13.260]   resurrect, on the third day I will resurrect.
[00:19:13.260 --> 00:19:17.620]   But when Jesus resurrected, the disciples didn't even go to check.
[00:19:17.620 --> 00:19:23.500]   Because what Jesus did by giving himself was so far from what they expected the Messiah
[00:19:23.500 --> 00:19:27.280]   to do, they forgot about everything and went home.
[00:19:27.280 --> 00:19:28.280]   They didn't even check.
[00:19:28.280 --> 00:19:31.980]   And then when the women came back and said he's not in the tomb, they didn't even believe
[00:19:31.980 --> 00:19:36.940]   it.
[00:19:36.940 --> 00:19:42.140]   What they were rejecting was not simply Jesus, they were rejecting his kingdom.
[00:19:42.140 --> 00:19:47.060]   And that's why even though they saw all these signs, it didn't fit the Messiah that they
[00:19:47.060 --> 00:19:49.020]   had in their head.
[00:19:49.020 --> 00:19:53.980]   And that's why they kept on saying, so the sign that they want is not simply to turn
[00:19:53.980 --> 00:19:56.780]   turn bread and then, and then multiply it.
[00:19:56.780 --> 00:20:00.940]   It wasn't simply for him to walk on the water, to do something with that.
[00:20:00.940 --> 00:20:07.300]   If you have all that power, and if you're the Messiah, take vengeance upon Rome.
[00:20:07.300 --> 00:20:11.260]   That's what they're saying, we want signs.
[00:20:11.260 --> 00:20:18.780]   Think about how much what we do, and we miss Christ because he doesn't quite fit what we
[00:20:18.780 --> 00:20:21.820]   think he should be doing in our lives.
[00:20:21.820 --> 00:20:26.740]   So we either walk away from him, or we keep our distance and we admire him from a distance,
[00:20:26.740 --> 00:20:31.100]   but he's not quite the Messiah that I want.
[00:20:31.100 --> 00:20:32.500]   The Greeks wanted wisdom.
[00:20:32.500 --> 00:20:37.580]   You have to understand the Greeks, wisdom basically was their religion.
[00:20:37.580 --> 00:20:41.980]   They had more than 50 different schools of philosophies.
[00:20:41.980 --> 00:20:48.420]   Socrates, Plato, Aristotle, Stoics, Epicureans, Skeptics, Pythagoras, on and on and on.
[00:20:48.420 --> 00:20:51.140]   And so their religion was their knowledge.
[00:20:51.140 --> 00:20:56.380]   So they would come into the villages and they would set up shop, and then the Platos and
[00:20:56.380 --> 00:20:58.820]   the Stoics would sit there and they would debate each other.
[00:20:58.820 --> 00:21:03.220]   And then people would basically come, and if you happen to have the greater argument,
[00:21:03.220 --> 00:21:05.100]   you would become a celebrity.
[00:21:05.100 --> 00:21:07.660]   And if you're a celebrity, you would make the money.
[00:21:07.660 --> 00:21:13.660]   And so at that time, it was the philosophers who were the entertainers.
[00:21:13.660 --> 00:21:16.100]   Philosophers were the movie stars.
[00:21:16.100 --> 00:21:18.060]   They were the celebrities.
[00:21:18.060 --> 00:21:23.100]   And so they're saying, if you want your religion to be better than ours, prove it.
[00:21:23.100 --> 00:21:24.100]   Give us the knowledge.
[00:21:24.100 --> 00:21:31.060]   Now, Apostle Paul could have easily, easily wiped them clean with his knowledge, because
[00:21:31.060 --> 00:21:35.700]   in Acts 22 verse 3, he says he was a direct disciple of Gamaliel.
[00:21:35.700 --> 00:21:38.060]   Gamaliel was a top scholar of Israel.
[00:21:38.060 --> 00:21:45.220]   In fact, Gamaliel is very well known outside of the Christian circle because of his scholarship.
[00:21:45.220 --> 00:21:47.940]   Some believe that he may have become a Christian, but that's not for sure.
[00:21:47.940 --> 00:21:53.100]   But for sure, it says, Apostle Paul was very, very highly educated.
[00:21:53.100 --> 00:21:59.580]   So if he wanted to, you know, he could come into any village and just wipe them clean
[00:21:59.580 --> 00:22:02.500]   just with his knowledge.
[00:22:02.500 --> 00:22:08.540]   In fact, in Acts chapter 26 verse 24, as Apostle Paul is in prison, he's standing before each
[00:22:08.540 --> 00:22:11.180]   of the leaders.
[00:22:11.180 --> 00:22:14.960]   Instead of defending himself, he starts preaching the gospel about Jesus Christ.
[00:22:14.960 --> 00:22:23.020]   So Governor Festus, recognizing who Apostle Paul says this, he says both Jews and Greeks,
