
[00:00:00.000 --> 00:00:04.840]   All right, good morning.
[00:06:21.440 --> 00:06:25.440]   And so even if you're an Armenian, you'll look back and say, "Oh, clearly God directed
[00:06:25.440 --> 00:06:26.960]   our lives in this past."
[00:06:26.960 --> 00:06:30.840]   But our problem is not past tense, it's future tense, right?
[00:06:30.840 --> 00:06:35.200]   Do we believe in the sovereignty of God in the present?
[00:06:35.200 --> 00:06:38.960]   Whatever is happening now, do you understand that a sovereign God that you worship is in
[00:06:38.960 --> 00:06:43.880]   control and that whatever happened in the past, whatever happened is in the future,
[00:06:43.880 --> 00:06:46.880]   that whatever was meant for evil, God means it for good.
[00:06:46.880 --> 00:06:52.080]   Just like it says in Romans 8.28, "God causes all things to work together for good for those
[00:06:52.080 --> 00:06:55.040]   who have been called according to his purpose."
[00:06:55.040 --> 00:06:58.000]   There's no better example of that than Joseph's life.
[00:06:58.000 --> 00:07:03.880]   Hebrews chapter 11.22 says, "By faith, Joseph, when he was dying, made mention of Exodus
[00:07:03.880 --> 00:07:06.880]   of the sons of Israel and gave orders concerning his bones."
[00:07:06.880 --> 00:07:12.840]   Now if you look at that verse, if you know anything about Joseph's life, that doesn't
[00:07:12.840 --> 00:07:16.720]   really capture Joseph's life, right?
[00:07:16.720 --> 00:07:20.680]   There's so many things that we can talk about and we're going to get to it in a minute.
[00:07:20.680 --> 00:07:24.920]   But of all the things that Joseph went through, in fact, 13 chapters of the book of Genesis
[00:07:24.920 --> 00:07:29.480]   dedicated to Joseph, 13 chapters.
[00:07:29.480 --> 00:07:34.480]   And of all the things that the author could have highlighted, he said, "When he was dying,
[00:07:34.480 --> 00:07:39.720]   he made mention of the Exodus and then about his bones."
[00:07:39.720 --> 00:07:43.600]   I'm not going to answer that until we get to the very end.
[00:07:43.600 --> 00:07:46.200]   So the point of this sermon is really going to be at the end.
[00:07:46.200 --> 00:07:50.120]   But in order to understand the impact of what he's saying here, I think it's good for us
[00:07:50.120 --> 00:07:52.680]   to understand his life.
[00:07:52.680 --> 00:07:58.320]   So if you look at the first part of Joseph's life in Genesis 37, up to 17 years of his
[00:07:58.320 --> 00:08:00.700]   life, I mean, he lived a life of bliss.
[00:08:00.700 --> 00:08:07.480]   He was the youngest child of Jacob and the scripture says that he was beloved by him.
[00:08:07.480 --> 00:08:14.360]   Imagine, he grew up in a family that was filthy rich because God blessed Jacob and he was
[00:08:14.360 --> 00:08:15.360]   loved.
[00:08:15.360 --> 00:08:20.360]   In fact, if you look at Joseph's life, there is really nothing negative mentioned about
[00:08:20.360 --> 00:08:21.360]   Joseph.
[00:08:21.360 --> 00:08:28.000]   The only negative mentioned that we see is in chapter 27, maybe verse 3, it says, "And
[00:08:28.000 --> 00:08:31.520]   Joseph brought back a bad report about them to their father."
[00:08:31.520 --> 00:08:36.640]   Meaning that as he was working out in the field, and that in and of itself isn't bad
[00:08:36.640 --> 00:08:37.640]   either.
[00:08:37.640 --> 00:08:40.380]   Maybe the brothers were cheating other people, right?
[00:08:40.380 --> 00:08:43.320]   Maybe they were doing something negative and say, "You know, my dad needs to know about
[00:08:43.320 --> 00:08:44.320]   this."
[00:08:44.320 --> 00:08:47.480]   And this is the only negative mention about Joseph.
[00:08:47.480 --> 00:08:48.480]   But he was beloved.
[00:08:48.480 --> 00:08:53.080]   The very next part says, "Now Israel loved Joseph more than all his sons because he was
[00:08:53.080 --> 00:08:57.920]   the son of his old age and made him a varicolored tunic."
[00:08:57.920 --> 00:09:01.680]   You know, that wasn't very wise of Jacob, right?
[00:09:01.680 --> 00:09:07.280]   Not only did he love him, he put on, you know, multicolor, you know, the tunic over him so
[00:09:07.280 --> 00:09:12.280]   that his brothers every time, not only were they jealous of him, he highlights him, right?
[00:09:12.280 --> 00:09:17.520]   It's almost kind of like putting, you know, like a, like fluorescent light on him so wherever
[00:09:17.520 --> 00:09:22.160]   he moves, there's that kid, right, that our dad loves more than us and he made it very
[00:09:22.160 --> 00:09:23.160]   clear.
[00:09:23.160 --> 00:09:26.760]   And so they're already jealous of him.
[00:09:26.760 --> 00:09:33.400]   And it says, 37, 4-3-8, the author of the book of Genesis wants to make it clear how
[00:09:33.400 --> 00:09:36.600]   much Joseph was hated.
[00:09:36.600 --> 00:09:40.260]   And the reason why he was hated was because he was so loved.
[00:09:40.260 --> 00:09:41.560]   Not because he did anything wrong.
[00:09:41.560 --> 00:09:46.580]   Starting from verse 4, "His brothers saw that their father loved him more than all his brothers
[00:09:46.580 --> 00:09:50.680]   and so they hated him and could not speak to him on friendly terms."
[00:09:50.680 --> 00:09:52.080]   They couldn't stand being around him.
[00:09:52.080 --> 00:09:53.080]   That's what that's saying.
[00:09:53.080 --> 00:09:54.080]   They didn't just dislike him.
[00:09:54.080 --> 00:09:55.080]   They hated him.
[00:09:55.080 --> 00:09:56.400]   They couldn't stand being around him.
[00:09:56.400 --> 00:09:58.880]   Verse 5, "Then Joseph had a dream."
[00:09:58.880 --> 00:10:03.680]   It wasn't bad enough for him to be walking around with a multicolored tunic and they
[00:10:03.680 --> 00:10:09.720]   couldn't stand his presence because for whatever reason, Jacob made it very open that that
[00:10:09.720 --> 00:10:13.640]   was his favorite child, Joseph on top of that has this dream.
[00:10:13.640 --> 00:10:15.700]   Now he doesn't, he's not making this up.
[00:10:15.700 --> 00:10:18.440]   God gave him this dream.
[00:10:18.440 --> 00:10:22.880]   But you know, if anything that it's a flaw of Joseph is he seems a little bit oblivious.
[00:10:22.880 --> 00:10:24.920]   You know what I mean?
[00:10:24.920 --> 00:10:30.080]   His brothers hate him and they're jealous of him and he has this multicolored tunic
[00:10:30.080 --> 00:10:31.280]   and he said, "Guess what?
[00:10:31.280 --> 00:10:33.880]   I had a dream."
[00:10:33.880 --> 00:10:35.680]   And he's excited to tell them about this dream.
[00:10:35.680 --> 00:10:40.660]   He said, "For behold, we were binding sheaves in the field and lo, my sheave rose up and
[00:10:40.660 --> 00:10:46.680]   also stood erect and behold, your sheaves gathered around and bowed down to my sheave."
[00:10:46.680 --> 00:10:50.920]   I don't know what he was thinking if he thought his brother was like, "What?
[00:10:50.920 --> 00:10:51.920]   That's awesome."
[00:10:51.920 --> 00:10:54.800]   Obviously, that's not what happened.
[00:10:54.800 --> 00:10:59.360]   And his brother said to him, "Are you actually going to reign over us or are you really going
[00:10:59.360 --> 00:11:00.360]   to rule over us?"
[00:11:00.360 --> 00:11:03.760]   So they hated him even more for his dreams, for his words.
[00:11:03.760 --> 00:11:04.760]   They hated him already.
[00:11:04.760 --> 00:11:05.760]   They couldn't stand him.
[00:11:05.760 --> 00:11:09.480]   They said they couldn't speak to him like normal.
[00:11:09.480 --> 00:11:13.560]   And then he tells them this dream on top of that and he said, "Man, on top of that,"
[00:11:13.560 --> 00:11:16.960]   right, he hated him even more.
[00:11:16.960 --> 00:11:18.680]   But his dream didn't stop there.
[00:11:18.680 --> 00:11:20.640]   His elevation didn't go above his brother's.
[00:11:20.640 --> 00:11:22.160]   It went above his parents.
[00:11:22.160 --> 00:11:25.720]   He has a dream where even the sun and the moon is bowing down and he tells this to his
[00:11:25.720 --> 00:11:26.720]   father.
[00:11:26.720 --> 00:11:31.520]   And his father, as much as he loved his son, he said, "Dad, are you serious?
[00:11:31.520 --> 00:11:35.320]   Not only are you going to rule over your brothers, you're going to have us bow down before you?"
[00:11:35.320 --> 00:11:38.520]   So Jacob rebukes him, but he never forgot.
[00:11:38.520 --> 00:11:43.560]   And then it says, verse 11, "His brothers were jealous of him, but his father kept this
[00:11:43.560 --> 00:11:46.020]   saying in mind."
[00:11:46.020 --> 00:11:50.800]   Even though he rebuked him, he said, "Could that possibly be from God?"
[00:11:50.800 --> 00:11:56.240]   Because Jacob knows from his own life experience, could this be from God?
[00:11:56.240 --> 00:11:59.760]   Well, you know what happens, right?
[00:11:59.760 --> 00:12:06.160]   Because Jacob was so hated, his brothers are off and taking care of the land and he's there
[00:12:06.160 --> 00:12:09.920]   by himself and his father said, "Hey, Jacob, instead of just, you know, moping around at
[00:12:09.920 --> 00:12:11.600]   home, why don't you go join your brothers?"
[00:12:11.600 --> 00:12:12.600]   And sends them off.
[00:12:12.600 --> 00:12:18.360]   So not only is Joseph oblivious, it seems like even Jacob is a little bit oblivious,
[00:12:18.360 --> 00:12:19.360]   right?
[00:12:19.360 --> 00:12:23.520]   He doesn't realize that he's sending his beloved son to his brothers who just could not stand
[00:12:23.520 --> 00:12:24.520]   him.
[00:12:24.520 --> 00:12:29.240]   So he follows and his brothers have a plan that when he comes, they wanted to actually
[00:12:29.240 --> 00:12:32.080]   kill him, not just to sell him off.
[00:12:32.080 --> 00:12:34.720]   They hated him so much, they wanted him gone.
[00:12:34.720 --> 00:12:43.960]   The only reason why Joseph survives is his oldest brother decides that it's not a good
[00:12:43.960 --> 00:12:46.320]   thing to kill our brother, shed his blood.
[00:12:46.320 --> 00:12:51.440]   So he said, "You know, I suggest that we dig a hole and put him in there," you know, with
[00:12:51.440 --> 00:12:55.880]   the plan that maybe after his brother's angers have subsided or he can come back at night
[00:12:55.880 --> 00:12:57.600]   and rescue him.
[00:12:57.600 --> 00:13:03.200]   But by the time Reuben comes back, the brothers have sold him off to the Islamites and the
[00:13:03.200 --> 00:13:10.300]   Midianites and then they end up selling him to Potiphar, the captain of the guard in Egypt.
[00:13:10.300 --> 00:13:13.080]   And that's how he ends up in Egypt.
[00:13:13.080 --> 00:13:20.280]   And so his life of misery starts after he has that dream, you know, because he was loved
[00:13:20.280 --> 00:13:26.640]   by his father, because he was targeted by God's covenant love.
[00:13:26.640 --> 00:13:31.800]   You would think that after he has this dream, the next stage of his life would be glory.
[00:13:31.800 --> 00:13:40.920]   Instead, this 17-year-old ends up oblivious, being sold into slavery, and he wakes up again
[00:13:40.920 --> 00:13:43.040]   as a 70, right?
[00:13:43.040 --> 00:13:47.160]   I can understand as an old man, you lived your life and you find out, so you're going
[00:13:47.160 --> 00:13:48.160]   to ride it out, you know?
[00:13:48.160 --> 00:13:52.120]   And that's what I noticed, that the older I get, things don't bother me as much, you
[00:13:52.120 --> 00:13:53.120]   know?
[00:13:53.120 --> 00:13:55.960]   I remember the first time the doctor told me that I shouldn't be playing basketball anymore.
[00:13:55.960 --> 00:13:56.960]   I was devastated.
[00:13:56.960 --> 00:14:03.960]   Because basketball, outside of ministry, basketball was the only other thing that I gave my life
[00:14:03.960 --> 00:14:05.240]   to, you know what I mean?
[00:14:05.240 --> 00:14:09.440]   So when they said, "No more basketball," I felt like, "I'm done.
[00:14:09.440 --> 00:14:11.080]   What am I, what else am I going to do?"
[00:14:11.080 --> 00:14:15.280]   But the older I get, bad news I get, I say, "Okay, I'll ride that out."
[00:14:15.280 --> 00:14:16.400]   You know what I mean?
[00:14:16.400 --> 00:14:20.720]   I live longer than I'm going to live, so, you know, it's okay, it's no big deal.
[00:14:20.720 --> 00:14:23.640]   But he's 17 years old.
[00:14:23.640 --> 00:14:28.520]   This guy just started his life, so even a year for him is a long period of time.
[00:14:28.520 --> 00:14:36.320]   So imagine Joseph living as the precious child of the covenant, you know, recipient, his
[00:14:36.320 --> 00:14:44.200]   father, a rich home, all of a sudden because of his hatred, wakes up as a slave, as a result
[00:14:44.200 --> 00:14:48.120]   of his dream that God gave him.
[00:14:48.120 --> 00:14:53.440]   You would think that he'd wake up just bitter and angry.
[00:14:53.440 --> 00:14:57.560]   But this is how he's described in Genesis 39 to 2 to 6.
[00:14:57.560 --> 00:14:59.840]   The Lord was with Joseph.
[00:14:59.840 --> 00:15:01.920]   What a weird thing to say.
[00:15:01.920 --> 00:15:06.920]   After being sold into slavery, after his brothers wanted to kill him, in the very next stage
[00:15:06.920 --> 00:15:10.920]   of his life as a slave, the Lord was with him.
[00:15:10.920 --> 00:15:12.840]   Who would ever think?
[00:15:12.840 --> 00:15:14.680]   Who would ever think that the Lord was with him?
[00:15:14.680 --> 00:15:18.600]   If the Lord was with him, he wouldn't be in this situation.
[00:15:18.600 --> 00:15:22.480]   If the Lord was with him, that doesn't look like glory.
[00:15:22.480 --> 00:15:25.320]   Look what he says.
[00:15:25.320 --> 00:15:30.160]   So he became a successful man and he was in the house of his master, the Egyptian.
[00:15:30.160 --> 00:15:34.360]   Now his master saw the Lord was with him and how the Lord caused all that he did to prosper
[00:15:34.360 --> 00:15:35.360]   in his hands.
[00:15:35.360 --> 00:15:40.760]   Not only was Joseph clear that the Lord was with him, even his master saw that.
[00:15:40.760 --> 00:15:44.520]   Joseph found favor in his sight and became his personal servant and he made him overseer
[00:15:44.520 --> 00:15:47.560]   over his house and all that he owned he put in his charge.
[00:15:47.560 --> 00:15:52.000]   It came about that from that time he made him overseer in his house and over all that
[00:15:52.000 --> 00:15:53.200]   he owned.
[00:15:53.200 --> 00:15:56.200]   The Lord blessed the Egyptian's house on account of Joseph.
[00:15:56.200 --> 00:16:00.680]   Because the Lord's blessing was upon all that he owned in the house and in the field.
[00:16:00.680 --> 00:16:04.780]   So he left everything he owned in Joseph's charge and with him there he did not concern
[00:16:04.780 --> 00:16:07.400]   himself with anything except the food which he ate.
[00:16:07.400 --> 00:16:13.120]   So if you look at that, it's pretty clear that the author is trying to tell us how blessed
[00:16:13.120 --> 00:16:15.560]   he was.
[00:16:15.560 --> 00:16:18.200]   Everything he touched, he was successful.
[00:16:18.200 --> 00:16:21.120]   And even his master recognized that.
[00:16:21.120 --> 00:16:27.640]   Now if you didn't know where he came from, if he was a born slave and he's being elevated
[00:16:27.640 --> 00:16:32.160]   in Potter's house, Potiphar's house, we would agree with that.
[00:16:32.160 --> 00:16:38.480]   But in the context in which he came here, who would say he was blessed?
[00:16:38.480 --> 00:16:41.440]   And I think any one of us would look at his situation and say, "Lord, if you are with
[00:16:41.440 --> 00:16:45.400]   me, get me out of here."
[00:16:45.400 --> 00:16:55.680]   See, what they meant for evil, God is working good simultaneously.
[00:16:55.680 --> 00:16:57.860]   After that you would think, "You know what?
[00:16:57.860 --> 00:16:59.200]   He went through some hardship.
[00:16:59.200 --> 00:17:00.200]   That was tough.
[00:17:00.200 --> 00:17:06.800]   He was sold as a slave but he remained faithful, therefore God elevated him and he became the
[00:17:06.800 --> 00:17:08.200]   right hand man of Potiphar."
[00:17:08.200 --> 00:17:12.360]   And this is a very rich, prominent man in Egypt.
[00:17:12.360 --> 00:17:16.880]   However, as rich as Jacob is, they're still nomads.
[00:17:16.880 --> 00:17:19.200]   They don't own any land.
[00:17:19.200 --> 00:17:24.040]   Compared to this top official in Egypt, they're still poor.
[00:17:24.040 --> 00:17:28.560]   But he became the right hand man and everything he did, he just left it all up to him.
[00:17:28.560 --> 00:17:32.120]   He said, "Oh, now the dream is being fulfilled."
[00:17:32.120 --> 00:17:34.280]   You would think that's what happens but that's not what happens.
[00:17:34.280 --> 00:17:41.400]   You know what happens in chapter 39 verse 6, Potiphar's wife gets in the picture.
[00:17:41.400 --> 00:17:44.200]   And here's his problem.
[00:17:44.200 --> 00:17:48.080]   Now Joseph was handsome in form and appearance.
[00:17:48.080 --> 00:17:51.800]   There's his problem, right?
[00:17:51.800 --> 00:17:57.520]   If you live in this fallen world, being handsome is a curse.
[00:17:57.520 --> 00:18:01.100]   So I feel bad for all of you, right?
[00:18:01.100 --> 00:18:04.400]   He said he was handsome in form and appearance.
[00:18:04.400 --> 00:18:07.680]   In form and appearance, he's not talking about just your physical appearance.
[00:18:07.680 --> 00:18:12.920]   In fact, the word for handsome, it's a generic word for being beautiful because the way we
[00:18:12.920 --> 00:18:16.760]   say handsome, we're typically talking about someone's appearance.
[00:18:16.760 --> 00:18:21.800]   But word for handsome really is more of a generic word meaning beautiful.
[00:18:21.800 --> 00:18:25.360]   And the reason why he says he was beautiful in form and appearance is like saying he was
[00:18:25.360 --> 00:18:28.160]   beautiful inside and out.
[00:18:28.160 --> 00:18:32.320]   And I remember back in college, one of the best dating advice that I got from somebody,
[00:18:32.320 --> 00:18:39.080]   he says don't look for good-looking people, look for attractive people.
[00:18:39.080 --> 00:18:44.040]   And so the difference is a good-looking person, if they're not attractive inside, eventually
[00:18:44.040 --> 00:18:46.360]   they start to look ugly.
[00:18:46.360 --> 00:18:50.400]   And then you meet somebody who's very attractive inside, eventually they start looking beautiful.
[00:18:50.400 --> 00:18:53.080]   Well, Joseph didn't have this problem.
[00:18:53.080 --> 00:18:56.280]   He said Joseph was beautiful inside and out.
[00:18:56.280 --> 00:18:58.400]   There was no flaw in this guy, right?
[00:18:58.400 --> 00:19:01.480]   No wonder everybody hated this guy, right?
[00:19:01.480 --> 00:19:04.400]   He was handsome inside and out.
[00:19:04.400 --> 00:19:11.920]   And Otterfer's wife notices this and she starts lusting after him and literally begs him to
[00:19:11.920 --> 00:19:13.480]   sleep with her.
[00:19:13.480 --> 00:19:14.480]   He resists.
[00:19:14.480 --> 00:19:17.880]   And the scripture says that she kept on doing it over and over.
[00:19:17.880 --> 00:19:24.280]   She was literally desperate and begging him and he was able to resist, right?
[00:19:24.280 --> 00:19:29.320]   Now, some people may think maybe he was resisting because her eyesight was not good.
[00:19:29.320 --> 00:19:31.600]   You know what I'm saying?
[00:19:31.600 --> 00:19:37.520]   If you don't know what I'm saying, read the previous chapters, okay?
[00:19:37.520 --> 00:19:40.920]   Maybe she wasn't that attractive, maybe her eyesight wasn't that good.
[00:19:40.920 --> 00:19:41.920]   No.
[00:19:41.920 --> 00:19:47.600]   This is Potterfer's wife, a very rich, prominent man, so I'm pretty sure that she was very
[00:19:47.600 --> 00:19:52.080]   attractive and maybe part of the reason why she was so frustrated was because she probably
[00:19:52.080 --> 00:19:53.960]   got whatever she wanted.
[00:19:54.960 --> 00:20:00.200]   Well, she gets so frustrated and she keeps going but he resists.
[00:20:00.200 --> 00:20:04.600]   And this is what Joseph says in response in verse 9.
[00:20:04.600 --> 00:20:09.120]   There's no one greater in this house than I and he has withheld nothing from me except
[00:20:09.120 --> 00:20:11.280]   you because you are his wife.
[00:20:11.280 --> 00:20:16.520]   How then could I do this great evil sin against who?
[00:20:16.520 --> 00:20:18.760]   Against God.
[00:20:18.760 --> 00:20:21.560]   Remember why he's here.
[00:20:21.560 --> 00:20:25.800]   He's here because he had that dream, because his father loved him.
[00:20:25.800 --> 00:20:30.400]   And so you would think that he'd be bitter and angry, right?
[00:20:30.400 --> 00:20:34.920]   Even though he's been elevated, he says he's still concerned because of his loyalty to
[00:20:34.920 --> 00:20:38.320]   his master and his loyalty to his God.
[00:20:38.320 --> 00:20:40.040]   He said, "I can't do this to you."
[00:20:40.040 --> 00:20:47.080]   Remember, he's a young man just like any other young man with a pretty powerful wife and
[00:20:47.080 --> 00:20:51.200]   his life would have been even easier, right?
[00:20:51.200 --> 00:20:54.680]   He's a captain of the bodyguard, you know, the pharaoh's bodyguard.
[00:20:54.680 --> 00:20:58.520]   My guess is that guy's probably never home, right?
[00:20:58.520 --> 00:21:04.560]   His life, he's already on the top of the hill and he can have whatever he wants but instead
[00:21:04.560 --> 00:21:09.560]   because of his loyalty, because of his righteousness, he gets targeted.
[00:21:09.560 --> 00:21:10.560]   And you know the story.
[00:21:10.560 --> 00:21:15.200]   Potiphar's wife gets so frustrated and then she makes up a story that this Hebrew came
[00:21:15.200 --> 00:21:17.880]   and raped me and Potiphar hears about it.
[00:21:17.880 --> 00:21:24.720]   And because of his righteousness, because of his loyalty, he ends up going to prison.
[00:21:24.720 --> 00:21:27.600]   But look what it says about him being in prison.
[00:21:27.600 --> 00:21:32.640]   Verse 21, "But the Lord was with Joseph and extended kindness to him."
[00:21:32.640 --> 00:21:33.640]   How can you write that?
[00:21:33.640 --> 00:21:37.800]   I mean, I understand, okay, the first one, we'll sweep that under the rug.
[00:21:37.800 --> 00:21:39.520]   I don't get it, but how can he do that?
