
[00:00:00.000 --> 00:00:12.000]   As a reminder, next week, David Rims and Mike Tang's group is doing snacks.
[00:02:26.000 --> 00:02:28.000]   Okay, meaning the world.
[00:02:28.000 --> 00:02:35.000]   Okay, alright, so in chapter 26 and 27 when it's talking about the lofty city, it's basically talking about the world.
[00:02:35.000 --> 00:02:36.000]   Right.
[00:02:36.000 --> 00:02:40.000]   And so keep that in mind as we're going through it, that this is what he's referring to.
[00:02:40.000 --> 00:02:44.000]   He's not talking about necessarily one particular nation, but the world itself.
[00:02:44.000 --> 00:02:48.000]   Okay.
[00:02:48.000 --> 00:02:51.000]   What is said of those who trust in the Lord?
[00:02:51.000 --> 00:02:53.000]   Right.
[00:02:53.000 --> 00:02:56.000]   He said those who trust in the Lord will have perfect peace.
[00:02:56.000 --> 00:03:04.000]   They'll have their mind set on him and they will have perfect peace.
[00:03:04.000 --> 00:03:08.000]   Again, these are pretty straightforward answers, so I'm going to go pretty quickly.
[00:03:08.000 --> 00:03:19.000]   So if you notice that and you may have noticed already, but as you're studying through the Old Testament, you find that the word trusting in God and obeying God is used interchangeably.
[00:03:19.000 --> 00:03:20.000]   Right.
[00:03:20.000 --> 00:03:29.000]   We discuss a lot, especially as we've been in the Book of Romans, like what is faith, what is works and how does that work together?
[00:03:29.000 --> 00:03:35.000]   But in the Old Testament, trusting God, believing in God, obeying God, all is used interchangeably.
[00:03:35.000 --> 00:03:43.000]   In fact, if you think about it, in any other walk of life, faith and works is just assumed.
[00:03:43.000 --> 00:03:44.000]   Right.
[00:03:44.000 --> 00:03:52.000]   If you believe something, you just assume that there's going to be action that's going to follow because your belief is what's going to cause you to do something or not do something.
[00:03:52.000 --> 00:03:53.000]   Right.
[00:03:53.000 --> 00:03:56.000]   So even when it comes to our saving faith, we have this discussion.
[00:03:56.000 --> 00:03:57.000]   Is it by faith?
[00:03:57.000 --> 00:03:58.000]   Is it by works?
[00:03:58.000 --> 00:04:01.000]   Because because of the specific language in the New Testament.
[00:04:01.000 --> 00:04:08.000]   But in the Old Testament, when I'm talking about trusting Lord, he's not talking simply talking about those people who have certain feelings toward God.
[00:04:08.000 --> 00:04:09.000]   Right.
[00:04:09.000 --> 00:04:12.000]   It's used interchangeably.
[00:04:12.000 --> 00:04:17.000]   Again, when we talk about peace, the Hebrew word for peace is Shalom.
[00:04:17.000 --> 00:04:20.000]   And that's the term that they use to greet each other.
[00:04:20.000 --> 00:04:27.000]   Again, when I went to Romania, Romania, they use a form of that the Christians would greet each other and they say Pache.
[00:04:27.000 --> 00:04:29.000]   Pache basically means peace.
[00:04:29.000 --> 00:04:30.000]   Right.
[00:04:30.000 --> 00:04:38.000]   And so that's the way they greeted each other, because to a Jew, Shalom, the peace of God was what they were constantly pursuing.
[00:04:38.000 --> 00:04:46.000]   So when Paul says in the New Testament, grace and peace to you, his first generation of believers would have understood that as Shalom,
[00:04:46.000 --> 00:05:01.000]   because Shalom has such a huge part in the Jewish history and their their religion that they understood that God Shalom meant that they would have the Lord's blessing in everything that you just like it says in Psalm chapter one.
[00:05:01.000 --> 00:05:04.000]   So when we when he talks about that, you will have perfect peace.
[00:05:04.000 --> 00:05:10.000]   The meaning behind the peace is like just the way we say, oh, we don't have anxiety and we feel OK.
[00:05:10.000 --> 00:05:13.000]   The peace to a Jew meant that everything was good.
[00:05:13.000 --> 00:05:16.000]   Right. Your family, your future, everything is in God's hands.
[00:05:16.000 --> 00:05:20.000]   So he says those who put their trust in him, you will have perfect peace.
[00:05:20.000 --> 00:05:23.000]   You will have that Shalom that the whole nation's been seeking.
[00:05:23.000 --> 00:05:31.000]   Right. So what are the people of God called to do and why?
[00:05:31.000 --> 00:05:36.000]   Right. But to put our trust in him.
[00:05:36.000 --> 00:05:43.000]   The reason for the trust, because God is a God is mightier than those who seem to be strong.
[00:05:43.000 --> 00:05:45.000]   He is an everlasting rock. Right.
[00:05:45.000 --> 00:05:49.000]   Those that harass Israel and those that Israel is previously feared will be destroyed.
[00:05:49.000 --> 00:05:54.000]   In other words, all that confidence that you put into other things. Right.
[00:05:54.000 --> 00:05:57.000]   All the fear that you have, that God is going to conquer all of them.
[00:05:57.000 --> 00:06:05.000]   So it doesn't make sense to put your trust in anything else but to him.
[00:06:05.000 --> 00:06:13.000]   Again, so a lot of these things are pretty straightforward. So I'm going to go pretty quickly.
[00:06:13.000 --> 00:06:17.000]   All right. So this second section we go into. Right.
[00:06:17.000 --> 00:06:20.000]   What does it mean for the righteous to have level path?
[00:06:20.000 --> 00:06:31.000]   OK, so starting from here again, when you look at that text, his main point behind it is attitude of God's people in the midst of judgment.
[00:06:31.000 --> 00:06:38.000]   OK, so I don't have anything for you to write down on there, but that's basically the underlying theme behind all of this, that they're being judged.
[00:06:38.000 --> 00:06:41.000]   But in the midst of this, they're singing praises to God. Right.
[00:06:41.000 --> 00:06:47.000]   So you would think that people who are under the under the judgment of God will be begging for mercy.
[00:06:47.000 --> 00:06:51.000]   Right. Or crying out to God or like, why is this happening? Questioning God.
[00:06:51.000 --> 00:06:57.000]   Instead, in the midst of this judgment, the people of God are recognizing his glory.
[00:06:57.000 --> 00:07:06.000]   And they're singing praises to him. So he says that the righteous, the Lord will make his path straight.
[00:07:06.000 --> 00:07:12.000]   The meaning behind two, the two things when it says to level to the righteous will have level path.
[00:07:12.000 --> 00:07:18.000]   One, again, to a Jew, we talk about level path.
[00:07:18.000 --> 00:07:24.000]   It has direct reference to the cities of refuge. Right.
[00:07:24.000 --> 00:07:28.000]   Again, how many of you remember the cities of refuge in the Old Testament?
[00:07:28.000 --> 00:07:37.000]   Right. OK, a few of you. Cities of refuge in the Old Testament is a huge theme because so much of the New Testament language is directly linked to the cities of refuge.
[00:07:37.000 --> 00:07:44.000]   So next time you are reading through the Old Testament, I encourage you guys, when you come to the cities of refuge, because it's not just in one passage,
[00:07:44.000 --> 00:07:48.000]   his numbers, it's in it's in Joshua, it's all over the New Testament.
[00:07:48.000 --> 00:08:00.000]   And then if you really started and go back to the New Testament, you'll see so much of the language talking about Jesus being our refuge, a level path, the righteous fleeing to the father.
[00:08:00.000 --> 00:08:04.000]   All of this is tied to this, this teaching of the cities of refuge.
[00:08:04.000 --> 00:08:13.000]   So this level path to a Jew in Israel, the best roads like in Rome, you know, I said all the roads lead to what?
[00:08:13.000 --> 00:08:29.000]   To Rome. In Jerusalem, all the best roads lead to the cities of refuge, because part of the teaching in the Old Testament was that they would establish six different cities, all cities that were occupied by the Levites.
[00:08:29.000 --> 00:08:43.000]   And so if somebody killed somebody accidentally, right, and then they would have a man called the avenger of blood, basically a close kin who's trying to avenge, you know, the brother or sister, whoever that they killed accidentally.
[00:08:43.000 --> 00:08:50.000]   And so they created the cities of refuge for somebody. Again, I don't know how often this would happen, right?
[00:08:50.000 --> 00:09:00.000]   How often somebody would kill somebody accidentally and a kin would want to kill them. So they made all this road and then they built these cities all just spread out.
[00:09:00.000 --> 00:09:07.000]   So anywhere in Israel, you would be able to see a city of refuge because they would be on top of a hill.
[00:09:07.000 --> 00:09:11.000]   And then the best roads in Israel would always lead to the cities of refuge. Right.
[00:09:11.000 --> 00:09:21.000]   So if you read that and say, well, you know, how often does this happen that they would dedicate this much time, this much energy to build this, right?
[00:09:21.000 --> 00:09:31.000]   And it really wasn't because there was such a great need. This happened all the time. It really was to again, it was a foreshadow of what Christ was going to do. Right.
[00:09:31.000 --> 00:09:42.000]   So especially in the book of Hebrew, when you read the language about Jesus being the refuge, he's a high priest who covers over us, that all of this language is directly linked to the cities of refuge.
[00:09:42.000 --> 00:09:58.000]   So I'm not going to get into too deep into that right now, but that's where this level path, that's the first understanding of it, is that level path means one of the meaning behind it, that they would have understood it, is the quickest and the fastest and the safest way to get to the city of refuge.
[00:09:58.000 --> 00:10:09.000]   Okay. So he says the righteous there, he's going to make their path level. And then the second meaning, obviously, behind that is that they're not going to have anything to stumble over. Right.
[00:10:09.000 --> 00:10:18.000]   Now, this city of refuge was not meant for the guilty. In fact, when they ran to the city of refuge, they would actually have a trial.
[00:10:18.000 --> 00:10:32.000]   And then if they found him to be innocent, they would allow him to be in the city under the protection of the high priest so that avenger of blood who was chasing him would have to wait outside and said, no, we found him to be guilty.
[00:10:32.000 --> 00:10:45.000]   And then so he would have to go back home. But he was found to be guilty. He would not be let into the city. Right. So the innocent would run to the city. And so the quickest path to get there would be this road.
[00:10:45.000 --> 00:11:00.000]   Okay. Now, obviously, this points to the coming of Christ and us being us being declared innocent by the blood of Christ. So every person who has received the atonement of Christ will be declared innocent because of Christ.
[00:11:00.000 --> 00:11:15.000]   So, again, this is one thing that is years if you're studying through the Old Testament and you come into one of those passages, I highly encourage you take some time to look deeply into it, because there's so much imagery of the gospel in the in that that teaching of the cities of refuge.
[00:11:15.000 --> 00:11:34.000]   Okay. What we desire of his people be at the conclusion of the judgment. Okay. So in the midst of the judgment, people of God remember and desire him all the more. Right. Instead of being angry. Remember, they're being judged, too.
[00:11:34.000 --> 00:11:54.000]   It's not just the world. It's God's people. God is allowing them to go through all this. They're being judged. But at the end, they will desire him all the more. Right. That's what the passage says. The judgment here isn't referring to the word or law of God. It's not like God's discerning right or wrong. It's actually talking about the wrath of God being revealed.
[00:11:54.000 --> 00:12:11.000]   Right. So in the punishment of God, it's a revelation of his glory. It reminds of his and reveals his glory. Right. And I think we talked about this a couple of weeks ago. Typically, when we think about God's glory, we think about his grace, his love, his mercy.
[00:12:11.000 --> 00:12:38.000]   But glory basically means to magnify who he is. Right. So he is glorified even in the revelation of hell. He is glorified in his judgment because everything that he says and everything he does is who he is. Right. So the passage that we're looking at is even in the midst of wrath, people see his righteousness. Right. And they say they give him glory.
[00:12:38.000 --> 00:13:01.000]   And what does the righteousness or judgment of God teach the world? Right. It produces yearning and great passion for God, for God's people. Right. So what is the judgment? What does it produce for the people of God? A greater passion.
[00:13:01.000 --> 00:13:15.000]   Right. So those whose hearts are set on him and that even in the midst of God disciplining. Right. It produces great passion.
[00:13:15.000 --> 00:13:32.000]   It says in distress, they sought you, they poured out and whispered prayer when your discipline was upon them. You know, what's interesting is that, you know, oftentimes we look at our circumstances and certain things happen and then we say, well, we were like that because these things happen. Right.
[00:13:32.000 --> 00:13:48.000]   And we typically think that, oh, if we switch situation, if that didn't happen, if that person wasn't in my life. But the strange thing is you can have the exact same event. One person comes out praising God, thanking God, and they become a stronger Christian and they cling to God. The other person runs from God.
[00:13:48.000 --> 00:14:07.000]   Right. Exact same event. Exact same thing. So what causes that person to take to take a step back and say, well, God was really there, you know, and it's equally painful. But why does one person respond to that, giving God the glory and the other person come out of that and saying, like, I will never trust God again.
[00:14:07.000 --> 00:14:25.000]   Right. And same thing with the preaching of the gospel. Gospel is preaching. Why does one person get angry and the other person fall in love? Right. So here it says God's people, the people that God has elected and calling to himself, that even in the midst of judgment, they will see his glory and they will be attracted to him.
[00:14:25.000 --> 00:14:46.000]   But for those who are not, it says it teaches the wicked about righteousness, that there is a judge. Right. Again, even to the world is common grace. That reminds people that there is justice, that there is righteousness. Right.
[00:14:46.000 --> 00:14:57.000]   So without judgment, there's more chaos and lawlessness. Remember, we talked about that the second use of the law. Remember the three different uses of the law.
[00:14:57.000 --> 00:15:14.000]   Anybody remember this wasn't from here, this from the sermon. The first one is the one that we are aware, that's not the first one. It's a revelation of who he is. Right. His laws teach us about who he is. Right.
[00:15:14.000 --> 00:15:28.000]   Second use of the law is to restrain wickedness. Right. He uses the government to bring authority to punish wickedness. Third use of the law is to convict us of sin. Right.
[00:15:28.000 --> 00:15:52.000]   So this is the second use of the law. What is Isaiah's confidence in the Lord? His main confidence is that the Lord is with him. Right. Even as he sees judgment coming, he says, let's see, verse 12.
[00:15:52.000 --> 00:16:04.000]   Oh, Lord, you will be you ordain peace for us, for you have indeed done for us all our works. Oh, Lord, our God, other lords beside you have ruled over us, but your name alone we bring to remembrance.
[00:16:04.000 --> 00:16:16.000]   They are dead. They will not live. They are shades. They will not arise. So, again, this is at the end. Right. How Israel has relied upon Syria at times, the Egypt or Babylonians or the Persians.
[00:16:16.000 --> 00:16:31.000]   But in the end, all of them. Right. So remember, this judgment is not talking about a particular period. It's all at the end. Right. So the people of God are looking at all of this and everything that we put confidence in eventually erodes and becomes nothing. Right.
[00:16:31.000 --> 00:16:45.000]   So if there's any benefit of getting older, other than we're soon sooner we're going to go to heaven. Right. If there's any benefit of getting older as a Christian is that you see, we get to visually see an experience that everything that we have.
[00:16:45.000 --> 00:16:56.000]   We've had confidence in. Eventually you lose confidence. And, you know, one of the things that, you know, Pastor Mark and I, we took a trip up north and, you know, one of the conversations that we were having.
[00:16:56.000 --> 00:17:11.000]   And it was about this subject, you know, how after all these years, you know, like we're talking about the vision for the church and all this stuff. And and I was just telling him, like, you know, I did a survey of what disciple I saw this on Facebook.
[00:17:11.000 --> 00:17:20.000]   So I thought it was interesting what disciple I would be. I almost always comes out, come out as Peter. Right. Like I'm going to do it. I'm going to, you know, I'll die for you like that.
[00:17:20.000 --> 00:17:32.000]   I always come out as Peter. But this time I haven't done that a long time. I this time I did it. It came out as Thomas that I'm close to Thomas. And Esther was surprised.
[00:17:32.000 --> 00:17:43.000]   I wasn't surprised because I become much more cynical than I than I was before. It's kind of like, yeah, right. I've lost all confidence in mankind.
[00:17:43.000 --> 00:17:49.000]   All confidence in mankind. And then we were talking about the church, about the vision and all this and all this.
[00:17:49.000 --> 00:17:59.000]   And it's after all these years, it's kind of hard not to be cynical because you've seen everything, including yourself, including your drive, including your your will to do something.
[00:17:59.000 --> 00:18:09.000]   And then after failing and after being disappointed left and right, that in the end, my confidence in man, human structure will it's not there anymore.
[00:18:09.000 --> 00:18:18.000]   Right. It's not it's not dead, but it's nothing like it was before. Right. But in the midst of that, my confidence in God is much stronger.
[00:18:18.000 --> 00:18:28.000]   Right. Because I've seen the disappointment because it's been disappointing and and I've been let down so many times that in the midst of that, that God is still faithful.
[00:18:28.000 --> 00:18:36.000]   That it makes his faithfulness and his righteousness and his mercy that much greater, you know, because you see all of that.
[00:18:36.000 --> 00:18:42.000]   I don't I just don't have confidence. So I become a lot more like Thomas, you know, than I than I am, Peter.
[00:18:42.000 --> 00:18:51.000]   I don't know if that's a good thing, but that's that's what came out. So it kind of reminded me of this, you know, like in the midst of all of this,
[00:18:51.000 --> 00:18:55.000]   that basically saying like, oh, we had confidence in our walls. We had confidence in these people.
[00:18:55.000 --> 00:19:02.000]   We had confidence in horses. We had confidence in in other soldiers. But in the end, all of them are gone. Right.
[00:19:02.000 --> 00:19:11.000]   Only you remained. So Isaiah and the Israelites confidence is that they knew that he was with them, even in the midst of judgment.
[00:19:11.000 --> 00:19:18.000]   Right. Their confidence was that's our Lord. And that was the difference between them and the world.
[00:19:18.000 --> 00:19:23.000]   And that's why for Christians, assurance of salvation is important. It is important.
[00:19:23.000 --> 00:19:27.000]   You know, Paul, not Paul, but John, he writes in First John.
[00:19:27.000 --> 00:19:35.000]   You know, he kind of breaks down like this is what a Christian looks like. And if you're not this, you don't have you don't have salvation.
[00:19:35.000 --> 00:19:39.000]   But at the end of the letter, he says, I write these things to you so that you may know that you have eternal life.
[00:19:39.000 --> 00:19:44.000]   His whole point is not it wasn't to shake up Christians and say, maybe you're not a Christian.
[00:19:44.000 --> 00:19:51.000]   The point of questioning them is is so that by examining that the end conclusion would be, no, you are a Christian.
[00:19:51.000 --> 00:19:58.000]   Right. So therefore, you should be living this way. Right. But his conclusion was not to put doubt in them.
[00:19:58.000 --> 00:20:04.000]   It's actually to was to confirm. Right. But make sure that the confirmation wasn't superficial.
[00:20:04.000 --> 00:20:15.000]   It wasn't just like a placebo, but it was real. Right. So, again, whole confidence, even in the midst of all of this, if he wasn't your Lord, all you would see is judgment.
[00:20:15.000 --> 00:20:23.000]   Right. But as a child of God, you know that all this has a purpose. Again, he says his confidence is not in himself.
[00:20:23.000 --> 00:20:29.000]   He said it wasn't us. It was you. You did all of this. We didn't conquer enemies.
[00:20:29.000 --> 00:20:44.000]   Right. We didn't provide for ourselves. We didn't persevere. You're the one who did all of this.
[00:20:44.000 --> 00:20:49.000]   The way he says in 1718, before talking to the Lord, their suffering was like birth pangs of a woman.
[00:20:49.000 --> 00:20:57.000]   You know, the Bible uses that all the time to talk about pain that you cannot escape.
[00:20:57.000 --> 00:21:06.000]   Right. I have no experience, so, you know, I'll just leave it at that. But the Bible and I don't want to scare the ones who don't have experience yet.
[00:21:06.000 --> 00:21:12.000]   But the Bible often use that. And I think about like there's a lot of different pains you can describe.
[00:21:12.000 --> 00:21:18.000]   Right. You break your leg, get stabbed. It's like, you know, the end time is going to be like when you get stabbed or something.
[00:21:18.000 --> 00:21:28.000]   Something that men can relate to. Right. But I feel like maybe the reason why one is sudden and you can't escape it.
[00:21:28.000 --> 00:21:35.000]   And the reason but the result of it is the birth pains are not bad.
[00:21:35.000 --> 00:21:43.000]   In the end, pain itself is bad. Right. But it's meant to produce life. And that's that's what you see in this whole section.
[00:21:43.000 --> 00:21:51.000]   The whole section is God is bringing the pain. Yes, there's pain. Right. But he's refining. And in the end, he's going to build the city of God.
[00:21:51.000 --> 00:21:58.000]   Right. So what he's saying here is that when we did this, when we were going through stuff, when we were striving at the end, what is it?
[00:21:58.000 --> 00:22:08.000]   It was like giving birth to wind, meaning it produced nothing. When we did it by our effort, when we tried, when we when we did it, he said, in the end,
[00:22:08.000 --> 00:22:23.000]   you went through all that pain and it produced nothing. Right. But when God brings it, when God brings judgment and God brings suffering, it produces life. Right.
[00:22:23.000 --> 00:22:29.000]   So what does Isaiah counsel his people to do when the Lord begins his judgment?
[00:22:29.000 --> 00:22:38.000]   Says to shut your doors until fury has passed. Some of you guys know, some of you guys don't know.
[00:22:38.000 --> 00:22:44.000]   I kind of lean toward post trip. So you guys may think I'm a heretic.
[00:22:44.000 --> 00:22:53.000]   I when I read the scripture, at least my perspective is I think the church is going to go through tribulation.
[00:22:53.000 --> 00:22:59.000]   Right. Does that scare you? All right. Just just so you don't think like, oh, I'm a heretic.
[00:22:59.000 --> 00:23:07.000]   John Piper believes that. Who's the other guy? Systematic theology.
[00:23:07.000 --> 00:23:14.000]   Wayne Grudem believes that I'll give you I'll drop some other names so you don't you don't think I'm a heretic. OK.
[00:23:14.000 --> 00:23:24.000]   But again, in this passage, it tells about how that while it's coming, you know, you protect yourself because it's going to pass.
[00:23:24.000 --> 00:23:31.000]   Who were the Lord punishing that day? Leviathan.
[00:23:31.000 --> 00:23:38.000]   Clear reference to Satan, serpent, dragon. These are all metaphors used of the devil.
[00:23:38.000 --> 00:23:45.000]   So, again, the judgment here is not just talking about one. It's talking about the whole world.
[00:23:45.000 --> 00:23:50.000]   The city is reference to the world itself and how the god of this age is Satan. Right.
[00:23:50.000 --> 00:24:06.000]   So it's talking about the final judgment. We know that Leviathan is identified with a serpent.
[00:24:06.000 --> 00:24:20.000]   Now, why a serpent? What is it about a serpent that God is trying to teach us something about our enemy?
[00:24:20.000 --> 00:24:25.000]   Whenever the Bible uses the term serpent, what does he use it as a reference to?
[00:24:25.000 --> 00:24:38.000]   A couple of things. Well, I'm not here to serve it. It's not a straight forward.
[00:24:38.000 --> 00:24:44.000]   Just by nature of physicality, it's the opposite of the street.
[00:24:44.000 --> 00:24:53.000]   So if the Lord's going to make straight the way of righteousness, then that path is very different than a winding path.
[00:24:53.000 --> 00:25:03.000]   And a serpent only travels winding. So he's contrasting the reality of the winding is the non straightness of the serpent.
[00:25:03.000 --> 00:25:11.000]   The scripture always describes the enemy's attack as a scheme of the devil. Right.
[00:25:11.000 --> 00:25:37.000]   You mean a serpent?
[00:25:37.000 --> 00:25:49.000]   A garden of Eden?
[00:25:49.000 --> 00:25:54.000]   I just assumed that they would know.
[00:25:54.000 --> 00:26:00.000]   That's not an answer. I'm just that's just what I thought.
[00:26:00.000 --> 00:26:05.000]   What else? What are some other scheming?
[00:26:05.000 --> 00:26:11.000]   How does Jesus use innocent as dove?
[00:26:11.000 --> 00:26:16.000]   Kind, cunning, I thought you said kind.
[00:26:16.000 --> 00:26:19.000]   Yeah, it doesn't fit at all.
[00:26:19.000 --> 00:26:23.000]   Cunning, scheming. Yeah.
[00:26:23.000 --> 00:26:30.000]   So, I mean, we may be adding, but you know that when we think about a serpent is conniving, it's always hidden.
[00:26:30.000 --> 00:26:32.000]   Right. But it's also very dangerous. Right.
[00:26:32.000 --> 00:26:37.000]   I know there's not venomous. Right. But the venomous ones, you know, you wouldn't get bit.
[00:26:37.000 --> 00:26:41.000]   They're not fast enough to bite you. They're always hiding. And then they they pop out.
[00:26:41.000 --> 00:27:05.000]   I was also thinking like snakes typically tend to kill their prey when they're sleeping, they're injured, distracted by something else. And there's all different kinds of snakes, but they can kill you so many different ways. Sometimes eat you, poison you, strangle you, hang you upside down.
[00:27:05.000 --> 00:27:11.000]   That's a less common one.
[00:27:11.000 --> 00:27:15.000]   Sounds like a dissertation paper right there.
[00:27:15.000 --> 00:27:21.000]   If you get a, if you ever get a THM, that's your dissertation paper.
[00:27:21.000 --> 00:27:28.000]   50 different ways Satan can kill you.
[00:27:28.000 --> 00:27:37.000]   So, I mean, it's interesting. I think it is worth like meditating and thinking about because, you know, our attack is never straight at you.
[00:27:37.000 --> 00:27:42.000]   Right. The things that hurt us the most are the things that come at us that we don't expect.
[00:27:42.000 --> 00:27:50.000]   And we would say like, oh, you know, I can take it from the world, but not from here, not from them, not from my friends, not from my family.
[00:27:50.000 --> 00:27:54.000]   It usually comes in areas that you don't think about. And that's where we're the most vulnerable.
[00:27:54.000 --> 00:28:01.000]   Right. Because we don't expect it. And so the Bible always describes him as cunning, scheming. Right.
[00:28:01.000 --> 00:28:09.000]   And so we need to stay alert. And if we're not spiritually sober when these things happen, we don't we don't think of this as like satanic or spiritual attack.
[00:28:09.000 --> 00:28:14.000]   We just think of, you know, people stink. You know what I mean?
[00:28:14.000 --> 00:28:21.000]   And then you don't you don't really engage spiritually. You just allow yourself to give yourself into it. Right.
[00:28:21.000 --> 00:28:27.000]   We know that the serpent is always resisting God. It says it's fleeing, twisting. Right.
[00:28:27.000 --> 00:28:43.000]   Has the idea of coiling, resisting God. And then ultimately the destiny is destruction by the Lord. Right.
[00:28:43.000 --> 00:28:52.000]   How is Israel's judgment different from the nations that struck it?
[00:28:52.000 --> 00:29:01.000]   They said the Lord dealt with them with thorns and breast.
[00:29:01.000 --> 00:29:08.000]   OK, well, seven through nine, basically, it says that the Lord does not deal with Israel the same way he dealt with the rest of the nations.
[00:29:08.000 --> 00:29:18.000]   Right. That God crushed them. But Israel will not be crushed.
[00:29:18.000 --> 00:29:27.000]   So even though he brings judgment upon them because of their sins, the Lord is pleading to make peace, to make peace. Right.
[00:29:27.000 --> 00:29:35.000]   And ultimately, just like the birth pains, the pains may be difficult, but ultimately it's going to bear fruit.
[00:29:35.000 --> 00:29:40.000]   The image of Israel putting forth shoots and being fruitful, putting forth shoots, meaning that it was cut down.
[00:29:40.000 --> 00:29:48.000]   It only had a stump. Remember, we talked about that in the previous passages where the Messiah is going to come as a branch that comes from a stump.
[00:29:48.000 --> 00:29:58.000]   Right. Everybody thinks instead, but it's going to come back alive. And so we see again, that's why this is not a mandated in church.
[00:29:58.000 --> 00:30:11.000]   So you have to believe, be a dispensationalist. But again, you know, if you've been in our church long enough, you know that we believe, at least in the leadership, that Israel will be restored in some form.
[00:30:11.000 --> 00:30:17.000]   Right. And I don't know specifically how, but again, when we look at Scripture, it seems like it points to that.
[00:30:17.000 --> 00:30:24.000]   Unless you interpret all of this as a church, which we don't. Church is a partial fulfillment of that.
[00:30:24.000 --> 00:30:40.000]   But ultimate fulfillment is going to be the nation of Israel. And then he says at the end of the judgment, life still comes after judgment for his people.
[00:30:40.000 --> 00:30:47.000]   Though God strikes strikes Israel for their sins, he does not carry out the severity as he does to the pagan nations.
[00:30:47.000 --> 00:30:55.000]   Turn with me to Romans chapter 11. Turn quickly to Romans chapter 11. So if you have your Bibles, turn to Romans chapter 11.
[00:30:55.000 --> 00:31:08.000]   Eventually we're going to get here, but Romans chapter 9 through 11 is what convinced me that God is not done with Israel.
[00:31:08.000 --> 00:31:19.000]   Can somebody with a loud voice read chapter 11 verses 1 through 10, I guess?
[00:31:19.000 --> 00:31:39.000]   I asked them, has God rejected his people by no means for I myself in an Israelite? The son of Abraham, a member of the tribe of Benjamin. Has God rejected his people for you? Do you not know what the Scripture says of Elijah? How he appealed to God against Israel?
[00:31:39.000 --> 00:31:55.000]   For they have killed the prophets, they have demolished your altars, and I alone am left, and they seek my life. But what is God's reply to him? I have kept myself seven thousand men who have not vowed to me to abandon.
[00:31:55.000 --> 00:32:06.000]   So too at present time there is a remnant chosen by grace, but if it is by grace it is no longer on the base of the supports. Otherwise grace will no longer be grace.
[00:32:06.000 --> 00:32:18.000]   What then? Israel failed to obtain what it was seeking. They left, obtained it, but the rest were hardened as it is written. God gave them a spear with a knife.
[00:32:18.000 --> 00:32:37.000]   Stupor. I saw what I see and hear what I hear. Down to the very day. And David says, let their table become a snare and a trap, a stumbling block and a retribution for them. Let their eyes be darkened so that they cannot see and bend their backs for it.
[00:32:37.000 --> 00:32:51.000]   Okay. So if you read chapter 11 it sounds a lot like what he's saying about Israel here, right? That they're going through periods of judgment, but at the end of that he's going to reawaken them and a shoot's going to come out and they're going to start to bear fruit again.
[00:32:51.000 --> 00:33:05.000]   Right? And so again, when I was studying through Romans chapter 9 through 11, the whole discussion in Romans is what about the Jews? If the Jews have been given the law and for hundreds of years they thought that that was going to make them right with God,
[00:33:05.000 --> 00:33:19.000]   and they said, no, that doesn't make you right with God. You're under condemnation just like the Gentiles. Right? That's the whole discussion all the way to chapter 9. And then he says, well, if that's the case, then who are we? We thought we were God's people. Is God done with Israel?
