
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[00:18:31.160 --> 00:18:37.160]   Freely bestowed on all who believe,
[00:18:37.160 --> 00:18:43.160]   You who are longing to see His face,
[00:18:43.160 --> 00:18:49.160]   Will you this moment His grace receive?
[00:18:49.160 --> 00:18:55.160]   Grace, grace, God's grace,
[00:18:55.160 --> 00:19:01.160]   Grace that will pardon and cleanse within.
[00:19:01.160 --> 00:19:07.160]   Grace, grace, God's grace,
[00:19:07.160 --> 00:19:13.160]   Grace that is greater than all I say.
[00:19:13.160 --> 00:19:24.160]   [Guitar playing]
[00:19:24.160 --> 00:19:30.160]   Dark is the stain that we cannot hide,
[00:19:30.160 --> 00:19:36.160]   What can avail to wash it away?
[00:19:36.160 --> 00:19:42.160]   Look, there is flowing a crimson tide,
[00:19:42.160 --> 00:19:48.160]   Wider than snow you may be today.
[00:19:48.160 --> 00:19:54.160]   Grace, grace, God's grace,
[00:19:54.160 --> 00:20:00.160]   Grace that will pardon and cleanse within.
[00:20:00.160 --> 00:20:06.160]   Grace, grace, God's grace,
[00:20:06.160 --> 00:20:12.160]   Grace that is greater than all I say.
[00:20:12.160 --> 00:20:18.160]   Grace that is greater than all I say.
[00:20:24.160 --> 00:20:38.160]   [Guitar playing]
[00:20:38.160 --> 00:20:45.160]   O Lord, my rock and my redeemer,
[00:20:45.160 --> 00:20:53.160]   The greatest treasure of my longing soul,
[00:20:53.160 --> 00:21:00.160]   My God, like you there is no other,
[00:21:00.160 --> 00:21:08.160]   A true delight is found in you alone.
[00:21:08.160 --> 00:21:15.160]   Your grace, well too deep to fathom,
[00:21:15.160 --> 00:21:23.160]   Your love exceeds the heavens' reach,
[00:21:23.160 --> 00:21:29.160]   Your truth a fount of perfect wisdom,
[00:21:29.160 --> 00:21:37.160]   My highest good and my unending need.
[00:21:37.160 --> 00:21:48.160]   [Guitar playing]
[00:21:48.160 --> 00:21:55.160]   O Lord, my rock and my redeemer,
[00:21:55.160 --> 00:22:03.160]   Strong defender of my weary heart,
[00:22:03.160 --> 00:22:10.160]   My sword to fight the cruel deceiver,
[00:22:10.160 --> 00:22:18.160]   And my shield against his hateful dots.
[00:22:18.160 --> 00:22:25.160]   My song when enemies surround me,
[00:22:25.160 --> 00:22:32.160]   My hope when tides of sorrow rise,
[00:22:32.160 --> 00:22:38.160]   My joy when trials are abounding,
[00:22:38.160 --> 00:22:46.160]   Your faithfulness my refuge in the night.
[00:22:46.160 --> 00:22:58.160]   [Guitar playing]
[00:22:58.160 --> 00:23:04.160]   O Lord, my rock and my redeemer,
[00:23:04.160 --> 00:23:12.160]   Gracious savior of my ruined life,
[00:23:12.160 --> 00:23:19.160]   My guilt and cross laid on your shoulders,
[00:23:19.160 --> 00:23:27.160]   In my place you suffered, bled, and died.
[00:23:27.160 --> 00:23:34.160]   You rose, the grave and death are conquered,
[00:23:34.160 --> 00:23:40.160]   You broke my bonds of sin and shame.
[00:23:40.160 --> 00:23:49.160]   You rose, you rose, the grave and death are conquered,
[00:23:49.160 --> 00:23:56.160]   You broke my bonds of sin and shame.
[00:23:56.160 --> 00:24:02.160]   O Lord, my rock and my redeemer,
[00:24:02.160 --> 00:24:10.160]   May all my days bring glory to your name.
[00:24:10.160 --> 00:24:18.160]   May all my days bring glory to your name.
[00:24:18.160 --> 00:24:20.160]   Let's pray.
[00:24:20.160 --> 00:24:28.160]   Heavenly Father, God, we praise you because you are our rock and our redeemer.
[00:24:28.160 --> 00:24:33.160]   Lord, you sent your Son to redeem us from our sin.
[00:24:33.160 --> 00:24:37.160]   God, to save us from death.
[00:24:37.160 --> 00:24:40.160]   And God, we praise you for that.
[00:24:40.160 --> 00:24:44.160]   And we thank you for the love and the grace that you showed to us on the cross.
[00:24:44.160 --> 00:24:48.160]   Lord, I pray that as we jump back into Galatians,
[00:24:48.160 --> 00:24:50.160]   as we study through your word,
[00:24:50.160 --> 00:24:53.160]   convict us of the truth,
[00:24:53.160 --> 00:24:57.160]   and God, strengthen us to apply it into our lives,
[00:24:57.160 --> 00:25:01.160]   that we might grow in our reflection of you,
[00:25:01.160 --> 00:25:03.160]   in our imitation of you,
[00:25:03.160 --> 00:25:07.160]   and just be faithful in our walks, Lord.
[00:25:07.160 --> 00:25:09.160]   So I thank you for tonight.
[00:25:09.160 --> 00:25:18.160]   I pray this in Jesus' name. Amen.
[00:25:18.160 --> 00:25:19.160]   Okay.
[00:25:19.160 --> 00:25:23.160]   Well, we're going to go right into our time of sharing and discussion.
[00:25:23.160 --> 00:25:26.160]   Since it is the first one for this second half,
[00:25:26.160 --> 00:25:31.160]   please do talk a bit about what are the major themes and movements that you saw.
[00:25:31.160 --> 00:25:35.160]   But then go ahead and talk about the observations and questions you made
[00:25:35.160 --> 00:25:37.160]   from chapter 4, verse 1 through 7.
[00:25:37.160 --> 00:25:40.160]   We'll be back in just about 35, 40 minutes.
[00:25:40.160 --> 00:25:42.160]   Thanks.
[00:25:43.160 --> 00:25:46.160]   [indistinct conversations]
[00:25:47.160 --> 00:25:49.160]   [indistinct conversations]
[00:25:50.160 --> 00:25:52.160]   [indistinct conversations]
[00:25:53.160 --> 00:25:55.160]   [indistinct conversations]
[00:25:56.160 --> 00:25:58.160]   [indistinct conversations]
[00:25:59.160 --> 00:26:01.160]   [indistinct conversations]
[00:26:01.160 --> 00:26:04.160]   [indistinct conversations]
[00:26:04.160 --> 00:26:07.160]   [indistinct conversations]
[00:26:07.160 --> 00:26:10.160]   [indistinct conversations]
[00:26:10.160 --> 00:26:13.160]   [indistinct conversations]
[00:26:13.160 --> 00:26:16.160]   [indistinct conversations]
[00:26:16.160 --> 00:26:19.160]   [indistinct conversations]
[00:26:19.160 --> 00:26:22.160]   [indistinct conversations]
[00:26:22.160 --> 00:26:25.160]   [indistinct conversations]
[00:26:26.160 --> 00:26:28.160]   [indistinct conversations]
[00:26:28.160 --> 00:26:31.160]   [indistinct conversations]
[00:26:31.160 --> 00:26:34.160]   [indistinct conversations]
[00:26:34.160 --> 00:26:37.160]   [indistinct conversations]
[00:26:37.160 --> 00:26:40.160]   [indistinct conversations]
[00:26:40.160 --> 00:26:43.160]   [indistinct conversations]
[00:26:43.160 --> 00:26:46.160]   [indistinct conversations]
[00:26:46.160 --> 00:26:49.160]   [indistinct conversations]
[00:26:49.160 --> 00:26:52.160]   [indistinct conversations]
[00:26:53.160 --> 00:26:55.160]   [indistinct conversations]
[00:26:55.160 --> 00:26:58.160]   [indistinct conversations]
[00:26:58.160 --> 00:27:01.160]   [indistinct conversations]
[00:27:01.160 --> 00:27:04.160]   [indistinct conversations]
[00:27:04.160 --> 00:27:07.160]   [indistinct conversations]
[00:27:07.160 --> 00:27:10.160]   [indistinct conversations]
[00:27:10.160 --> 00:27:13.160]   [indistinct conversations]
[00:27:13.160 --> 00:27:16.160]   [indistinct conversations]
[00:27:16.160 --> 00:27:19.160]   [indistinct conversations]
[00:27:20.160 --> 00:27:22.160]   [indistinct conversations]
[00:27:22.160 --> 00:27:25.160]   [indistinct conversations]
[00:27:25.160 --> 00:27:28.160]   [indistinct conversations]
[00:27:28.160 --> 00:27:31.160]   [indistinct conversations]
[00:27:31.160 --> 00:27:34.160]   [indistinct conversations]
[00:27:34.160 --> 00:27:37.160]   [indistinct conversations]
[00:27:37.160 --> 00:27:40.160]   [indistinct conversations]
[00:27:40.160 --> 00:27:43.160]   [indistinct conversations]
[00:27:43.160 --> 00:27:46.160]   [indistinct conversations]
[00:27:46.160 --> 00:27:49.160]   [indistinct conversations]
[00:27:49.160 --> 00:27:51.160]   [indistinct conversations]
[00:27:51.160 --> 00:27:54.160]   [indistinct conversations]
[00:27:54.160 --> 00:27:57.160]   [indistinct conversations]
[00:27:57.160 --> 00:28:00.160]   [indistinct conversations]
[00:28:00.160 --> 00:28:03.160]   [indistinct conversations]
[00:28:03.160 --> 00:28:06.160]   [indistinct conversations]
[00:28:06.160 --> 00:28:09.160]   [indistinct conversations]
[00:28:09.160 --> 00:28:12.160]   [indistinct conversations]
[00:28:12.160 --> 00:28:15.160]   [indistinct conversations]
[00:28:15.160 --> 00:28:18.160]   [indistinct conversations]
[00:28:18.160 --> 00:28:20.160]   [indistinct conversations]
[00:28:20.160 --> 00:28:23.160]   [indistinct conversations]
[00:28:23.160 --> 00:28:26.160]   [indistinct conversations]
[00:28:26.160 --> 00:28:29.160]   [indistinct conversations]
[00:28:29.160 --> 00:28:32.160]   [indistinct conversations]
[00:28:32.160 --> 00:28:35.160]   [indistinct conversations]
[00:28:35.160 --> 00:28:38.160]   [indistinct conversations]
[00:28:38.160 --> 00:28:41.160]   [indistinct conversations]
[00:28:41.160 --> 00:28:44.160]   [indistinct conversations]
[00:28:44.160 --> 00:28:47.160]   [indistinct conversations]
[00:28:47.160 --> 00:28:49.160]   [indistinct conversations]
[00:28:49.160 --> 00:28:52.160]   [indistinct conversations]
[00:28:52.160 --> 00:28:55.160]   [indistinct conversations]
[00:28:55.160 --> 00:28:58.160]   [indistinct conversations]
[00:28:58.160 --> 00:29:01.160]   [indistinct conversations]
[00:29:01.160 --> 00:29:04.160]   [indistinct conversations]
[00:29:04.160 --> 00:29:07.160]   [indistinct conversations]
[00:29:07.160 --> 00:29:10.160]   [indistinct conversations]
[00:29:10.160 --> 00:29:13.160]   [indistinct conversations]
[00:29:14.160 --> 00:29:16.160]   [indistinct conversations]
[00:29:16.160 --> 00:29:19.160]   [indistinct conversations]
[00:29:19.160 --> 00:29:22.160]   [indistinct conversations]
[00:29:22.160 --> 00:29:25.160]   [indistinct conversations]
[00:29:25.160 --> 00:29:28.160]   [indistinct conversations]
[00:29:28.160 --> 00:29:31.160]   [indistinct conversations]
[00:29:31.160 --> 00:29:34.160]   [indistinct conversations]
[00:29:34.160 --> 00:29:37.160]   [indistinct conversations]
[00:29:37.160 --> 00:29:40.160]   [indistinct conversations]
[00:29:40.160 --> 00:29:43.160]   [indistinct conversations]
[00:29:43.160 --> 00:29:45.160]   [indistinct conversations]
[00:29:45.160 --> 00:29:48.160]   [indistinct conversations]
[00:29:48.160 --> 00:29:51.160]   [indistinct conversations]
[00:29:51.160 --> 00:29:54.160]   [indistinct conversations]
[00:29:54.160 --> 00:29:57.160]   [indistinct conversations]
[00:29:57.160 --> 00:30:00.160]   [indistinct conversations]
[00:30:00.160 --> 00:30:03.160]   [indistinct conversations]
[00:30:03.160 --> 00:30:06.160]   [indistinct conversations]
[00:30:06.160 --> 00:30:09.160]   [indistinct conversations]
[00:30:10.160 --> 00:30:12.160]   [indistinct conversations]
[00:30:12.160 --> 00:30:15.160]   [indistinct conversations]
[00:30:15.160 --> 00:30:18.160]   [indistinct conversations]
[00:30:18.160 --> 00:30:21.160]   [indistinct conversations]
[00:30:21.160 --> 00:30:24.160]   [indistinct conversations]
[00:30:24.160 --> 00:30:27.160]   [indistinct conversations]
[00:30:27.160 --> 00:30:30.160]   [indistinct conversations]
[00:30:30.160 --> 00:30:33.160]   [indistinct conversations]
[00:30:33.160 --> 00:30:36.160]   [indistinct conversations]
[00:30:36.160 --> 00:30:39.160]   [indistinct conversations]
[00:30:39.160 --> 00:30:41.160]   [indistinct conversations]
[00:30:41.160 --> 00:30:44.160]   [indistinct conversations]
[00:30:44.160 --> 00:30:47.160]   [indistinct conversations]
[00:30:47.160 --> 00:30:50.160]   [indistinct conversations]
[00:30:50.160 --> 00:30:53.160]   [indistinct conversations]
[00:30:53.160 --> 00:30:56.160]   [indistinct conversations]
[00:30:56.160 --> 00:30:59.160]   [indistinct conversations]
[00:30:59.160 --> 00:31:02.160]   [indistinct conversations]
[00:31:02.160 --> 00:31:05.160]   [indistinct conversations]
[00:31:06.160 --> 00:31:08.160]   [indistinct conversations]
[00:31:08.160 --> 00:31:11.160]   [indistinct conversations]
[00:31:11.160 --> 00:31:14.160]   [indistinct conversations]
[00:31:14.160 --> 00:31:17.160]   [indistinct conversations]
[00:31:17.160 --> 00:31:20.160]   [indistinct conversations]
[00:31:20.160 --> 00:31:23.160]   [indistinct conversations]
[00:31:23.160 --> 00:31:26.160]   [indistinct conversations]
[00:31:26.160 --> 00:31:29.160]   [indistinct conversations]
[00:31:29.160 --> 00:31:32.160]   [indistinct conversations]
[00:31:32.160 --> 00:31:35.160]   [indistinct conversations]
[00:31:35.160 --> 00:31:37.160]   [indistinct conversations]
[00:31:37.160 --> 00:31:40.160]   [indistinct conversations]
[00:31:40.160 --> 00:31:43.160]   [indistinct conversations]
[00:31:43.160 --> 00:31:46.160]   [indistinct conversations]
[00:31:46.160 --> 00:31:49.160]   [indistinct conversations]
[00:31:49.160 --> 00:31:52.160]   [indistinct conversations]
[00:31:52.160 --> 00:31:55.160]   [indistinct conversations]
[00:31:55.160 --> 00:31:58.160]   [indistinct conversations]
[00:31:58.160 --> 00:32:01.160]   [indistinct conversations]
[00:32:02.160 --> 00:32:04.160]   [indistinct conversations]
[00:32:04.160 --> 00:32:07.160]   [indistinct conversations]
[00:32:07.160 --> 00:32:10.160]   [indistinct conversations]
[00:32:10.160 --> 00:32:13.160]   [indistinct conversations]
[00:32:13.160 --> 00:32:16.160]   [indistinct conversations]
[00:32:16.160 --> 00:32:19.160]   [indistinct conversations]
[00:32:19.160 --> 00:32:22.160]   [indistinct conversations]
[00:32:22.160 --> 00:32:25.160]   [indistinct conversations]
[00:32:25.160 --> 00:32:28.160]   [indistinct conversations]
[00:32:29.160 --> 00:32:31.160]   [indistinct conversations]
[00:32:31.160 --> 00:32:34.160]   [indistinct conversations]
[00:32:34.160 --> 00:32:37.160]   [indistinct conversations]
[00:32:37.160 --> 00:32:40.160]   [indistinct conversations]
[00:32:40.160 --> 00:32:43.160]   [indistinct conversations]
[00:32:43.160 --> 00:32:46.160]   [indistinct conversations]
[00:32:46.160 --> 00:32:49.160]   [indistinct conversations]
[00:32:49.160 --> 00:32:52.160]   [indistinct conversations]
[00:32:52.160 --> 00:32:55.160]   [indistinct conversations]
[00:32:55.160 --> 00:32:58.160]   [indistinct conversations]
[00:32:58.160 --> 00:33:00.160]   [indistinct conversations]
[00:33:00.160 --> 00:33:03.160]   [indistinct conversations]
[00:33:03.160 --> 00:33:06.160]   [indistinct conversations]
[00:33:06.160 --> 00:33:09.160]   [indistinct conversations]
[00:33:09.160 --> 00:33:12.160]   [indistinct conversations]
[00:33:12.160 --> 00:33:15.160]   [indistinct conversations]
[00:33:15.160 --> 00:33:18.160]   [indistinct conversations]
[00:33:18.160 --> 00:33:21.160]   [indistinct conversations]
[00:33:21.160 --> 00:33:24.160]   [indistinct conversations]
[00:33:24.160 --> 00:33:27.160]   [indistinct conversations]
[00:33:27.160 --> 00:33:29.160]   [indistinct conversations]
[00:33:29.160 --> 00:33:32.160]   [indistinct conversations]
[00:33:32.160 --> 00:33:35.160]   [indistinct conversations]
[00:33:35.160 --> 00:33:38.160]   [indistinct conversations]
[00:33:38.160 --> 00:33:41.160]   [indistinct conversations]
[00:33:41.160 --> 00:33:44.160]   [indistinct conversations]
[00:33:44.160 --> 00:33:47.160]   [indistinct conversations]
[00:33:47.160 --> 00:33:50.160]   [indistinct conversations]
[00:33:50.160 --> 00:33:53.160]   [indistinct conversations]
[00:33:54.160 --> 00:33:56.160]   [indistinct conversations]
[00:33:56.160 --> 00:33:59.160]   [indistinct conversations]
[00:33:59.160 --> 00:34:02.160]   [indistinct conversations]
[00:34:02.160 --> 00:34:05.160]   [indistinct conversations]
[00:34:05.160 --> 00:34:08.160]   [indistinct conversations]
[00:34:08.160 --> 00:34:11.160]   [indistinct conversations]
[00:34:11.160 --> 00:34:14.160]   [indistinct conversations]
[00:34:14.160 --> 00:34:17.160]   [indistinct conversations]
[00:34:17.160 --> 00:34:20.160]   [indistinct conversations]
[00:34:20.160 --> 00:34:23.160]   [indistinct conversations]
[00:34:23.160 --> 00:34:25.160]   [indistinct conversations]
[00:34:25.160 --> 00:34:28.160]   [indistinct conversations]
[00:34:28.160 --> 00:34:31.160]   [indistinct conversations]
[00:34:31.160 --> 00:34:34.160]   [indistinct conversations]
[00:34:34.160 --> 00:34:37.160]   [indistinct conversations]
[00:34:37.160 --> 00:34:40.160]   [indistinct conversations]
[00:34:40.160 --> 00:34:43.160]   [indistinct conversations]
[00:34:43.160 --> 00:34:46.160]   [indistinct conversations]
[00:34:46.160 --> 00:34:49.160]   [indistinct conversations]
[00:34:49.160 --> 00:34:52.160]   [indistinct conversations]
[00:34:52.160 --> 00:34:54.160]   [indistinct conversations]
[00:34:54.160 --> 00:34:57.160]   [indistinct conversations]
[00:34:57.160 --> 00:35:00.160]   [indistinct conversations]
[00:35:00.160 --> 00:35:03.160]   [indistinct conversations]
[00:35:03.160 --> 00:35:06.160]   [indistinct conversations]
[00:35:06.160 --> 00:35:09.160]   [indistinct conversations]
[00:35:09.160 --> 00:35:12.160]   [indistinct conversations]
[00:35:12.160 --> 00:35:15.160]   [indistinct conversations]
[00:35:15.160 --> 00:35:18.160]   [indistinct conversations]
[00:35:18.160 --> 00:35:21.160]   [indistinct conversations]
[00:35:21.160 --> 00:35:23.160]   [indistinct conversations]
[00:35:23.160 --> 00:35:26.160]   [indistinct conversations]
[00:35:26.160 --> 00:35:29.160]   [indistinct conversations]
[00:35:29.160 --> 00:35:32.160]   [indistinct conversations]
[00:35:32.160 --> 00:35:35.160]   [indistinct conversations]
[00:35:35.160 --> 00:35:38.160]   [indistinct conversations]
[00:35:38.160 --> 00:35:41.160]   [indistinct conversations]
[00:35:41.160 --> 00:35:44.160]   [indistinct conversations]
[00:35:44.160 --> 00:35:47.160]   [indistinct conversations]
[00:35:48.160 --> 00:35:50.160]   [indistinct conversations]
[00:35:50.160 --> 00:35:53.160]   [indistinct conversations]
[00:35:53.160 --> 00:35:56.160]   [indistinct conversations]
[00:35:56.160 --> 00:35:59.160]   [indistinct conversations]
[00:35:59.160 --> 00:36:02.160]   [indistinct conversations]
[00:36:02.160 --> 00:36:05.160]   [indistinct conversations]
[00:36:05.160 --> 00:36:08.160]   [indistinct conversations]
[00:36:08.160 --> 00:36:11.160]   [indistinct conversations]
