
[00:00:00.000 --> 00:00:03.200]   [ Silence ]
[00:03:55.720 --> 00:03:56.920]   so that the funds aren't just going
[00:03:56.920 --> 00:03:58.600]   through random communities,
[00:03:58.600 --> 00:03:59.760]   going to Southern Baptist churches.
[00:03:59.760 --> 00:04:03.840]   And then, because our Pastor Alex is coming
[00:04:03.840 --> 00:04:07.440]   under the Southern Baptist IMB, International Mission Board,
[00:04:07.440 --> 00:04:11.040]   so we used to give offering here and there, but once he gets in,
[00:04:11.040 --> 00:04:16.880]   he gets funded, our -- some part of our mission budget is going
[00:04:16.880 --> 00:04:18.080]   to be sent to the Southern Baptist,
[00:04:18.080 --> 00:04:19.200]   because they're supporting him.
[00:04:19.200 --> 00:04:20.620]   It's not required.
[00:04:20.620 --> 00:04:21.440]   It's just voluntary.
[00:04:21.440 --> 00:04:22.320]   Okay.
[00:04:22.320 --> 00:04:27.420]   Okay, so this is for me.
[00:04:27.420 --> 00:04:31.520]   So replacement theology basically is a covenant theology
[00:04:31.520 --> 00:04:32.480]   versus dispensation.
[00:04:32.480 --> 00:04:34.260]   It's like, where does Israel stand?
[00:04:34.260 --> 00:04:37.160]   Our church's stance in that is
[00:04:37.160 --> 00:04:38.960]   that God still has a place for Israel.
[00:04:38.960 --> 00:04:42.160]   The church did not replace Israel.
[00:04:42.160 --> 00:04:45.560]   Church came alongside Israel, right?
[00:04:45.560 --> 00:04:47.300]   And there's a big difference between the two.
[00:04:47.300 --> 00:04:50.640]   And there's a larger theology that requires more time
[00:04:50.640 --> 00:04:53.960]   to explain, which I'm not going to get into.
[00:04:53.960 --> 00:05:03.140]   But the reason why I believe that is because if you look
[00:05:03.140 --> 00:05:05.700]   at the Old Testament prophecies about what God is going to do
[00:05:05.700 --> 00:05:09.600]   with Israel, it's pretty clear that God is going to --
[00:05:09.600 --> 00:05:12.740]   like, they've experienced a hardening of their heart
[00:05:12.740 --> 00:05:13.860]   and the judgment of God.
[00:05:13.860 --> 00:05:18.080]   But at the period of the Messianic period,
[00:05:18.080 --> 00:05:20.160]   which we believe is the period of the millennium,
[00:05:20.680 --> 00:05:22.080]   that God is going to restore Israel.
[00:05:22.080 --> 00:05:24.100]   And so the language is pretty clear about that.
[00:05:24.100 --> 00:05:27.260]   So if you don't believe that, you have to interpret all
[00:05:27.260 --> 00:05:28.260]   of that allegorically.
[00:05:28.260 --> 00:05:32.220]   That when every time he mentions Israel being restored,
[00:05:32.220 --> 00:05:34.480]   Israel's king being restored, and they're going to go back
[00:05:34.480 --> 00:05:37.500]   to their land, all of that is interpreted allegorically
[00:05:37.500 --> 00:05:38.760]   and fulfilled in the church.
[00:05:38.760 --> 00:05:40.520]   And the reason why they do that is
[00:05:40.520 --> 00:05:43.600]   because there are some passages in Galatians and other parts
[00:05:43.600 --> 00:05:45.580]   where it says a true Jew is one
[00:05:45.580 --> 00:05:48.440]   who is circumcised in the heart, right?
[00:05:48.440 --> 00:05:50.380]   And then in Romans chapter 9, it talks
[00:05:50.380 --> 00:05:52.440]   about how they experienced a hardening of the heart
[00:05:52.440 --> 00:05:54.260]   of the fullness of the Gentiles have come in,
[00:05:54.260 --> 00:05:56.300]   and then they're going to receive a revival.
[00:05:56.300 --> 00:05:57.960]   So they interpret those passages
[00:05:57.960 --> 00:06:00.720]   as the church has completely replaced it, right?
[00:06:00.720 --> 00:06:04.020]   And this is something that's going to require more time,
[00:06:04.020 --> 00:06:06.380]   but I'll give you in a nutshell the couple things
[00:06:06.380 --> 00:06:09.060]   that convinced me that the Israel --
[00:06:09.060 --> 00:06:10.300]   there is a place for Israel.
[00:06:10.300 --> 00:06:13.260]   One, if you look at all the prophecies of the coming
[00:06:13.260 --> 00:06:17.480]   of Christ, all of it was fulfilled literally.
[00:06:18.440 --> 00:06:19.800]   Right? He came on a donkey.
[00:06:19.800 --> 00:06:21.540]   He was betrayed by the leaders.
[00:06:21.540 --> 00:06:23.060]   He was born in Bethlehem.
[00:06:23.060 --> 00:06:25.880]   So almost everything that the Jews are --
[00:06:25.880 --> 00:06:26.860]   it's like, "Oh, this is crazy.
[00:06:26.860 --> 00:06:28.260]   Why would the Messiah suffer?"
[00:06:28.260 --> 00:06:30.680]   And they couldn't understand why.
[00:06:30.680 --> 00:06:32.700]   So when they didn't understand it,
[00:06:32.700 --> 00:06:35.180]   they interpreted it allegorically, right?
[00:06:35.180 --> 00:06:38.420]   But if you look at the way the prophecy was interpreted
[00:06:38.420 --> 00:06:40.580]   and it was fulfilled, it was fulfilled literally,
[00:06:40.580 --> 00:06:41.920]   every part of it.
[00:06:41.920 --> 00:06:44.460]   So to me, it's inconsistent to look
[00:06:44.460 --> 00:06:46.480]   at the Old Testament prophecy, and then all
[00:06:46.480 --> 00:06:48.280]   of a sudden allegorize everything,
[00:06:48.280 --> 00:06:51.620]   considering how it was fulfilled in the New Testament.
[00:06:51.620 --> 00:06:56.460]   And then if you go to the -- if you go to the End Times,
[00:06:56.460 --> 00:06:59.140]   the Book of Revelation, I think it's Revelation Chapter 5,
[00:06:59.140 --> 00:07:02.700]   we see a scene of worship, and it says 144,000 Jews,
[00:07:02.700 --> 00:07:04.560]   and then the nation standing behind them.
[00:07:04.560 --> 00:07:07.020]   So if at the end, if the Jews
[00:07:07.020 --> 00:07:09.620]   and the Gentiles are the same church, why do --
[00:07:09.620 --> 00:07:12.540]   are they separated in identifying them as Jews
[00:07:12.540 --> 00:07:14.640]   and Gentiles at the end, right?
[00:07:15.000 --> 00:07:20.000]   And so all through that, when we put that all together, yes,
[00:07:20.000 --> 00:07:23.340]   the church has been grafted into God's kingdom
[00:07:23.340 --> 00:07:25.900]   because God's people is not just Israel.
[00:07:25.900 --> 00:07:28.240]   God's people is everybody who confesses Christ as Lord
[00:07:28.240 --> 00:07:31.500]   and Savior, but within that, God has a special place
[00:07:31.500 --> 00:07:33.220]   for the nation of Israel, right?
[00:07:33.220 --> 00:07:36.140]   And I believe that that is still going to be fulfilled at the end,
[00:07:36.140 --> 00:07:37.480]   and that's where the millennium comes in.
[00:07:37.480 --> 00:07:38.260]   Okay.
[00:07:43.360 --> 00:07:45.800]   In our church, we practice male leadership in our church
[00:07:45.800 --> 00:07:48.000]   as a fulfillment of 1 Corinthians Chapter 3
[00:07:48.000 --> 00:07:50.860]   and 1 Corinthians -- 1 Timothy Chapter 2.
[00:07:50.860 --> 00:07:53.820]   And so we do have female deacons.
[00:07:53.820 --> 00:07:55.800]   We've had female deacons, and --
[00:07:55.800 --> 00:07:59.220]   but we do not have female elders in our church, okay?
[00:07:59.220 --> 00:08:03.380]   And I don't know if I need to go into details of that,
[00:08:03.380 --> 00:08:06.560]   but basically, this is one of those things that I wrestled
[00:08:06.560 --> 00:08:10.960]   with when I was in seminary because one of the first pastors
[00:08:10.960 --> 00:08:12.960]   that I really respected was a female pastor.
[00:08:13.580 --> 00:08:16.060]   And so I used to drive down to the valley just to listen
[00:08:16.060 --> 00:08:18.840]   to her, and then so when I came upon this theology,
[00:08:18.840 --> 00:08:19.880]   it didn't make much sense to me.
[00:08:19.880 --> 00:08:22.820]   And then so I went, and I actually volunteered
[00:08:22.820 --> 00:08:23.700]   to do a paper on this.
[00:08:23.700 --> 00:08:26.740]   So in the class that I was at, they gave us an option
[00:08:26.740 --> 00:08:29.360]   to do a paper on any subject that we wanted,
[00:08:29.360 --> 00:08:31.520]   and I chose this subject because I was wrestling with this.
[00:08:31.520 --> 00:08:34.220]   And the end conclusion was the Bible --
[00:08:34.220 --> 00:08:36.020]   to me, was the Bible clearly teaches this.
[00:08:36.020 --> 00:08:38.640]   And this view is called complementarian,
[00:08:38.640 --> 00:08:40.880]   and where women have passed --
[00:08:41.140 --> 00:08:43.220]   do pass it is called egalitarian view.
[00:08:43.220 --> 00:08:47.700]   And so we're complementarian, meaning that God had created men
[00:08:47.700 --> 00:08:53.460]   and women equal, equal in value, but complement in activity,
[00:08:53.460 --> 00:08:56.480]   right, just like the Trinity, right?
[00:08:56.480 --> 00:09:00.440]   They have different roles, but they are equal in value, right?
[00:09:00.440 --> 00:09:02.980]   And so that's what we teach.
[00:09:02.980 --> 00:09:05.560]   So again, this -- this something requires a lot more attention.
[00:09:05.560 --> 00:09:08.420]   So if you wrestle with this and want more explanation,
[00:09:08.420 --> 00:09:10.980]   like I encourage you to come and talk to me personally.
[00:09:11.340 --> 00:09:11.540]   Okay.
[00:09:11.540 --> 00:09:22.020]   Okay. I'm just going to explain what this is
[00:09:22.020 --> 00:09:24.000]   because this was not asked in this group.
[00:09:24.000 --> 00:09:28.760]   Open but cautious view basically is that we're open --
[00:09:28.760 --> 00:09:32.360]   the charismatic gifts -- I don't see anything in the scripture
[00:09:32.360 --> 00:09:36.260]   that says it cannot happen, but anything
[00:09:36.260 --> 00:09:38.800]   that can happen must be biblical.
[00:09:39.680 --> 00:09:42.240]   It needs to meet the biblical standard.
[00:09:42.240 --> 00:09:46.120]   So, you know, like does miracles happen?
[00:09:46.120 --> 00:09:46.520]   Of course.
[00:09:46.520 --> 00:09:47.920]   I don't think anybody will say --
[00:09:47.920 --> 00:09:49.320]   even if you're a cessationist,
[00:09:49.320 --> 00:09:50.880]   will say that the gifts don't happen.
[00:09:50.880 --> 00:09:54.280]   But it needs to meet the biblical standard, right?
[00:09:54.280 --> 00:09:57.120]   Meaning that if somebody says they're going to prophesy,
[00:09:57.120 --> 00:09:59.720]   the prophecy has to be 100% accurate.
[00:09:59.720 --> 00:10:02.900]   You can't be right 50% and wrong 50%
[00:10:02.900 --> 00:10:05.500]   because in the Old Testament they got stoned for that, right?
[00:10:05.500 --> 00:10:08.400]   And then if you're going to talk about spiritual gifts
[00:10:08.400 --> 00:10:10.960]   and somebody is healed, the healing has
[00:10:10.960 --> 00:10:12.500]   to meet the biblical standard.
[00:10:12.500 --> 00:10:14.440]   Meaning like it's not hidden.
[00:10:14.440 --> 00:10:16.400]   It's not something that they couldn't identify.
[00:10:16.400 --> 00:10:18.540]   It's not something like, oh, you have to have faith
[00:10:18.540 --> 00:10:19.240]   to believe that.
[00:10:19.240 --> 00:10:21.980]   It has to live up to the biblical standard
[00:10:21.980 --> 00:10:23.880]   where even the non-Christians who didn't want
[00:10:23.880 --> 00:10:25.340]   to believe it couldn't deny it.
[00:10:25.340 --> 00:10:27.640]   That's the biblical standard that we see
[00:10:27.640 --> 00:10:29.020]   in the scripture, right?
[00:10:29.020 --> 00:10:32.460]   So the reason why I won't say I'm a cessationist is
[00:10:32.460 --> 00:10:34.220]   because I don't see anything in the scripture
[00:10:34.220 --> 00:10:36.660]   that says it cannot happen, right?
[00:10:37.220 --> 00:10:38.740]   But much of what I see
[00:10:38.740 --> 00:10:40.720]   in the charismatic community today sometimes is
[00:10:40.720 --> 00:10:44.460]   very distracting because like you have to want to believe it.
[00:10:44.460 --> 00:10:48.460]   Right? So that's what an open but cautious view is.
[00:10:48.460 --> 00:10:51.060]   Again, you didn't ask this question so I'm not going
[00:10:51.060 --> 00:10:52.700]   to get too deep into that.
[00:10:52.700 --> 00:10:56.940]   KJV, no. Okay.
[00:10:56.940 --> 00:11:01.780]   Okay, this was answered here.
[00:11:01.780 --> 00:11:05.640]   I'm just going to give you a short version of this.
[00:11:06.380 --> 00:11:09.480]   Why is corporate worship -- I mean, the fact that worship is
[00:11:09.480 --> 00:11:11.520]   central to the church and to our lives,
[00:11:11.520 --> 00:11:14.580]   I think I've spoken enough about it, right?
[00:11:14.580 --> 00:11:17.520]   That worship is what we were created for.
[00:11:17.520 --> 00:11:18.860]   Worship was what was broken
[00:11:18.860 --> 00:11:20.700]   and worship is what is being restored.
[00:11:20.700 --> 00:11:23.760]   But the specific question is the corporate worship, right?
[00:11:23.760 --> 00:11:27.960]   If you study through the Old Testament, God doesn't see --
[00:11:27.960 --> 00:11:30.700]   God doesn't speak to about an individual completely
[00:11:30.700 --> 00:11:31.540]   in isolation.
[00:11:31.540 --> 00:11:36.340]   He'll say, you know, like he's the son of somebody, right?
[00:11:36.340 --> 00:11:38.380]   And he's always from the tribe of Benjamin,
[00:11:38.380 --> 00:11:39.580]   from the tribe of the Simeons.
[00:11:39.580 --> 00:11:49.760]   And so if you remember, in every Jew that identifies himself,
[00:11:49.760 --> 00:11:53.420]   identifies himself with his name, his family,
[00:11:53.420 --> 00:11:55.820]   and the tribe, and the nation of Israel.
[00:11:55.820 --> 00:11:58.300]   That's usually the pattern that they have, right?
[00:11:58.300 --> 00:12:02.000]   We live in an individualistic society where it's just kind
[00:12:02.000 --> 00:12:03.760]   of me and God, right?
[00:12:03.760 --> 00:12:05.840]   The Bible doesn't look at it that way.
[00:12:06.400 --> 00:12:09.980]   In fact, every letter that he wrote to, almost every letter,
[00:12:09.980 --> 00:12:11.580]   okay, with the exception of maybe two
[00:12:11.580 --> 00:12:14.640]   or three was written to the church, right?
[00:12:14.640 --> 00:12:20.260]   And even in the Sabbath, the requirement
[00:12:20.260 --> 00:12:23.020]   for the Sabbath was the corporate body get together
[00:12:23.020 --> 00:12:24.120]   for the purpose of worship.
[00:12:24.120 --> 00:12:26.800]   So it wasn't meant to be, "Oh, we're going to give Sabbath
[00:12:26.800 --> 00:12:28.060]   and go home and rest."
[00:12:28.060 --> 00:12:31.540]   The purpose of Sabbath was that they can rest from work
[00:12:31.540 --> 00:12:33.600]   so that they can gather for the purpose of worship,
[00:12:33.600 --> 00:12:34.600]   corporate worship.
[00:12:35.360 --> 00:12:37.200]   You know, scripture says, "Do not be in the habit
[00:12:37.200 --> 00:12:41.500]   of forsaking your own assembly, but gather together all the more
[00:12:41.500 --> 00:12:42.900]   as you see the day drawing near."
[00:12:42.900 --> 00:12:45.940]   So there's repeated pattern over and over again for the purpose
[00:12:45.940 --> 00:12:47.680]   of corporate worship, right?
[00:12:47.680 --> 00:12:50.820]   Again, I could take a long time talking about this,
[00:12:50.820 --> 00:12:52.980]   but this is something that if you have more question
[00:12:52.980 --> 00:12:54.620]   about it, we can talk more about it, okay?
[00:12:54.620 --> 00:13:00.820]   So corporate worship is the most important.
[00:13:00.820 --> 00:13:04.360]   Worship is the reason why we are saved,
[00:13:04.960 --> 00:13:07.000]   and corporate worship is the most important
[00:13:07.000 --> 00:13:08.400]   of all the worship, okay?
[00:13:08.400 --> 00:13:11.740]   It doesn't mean that private worship is not important,
[00:13:11.740 --> 00:13:14.100]   but above private worship, corporate worship needs
[00:13:14.100 --> 00:13:15.640]   to take center stage, right?
[00:13:15.640 --> 00:13:20.780]   That's why we ask like unless it's some kind of an emergency
[00:13:20.780 --> 00:13:23.040]   to do your best to attend corporate worship,
[00:13:23.040 --> 00:13:25.180]   and if you can't attend our local worship,
[00:13:25.180 --> 00:13:26.520]   to attend corporate worship somewhere else.
[00:13:27.080 --> 00:13:37.100]   [ Background noise ]
[00:13:37.100 --> 00:13:38.360]   Let me get back to that.
[00:13:38.360 --> 00:13:47.100]   [ Background noise ]
[00:13:47.100 --> 00:13:49.140]   Okay, may I ask this?
[00:13:49.140 --> 00:13:54.780]   Is there human authority in the church?
[00:13:55.120 --> 00:13:58.380]   Yes, because the scripture says to submit to your elders, right?
[00:13:58.380 --> 00:14:00.960]   Is there human authority in the church?
[00:14:00.960 --> 00:14:05.560]   Is there -- did God appoint leaders and eventually deacons,
[00:14:05.560 --> 00:14:07.860]   and is there some kind of authority given
[00:14:07.860 --> 00:14:08.380]   in the church?
[00:14:08.380 --> 00:14:09.120]   Absolutely.
[00:14:09.120 --> 00:14:12.240]   But how that authority is played out, right?
[00:14:12.240 --> 00:14:15.040]   But I think this question is more specific,
[00:14:15.040 --> 00:14:17.820]   not the corporate body of Christ.
[00:14:17.820 --> 00:14:19.400]   You're talking about a leader follower,
[00:14:19.400 --> 00:14:21.660]   a one-to-one kind of discipleship, right?
[00:14:21.660 --> 00:14:23.620]   Is there authority in that?
[00:14:23.620 --> 00:14:27.060]   Is there biblically given authority to somebody
[00:14:27.060 --> 00:14:29.720]   who's leading you in small group and discipling you?
[00:14:29.720 --> 00:14:33.120]   There is nothing in scripture, right?
[00:14:33.120 --> 00:14:36.960]   There is nothing in scripture that creates a relationship
[00:14:36.960 --> 00:14:38.980]   where somebody who's older has that kind
[00:14:38.980 --> 00:14:40.940]   of authority over your life, right?
[00:14:40.940 --> 00:14:42.840]   Now, you can give them that authority
[00:14:42.840 --> 00:14:46.500]   because out of respect, but this is not a biblical mandate
[00:14:46.500 --> 00:14:49.160]   in scripture that if somebody is placed over you
[00:14:49.160 --> 00:14:52.540]   in your small group, that when they tell you you can't live
[00:14:52.540 --> 00:14:55.820]   here, that biblically you can't do that.
[00:14:55.820 --> 00:14:58.240]   They do not have that kind of authority.
[00:14:58.240 --> 00:15:01.880]   So the only authority biblically established is the authority
[00:15:01.880 --> 00:15:03.560]   of the elders in the church, right?
[00:15:03.560 --> 00:15:05.820]   And that's why there's such a high standard
[00:15:05.820 --> 00:15:07.960]   for eldership for that purpose.
[00:15:07.960 --> 00:15:11.880]   And it says to not to lay hands hastily because to give
[00:15:11.880 --> 00:15:14.040]   that kind of authority to somebody who's immature
[00:15:14.040 --> 00:15:17.540]   and wielded very poorly and ends up, you know,
[00:15:17.540 --> 00:15:19.820]   destroying the conscience of many people, right?
[00:15:19.820 --> 00:15:22.200]   Now, I know where this question is coming
[00:15:22.200 --> 00:15:24.580]   from because I came from a ministry where this was taught.
[00:15:24.580 --> 00:15:26.920]   Submit to your elders, to your leaders,
[00:15:26.920 --> 00:15:29.680]   and leaders were whoever was discipling you as your leader
[00:15:29.680 --> 00:15:31.740]   and you obey them absolutely.
[00:15:31.740 --> 00:15:33.360]   And that's part of the reason why I left that ministry
[00:15:33.360 --> 00:15:35.040]   because I didn't think that was biblical.
[00:15:35.040 --> 00:15:38.760]   Even within the structure of leadership in the church,
[00:15:38.760 --> 00:15:40.720]   there's a warning to the elders not
[00:15:40.720 --> 00:15:43.000]   to lord it over their faith, right?
[00:15:43.000 --> 00:15:48.080]   Meaning that our authority that was given, it was given to us
[00:15:48.080 --> 00:15:49.620]   for the purpose of sacrificing,
[00:15:50.320 --> 00:15:52.740]   just like a leadership role in the family.
[00:15:52.740 --> 00:15:55.460]   And he said he's called to sacrifice for his wife.
[00:15:55.460 --> 00:15:59.140]   So his role of leadership is to reflect what Jesus did.
[00:15:59.140 --> 00:16:02.700]   He humbled himself, got on his knees and washed their feet.
[00:16:02.700 --> 00:16:04.740]   And he said, "You guys do the same.
[00:16:04.740 --> 00:16:07.840]   So your apostolic authority is just like mine.
[00:16:07.840 --> 00:16:11.280]   Get on your knees and wash their feet," right?
[00:16:11.280 --> 00:16:14.200]   So the authority in the church is given for the purpose
[00:16:14.200 --> 00:16:15.080]   of protecting the church.
[00:16:15.080 --> 00:16:17.160]   So there are certain things that we may say, "Hey,
[00:16:17.160 --> 00:16:18.780]   at the church we're just not going to allow this.
[00:16:18.980 --> 00:16:21.700]   And it's not because of my preference," that we believe,
[00:16:21.700 --> 00:16:24.720]   even if you disagree, we believe that this needs to be done
[00:16:24.720 --> 00:16:26.640]   for the purpose of protecting the church,
[00:16:26.640 --> 00:16:28.620]   for the church's own benefit, right?
[00:16:28.620 --> 00:16:30.560]   Even if it is detrimental to us.
[00:16:30.560 --> 00:16:34.380]   So if a leader is afraid of criticism because he's afraid
[00:16:34.380 --> 00:16:37.040]   of his own reputation and rather live in peace with everybody,
[00:16:37.040 --> 00:16:38.000]   he can't lead properly.
[00:16:38.000 --> 00:16:41.980]   So part of what it means to be a leader is he has
[00:16:41.980 --> 00:16:44.860]   to make difficult decisions for the benefit of the church,
[00:16:44.860 --> 00:16:47.880]   for the purpose of benefiting the church, right?
[00:16:48.400 --> 00:16:50.400]   Now, so we're talking biblically.
[00:16:50.400 --> 00:16:53.520]   So biblically, that's where the Bible leaves it, right?
[00:16:53.520 --> 00:16:56.060]   So individual people don't have authority
[00:16:56.060 --> 00:16:57.800]   over the other individual because you happen
[00:16:57.800 --> 00:16:58.660]   to be in their small group.
[00:16:58.660 --> 00:17:00.580]   We're called to serve one another.
[00:17:00.580 --> 00:17:05.540]   Now having said that, there's cultural, you know,
[00:17:05.540 --> 00:17:07.160]   if you happen to be a strictly,
[00:17:07.160 --> 00:17:09.440]   especially in the Korean community, the older
[00:17:09.440 --> 00:17:11.760]   versus younger, more experienced versus less,
[00:17:11.760 --> 00:17:13.360]   that's a cultural thing.
[00:17:13.360 --> 00:17:16.280]   That's not a biblical mandate, right?
[00:17:16.820 --> 00:17:18.540]   And how much you give authority,
[00:17:18.540 --> 00:17:22.300]   how much you respect and honor, that's something that happens
[00:17:22.300 --> 00:17:24.060]   within that relationship, right?
[00:17:24.060 --> 00:17:28.360]   Just from experience, whether it's running the church
[00:17:28.360 --> 00:17:31.580]   or leading my wife or even raising my own kids,
