
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[00:04:31.200 --> 00:04:35.200]   (audience chattering continues)
[00:04:35.200 --> 00:04:39.200]   (audience chattering continues)
[00:04:39.200 --> 00:04:43.200]   (audience chattering continues)
[00:04:43.200 --> 00:04:47.200]   (audience chattering continues)
[00:04:47.200 --> 00:04:51.200]   (audience chattering continues)
[00:04:51.200 --> 00:04:55.200]   (audience chattering continues)
[00:04:55.200 --> 00:04:59.200]   (audience chattering continues)
[00:04:59.200 --> 00:05:03.200]   (audience chattering continues)
[00:05:03.200 --> 00:05:07.200]   (audience chattering continues)
[00:05:07.200 --> 00:05:11.200]   (audience chattering continues)
[00:05:11.200 --> 00:05:15.200]   (audience chattering continues)
[00:05:15.200 --> 00:05:19.200]   (audience chattering continues)
[00:05:19.200 --> 00:05:23.200]   (audience chattering continues)
[00:05:23.200 --> 00:05:27.200]   (audience chattering continues)
[00:05:27.200 --> 00:05:31.200]   (audience chattering continues)
[00:05:31.200 --> 00:05:35.200]   (audience chattering continues)
[00:05:35.200 --> 00:05:39.200]   (audience chattering continues)
[00:05:39.200 --> 00:05:43.200]   (audience chattering continues)
[00:05:43.200 --> 00:05:47.200]   (audience chattering continues)
[00:05:47.200 --> 00:05:51.200]   (audience chattering continues)
[00:05:51.200 --> 00:05:55.200]   (audience chattering continues)
[00:05:55.200 --> 00:05:59.200]   (audience chattering continues)
[00:05:59.200 --> 00:06:03.200]   (audience chattering continues)
[00:06:03.200 --> 00:06:07.200]   (audience chattering continues)
[00:06:07.200 --> 00:06:11.200]   (audience chattering continues)
[00:06:11.200 --> 00:06:15.200]   (audience chattering continues)
[00:06:15.200 --> 00:06:19.200]   (audience chattering continues)
[00:06:19.200 --> 00:06:23.200]   (audience chattering continues)
[00:06:23.200 --> 00:06:27.200]   (audience chattering continues)
[00:06:27.200 --> 00:06:31.200]   (audience chattering continues)
[00:06:31.200 --> 00:06:35.200]   (audience chattering continues)
[00:06:35.200 --> 00:06:39.200]   (audience chattering continues)
[00:06:39.200 --> 00:06:43.200]   (audience chattering continues)
[00:06:43.200 --> 00:06:47.200]   (audience chattering continues)
[00:06:48.200 --> 00:06:52.200]   (audience chattering continues)
[00:06:52.200 --> 00:06:56.200]   (audience chattering continues)
[00:06:56.200 --> 00:07:00.200]   (audience chattering continues)
[00:07:00.200 --> 00:07:20.200]   (audience chattering continues)
[00:07:20.200 --> 00:07:24.200]   (audience chattering continues)
[00:07:24.200 --> 00:07:28.200]   (audience chattering continues)
[00:07:28.200 --> 00:07:32.200]   (audience chattering continues)
[00:07:32.200 --> 00:07:36.200]   (audience chattering continues)
[00:07:36.200 --> 00:07:40.200]   (audience chattering continues)
[00:07:40.200 --> 00:07:44.200]   (audience chattering continues)
[00:07:45.200 --> 00:07:49.200]   (audience chattering continues)
[00:07:49.200 --> 00:07:53.200]   (audience chattering continues)
[00:07:54.200 --> 00:07:58.200]   (audience chattering continues)
[00:07:59.200 --> 00:08:03.200]   (audience chattering continues)
[00:08:03.200 --> 00:08:07.200]   (audience chattering continues)
[00:08:08.200 --> 00:08:12.200]   (audience chattering continues)
[00:08:13.200 --> 00:08:17.200]   (audience chattering continues)
[00:08:17.200 --> 00:08:24.200]   (audience chattering continues)
[00:08:39.200 --> 00:08:43.200]   (audience chattering continues)
[00:08:43.200 --> 00:08:47.200]   (audience chattering continues)
[00:08:48.200 --> 00:08:52.200]   (audience chattering continues)
[00:08:52.200 --> 00:08:56.200]   (audience chattering continues)
[00:08:56.200 --> 00:09:00.200]   (audience chattering continues)
[00:09:00.200 --> 00:09:04.200]   (audience chattering continues)
[00:09:04.200 --> 00:09:26.200]   (audience chattering continues)
[00:09:27.200 --> 00:09:31.200]   (audience chattering continues)
[00:09:31.200 --> 00:09:35.200]   (audience chattering continues)
[00:09:35.200 --> 00:09:39.200]   (audience chattering continues)
[00:09:39.200 --> 00:09:43.200]   (audience chattering continues)
[00:09:44.200 --> 00:09:48.200]   (audience chattering continues)
[00:09:49.200 --> 00:09:53.200]   (audience chattering continues)
[00:09:54.200 --> 00:09:58.200]   (audience chattering continues)
[00:09:58.200 --> 00:10:02.200]   (audience chattering continues)
[00:10:02.200 --> 00:10:06.200]   (audience chattering continues)
[00:10:07.200 --> 00:10:11.200]   (audience chattering continues)
[00:10:11.200 --> 00:10:15.200]   (audience chattering continues)
[00:10:15.200 --> 00:10:19.200]   (audience chattering continues)
[00:10:19.200 --> 00:10:23.200]   (audience chattering continues)
[00:10:24.200 --> 00:10:28.200]   (audience chattering continues)
[00:10:28.200 --> 00:10:40.200]   (audience chattering continues)
[00:10:41.200 --> 00:10:45.200]   (audience chattering continues)
[00:10:45.200 --> 00:11:02.200]   (audience chattering continues)
[00:11:03.200 --> 00:11:07.200]   (audience chattering continues)
[00:11:08.200 --> 00:11:12.200]   (audience chattering continues)
[00:11:12.200 --> 00:11:27.200]   (audience chattering continues)
[00:11:28.200 --> 00:11:32.200]   (audience chattering continues)
[00:11:32.200 --> 00:11:43.200]   - Okay, can we start finding our seats?
[00:11:43.200 --> 00:11:45.200]   We're gonna get started in a few seconds.
[00:11:56.200 --> 00:11:58.200]   All right, I'll pray real quick.
[00:11:58.200 --> 00:12:01.200]   Father, we just thank you for this opportunity, once again,
[00:12:01.200 --> 00:12:03.200]   to just gather as a church body,
[00:12:03.200 --> 00:12:05.200]   to just lift up worship to you,
[00:12:05.200 --> 00:12:07.200]   to just be obedient to you and your word.
[00:12:07.200 --> 00:12:10.200]   We pray that as we sing these songs
[00:12:10.200 --> 00:12:11.200]   and worship through a song,
[00:12:11.200 --> 00:12:14.200]   that your spirit would just move in our hearts
[00:12:14.200 --> 00:12:16.200]   to just not be distracted,
[00:12:16.200 --> 00:12:18.200]   to just recognize and be thankful
[00:12:18.200 --> 00:12:20.200]   for your grace, your mercy, your love,
[00:12:20.200 --> 00:12:22.200]   everything you've done for us as we're studying, Lord,
[00:12:22.200 --> 00:12:24.200]   that we can truly humble ourselves
[00:12:24.200 --> 00:12:26.200]   and to give you, lift up this worship
[00:12:26.200 --> 00:12:28.200]   that you truly deserve, you and you alone, Lord.
[00:12:28.200 --> 00:12:30.200]   So I pray, I thank you for this time
[00:12:30.200 --> 00:12:32.200]   and I pray all this in Christ's name, amen.
[00:12:32.200 --> 00:12:37.200]   (soft piano music)
[00:12:37.200 --> 00:12:44.200]   - Sing great is the Lord.
[00:12:44.200 --> 00:12:50.200]   ♪ Great is the Lord ♪
[00:12:50.200 --> 00:12:55.200]   ♪ Most worthy of praise ♪
[00:12:55.200 --> 00:13:00.200]   ♪ In the city of our God, the holy place ♪
[00:13:00.200 --> 00:13:07.200]   ♪ The joy of the whole earth ♪
[00:13:07.200 --> 00:13:12.200]   ♪ Great is the Lord ♪
[00:13:12.200 --> 00:13:16.200]   ♪ And great is the Lord ♪
[00:13:16.200 --> 00:13:21.200]   ♪ In whom we have the victory ♪
[00:13:21.200 --> 00:13:27.200]   ♪ He aids us against the enemy ♪
[00:13:27.200 --> 00:13:34.200]   ♪ We bow down on our knees ♪
[00:13:39.200 --> 00:13:44.200]   ♪ And Lord, we want to lift your name on high ♪
[00:13:44.200 --> 00:13:49.200]   ♪ And Lord, we want to thank you ♪
[00:13:49.200 --> 00:13:53.200]   ♪ For the works you've done in our lives ♪
[00:13:53.200 --> 00:13:58.200]   ♪ And Lord, we trust in your unfailing love ♪
[00:13:58.200 --> 00:14:04.200]   ♪ For you alone are God eternal ♪
[00:14:04.200 --> 00:14:09.200]   ♪ Throughout earth and heaven above ♪
[00:14:09.200 --> 00:14:14.200]   Sing that one more time, great is the Lord.
[00:14:14.200 --> 00:14:19.200]   ♪ And great is the Lord ♪
[00:14:19.200 --> 00:14:24.200]   ♪ Most worthy of praise ♪
[00:14:24.200 --> 00:14:29.200]   ♪ In the city of our God, the holy place ♪
[00:14:31.200 --> 00:14:36.200]   ♪ The joy of the whole earth ♪
[00:14:36.200 --> 00:14:46.200]   ♪ And great is the Lord ♪
[00:14:46.200 --> 00:14:51.200]   ♪ In whom we have the victory ♪
[00:14:51.200 --> 00:14:56.200]   ♪ He aids us against the enemy ♪
[00:14:58.200 --> 00:15:03.200]   ♪ We bow down on our knees ♪
[00:15:03.200 --> 00:15:13.200]   ♪ And Lord, we want to lift your name on high ♪
[00:15:13.200 --> 00:15:18.200]   ♪ And Lord, we want to thank you ♪
[00:15:18.200 --> 00:15:22.200]   ♪ For the works you've done in our lives ♪
[00:15:22.200 --> 00:15:28.200]   ♪ And Lord, we trust in your unfailing love ♪
[00:15:28.200 --> 00:15:32.200]   ♪ For you alone are God eternal ♪
[00:15:32.200 --> 00:15:35.200]   ♪ Throughout earth and heaven ♪
[00:15:35.200 --> 00:15:40.200]   ♪ And Lord, we want to lift your name on high ♪
[00:15:40.200 --> 00:15:45.200]   ♪ And Lord, we want to thank you ♪
[00:15:45.200 --> 00:15:49.200]   ♪ For the works you've done in our lives ♪
[00:15:49.200 --> 00:15:54.200]   ♪ And Lord, we trust in your unfailing love ♪
[00:15:54.200 --> 00:15:59.200]   ♪ For you alone are God eternal ♪
[00:15:59.200 --> 00:16:04.200]   ♪ Throughout earth and heaven above ♪
[00:16:18.200 --> 00:16:21.200]   ♪ I lift my eyes ♪
[00:16:21.200 --> 00:16:26.200]   ♪ I lift my eyes and see ♪
[00:16:26.200 --> 00:16:33.200]   ♪ I need not be afraid ♪
[00:16:33.200 --> 00:16:39.200]   ♪ All my help comes from the Lord ♪
[00:16:39.200 --> 00:16:46.200]   ♪ Who the earth and sky has made ♪
[00:16:47.200 --> 00:16:53.200]   ♪ He will keep you from all evils ♪
[00:16:53.200 --> 00:16:59.200]   ♪ Behind you and before ♪
[00:16:59.200 --> 00:17:06.200]   ♪ He will sustain you through this journey ♪
[00:17:06.200 --> 00:17:13.200]   ♪ From now and evermore ♪
[00:17:14.200 --> 00:17:16.200]   ♪ The Lord will never sleep ♪
[00:17:16.200 --> 00:17:21.200]   ♪ The Lord will never sleep ♪
[00:17:21.200 --> 00:17:28.200]   ♪ My steps he has ordained ♪
[00:17:28.200 --> 00:17:35.200]   ♪ For the one who holds the knife ♪
[00:17:35.200 --> 00:17:41.200]   ♪ Is the sovereign of my soul ♪
[00:17:41.200 --> 00:17:45.200]   ♪ Of my days ♪
[00:17:45.200 --> 00:17:51.200]   ♪ He will keep you from all evils ♪
[00:17:51.200 --> 00:17:57.200]   ♪ Behind you and before ♪
[00:17:57.200 --> 00:18:04.200]   ♪ He will sustain you through this journey ♪
[00:18:06.200 --> 00:18:11.200]   ♪ From now and evermore ♪
[00:18:11.200 --> 00:18:18.200]   ♪ And he will keep you from all evils ♪
[00:18:18.200 --> 00:18:24.200]   ♪ Behind you and before ♪
[00:18:24.200 --> 00:18:31.200]   ♪ He will sustain you through this journey ♪
[00:18:32.200 --> 00:18:38.200]   ♪ From now and evermore ♪
[00:18:38.200 --> 00:18:45.200]   ♪ He will keep you from all evils ♪
[00:18:45.200 --> 00:18:51.200]   ♪ Behind you and before ♪
[00:18:51.200 --> 00:18:58.200]   ♪ He will sustain you through this journey ♪
[00:18:59.200 --> 00:19:05.200]   ♪ From now and evermore ♪
[00:19:05.200 --> 00:19:09.200]   Let's pray.
[00:19:09.200 --> 00:19:14.200]   Father, we just thank you once again for this time of worship.
[00:19:14.200 --> 00:19:19.200]   God, as we just study your word through Galatians,
[00:19:19.200 --> 00:19:22.200]   especially just, Lord, how we aim to walk by the spirit
[00:19:22.200 --> 00:19:24.200]   and live by the spirit, Lord.
[00:19:24.200 --> 00:19:28.200]   We realize even doing that, God, we can't do that on our own.
[00:19:28.200 --> 00:19:30.200]   So we just depend on you for your guidance,
[00:19:30.200 --> 00:19:33.200]   for your help to grow us, Lord.
[00:19:33.200 --> 00:19:37.200]   And as we continue our worship through the studying of your word,
[00:19:37.200 --> 00:19:39.200]   through our discussions, Lord,
[00:19:39.200 --> 00:19:43.200]   that I just pray that only your truth will be spoken.
[00:19:43.200 --> 00:19:46.200]   No distortions in any way will be said.
[00:19:46.200 --> 00:19:50.200]   And that this time will just be encouraging, edifying, convicting.
[00:19:50.200 --> 00:19:53.200]   And ultimately, Lord, that you would just grow our faith
[00:19:53.200 --> 00:19:55.200]   and that you would be glorified, Lord.
[00:19:55.200 --> 00:19:57.200]   We pray all this in Jesus' name, amen.
[00:19:58.200 --> 00:20:00.200]   We'll see you guys all at 8 o'clock.
[00:20:00.200 --> 00:20:01.200]   Amen.
[00:20:01.200 --> 00:20:06.200]   Thank you, guys.
[00:20:06.200 --> 00:20:07.200]   Amen.
[00:20:07.200 --> 00:20:08.200]   Amen.
[00:20:08.200 --> 00:20:09.200]   Amen.
[00:20:09.200 --> 00:20:10.200]   Amen.
[00:20:11.200 --> 00:20:12.200]   Amen.
[00:20:12.200 --> 00:20:13.200]   Amen.
[00:20:13.200 --> 00:20:14.200]   Amen.
[00:20:15.200 --> 00:20:16.200]   Amen.
[00:20:16.200 --> 00:20:17.200]   [END]
[00:20:18.200 --> 00:20:19.200]   [END]
[00:20:19.200 --> 00:20:20.200]   [END]
[00:20:21.200 --> 00:20:22.200]   [END]
[00:20:22.200 --> 00:20:23.200]   [END]
[00:20:24.200 --> 00:20:25.200]   [END]
[00:20:25.200 --> 00:20:26.200]   [END]
[00:20:26.200 --> 00:20:27.200]   [END]
[00:20:27.200 --> 00:20:28.200]   [END]
[00:20:28.200 --> 00:20:29.200]   [END]
[00:20:29.200 --> 00:20:30.200]   [END]
[00:20:30.200 --> 00:20:31.200]   [END]
[00:20:31.200 --> 00:20:31.200]   [END]
[00:20:31.200 --> 00:20:32.200]   [END]
[00:20:32.200 --> 00:20:32.200]   [END]
[00:20:33.200 --> 00:20:34.200]   [END]
[00:20:34.200 --> 00:20:35.200]   [END]
[00:20:35.200 --> 00:20:35.200]   [END]
[00:20:35.200 --> 00:20:45.200]   [END]
[00:20:45.200 --> 00:20:55.200]   [END]
[00:20:55.200 --> 00:21:05.200]   [END]
[00:21:05.200 --> 00:21:15.200]   [END]
[00:21:15.200 --> 00:21:25.200]   [END]
[00:21:25.200 --> 00:21:35.200]   [END]
[00:21:35.200 --> 00:21:45.200]   [END]
[00:21:45.200 --> 00:21:55.200]   [END]
[00:21:55.200 --> 00:22:05.200]   [END]
[00:22:05.200 --> 00:22:15.200]   [END]
[00:22:15.200 --> 00:22:25.200]   [END]
[00:22:25.200 --> 00:22:35.200]   [END]
[00:22:35.200 --> 00:22:45.200]   [END]
[00:22:45.200 --> 00:22:55.200]   [END]
[00:22:55.200 --> 00:23:05.200]   [END]
[00:23:05.200 --> 00:23:15.200]   [END]
[00:23:15.200 --> 00:23:25.200]   [END]
[00:23:25.200 --> 00:23:35.200]   [END]
[00:23:35.200 --> 00:23:45.200]   [END]
[00:23:45.200 --> 00:24:05.200]   [END]
[00:24:05.200 --> 00:24:25.200]   [END]
[00:24:25.200 --> 00:24:45.200]   [END]
[00:24:45.200 --> 00:25:05.200]   [END]
[00:25:05.200 --> 00:25:25.200]   [END]
[00:25:25.200 --> 00:25:45.200]   [END]
[00:25:45.200 --> 00:26:05.200]   [END]
[00:26:05.200 --> 00:26:25.200]   [END]
[00:26:25.200 --> 00:26:45.200]   [END]
[00:26:45.200 --> 00:27:05.200]   [END]
[00:27:05.200 --> 00:27:25.200]   [END]
[00:27:25.200 --> 00:27:45.200]   [END]
[00:27:45.200 --> 00:28:05.200]   [END]
[00:28:05.200 --> 00:28:25.200]   [END]
[00:28:25.200 --> 00:28:45.200]   [END]
[00:28:45.200 --> 00:29:05.200]   [END]
[00:29:05.200 --> 00:29:25.200]   [END]
[00:29:25.200 --> 00:29:45.200]   [END]
[00:29:45.200 --> 00:30:05.200]   [END]
[00:30:05.200 --> 00:30:25.200]   [END]
[00:30:25.200 --> 00:30:45.200]   [END]
[00:30:45.200 --> 00:31:05.200]   [END]
[00:31:05.200 --> 00:31:25.200]   [END]
[00:31:25.200 --> 00:31:45.200]   [END]
[00:31:45.200 --> 00:32:05.200]   [END]
[00:32:05.200 --> 00:32:25.200]   [END]
[00:32:25.200 --> 00:32:45.200]   [END]
[00:32:45.200 --> 00:33:05.200]   [END]
[00:33:05.200 --> 00:33:25.200]   [END]
[00:33:25.200 --> 00:33:45.200]   [END]
[00:33:45.200 --> 00:34:05.200]   [END]
[00:34:06.200 --> 00:34:26.200]   [END]
[00:34:26.200 --> 00:34:36.200]   [END]
[00:34:36.200 --> 00:34:56.200]   [END]
[00:34:56.200 --> 00:35:16.200]   [END]
[00:35:16.200 --> 00:35:36.200]   [END]
[00:35:36.200 --> 00:35:56.200]   [END]
[00:35:56.200 --> 00:36:16.200]   [END]
[00:36:16.200 --> 00:36:36.200]   [END]
[00:36:36.200 --> 00:36:56.200]   [END]
[00:36:56.200 --> 00:37:16.200]   [END]
[00:37:16.200 --> 00:37:36.200]   [END]
[00:37:36.200 --> 00:37:56.200]   [END]
[00:37:56.200 --> 00:38:16.200]   [END]
[00:38:16.200 --> 00:38:36.200]   [END]
[00:38:36.200 --> 00:38:56.200]   [END]
[00:38:56.200 --> 00:39:16.200]   [END]
[00:39:16.200 --> 00:39:36.200]   [END]
[00:39:36.200 --> 00:39:56.220]   [END]
[00:39:57.220 --> 00:40:05.220]   [END]
[00:40:05.220 --> 00:40:15.220]   [END]
[00:40:15.220 --> 00:40:35.220]   [END]
[00:40:35.220 --> 00:40:55.220]   [END]
[00:40:55.220 --> 00:41:15.220]   [END]
[00:41:15.220 --> 00:41:35.220]   [END]
[00:41:35.220 --> 00:41:55.220]   [END]
[00:41:55.220 --> 00:42:15.220]   [END]
[00:42:15.220 --> 00:42:35.220]   [END]
[00:42:35.220 --> 00:42:55.220]   [END]
[00:42:55.220 --> 00:43:15.220]   [END]
[00:43:15.220 --> 00:43:35.220]   [END]
[00:43:35.220 --> 00:43:55.220]   [END]
[00:43:55.220 --> 00:44:15.220]   [END]
[00:44:15.220 --> 00:44:35.220]   [END]
[00:44:35.220 --> 00:44:55.220]   [END]
[00:44:55.220 --> 00:45:15.220]   [END]
[00:45:15.220 --> 00:45:35.220]   [END]
[00:45:35.220 --> 00:45:55.220]   [END]
[00:45:55.220 --> 00:46:15.220]   [END]
[00:46:15.220 --> 00:46:35.220]   [END]
[00:46:35.220 --> 00:46:55.220]   [END]
[00:46:55.220 --> 00:47:15.220]   [END]
[00:47:15.220 --> 00:47:35.220]   [END]
[00:47:35.220 --> 00:47:55.220]   [END]
[00:47:55.220 --> 00:48:15.220]   [END]
[00:48:15.220 --> 00:48:35.220]   [END]
[00:48:35.220 --> 00:48:55.220]   [END]
[00:48:55.220 --> 00:49:15.220]   [END]
[00:49:15.220 --> 00:49:35.220]   [END]
[00:49:35.220 --> 00:49:55.220]   [END]
[00:49:55.220 --> 00:50:15.220]   [END]
[00:50:15.220 --> 00:50:35.220]   [END]
[00:50:35.220 --> 00:50:55.220]   [END]
[00:50:55.220 --> 00:51:15.220]   [END]
[00:51:15.220 --> 00:51:35.220]   [END]
[00:51:35.220 --> 00:51:55.220]   [END]
[00:51:55.220 --> 00:52:15.220]   [END]
[00:52:15.220 --> 00:52:35.220]   [END]
[00:52:35.220 --> 00:52:55.220]   [END]
[00:52:55.220 --> 00:53:15.220]   [END]
[00:53:15.220 --> 00:53:35.220]   [END]
[00:53:35.220 --> 00:53:55.220]   [END]
[00:53:55.220 --> 00:54:15.220]   [END]
[00:54:15.220 --> 00:54:35.220]   [END]
[00:54:35.220 --> 00:54:55.220]   [END]
[00:54:55.220 --> 00:55:15.220]   [END]
[00:55:16.220 --> 00:55:16.220]   [END]
[00:55:16.220 --> 00:55:16.220]   [END]
[00:55:16.220 --> 00:55:26.220]   [END]
[00:55:26.220 --> 00:55:36.220]   [END]
[00:55:36.220 --> 00:55:46.220]   [END]
[00:55:46.220 --> 00:55:56.220]   [END]
[00:55:56.220 --> 00:56:06.220]   [END]
[00:56:06.220 --> 00:56:16.220]   [END]
[00:56:16.220 --> 00:56:36.220]   [END]
[00:56:36.220 --> 00:56:56.220]   [END]
[00:56:56.220 --> 00:57:16.220]   [END]
[00:57:16.220 --> 00:57:36.220]   [END]
[00:57:36.220 --> 00:57:56.220]   [END]
[00:57:56.220 --> 00:58:16.220]   [END]
[00:58:16.220 --> 00:58:36.220]   [END]
[00:58:36.220 --> 00:58:56.220]   [END]
[00:58:56.220 --> 00:59:16.220]   [END]
[00:59:16.220 --> 00:59:36.220]   [END]
[00:59:36.220 --> 00:59:56.220]   [END]
[00:59:56.220 --> 01:00:16.220]   [END]
[01:00:16.220 --> 01:00:36.220]   [END]
[01:00:36.220 --> 01:00:56.220]   [END]
[01:00:56.220 --> 01:01:16.220]   [END]
[01:01:16.220 --> 01:01:36.220]   [END]
[01:01:36.220 --> 01:01:56.220]   [END]
[01:01:56.220 --> 01:02:16.220]   [END]
[01:02:16.220 --> 01:02:36.220]   [END]
[01:02:36.220 --> 01:02:56.220]   [END]
[01:02:56.220 --> 01:03:16.220]   [END]
[01:03:16.220 --> 01:03:36.220]   [END]
[01:03:36.220 --> 01:03:56.220]   [END]
[01:03:56.220 --> 01:04:16.220]   [END]
[01:04:16.220 --> 01:04:36.220]   [END]
[01:04:36.220 --> 01:04:56.220]   [END]
[01:04:56.220 --> 01:05:16.220]   [END]
[01:05:16.220 --> 01:05:36.220]   [END]
[01:05:36.220 --> 01:05:56.220]   [END]
[01:05:56.220 --> 01:06:16.220]   [END]
[01:06:16.220 --> 01:06:36.220]   [END]
[01:06:36.220 --> 01:06:56.220]   [END]
[01:06:56.220 --> 01:07:04.220]   >> All right. For those of you guys who are in the rooms at this time, please take a moment to come on out to the main area. We'll get situated for the review.
[01:07:04.220 --> 01:07:32.220]   [SIDE CONVERSATION]
[01:07:32.220 --> 01:07:46.220]   [SIDE CONVERSATION]
[01:07:46.220 --> 01:08:12.220]   >> Okay. Let's take a moment to briefly go before the Lord to ask God to bless our time, and then we'll jump right in. Let's pray. Heavenly Father, we ask you, Lord, for spiritual strength and fervor. We ask you, God, for the blessing of conviction, deeper faith and understanding, and ultimately, God, the blessing of having a sanctified life that looks more and more like Christ.
[01:08:12.220 --> 01:08:32.220]   And Lord, particularly today, as we look upon a passage that has much to do with the kind of ministry Christ would do, I pray, Lord, that we would have a Christ-like spirit and attitude, one that is willing truly to love in a sacrificial way. We thank you for this time. It's in Christ's name. Amen.
[01:08:32.220 --> 01:09:01.220]   So, as we take a look at this passage, I want to do a quick review, because it's been two weeks since our previous time in the Galatians, that if you recall, actually, the whole line of thought, I mean, it's technically supposed to be just read all together, but the command was for you and me to live in the Spirit, to walk every single day faithfully.
[01:09:01.220 --> 01:09:04.220]   Every single day, filled with the Spirit of God, right?
[01:09:04.220 --> 01:09:26.220]   And in so doing, He defined for us what are the deeds of the flesh, with all of its lusts, all of its – and then the primary one that was really, really heavy was the kind of dissensions, the fits of anger, and the kind of malice, and the envying one another, and the biting each other, that kind of thing, versus bearing the fruit of the Spirit.
[01:09:26.220 --> 01:09:35.220]   Interestingly, right at the tail end of chapter 5, He told us, "Let us not become boastful, challenging one another, envying one another."
[01:09:35.220 --> 01:09:51.220]   So, in contrast, today, we're looking at a passage where He is calling for a kind of love that applies itself in a gentle restoration of even the weak, and a humble service where we're bearing each other's burdens, okay?
[01:09:51.220 --> 01:09:57.220]   So, again, each week I show you this kind of colorful breakdown of the passage.
[01:09:57.220 --> 01:10:07.220]   I do it just so that I can see what are the key terms I want to identify, define, and cross-reference, etc.
[01:10:07.220 --> 01:10:26.220]   But if you look, I see three sections, okay, here, where the command to restore is at the center of the first verse, telling us how we ought to do so, that we're supposed to do so even to those who are in trespass, but to do it gently and very carefully, looking for ourselves.
[01:10:26.220 --> 01:10:33.220]   The second part of it I see here in verse 2, where it says, "Bear one another's burdens, and thereby fulfill the law of Christ."
[01:10:33.220 --> 01:10:36.220]   So, we're supposed to do this as an imperative, as a command.
