
[00:00:00.000 --> 00:00:07.000]   All right, good morning.
[00:02:22.000 --> 00:02:26.000]   Early registration is $130 until July 28th.
[00:02:26.000 --> 00:02:31.000]   Basically, if you pay after July 28th, your price will be $145.
[00:02:31.000 --> 00:02:36.000]   So we highly, highly recommend you guys to save money and pay as soon as possible.
[00:02:36.000 --> 00:02:44.000]   If you have any questions or you would like to sign up or you just don't know what's going on, you want more information about this retreat,
[00:02:44.000 --> 00:02:48.000]   we have people taking sign-ups outside.
[00:02:48.000 --> 00:02:51.000]   Just go ahead and ask them questions, and they'll be able to answer.
[00:02:51.000 --> 00:02:52.000]   Thank you.
[00:02:52.000 --> 00:02:54.000]   All right, thank you.
[00:02:54.000 --> 00:02:57.000]   [applause]
[00:02:57.000 --> 00:02:58.000]   So awkward.
[00:02:58.000 --> 00:03:00.000]   All right.
[00:03:00.000 --> 00:03:03.000]   Turn your Bibles to Hebrews 4, 1-10.
[00:03:03.000 --> 00:03:06.000]   Hebrews 4, verses 1-10.
[00:03:09.000 --> 00:03:10.000]   Reading out of the NASB.
[00:03:10.000 --> 00:03:17.000]   "Therefore, let us fear if while a promise remains of entering his rest, any one of you may seem to have come short of it.
[00:03:17.000 --> 00:03:20.000]   For indeed, we have had good news preached to us, just as they also.
[00:03:20.000 --> 00:03:25.000]   But the word they heard did not profit them, because it was not united by faith in those who heard.
[00:03:25.000 --> 00:03:33.000]   For we who believed entered that rest, just as he has said, 'As I swore my wrath, they shall not enter my rest.'
[00:03:33.000 --> 00:03:36.000]   Although his works were finished from the foundation of the world,
[00:03:36.000 --> 00:03:41.000]   for he has said somewhere concerning the seventh day, 'And God rested on the seventh day from all his works.'
[00:03:41.000 --> 00:03:44.000]   And again in this passage, 'They shall not enter my rest.'
[00:03:44.000 --> 00:03:51.000]   Therefore, since it remains for some to enter it, and those who formerly had good news preached to them failed to enter because of disobedience,
[00:03:51.000 --> 00:03:57.000]   he again fixes a certain day today, saying through David, 'After so long a time, just as has been said before,
[00:03:57.000 --> 00:04:00.000]   today if you hear his voice, do not harden your hearts.
[00:04:00.000 --> 00:04:05.000]   For if Joshua had given them rest, he would not have spoken of another day after that.
[00:04:05.000 --> 00:04:09.000]   So there remains a Sabbath day, Sabbath rest for the people of God.
[00:04:09.000 --> 00:04:14.000]   For the one who has entered his rest has himself also rested from his works, as God did from his.'"
[00:04:14.000 --> 00:04:16.000]   Let's pray.
[00:04:16.000 --> 00:04:23.000]   Gracious and loving Father, we thank you so much for being patient with us.
[00:04:23.000 --> 00:04:29.000]   Help us to discern the thoughts and intentions of our own hearts, Lord God, as your word is taught.
[00:04:29.000 --> 00:04:39.000]   We know that you have ordained it, that it would be our food, the source of our comfort and strength, sanctification or salvation.
[00:04:39.000 --> 00:04:48.000]   So we pray, Father God, as the word goes forth, as you have ordained, that it would not return until it has accomplished your purpose.
[00:04:48.000 --> 00:04:52.000]   We desire to honor you. We desire to worship you.
[00:04:52.000 --> 00:04:57.000]   May this time be acceptable before your eyes. In Jesus' name we pray. Amen.
[00:04:57.000 --> 00:05:01.000]   Okay, so as you guys know, we had VBS run this week.
[00:05:01.000 --> 00:05:05.000]   And for many of the parents and children, it's the highlight of the year.
[00:05:05.000 --> 00:05:10.000]   So much time and effort goes into preparing, and so many volunteers come.
[00:05:10.000 --> 00:05:15.000]   And so, you know, it was kind of sad because it was our last VBS for our youngest child.
[00:05:15.000 --> 00:05:18.000]   So next year he won't be doing VBS.
[00:05:18.000 --> 00:05:23.000]   And I was talking to Isaiah, and Isaiah was, you know, he's already kind of missing it.
[00:05:23.000 --> 00:05:28.000]   And he said, "Can I at least help next year?" And I said, "Well, you have to be baptized and be a member."
[00:05:28.000 --> 00:05:30.000]   And so he said he's going to be baptized.
[00:05:30.000 --> 00:05:33.000]   [laughter]
[00:05:33.000 --> 00:05:37.000]   So again, it was a long week. A lot of people, you know, volunteered.
[00:05:37.000 --> 00:05:40.000]   So Friday night, I'm sure everybody was exhausted.
[00:05:40.000 --> 00:05:46.000]   And, you know, at the end of a long week like that, you naturally tend to think, "What am I going to do to rest?"
[00:05:46.000 --> 00:05:49.000]   So maybe some of you guys were able to get some rest yesterday.
[00:05:49.000 --> 00:05:52.000]   And I know for some of you guys, yesterday was another long day.
[00:05:52.000 --> 00:05:57.000]   But what do you do when you're fatigued, when you're tired?
[00:05:57.000 --> 00:06:02.000]   Sometimes if you have small children, if you went on a vacation, you're probably more tired after the vacation.
[00:06:02.000 --> 00:06:06.000]   But what do you do to rewind? What do you do to find rest?
[00:06:06.000 --> 00:06:10.000]   Some people will sit on their couch and watch Netflix.
[00:06:10.000 --> 00:06:13.000]   Some people will go grab something to eat or sleep in.
[00:06:13.000 --> 00:06:19.000]   But we're all doing that because we need to recuperate so that we can get back to work, right?
[00:06:19.000 --> 00:06:26.000]   The text that we're looking at today in chapter 4, the theme of the whole chapter is about rest in Christ.
[00:06:26.000 --> 00:06:34.000]   We've been talking about how the warning about not drifting from this God, from Christ,
[00:06:34.000 --> 00:06:41.000]   who He's greater than the angels, He's greater than Moses, and so the danger of drifting away from God.
[00:06:41.000 --> 00:06:47.000]   And so the previous chapter, chapter 3, it was a warning against if you hear His voice today,
[00:06:47.000 --> 00:06:50.000]   not to harden your heart because tomorrow you may not hear His voice.
[00:06:50.000 --> 00:06:54.000]   And there's an ordained time for people to repent and come to Christ.
[00:06:54.000 --> 00:06:59.000]   And if you ignore that, if you sweep that under the rug, He says the next time you come around,
[00:06:59.000 --> 00:07:01.000]   it may be even more difficult.
[00:07:01.000 --> 00:07:05.000]   Chapter 4 is leading us to the "let us" statement.
[00:07:05.000 --> 00:07:09.000]   So if you read through chapter 4, you'll notice that there are four "let us" statements.
[00:07:09.000 --> 00:07:16.000]   The first one we find in verse 1 where it says, "Let us fear if while we—a promise remains of entering the rest."
[00:07:16.000 --> 00:07:22.000]   The second one is found in verse 11. He says, "Therefore, let us be diligent to enter the rest."
[00:07:22.000 --> 00:07:28.000]   And then verse 14, it says, "Since we have a great high priest who has passed through the heavens,"
[00:07:28.000 --> 00:07:32.000]   did I get that right? "Let us hold fast our confession."
[00:07:32.000 --> 00:07:36.000]   And then verse 16 is, "Therefore, let us draw near with confidence."
[00:07:36.000 --> 00:07:40.000]   So all these "let us" statements together are kind of guiding us through,
[00:07:40.000 --> 00:07:46.000]   if you hear His voice and you believe and you're taking His warning seriously,
[00:07:46.000 --> 00:07:50.000]   these are the things that we ought to do. These are the things that we need to apply.
[00:07:50.000 --> 00:07:54.000]   So I remember back in seminary, my professor would always say,
[00:07:54.000 --> 00:07:58.000]   he repeated it so many times in our hermeneutics class, in interpretation class,
[00:07:58.000 --> 00:08:06.000]   he says, "If you apply the Bible without proper interpretation, it's a miscarriage."
[00:08:06.000 --> 00:08:08.000]   Because if you don't know what the Word of God says,
[00:08:08.000 --> 00:08:11.000]   or you have a very superficial understanding of what the Word of God says,
[00:08:11.000 --> 00:08:15.000]   then the application is obviously going to be wrong.
[00:08:15.000 --> 00:08:19.000]   So oftentimes, without study of the Bible, we begin to project unto God,
[00:08:19.000 --> 00:08:21.000]   "Well, since you're loving God, you ought to be doing this.
[00:08:21.000 --> 00:08:23.000]   Since the church is this, the church should be this.
[00:08:23.000 --> 00:08:26.000]   Or since you are this way, you ought to be this way."
[00:08:26.000 --> 00:08:31.000]   And so our application of what we know of Scripture, or we think we know of Scripture,
[00:08:31.000 --> 00:08:35.000]   can be wrong without careful examination of what the Word of God says.
[00:08:35.000 --> 00:08:39.000]   So application without interpretation is miscarriage.
[00:08:39.000 --> 00:08:42.000]   But then, the flip side of it, he would often say,
[00:08:42.000 --> 00:08:45.000]   but interpretation without application is abortion.
[00:08:45.000 --> 00:08:49.000]   Because the whole point of the study of the Bible is not just for us to say,
[00:08:49.000 --> 00:08:53.000]   "Aha, I know, I understand," and to be able to take a test and say,
[00:08:53.000 --> 00:08:55.000]   "I got the answers right."
[00:08:55.000 --> 00:08:58.000]   The whole point of exposition and study of the Word of God
[00:08:58.000 --> 00:09:02.000]   is to lead us to these "let us" statements, this application.
[00:09:02.000 --> 00:09:06.000]   Because an individual who is constantly studying with very little application,
[00:09:06.000 --> 00:09:13.000]   all it does for that person is becomes a puffed-up individual who becomes an expert.
[00:09:13.000 --> 00:09:18.000]   Expert on what the Word of God says, but has no idea of who God is.
[00:09:18.000 --> 00:09:20.000]   So let's look at the first "let us" statement.
[00:09:20.000 --> 00:09:23.000]   So I'm going to take some time each week going over these "let us" statements.
[00:09:23.000 --> 00:09:26.000]   But the first one we begin with, it says,
[00:09:26.000 --> 00:09:30.000]   "Let us fear if while a promise remains of entering His wrath."
[00:09:30.000 --> 00:09:38.000]   So the fear that He is warning us of is that we would fall short of that rest.
[00:09:38.000 --> 00:09:40.000]   So the first question we need to ask is,
[00:09:40.000 --> 00:09:44.000]   why would He tell us to fear so that we could enter the rest?
[00:09:44.000 --> 00:09:47.000]   Because it sounds like an oxymoron.
[00:09:47.000 --> 00:09:52.000]   Doesn't it sound like maybe the fear itself is what's causing the unrest?
[00:09:52.000 --> 00:09:57.000]   You know, you don't think of having fear of wanting to rest.
[00:09:57.000 --> 00:10:02.000]   Because rest, we typically think of just doing nothing, relax.
[00:10:02.000 --> 00:10:06.000]   An individual who is living his life in fear is constantly anxious.
[00:10:06.000 --> 00:10:09.000]   We don't think of a person who is resting.
[00:10:09.000 --> 00:10:14.000]   In fact, if you look at later part of that verse, or later part of it,
[00:10:14.000 --> 00:10:17.000]   it not only tells us to fear.
[00:10:17.000 --> 00:10:20.000]   In verse 10, it says, "For the one who has entered his rest,"
[00:10:20.000 --> 00:10:26.000]   sorry, it calls us in verse 11 to work to enter that rest.
[00:10:26.000 --> 00:10:31.000]   So working to rest, fearing to rest.
[00:10:31.000 --> 00:10:34.000]   It sounds like an oxymoron if you understand it superficially.
[00:10:34.000 --> 00:10:38.000]   If we begin to project our understanding of rest to what He is saying,
[00:10:38.000 --> 00:10:40.000]   it doesn't make much sense.
[00:10:40.000 --> 00:10:42.000]   So the first thing that we need to tackle is,
[00:10:42.000 --> 00:10:44.000]   what does He mean by this rest?
[00:10:44.000 --> 00:10:46.000]   And why is it so important that we need to be working,
[00:10:46.000 --> 00:10:51.000]   we need to be fearing to make sure that we're entering this rest?
[00:10:51.000 --> 00:10:54.000]   Well, He answers that question in this text in verse 4 and verse 10.
[00:10:54.000 --> 00:10:59.000]   He said that the rest that He is referring to is the rest that God entered into
[00:10:59.000 --> 00:11:01.000]   on the seventh day, on verse 4.
[00:11:01.000 --> 00:11:04.000]   "For He has said somewhere concerning the seventh day,
[00:11:04.000 --> 00:11:08.000]   'And God rested on the seventh day from all His works.'"
[00:11:08.000 --> 00:11:11.000]   So in other words, He's not simply talking about not working,
[00:11:11.000 --> 00:11:15.000]   even though that is part of the definition of the work rest.
[00:11:15.000 --> 00:11:20.000]   He's referring specifically to the rest that God entered into in creation.
[00:11:20.000 --> 00:11:24.000]   After six days of creation, God entered into that rest.
[00:11:24.000 --> 00:11:29.000]   Verse 10, "For the one who has entered his rest has himself also rested from his works,
[00:11:29.000 --> 00:11:32.000]   as God did from His."
[00:11:32.000 --> 00:11:36.000]   So, in order to understand the biblical definition of rest,
[00:11:36.000 --> 00:11:39.000]   we need to understand what it means.
[00:11:39.000 --> 00:11:43.000]   What does it mean for God to enter that rest on the seventh day?
[00:11:43.000 --> 00:11:45.000]   In Genesis 2, 2-3, it says,
[00:11:45.000 --> 00:11:49.000]   "By the seventh day God completed His work, which He had done,
[00:11:49.000 --> 00:11:54.000]   and He rested on the seventh day from all His work, which He had done.
[00:11:54.000 --> 00:11:57.000]   Then God blessed the seventh day and sanctified it."
[00:11:57.000 --> 00:11:59.000]   In other words, set it apart.
[00:11:59.000 --> 00:12:06.000]   "Because in it He rested from all His works, which God had created and made."
[00:12:06.000 --> 00:12:09.000]   Our natural inclination is to think,
[00:12:09.000 --> 00:12:13.000]   He worked for six days, and He got tired.
[00:12:13.000 --> 00:12:17.000]   And so He needed to recuperate on the seventh day.
[00:12:17.000 --> 00:12:20.000]   And so He rested in order to get back to work on Monday.
[00:12:20.000 --> 00:12:23.000]   Because typically when we think of rest, that's what we think of.
[00:12:23.000 --> 00:12:27.000]   We've spent our energy, we're tired, we're going to go relax,
[00:12:27.000 --> 00:12:33.000]   not do work for a while, and then when I feel rested, then I can go back to work.
[00:12:33.000 --> 00:12:35.000]   Now, that would be blasphemous,
[00:12:35.000 --> 00:12:39.000]   to think that God rested from His work because He was tired.
[00:12:39.000 --> 00:12:43.000]   Because clearly the scripture says, in Isaiah 40-28,
[00:12:43.000 --> 00:12:47.000]   "Do you not know, have you not heard, that everlasting God, the Lord,
[00:12:47.000 --> 00:12:51.000]   the Creator of the ends of the earth, does not become weary or tired?
[00:12:51.000 --> 00:12:54.000]   His understanding is inscrutable."
[00:12:54.000 --> 00:12:56.000]   In other words, He is immutable.
[00:12:56.000 --> 00:13:01.000]   The same energy and power and vigor that God had Monday,
[00:13:01.000 --> 00:13:08.000]   in the beginning of creation, is the same energy and vigor that He had on Saturday.
[00:13:08.000 --> 00:13:12.000]   He didn't--He's not like us, where we--
[00:13:12.000 --> 00:13:15.000]   Usually when we have VBS, we start out with a bang on Monday,
[00:13:15.000 --> 00:13:18.000]   Wednesday's a hump day, just like your work day.
[00:13:18.000 --> 00:13:21.000]   We call it a hump day because it's difficult.
[00:13:21.000 --> 00:13:24.000]   You've already gotten wearied, and then Friday is like,
[00:13:24.000 --> 00:13:26.000]   "Yeah, thank God for the weekend."
[00:13:26.000 --> 00:13:29.000]   And then you go to the weekend and then you have things to do to recuperate.
[00:13:29.000 --> 00:13:31.000]   And then you start over on Monday.
[00:13:31.000 --> 00:13:34.000]   So by the time VBS comes, Wednesday's a hump day,
[00:13:34.000 --> 00:13:37.000]   and then Friday we finish with a bang because it's over.
[00:13:37.000 --> 00:13:39.000]   Is that what He means?
[00:13:39.000 --> 00:13:44.000]   Six days He labored, and then on Wednesday He got fatigued,
[00:13:44.000 --> 00:13:48.000]   and then at the end of it, He got tired, so He entered into the Sabbath.
[00:13:48.000 --> 00:13:50.000]   He's like, "Oh, let's take a break."
[00:13:50.000 --> 00:13:54.000]   Clearly that's not what the Sabbath is referring to because God is immutable.
[00:13:54.000 --> 00:13:58.000]   He does not grow weary or tired. He is not man.
[00:13:58.000 --> 00:14:03.000]   So what does it mean then, for Him to enter the Sabbath
[00:14:03.000 --> 00:14:07.000]   and for mankind to enter the Sabbath with Him?
[00:14:07.000 --> 00:14:11.000]   Well, I think it helps us to understand what happened after the fall.
[00:14:11.000 --> 00:14:15.000]   Once sin entered, they were separated from God.
[00:14:15.000 --> 00:14:20.000]   In Genesis 3, 16-19, it describes the penalty of this sin.
[00:14:20.000 --> 00:14:25.000]   God said, "You shall surely die if you eat of this tree of knowledge of good and evil.
[00:14:25.000 --> 00:14:27.000]   If you disobey Me, you shall surely die."
[00:14:27.000 --> 00:14:31.000]   But when they eat it, they don't fall to the ground and physically disappear.
[00:14:31.000 --> 00:14:34.000]   In fact, they live for many, many years after that.
[00:14:34.000 --> 00:14:40.000]   But the description of this spiritual death is mentioned in Genesis 3, 16-19.
[00:14:40.000 --> 00:14:47.000]   And in that passage, it describes for the woman that she will bear children in much pain
[00:14:47.000 --> 00:14:51.000]   and that there's going to be contention between her and her husband.
[00:14:51.000 --> 00:14:59.000]   Now, if you look at that, her very reason of why God created her is described in that fall.
[00:14:59.000 --> 00:15:03.000]   God created her to be a suitable helper because it was not good for man to be alone.
[00:15:03.000 --> 00:15:11.000]   God created a partner to help her, and that her primary role is to help her to be fruitful and to multiply.
[00:15:11.000 --> 00:15:18.000]   But the penalty of this spiritual death that comes in is that the very thing that she was created for
[00:15:18.000 --> 00:15:23.000]   now is going to create contention and restlessness.
[00:15:23.000 --> 00:15:27.000]   She's going to still be with her husband. There's going to be contention in the home.
[00:15:27.000 --> 00:15:30.000]   She's going to bear children, but it's going to be very painful.
[00:15:30.000 --> 00:15:37.000]   Same thing with the husband. Adam was created so that he can be the ruler of all creation to subdue the land.
[00:15:37.000 --> 00:15:40.000]   But as soon as sin comes in, what is it saying?
[00:15:40.000 --> 00:15:48.000]   By the sweat of your brow, you're going to be laboring, and it's going to produce thorns and thistles.
[00:15:48.000 --> 00:15:54.000]   And after all the hard work and restlessness and labor, what comes after that, he says, is death.
[00:15:54.000 --> 00:15:58.000]   From dust you come, to dust you will go.
[00:15:58.000 --> 00:16:07.000]   So the very thing that they were created for, now it's going to turn into restlessness, contention, weeds,
[00:16:07.000 --> 00:16:11.000]   thorns and thistles are going to be created by that same labor.
[00:16:11.000 --> 00:16:16.000]   So what does it mean to enter the Sabbath and to break the Sabbath?
[00:16:16.000 --> 00:16:22.000]   Well, Exodus chapter 31, 12-13, God makes a covenant with the nation of Israel, and this is what he says.
[00:16:22.000 --> 00:16:26.000]   "The Lord spoke to Moses saying, 'But I ask for you, speak to the sons of Israel saying,
[00:16:26.000 --> 00:16:32.000]   'You shall surely observe my Sabbath, for this is a sign between me and you throughout your generation,
[00:16:32.000 --> 00:16:37.000]   that you may know that I am the Lord who sanctifies you.'"
[00:16:37.000 --> 00:16:41.000]   Of all the things that God could have used as a covenant symbol,
[00:16:41.000 --> 00:16:47.000]   he says the Sabbath was one of the covenant symbols that God makes with the nation of Israel.
[00:16:47.000 --> 00:16:53.000]   This Sabbath is going to symbolize the relationship that God had with the nation of Israel.
[00:16:53.000 --> 00:16:57.000]   Now, the key to this is the second part when he says,
[00:16:57.000 --> 00:17:05.000]   "The reason why this is a covenant symbol is so that you may know that I am the Lord who sanctifies you."
[00:17:05.000 --> 00:17:10.000]   Now, if you are New Testament savvy, whenever you hear the word sanctify,
[00:17:10.000 --> 00:17:15.000]   you automatically think justification, sanctification, and glorification.
[00:17:15.000 --> 00:17:20.000]   So, you say, "Oh, sanctification. He's talking about our spiritual maturity."
[00:17:20.000 --> 00:17:24.000]   Not necessarily. The word sanctify just literally means to be made holy.
[00:17:24.000 --> 00:17:27.000]   Literally means to be set apart.
[00:17:27.000 --> 00:17:32.000]   So, it's just a broad word to describe salvation.
[00:17:32.000 --> 00:17:42.000]   So, in other words, God set aside and appointed the Sabbath to remind them that God is their salvation.
[00:17:42.000 --> 00:17:49.000]   So, Sabbath is a symbol of salvation, if you follow it.
[00:17:49.000 --> 00:17:52.000]   Sabbath is a symbol of salvation.
[00:17:52.000 --> 00:18:00.000]   So, the definition of the Sabbath is when Adam and Eve had fellowship with God,
[00:18:00.000 --> 00:18:03.000]   he was with God in the Sabbath, in rest.
[00:18:03.000 --> 00:18:05.000]   Did they work physically?
[00:18:05.000 --> 00:18:09.000]   Yes, if you read the book of Genesis, before they fall, they were working.
[00:18:09.000 --> 00:18:11.000]   But it was work in joy.
[00:18:11.000 --> 00:18:13.000]   They had fellowship.
[00:18:13.000 --> 00:18:15.000]   They had communion.
[00:18:15.000 --> 00:18:19.000]   Not this communion, but they had communion.
[00:18:19.000 --> 00:18:25.000]   But as soon as sin enters, they're doing the same work, but they're no longer in rest.
[00:18:25.000 --> 00:18:28.000]   There's a restlessness that comes into mankind.
[00:18:28.000 --> 00:18:30.000]   So, the Sabbath is broken.
[00:18:30.000 --> 00:18:34.000]   So, when you are with the Lord, you are in his Sabbath.
[00:18:34.000 --> 00:18:37.000]   But because of sin, you are expelled from the Sabbath.
[00:18:37.000 --> 00:18:40.000]   And then there's restlessness.
[00:18:40.000 --> 00:18:44.000]   Now, the reason why this is so important is because if you read the Old Testament,
[00:18:44.000 --> 00:18:47.000]   Sabbath is a key part of his law.
[00:18:47.000 --> 00:18:50.000]   You can almost say it's the central part of his law.
[00:18:50.000 --> 00:18:54.000]   If you look at the Ten Commandments, all of the Ten Commandments are all very...
[00:18:54.000 --> 00:18:56.000]   Like, we can understand why those Ten Commandments are there.
[00:18:56.000 --> 00:18:59.000]   It's a relationship with God, right?
[00:18:59.000 --> 00:19:04.000]   Worship no other gods, no other graven images, shall not use the Lord's name in vain.
[00:19:04.000 --> 00:19:07.000]   And then he says, "You shall keep the Sabbath,"
[00:19:07.000 --> 00:19:12.000]   which is one of the only ceremonial law that is embedded in the Ten Commandments.
[00:19:12.000 --> 00:19:19.000]   And then every other law from the commandment after that is a law between other people.
[00:19:19.000 --> 00:19:22.000]   So, you have this vertical relationship and horizontal relationship.
[00:19:22.000 --> 00:19:24.000]   But right at the center of that is the Sabbath.
[00:19:24.000 --> 00:19:28.000]   And why is the Sabbath in the Ten Commandments?
[00:19:28.000 --> 00:19:33.000]   Why was this particular law so important that he kept it in the Ten Commandments and repeated?
[00:19:33.000 --> 00:19:39.000]   In fact, if you break the Sabbath, the penalty for breaking the Sabbath was stoning.
[00:19:39.000 --> 00:19:42.000]   They took him outside and they stoned him to death.
[00:19:42.000 --> 00:19:46.000]   And there was a heavy emphasis on keeping the Sabbath holy.
[00:19:46.000 --> 00:19:51.000]   You can see why the Pharisees in the New Testament were so concerned about breaking the Sabbath.
[00:19:51.000 --> 00:19:56.000]   Every time Jesus did something that broke their law, not God's law, but their law,
[00:19:56.000 --> 00:20:02.000]   they had a huge fit because they understood the weightiness of this law.
[00:20:02.000 --> 00:20:06.000]   The purpose of all of this is to bring us to understanding
[00:20:06.000 --> 00:20:10.000]   because the purpose of the Sabbath was not the Sabbath itself.
[00:20:10.000 --> 00:20:15.000]   It wasn't the rule keeping. In fact, it's spelled out in Colossians 2, 16-17.
[00:20:15.000 --> 00:20:24.000]   "Therefore, no one is to act as your judge in regard to food or drink or in respect to festivals or new moons or Sabbath day,
[00:20:24.000 --> 00:20:31.000]   things which are mere shadows of what is to come, but the substance belongs to Christ."
[00:20:31.000 --> 00:20:38.000]   All of this, all of the Sabbath was to prepare for the one who was going to fulfill the Sabbath.
[00:20:38.000 --> 00:20:43.000]   What was broken because of the broken fellowship with God.
[00:20:43.000 --> 00:20:47.000]   Christ was going to come and restore that Sabbath.
[00:20:47.000 --> 00:20:52.000]   So all of this was just a preparation to point to the coming of Christ.
[00:20:52.000 --> 00:20:56.000]   So when Jesus Christ comes, he says, Matthew 11, 28,
[00:20:56.000 --> 00:21:02.000]   "Come to me all who are weary and heavy laden, and I will give you rest."
[00:21:02.000 --> 00:21:07.000]   He's speaking to people who are weary and heavy laden because of the broken Sabbath.
[00:21:07.000 --> 00:21:10.000]   And he says, "Take my yoke upon you and learn from me."
[00:21:10.000 --> 00:21:13.000]   What is yoke? We're not talking about the egg yoke.
[00:21:13.000 --> 00:21:17.000]   We're talking about the yoke that is put on an animal so that the animal can labor.
[00:21:17.000 --> 00:21:25.000]   So when he says, "Take my work," yoke is just another word in the New Testament or in farming to describe work.
[00:21:25.000 --> 00:21:31.000]   So when Jesus says, "Take my work upon you and learn from me, for I am gentle and humble in heart,
[00:21:31.000 --> 00:21:38.000]   and you will find rest for your soul," what is the work that he is referring to?
[00:21:38.000 --> 00:21:40.000]   It's pretty clear.
[00:21:40.000 --> 00:21:48.000]   Jesus clearly says that he came to do the Father's will, to do his work, and the work is to atone for the sins of many.
[00:21:48.000 --> 00:21:51.000]   He was going to give his life as a ransom.
[00:21:51.000 --> 00:21:56.000]   He said, "He who knew no sin became sin, that you and I can become the righteousness of God."
[00:21:56.000 --> 00:22:06.000]   So he said, "If you hear my voice and you take my work upon you, then and only then will you find true rest."
[00:22:06.000 --> 00:22:12.000]   So a distinction between a Christian and a non-Christian is a state of restlessness in a non-Christian.
[00:22:12.000 --> 00:22:17.000]   Because he is constantly staggering from one place to another seeking rest.
[00:22:17.000 --> 00:22:23.000]   A non-Christian cannot rest until his circumstances are exactly the way he desires.
[00:22:23.000 --> 00:22:27.000]   Until he eats what he wants and he drinks what he wants to drink,
[00:22:27.000 --> 00:22:35.000]   and he has the circumstances that he desires and he works for, he cannot truly find rest.
[00:22:35.000 --> 00:22:43.000]   Jesus says in John 4, 13-14, "Jesus answered and said to her, 'Everyone who drinks of this water will thirst again.
[00:22:43.000 --> 00:22:47.000]   But whoever drinks of the water that I will give him shall never thirst.
[00:22:47.000 --> 00:22:53.000]   But the water that I will give him will become in him a well of water, springing up to eternal life.'"
[00:22:53.000 --> 00:22:56.000]   In other words, he's describing an individual who drinks the water of Christ,
[00:22:56.000 --> 00:23:02.000]   who's taken his yoke upon him, and he has found true rest in Christ.
[00:23:02.000 --> 00:23:08.000]   Again, he says that in John 6, 35, people who ate the miraculous bread and the fish,
[00:23:08.000 --> 00:23:11.000]   they're coming to him because they wanted more.
[00:23:11.000 --> 00:23:17.000]   I mean, let's make him king, because if we make Jesus king, he's going to feed us.
[00:23:17.000 --> 00:23:22.000]   Not only is he going to feed us, I mean, if you're blind, he's going to give you free medication.
[00:23:22.000 --> 00:23:27.000]   He's going to make you walk. If you're a leopard, he's going to cleanse you.
[00:23:27.000 --> 00:23:31.000]   Who wouldn't want to make him king? So they stagger all over looking for him.
[00:23:31.000 --> 00:23:34.000]   When they finally see Jesus on the other side of Galilee, Jesus says to him,
[00:23:34.000 --> 00:23:37.000]   "You're coming to me not because you know who I am.
[00:23:37.000 --> 00:23:39.000]   You're not coming because you understand what I've come to give you.
[00:23:39.000 --> 00:23:42.000]   You're coming because you ate bread and you want more."
[00:23:42.000 --> 00:23:47.000]   And Jesus tells them in that chapter, "I am the bread of life.
