
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:08:52.720 --> 00:09:00.800]   I'm sure there are more answers to Austin's question, but these are at least five answers
[00:09:00.800 --> 00:09:07.640]   that I see in the Bible as to why God would ordain and Jesus would choose that a betrayer
[00:09:07.640 --> 00:09:11.000]   be included among the apostles from the beginning.
[00:09:11.000 --> 00:09:13.680]   One, to fulfill Scripture.
[00:09:13.680 --> 00:09:16.600]   Scriptures cannot be broken, and God is in control.
[00:09:16.600 --> 00:09:24.000]   Two, even horrific sins serve the saving purposes of God in his sovereign plan.
[00:09:24.000 --> 00:09:31.800]   Three, time with Jesus and miracle working are no proof of saving faith.
[00:09:31.800 --> 00:09:38.080]   Four, predestination and human accountability go hand in hand.
[00:09:38.080 --> 00:09:44.800]   And five, the love of money is behind the worst sin in the world.
[00:09:44.800 --> 00:09:45.800]   Amen.
[00:09:45.800 --> 00:09:49.280]   John 12 is an incredible text for a lot of reasons.
[00:09:49.280 --> 00:09:55.680]   Mary pouring out her wealth on the feet of Jesus reminds me of APJ 1499, titled "What
[00:09:55.680 --> 00:09:58.280]   Does Freedom from the Love of Money Look Like?"
[00:09:58.280 --> 00:10:02.000]   Freedom from the love of money looks like Mary at the feet of Jesus.
[00:10:02.000 --> 00:10:04.000]   One of my all-time favorite APJ episodes.
[00:10:04.000 --> 00:10:05.000]   Check that out.
[00:10:05.000 --> 00:10:08.760]   That's episode 1499 on what it looks like to be free from the love of money.
[00:10:08.760 --> 00:10:14.840]   You can find it at our online home at DesiringGod.org/AskPastorJohn.
[00:10:14.840 --> 00:10:19.520]   And there you can send us your own questions, search or browse all 1,600 of our past episodes,
[00:10:19.520 --> 00:10:20.520]   or subscribe to the podcast.
[00:10:20.520 --> 00:10:24.240]   Well, we're going to break for the weekend, but Lord willing, we plan to be back with
[00:10:24.240 --> 00:10:25.240]   you on Monday.
[00:10:25.240 --> 00:10:26.760]   I'm your host, Tony Ranke.
[00:10:26.760 --> 00:10:31.960]   Thanks for listening to the Ask Pastor John podcast with longtime author and pastor, John
[00:10:31.960 --> 00:10:33.080]   Piper.
[00:10:33.080 --> 00:10:34.400]   Have a wonderful weekend.
[00:10:34.400 --> 00:10:35.400]   [END]
[00:10:35.400 --> 00:10:35.400]   1
[00:10:35.400 --> 00:10:36.400]   The Ask Pastor John Podcast is a production of the Library of Congress. All rights reserved.
[00:10:36.400 --> 00:10:36.400]   Library of Congress.com
[00:10:36.400 --> 00:10:36.900]   Page 1 of 9
[00:10:36.900 --> 00:10:37.900]   The Ask Pastor John Podcast is a production of the Library of Congress. All rights reserved.
[00:10:37.900 --> 00:10:37.900]   Library of Congress.com
[00:10:37.900 --> 00:10:38.400]   Page 1 of 9
[00:10:38.400 --> 00:10:39.400]   The Ask Pastor John Podcast is a production of the Library of Congress. All rights reserved.
[00:10:39.400 --> 00:10:39.400]   Library of Congress.com
[00:10:39.400 --> 00:10:39.900]   Page 1 of 9
[00:10:39.900 --> 00:10:49.900]   [BLANK_AUDIO]

