
[00:00:00.000 --> 00:00:02.760]   (audio cuts out)
[00:17:17.640 --> 00:17:20.200]   as established by Apostle Paul,
[00:17:20.200 --> 00:17:22.600]   he spent a year and a half there
[00:17:22.600 --> 00:17:23.880]   converting people,
[00:17:23.880 --> 00:17:25.440]   gathering the church together,
[00:17:25.440 --> 00:17:27.840]   teaching them, and all sorts,
[00:17:27.840 --> 00:17:31.320]   but they were so affected by their surroundings
[00:17:31.320 --> 00:17:35.800]   that much of the world existed in the church, okay?
[00:17:35.800 --> 00:17:36.960]   So you can imagine,
[00:17:36.960 --> 00:17:40.120]   Apostle Paul is writing to this church.
[00:17:40.120 --> 00:17:41.600]   He's currently in Ephesus,
[00:17:41.600 --> 00:17:44.240]   having received a letter and report
[00:17:44.240 --> 00:17:46.360]   about what's going on in Corinth,
[00:17:46.360 --> 00:17:48.560]   and so you can imagine Apostle Paul,
[00:17:48.560 --> 00:17:50.800]   it's like a father who's been away for some time,
[00:17:50.800 --> 00:17:53.480]   coming to find out that his kids,
[00:17:53.480 --> 00:17:56.920]   that his kids are ripe with evil, wicked,
[00:17:56.920 --> 00:17:58.760]   all kinds of sin,
[00:17:58.760 --> 00:18:00.400]   all kinds of immorality,
[00:18:00.400 --> 00:18:02.440]   all kinds of strife,
[00:18:02.440 --> 00:18:04.560]   and so he's coming in wanting to say,
[00:18:04.560 --> 00:18:07.920]   look, I'm about to speak to you,
[00:18:07.920 --> 00:18:11.280]   and I'm speaking as one who is representing God.
[00:18:11.280 --> 00:18:13.360]   I'm speaking as one with great authority.
[00:18:13.360 --> 00:18:16.400]   I'm an apostle called by Jesus Christ,
[00:18:16.400 --> 00:18:18.000]   not by my own will,
[00:18:18.000 --> 00:18:20.160]   but by the will of God, okay?
[00:18:20.160 --> 00:18:21.680]   That's what's happening.
[00:18:21.680 --> 00:18:24.240]   So again, in verse one, as we see,
[00:18:24.240 --> 00:18:25.080]   Apostle Paul says,
[00:18:25.080 --> 00:18:28.920]   "Called an apostle of Jesus Christ by the will of God,"
[00:18:28.920 --> 00:18:31.640]   and it mentions in Sothenes, our brother.
[00:18:31.640 --> 00:18:34.240]   Sothenes, he's an interesting character
[00:18:34.240 --> 00:18:36.000]   because in Acts chapter 18,
[00:18:36.000 --> 00:18:39.280]   it reveals that Sothenes was actually the leader
[00:18:39.280 --> 00:18:41.080]   in the synagogue.
[00:18:41.080 --> 00:18:44.360]   So this individual, this individual,
[00:18:44.360 --> 00:18:46.320]   was actually an appointed of the gospel.
[00:18:46.320 --> 00:18:48.680]   He was a Jew who was not just a regular Jew,
[00:18:48.680 --> 00:18:50.360]   but a leader amongst the Jews.
[00:18:50.360 --> 00:18:52.720]   What's pretty amazing is,
[00:18:52.720 --> 00:18:55.600]   Apostle Paul, who also was a leader amongst the Jews
[00:18:55.600 --> 00:18:56.920]   and appointed of the gospel,
[00:18:56.920 --> 00:18:59.400]   is now writing to them with authority
[00:18:59.400 --> 00:19:03.060]   with another individual who's been converted, okay?
[00:19:03.060 --> 00:19:04.200]   All right.
[00:19:04.200 --> 00:19:05.920]   Now, in thinking about that,
[00:19:05.920 --> 00:19:09.480]   as you read, kinda, if you guys can,
[00:19:09.480 --> 00:19:12.480]   take a look at that whole passage again, okay?
[00:19:12.480 --> 00:19:15.800]   Take a look at the whole passage again.
[00:19:15.800 --> 00:19:19.240]   So Apostle Paul, laying down his authority,
[00:19:19.240 --> 00:19:21.640]   laying down his right to speak,
[00:19:21.640 --> 00:19:24.520]   laying down and asserting the kind of,
[00:19:24.520 --> 00:19:27.360]   you know, perhaps the foundation
[00:19:27.360 --> 00:19:30.400]   that he requires to speak great truth.
[00:19:30.400 --> 00:19:32.320]   He's speaking to the church,
[00:19:32.320 --> 00:19:35.480]   but as you kind of evaluate what he is saying
[00:19:35.480 --> 00:19:37.280]   in the next verses,
[00:19:37.280 --> 00:19:41.280]   can you try to identify what are some things he repeats?
[00:19:41.280 --> 00:19:44.720]   What are some things that appear multiple times
[00:19:44.720 --> 00:19:46.400]   in this short paragraph,
[00:19:46.400 --> 00:19:47.480]   or the couple paragraphs,
[00:19:47.480 --> 00:19:50.340]   verses one through nine?
[00:19:50.340 --> 00:19:51.640]   So if you want to take a moment
[00:19:51.640 --> 00:19:54.360]   just to scan down the whole thing again.
[00:19:54.360 --> 00:19:56.760]   Scan it through and then please let me know
[00:19:56.760 --> 00:19:59.380]   what you see as repetitions in the passage.
[00:19:59.380 --> 00:20:01.540]   (silence)
[00:20:01.540 --> 00:20:12.420]   Yes?
[00:20:12.420 --> 00:20:14.580]   - [Audience Member] He talks about being called.
[00:20:14.580 --> 00:20:16.740]   - Great, okay.
[00:20:16.740 --> 00:20:20.140]   He talks about being called multiple times.
[00:20:20.140 --> 00:20:23.580]   Please jot that into the second line, okay?
[00:20:23.580 --> 00:20:26.460]   Please jot that into the second line.
[00:20:26.460 --> 00:20:28.420]   We'll talk about that in just a moment, okay?
[00:20:28.420 --> 00:20:29.580]   He's being called.
[00:20:29.580 --> 00:20:33.820]   What's another thing that's repeated many, many times
[00:20:33.820 --> 00:20:35.940]   that perhaps we're not like pointing
[00:20:35.940 --> 00:20:38.800]   because it's always repeated many, many times?
[00:20:38.800 --> 00:20:40.780]   There you go.
[00:20:40.780 --> 00:20:42.580]   The Lord Jesus Christ.
[00:20:42.580 --> 00:20:44.100]   The name of God, right?
[00:20:44.100 --> 00:20:48.820]   So these are two important things
[00:20:48.820 --> 00:20:50.860]   that we just want to recognize here.
[00:20:50.860 --> 00:20:53.740]   That yes, the name of Christ, you know,
[00:20:53.740 --> 00:20:55.700]   the Lord Jesus Christ, or Savior,
[00:20:55.700 --> 00:20:57.820]   and all that kind of stuff in other passages are repeated.
[00:20:57.820 --> 00:21:02.820]   Here is Christ Jesus, God, Christ Jesus again,
[00:21:02.820 --> 00:21:04.940]   and Christ, and the Lord Jesus Christ,
[00:21:04.940 --> 00:21:06.940]   and it just keeps repeating the Lord
[00:21:06.940 --> 00:21:09.240]   again and again and again, okay?
[00:21:09.240 --> 00:21:12.940]   We started thinking about that a little bit
[00:21:12.940 --> 00:21:15.460]   because it's not just a way,
[00:21:15.460 --> 00:21:17.600]   kind of maybe how we do it.
[00:21:17.600 --> 00:21:21.800]   You know, I know that for me, I'm personally okay with it,
[00:21:21.800 --> 00:21:23.900]   but I know some people have a problem with it
[00:21:23.900 --> 00:21:24.900]   where you pray and you're like,
[00:21:24.900 --> 00:21:26.060]   Father God, Father God, Father God,
[00:21:26.060 --> 00:21:28.900]   and you just kind of say his name multiple times, right?
[00:21:28.900 --> 00:21:30.180]   Some people have a lot of problem with it.
[00:21:30.180 --> 00:21:31.940]   For me, actually, it's okay if that's the way,
[00:21:31.940 --> 00:21:34.100]   you know, you've been kind of accustomed to pray,
[00:21:34.100 --> 00:21:35.580]   and you're praying like that.
[00:21:35.580 --> 00:21:37.120]   For me, it's okay, right?
[00:21:37.120 --> 00:21:39.860]   But the thing about it is, when Apostle Paul does it,
[00:21:39.860 --> 00:21:43.660]   it's not for no reason but just to fill her.
[00:21:43.660 --> 00:21:44.940]   You see what I'm saying?
[00:21:44.940 --> 00:21:47.180]   There's a reason behind it.
[00:21:47.180 --> 00:21:49.700]   So let me ask you this question.
[00:21:49.700 --> 00:21:51.820]   There are two things he's repeating multiple times.
[00:21:51.820 --> 00:21:54.120]   One is the Lord.
[00:21:54.120 --> 00:21:55.660]   Second is the calling,
[00:21:55.660 --> 00:21:57.140]   and if you guys can fill that in a little bit more
[00:21:57.140 --> 00:22:00.460]   and say calling as saints, okay, calling as saints.
[00:22:00.460 --> 00:22:04.380]   But I ask you this question.
[00:22:04.380 --> 00:22:06.960]   Given the context that we've already set up,
[00:22:06.960 --> 00:22:11.060]   we said that the church, mimicking the world,
[00:22:11.060 --> 00:22:13.380]   being heavily influenced by all the gross immorality
[00:22:13.380 --> 00:22:15.780]   that's around them, and Apostle Paul is coming
[00:22:15.780 --> 00:22:18.300]   and speaking to them in authority,
[00:22:18.300 --> 00:22:19.620]   what would be his motive and reason
[00:22:19.620 --> 00:22:21.740]   for bringing up those two things?
[00:22:21.740 --> 00:22:23.680]   Let's start with Jesus Christ.
[00:22:23.680 --> 00:22:25.840]   (silence)
[00:22:25.840 --> 00:22:45.120]   I feel like you were gonna say something
[00:22:45.120 --> 00:22:46.120]   and then you're like.
[00:22:46.120 --> 00:22:47.280]   (inhales)
[00:22:47.280 --> 00:22:48.320]   (laughs)
[00:22:48.320 --> 00:22:50.080]   Yeah, no?
[00:22:50.080 --> 00:22:50.920]   The question.
[00:22:50.920 --> 00:22:53.320]   (laughs)
[00:22:53.320 --> 00:22:55.080]   Sorry, I put you on the spot, okay.
[00:22:55.080 --> 00:22:59.080]   The question is, yeah, he's beginning this letter
[00:22:59.080 --> 00:23:01.280]   and he's repeating actually the name of the Lord
[00:23:01.280 --> 00:23:03.720]   many times, not just like once or twice,
[00:23:03.720 --> 00:23:05.480]   but throughout the entire thing,
[00:23:05.480 --> 00:23:08.480]   his whole introduction, almost every verse.
[00:23:08.480 --> 00:23:09.320]   Why?
[00:23:09.320 --> 00:23:12.160]   - To
[00:23:12.160 --> 00:23:18.480]   make note of them, or make sure that Jesus Christ is Lord.
[00:23:18.480 --> 00:23:19.760]   - Okay.
[00:23:19.760 --> 00:23:21.600]   Okay, he wants to make emphatically clear
[00:23:21.600 --> 00:23:24.320]   that Jesus Christ is the Lord of them, that kind of thing?
[00:23:24.320 --> 00:23:25.680]   Okay, good.
[00:23:25.680 --> 00:23:27.560]   What else, yes?
[00:23:27.560 --> 00:23:31.280]   - To me, that Christ is foundational
[00:23:31.280 --> 00:23:33.880]   to everything else we can say,
[00:23:33.880 --> 00:23:36.840]   and to some of the issues that are struggled with,
[00:23:36.840 --> 00:23:41.840]   and perhaps in part due to getting without Christ.
[00:23:41.840 --> 00:23:43.080]   - Good, okay.
[00:23:43.080 --> 00:23:48.880]   So, Dr. David was saying Christ is foundational,
[00:23:48.880 --> 00:23:50.520]   and as they're living in our morality,
[00:23:50.520 --> 00:23:54.160]   they need to realize that their sins
[00:23:54.160 --> 00:23:57.360]   connects back foundationally to either knowing Christ
[00:23:57.360 --> 00:23:59.880]   or not knowing him well, right?
[00:23:59.880 --> 00:24:01.840]   And so, yeah, if you think about it,
[00:24:01.840 --> 00:24:06.520]   the foundation, and I almost think about it this way,
[00:24:06.520 --> 00:24:09.160]   perhaps the greatest way to convict them,
[00:24:09.160 --> 00:24:12.920]   the greatest way to shake them up
[00:24:12.920 --> 00:24:15.920]   would be to remind them of their relationship with Christ,
[00:24:15.920 --> 00:24:17.120]   you know?
[00:24:17.120 --> 00:24:19.880]   Because if Christ is supposed to be the greatest love,
[00:24:19.880 --> 00:24:22.000]   if Christ is supposed to be the greatest, most important,
[00:24:22.000 --> 00:24:24.600]   most precious, most valuable thing in their lives,
[00:24:24.600 --> 00:24:26.120]   then that would be the first thing
[00:24:26.120 --> 00:24:27.480]   that he would lay as a foundation
[00:24:27.480 --> 00:24:29.840]   of why they need to repent,
[00:24:29.840 --> 00:24:32.640]   of why they need to return, right?
[00:24:32.640 --> 00:24:35.640]   I mean, if you think about it,
[00:24:35.640 --> 00:24:37.080]   he could use arguments of,
[00:24:37.080 --> 00:24:39.200]   hey, this is not beneficial for you.
[00:24:39.200 --> 00:24:40.840]   He can use arguments of,
[00:24:40.840 --> 00:24:43.680]   hey, this is only gonna lead to ruin,
[00:24:43.680 --> 00:24:46.240]   you know, 'cause we do that in our strategy, don't we?
[00:24:46.240 --> 00:24:48.720]   In our strategy, don't we use arguments of,
[00:24:48.720 --> 00:24:50.160]   like, hey, this isn't good for you.
[00:24:50.160 --> 00:24:51.560]   When I teach my children, I use that.
[00:24:51.560 --> 00:24:53.800]   When I teach other people, they use that.
[00:24:53.800 --> 00:24:56.560]   But sometimes, that's not the most convicting thing.
[00:24:56.560 --> 00:24:57.960]   The most convicting thing is that
[00:24:57.960 --> 00:25:00.160]   the core identity of who you are,
[00:25:00.160 --> 00:25:02.400]   you are in a relationship with the Lord.
[00:25:02.400 --> 00:25:07.680]   And if that's in danger, if that's been severed,
[00:25:07.680 --> 00:25:10.080]   that's going to be the biggest point of conviction,
[00:25:10.080 --> 00:25:12.240]   their identity in Christ.
[00:25:12.240 --> 00:25:14.000]   That's foundational.
[00:25:14.000 --> 00:25:15.720]   And so, it goes hand in hand
[00:25:15.720 --> 00:25:19.320]   that he would talk about their calling, okay?
[00:25:19.320 --> 00:25:20.160]   So,
[00:25:20.160 --> 00:25:24.320]   the second thing that I had you guys write is
[00:25:24.320 --> 00:25:26.000]   their calling as saints.
[00:25:26.000 --> 00:25:28.520]   So, we see, noticed here,
[00:25:28.520 --> 00:25:30.000]   like, he talks about his own calling,
[00:25:30.000 --> 00:25:31.920]   but in verse two, he says,
[00:25:31.920 --> 00:25:33.760]   "To the church of God, which is at Corinth,
[00:25:33.760 --> 00:25:37.280]   to those who have been sanctified in Christ Jesus,
[00:25:37.280 --> 00:25:39.240]   saints by calling."
[00:25:39.240 --> 00:25:42.060]   And then, if you look down in verse nine, he says,
[00:25:42.060 --> 00:25:45.120]   "God is faithful through whom you were called
[00:25:45.120 --> 00:25:49.560]   and to fellowship with his Son, Jesus Christ, our Lord."
[00:25:49.560 --> 00:25:50.400]   Okay?
[00:25:50.400 --> 00:25:51.240]   So,
[00:25:51.240 --> 00:25:54.480]   that is surprising.
[00:25:54.480 --> 00:25:56.520]   It's surprising, why?
[00:25:56.520 --> 00:26:01.520]   Because the church is very far from being saints, right?
[00:26:01.520 --> 00:26:04.520]   It's surprising that he would call them saints,
[00:26:04.520 --> 00:26:07.160]   and he says, "I'm speaking to you, saints."
[00:26:07.160 --> 00:26:08.720]   You know?
[00:26:08.720 --> 00:26:12.800]   If we were in a conversation,
[00:26:12.800 --> 00:26:15.480]   and an individual was talking to you
[00:26:15.480 --> 00:26:17.920]   and trying to correct you about something you did,
[00:26:17.920 --> 00:26:19.440]   and you were sitting there thinking,
[00:26:19.440 --> 00:26:21.720]   "Oh, yeah, that was so stupid, that was so dumb of me,"
[00:26:21.720 --> 00:26:24.480]   and then they said, "Yeah, smart guy."
[00:26:24.480 --> 00:26:26.680]   Would that be received as, like,
[00:26:26.680 --> 00:26:29.440]   would that be received really well?
[00:26:29.440 --> 00:26:32.000]   But is that the reason why he said that?
[00:26:32.000 --> 00:26:34.080]   Almost as a sarcastic tone, it was like,
[00:26:34.080 --> 00:26:36.240]   "Okay, saints," you know?
[00:26:36.240 --> 00:26:39.500]   It wasn't a sarcastic tone.
[00:26:41.300 --> 00:26:43.680]   The way that Apostle Paul was saying this, truly,
[00:26:43.680 --> 00:26:48.680]   was a way to call them back to their identity in Christ,
[00:26:48.680 --> 00:26:51.700]   which is, "In Christ, you are saints."
[00:26:51.700 --> 00:26:55.300]   The truth of the matter is that when they're in Christ,
[00:26:55.300 --> 00:26:58.940]   they are saints because they are set apart from him.
[00:26:58.940 --> 00:27:01.700]   Saints literally means holy ones, okay?
[00:27:01.700 --> 00:27:03.580]   So, jot that in there as your notes.
[00:27:03.580 --> 00:27:08.100]   Saints literally means holy ones, okay?
[00:27:08.100 --> 00:27:11.740]   So, the Greek word for holy and the one for saints
[00:27:11.740 --> 00:27:13.540]   are just derivatives of each other.
[00:27:13.540 --> 00:27:15.340]   They're holy ones.
[00:27:15.340 --> 00:27:16.860]   They're set apart.
[00:27:16.860 --> 00:27:18.900]   They're consecrated and ordained.
[00:27:18.900 --> 00:27:22.060]   And they've been done so by God himself.
[00:27:22.060 --> 00:27:23.500]   And so, as you guys know,
[00:27:23.500 --> 00:27:29.560]   the way in which God sees us when we are in Christ
[00:27:29.560 --> 00:27:33.340]   is that in the moment God has called us effectually,
[00:27:33.340 --> 00:27:35.700]   then God has called us to be separate from him.
[00:27:36.740 --> 00:27:39.220]   We're categorically different.
[00:27:39.220 --> 00:27:40.760]   And so, the Corinthians church,
[00:27:40.760 --> 00:27:43.900]   although they were far from being saintly in practice,
[00:27:43.900 --> 00:27:46.700]   they needed to realize that in standing before God,
[00:27:46.700 --> 00:27:48.540]   this is who they are.
[00:27:48.540 --> 00:27:50.940]   I'm not gonna jump the gun yet,
[00:27:50.940 --> 00:27:52.100]   but later I'm gonna ask,
[00:27:52.100 --> 00:27:55.100]   so you see Apostle Paul's strategy?
[00:27:55.100 --> 00:27:56.840]   He's gonna bring them back to foundationally
[00:27:56.840 --> 00:27:59.020]   to their relationship with Christ.
[00:27:59.020 --> 00:28:00.620]   And he's gonna bring them back foundationally
[00:28:00.620 --> 00:28:03.300]   to this is who you are.
[00:28:03.300 --> 00:28:05.380]   This is what God has called you to.
[00:28:05.380 --> 00:28:06.660]   And all the exhortation,
[00:28:06.660 --> 00:28:08.340]   all the commands that come after that
[00:28:08.340 --> 00:28:10.660]   is gonna be founded upon that ground.
[00:28:10.660 --> 00:28:13.840]   But moving forward,
[00:28:13.840 --> 00:28:17.380]   if we take a look at verses three
[00:28:17.380 --> 00:28:19.980]   down all the way to verse eight,
[00:28:19.980 --> 00:28:22.220]   it's a huge middle section
[00:28:22.220 --> 00:28:27.220]   that Apostle Paul spends a lot of time describing them.
[00:28:27.220 --> 00:28:29.980]   And so, I wanna ask you this question.
[00:28:29.980 --> 00:28:31.900]   What is Apostle Paul's attitude
[00:28:31.900 --> 00:28:35.020]   towards the Corinthians church in this passage?
[00:28:35.020 --> 00:28:39.140]   So, kinda again, I want you guys to reread
[00:28:39.140 --> 00:28:40.380]   verses two through eight,
[00:28:40.380 --> 00:28:42.900]   and please answer that question for us.
[00:28:42.900 --> 00:28:47.240]   What is Apostle Paul's attitude towards the church?
[00:28:47.240 --> 00:28:50.000]   (pages rustling)
[00:28:50.000 --> 00:29:14.760]   Mm, very good.
[00:29:14.760 --> 00:29:17.080]   He says just flat out in verse four,
[00:29:17.080 --> 00:29:19.560]   I thank my God always concerning you
[00:29:19.560 --> 00:29:22.840]   for the grace of God which is given you in Christ Jesus.
[00:29:22.840 --> 00:29:26.120]   So, underneath question number three,
[00:29:26.120 --> 00:29:27.880]   I believe I have two blanks again.
[00:29:27.880 --> 00:29:29.320]   The first one, please write it in
[00:29:29.320 --> 00:29:31.120]   that he is very thankful for them.
[00:29:31.120 --> 00:29:33.600]   You know?
[00:29:33.600 --> 00:29:35.600]   I think, just as a side note,
[00:29:35.600 --> 00:29:38.860]   you see Apostle Paul's heart, right?
[00:29:38.860 --> 00:29:44.060]   Apostle Paul actually spent the most amount of time
[00:29:44.060 --> 00:29:45.520]   with the Corinthians.
[00:29:45.520 --> 00:29:46.560]   You know, there are some churches
[00:29:46.560 --> 00:29:48.640]   Apostle Paul only had three months with.
[00:29:48.640 --> 00:29:49.560]   There are only some churches
[00:29:49.560 --> 00:29:51.160]   he only visited for a short time.
[00:29:51.160 --> 00:29:54.360]   And then there are churches he never got to visit, okay?
[00:29:54.360 --> 00:29:56.880]   But nonetheless, with the Corinthians,
[00:29:56.880 --> 00:29:58.240]   he spent a great amount of time.
[00:29:58.240 --> 00:29:59.280]   He toiled with them.
[00:29:59.280 --> 00:30:00.480]   He labored with them.
[00:30:00.480 --> 00:30:03.520]   He even sent more people towards them.
[00:30:03.520 --> 00:30:07.160]   And he probably wrote more than just two letters to them.
[00:30:07.160 --> 00:30:10.520]   But that being the case, they were frustrating.
[00:30:10.520 --> 00:30:12.960]   Can you imagine if you invested all your time,
[00:30:12.960 --> 00:30:16.160]   you sacrificed, you risked your life,
[00:30:16.160 --> 00:30:20.040]   and in the end, they just didn't bear the kind of fruit?
[00:30:20.040 --> 00:30:20.880]   You know?
[00:30:20.880 --> 00:30:24.760]   Typically speaking, you would be tempted to be like,
[00:30:24.760 --> 00:30:26.960]   forget you guys, you know?
[00:30:26.960 --> 00:30:27.880]   Just do your own thing.
[00:30:27.880 --> 00:30:30.840]   Just do whatever the heck you want, you know?
[00:30:30.840 --> 00:30:32.680]   But Apostle Paul was very thankful for them.
[00:30:32.680 --> 00:30:34.240]   And Apostle Paul, still nonetheless,
[00:30:34.240 --> 00:30:35.320]   if you look at verse three, says,
[00:30:35.320 --> 00:30:37.440]   grace to you and peace.
[00:30:37.440 --> 00:30:38.600]   Grace to you and peace.
[00:30:38.600 --> 00:30:41.040]   He wishes them well.
[00:30:41.040 --> 00:30:42.920]   That's his attitude.
[00:30:42.920 --> 00:30:45.760]   But what's another perspective Apostle Paul
[00:30:45.760 --> 00:30:47.520]   has about this church?
[00:30:47.520 --> 00:30:49.200]   What's his attitude towards them?
[00:30:49.200 --> 00:30:53.200]   He treats them like what?
[00:30:53.200 --> 00:30:56.880]   Like children, like Christians.
[00:30:56.880 --> 00:30:59.400]   Like fellow believers in Christ.
[00:30:59.400 --> 00:31:02.600]   I think one of the things that I was surprised by
[00:31:02.600 --> 00:31:05.680]   is, you know, most of us, many of us,
[00:31:05.680 --> 00:31:07.960]   have probably read 1 Corinthians before.
[00:31:07.960 --> 00:31:10.240]   And we realize 1 Corinthians is an entire book
[00:31:10.240 --> 00:31:11.120]   about problems.
[00:31:11.120 --> 00:31:13.720]   An entire book about like the number of different problems.
[00:31:13.720 --> 00:31:15.280]   And some of them were really grotesque.
[00:31:15.280 --> 00:31:16.480]   Some of them were unmentionable.
[00:31:16.480 --> 00:31:18.600]   Some of them, Apostle Paul himself says,
[00:31:18.600 --> 00:31:19.840]   even the pagans don't do that.
[00:31:19.840 --> 00:31:21.160]   I'm like, gosh, you know?
[00:31:21.160 --> 00:31:25.720]   But the way he addresses them is,
[00:31:25.720 --> 00:31:28.720]   he addresses them like brothers.
[00:31:28.720 --> 00:31:30.520]   He addresses them like believers.
[00:31:30.520 --> 00:31:32.360]   I think his attitude towards them is,
[00:31:32.360 --> 00:31:34.600]   he treats them like they're saved.
[00:31:34.600 --> 00:31:36.440]   So if you look at the way he talks to them,
[00:31:36.440 --> 00:31:39.480]   when not only is he thinking of their best interest
[00:31:39.480 --> 00:31:40.480]   in verse three, where he says,
[00:31:40.480 --> 00:31:42.520]   grace to you and peace from God our Father
[00:31:42.520 --> 00:31:44.280]   and the Lord Jesus Christ.
[00:31:44.280 --> 00:31:46.800]   You say grace to you and peace from God our Father
[00:31:46.800 --> 00:31:50.160]   and the Lord Jesus Christ, not to pagans.
[00:31:50.160 --> 00:31:53.040]   You know, that might sound like too rigid or harsh,
[00:31:53.040 --> 00:31:54.960]   but you actually don't say that to people
[00:31:54.960 --> 00:31:57.920]   who don't have grace, who don't have peace of Jesus Christ.
[00:31:57.920 --> 00:31:58.760]   Why?
[00:31:58.760 --> 00:32:00.480]   Because the kind of peace he's wishing them
[00:32:00.480 --> 00:32:03.320]   is the only peace that comes from the only Savior
[00:32:03.320 --> 00:32:05.960]   and Prince of Peace, Jesus Christ.
[00:32:05.960 --> 00:32:09.240]   That kind of peace is only a fruit of the grace of God.
[00:32:09.240 --> 00:32:10.680]   Does that make sense?
[00:32:10.680 --> 00:32:12.320]   And so as he's talking to them,
[00:32:12.320 --> 00:32:14.920]   look at all the stuff he says to the church of God,
[00:32:14.920 --> 00:32:17.560]   which is important, to those who have been sanctified
[00:32:17.560 --> 00:32:18.720]   in Christ Jesus.
[00:32:18.720 --> 00:32:20.280]   In my mind, when you say to somebody,
[00:32:20.280 --> 00:32:22.240]   you've been sanctified in Christ Jesus,
[00:32:22.240 --> 00:32:24.480]   that's an exclusively Christian term.
[00:32:24.480 --> 00:32:26.840]   You know?
[00:32:26.840 --> 00:32:27.800]   In other books of the Bible,
[00:32:27.800 --> 00:32:29.600]   he's mentioned people who try to do good.
[00:32:29.600 --> 00:32:31.480]   He mentioned people who try to be in the church
[00:32:31.480 --> 00:32:32.800]   or in the synagogue and stuff like that.
[00:32:32.800 --> 00:32:34.240]   That's not an exclusively Christian term.
[00:32:34.240 --> 00:32:36.960]   But when he says, you're in Christ,
[00:32:36.960 --> 00:32:39.040]   you're sanctified in him,
[00:32:39.040 --> 00:32:41.000]   he has an attitude towards them.
[00:32:41.000 --> 00:32:42.120]   You are a Christian.
[00:32:42.120 --> 00:32:44.880]   And so he says, "Saints, by calling with all
[00:32:44.880 --> 00:32:47.360]   "who in every place call on the name of the Lord Jesus Christ
[00:32:47.360 --> 00:32:49.560]   "their Lord and ours."
[00:32:49.560 --> 00:32:51.260]   He says, "I thank my God always concerning you
[00:32:51.260 --> 00:32:55.200]   "for the grace of God which is given you in Christ Jesus."
[00:32:55.200 --> 00:32:57.240]   So the way he's talking about them
[00:32:57.240 --> 00:33:00.360]   is he's talking to them generally as a church of God,
[00:33:00.360 --> 00:33:03.680]   generally as those who are Christian and saved.
[00:33:03.680 --> 00:33:06.160]   And I think, again, that kind of goes to show
[00:33:06.160 --> 00:33:10.160]   Apostle Paul's perspective, his attitude.
[00:33:10.160 --> 00:33:13.800]   His attitude is not so much dependent and determined
[00:33:13.800 --> 00:33:16.160]   by simply the performance of the people.
[00:33:16.160 --> 00:33:19.880]   Apostle Paul beautifully always has a very spiritual eye
[00:33:19.880 --> 00:33:21.080]   when he looks at people,
[00:33:21.080 --> 00:33:22.840]   and he always has a bigger perspective
[00:33:22.840 --> 00:33:25.360]   which God is always in control of.
[00:33:25.360 --> 00:33:28.400]   And we're gonna see that a little bit more right now.
[00:33:28.400 --> 00:33:31.640]   If you guys can, on your packet,
[00:33:31.640 --> 00:33:36.140]   just put the whole block verse in there.
[00:33:36.140 --> 00:33:37.960]   Because some people,
[00:33:37.960 --> 00:33:39.680]   I don't know if any of you guys are like this,
[00:33:39.680 --> 00:33:42.440]   but some people really hate marking their Bibles.
[00:33:42.440 --> 00:33:44.800]   For me, I mark my Bible all the way up,
[00:33:44.800 --> 00:33:47.940]   but if you don't like it, that's why I put that in there,
[00:33:47.940 --> 00:33:51.720]   I would like you guys to please circle or underline
[00:33:51.720 --> 00:33:55.080]   or however you do it, mark every major verb
[00:33:55.080 --> 00:33:57.440]   starting from verse two through eight.
[00:33:57.440 --> 00:33:59.440]   That is one of the ways you can observe
[00:33:59.440 --> 00:34:01.620]   the scriptures very carefully, okay?
[00:34:01.620 --> 00:34:04.320]   I asked you already to observe repeated words.
[00:34:04.320 --> 00:34:07.100]   I asked you to observe like attitudes and so forth
[00:34:07.100 --> 00:34:08.560]   because those are important.
[00:34:08.560 --> 00:34:13.360]   But I also want you to mark every single verb that you see.
[00:34:13.360 --> 00:34:14.200]   Okay?
[00:34:14.200 --> 00:34:16.080]   So go ahead and take time to do that.
[00:34:16.080 --> 00:34:17.160]   Mark every verb.
[00:34:17.160 --> 00:34:19.320]   (silence)
[00:34:19.320 --> 00:34:44.340]   From verse two through eight.
[00:34:44.340 --> 00:34:46.500]   (silence)
[00:34:47.400 --> 00:34:50.240]   (marker clatters)
[00:34:50.240 --> 00:34:53.000]   (marker clatters)
[00:34:53.000 --> 00:34:55.760]   (marker clatters)
[00:34:55.760 --> 00:34:58.520]   (marker clatters)
[00:34:58.520 --> 00:35:01.360]   (marker clatters)
[00:35:01.360 --> 00:35:12.200]   (marker clatters)
[00:35:12.200 --> 00:35:27.200]   Okay.
[00:35:27.200 --> 00:35:30.040]   (marker clatters)
[00:35:30.040 --> 00:35:32.400]   So,
[00:35:32.400 --> 00:35:40.080]   observations about these verses, verses two through eight,
[00:35:40.080 --> 00:35:42.480]   what are some observations that you guys see
[00:35:42.480 --> 00:35:45.820]   from just going through perusing down these verbs?
[00:35:45.820 --> 00:35:48.200]   It can be something obvious.
[00:35:48.200 --> 00:35:51.280]   Some observations are literally obvious
[00:35:51.280 --> 00:35:54.540]   because all you're doing is seeing what's in there.
[00:35:54.540 --> 00:35:57.060]   You can talk about some obvious ones,
[00:35:57.060 --> 00:36:00.720]   or you can maybe find a similarity
[00:36:00.720 --> 00:36:02.880]   behind some of the things that he's saying.
