
[00:00:00.000 --> 00:00:06.200]   It's in Christ's name. Amen. As we enter into time of worship, you can stay seated so we can see the lyrics. Thank you.
[00:05:35.480 --> 00:05:45.480]   For His throne it shall remain and ever stand.
[00:05:45.480 --> 00:05:55.480]   All the power, all the glory, I will trust in His name.
[00:05:55.480 --> 00:06:05.480]   For my God is the ancient mighty.
[00:06:05.480 --> 00:06:15.480]   Though I may not see what the future brings,
[00:06:15.480 --> 00:06:25.480]   I will watch and wait for my Saviour King.
[00:06:25.480 --> 00:06:35.480]   My true God will stand the age to face.
[00:06:35.480 --> 00:06:45.480]   And the presence of the ancient mighty is.
[00:06:45.480 --> 00:06:55.480]   None above Him, none before Him, all the time in His hands.
[00:06:55.480 --> 00:07:05.480]   For His throne it shall remain and ever stand.
[00:07:05.480 --> 00:07:15.480]   All the power, all the glory, I will trust in His name.
[00:07:15.480 --> 00:07:35.480]   For my God is the ancient mighty.
[00:07:35.480 --> 00:07:37.480]   Let's pray.
[00:07:37.480 --> 00:07:45.480]   God, we just lift up worship to You, because You alone are worthy of our praise.
[00:07:45.480 --> 00:07:53.480]   God, and as we sing, we just hold on to this truth, God, that Your love is sure, that it will never fail, that it will never change.
[00:07:53.480 --> 00:08:02.480]   God, as we just gather here to begin another session, Lord, would You truly renew in us just a heart of worship?
[00:08:02.480 --> 00:08:10.480]   Would You cause us to truly desire Your Word, to truly grow in likeness of You in Christ?
[00:08:10.480 --> 00:08:15.480]   Father, I just pray that You would just bless every group that's gathered here, that every time we gather,
[00:08:15.480 --> 00:08:20.480]   You would just let it be fruitful, that Your Word would transform us, God.
[00:08:20.480 --> 00:08:25.480]   And ultimately, Your name would be just glorified and magnified in our church, God.
[00:08:25.480 --> 00:08:28.480]   It's in Christ's name we pray. Amen.
[00:08:28.480 --> 00:08:34.480]   All right. So, you know, again, excited.
[00:08:34.480 --> 00:08:37.480]   Welcome, everybody, to this new session of the Bible study.
[00:08:37.480 --> 00:08:45.480]   Just as a kind of reminder that our cafe is going to be open early.
[00:08:45.480 --> 00:08:52.480]   And so you guys are totally welcome to come, get situated, even bring your dinner,
[00:08:52.480 --> 00:08:55.480]   because as the group here on Wednesday night is quite large,
[00:08:55.480 --> 00:08:58.480]   it takes some time for us to get kind of situated into our place.
[00:08:58.480 --> 00:09:01.480]   So please take advantage of that.
[00:09:01.480 --> 00:09:06.480]   And then I know some of you guys are just like rushing over from work, so glad you're here.
[00:09:06.480 --> 00:09:12.480]   But just as an encouragement or reminder, please come early so that we can start right on time singing praises together.
[00:09:12.480 --> 00:09:17.480]   Okay. Taking care of some logistical notes and highlighting some announcements for all of us.
[00:09:17.480 --> 00:09:28.480]   First, we're really grateful for all of you guys over the sessions volunteering so that we take care of all the logistical needs from parking to set up, etc.
[00:09:28.480 --> 00:09:31.480]   So please go ahead and use this QR code.
[00:09:31.480 --> 00:09:36.480]   We're encouraging all of you guys to sign up for the rotation, taking a part in lending a hand.
[00:09:36.480 --> 00:09:43.480]   We do need people to sign up for both set up and then when the Bible study is done for cleanup as well.
[00:09:43.480 --> 00:09:45.480]   So go ahead and sign up for that.
[00:09:45.480 --> 00:09:51.480]   Also, as our church is just blessed with a lot of kids, and that number is growing,
[00:09:51.480 --> 00:09:57.480]   especially our home group ministries and even our ministry here, we do need volunteers for child care.
[00:09:57.480 --> 00:10:03.480]   So obviously for Wednesday night, you would need to sacrifice one of the sessions.
[00:10:03.480 --> 00:10:07.480]   But also our home groups meet on different nights, Tuesday, Wednesday, Thursday, Friday.
[00:10:07.480 --> 00:10:14.480]   And so please go ahead and use that link there to volunteer to take care of the children throughout the week.
[00:10:14.480 --> 00:10:19.480]   The other announcement is that for those of you guys who are parents here,
[00:10:19.480 --> 00:10:26.480]   as you know, the children are being watched and taken care of there in the Sprouts area up top on the sanctuary side.
[00:10:26.480 --> 00:10:29.480]   But please make sure to pick them up by 9.30.
[00:10:29.480 --> 00:10:33.480]   Some of you guys are going real good with conviction in that discussion.
[00:10:33.480 --> 00:10:36.480]   And the kids are over there like, "Did my parents leave me?"
[00:10:36.480 --> 00:10:39.480]   So you got to go pick them up 9.30.
[00:10:39.480 --> 00:10:44.480]   Another important announcement for you guys is that this Sunday is Communion Sunday.
[00:10:44.480 --> 00:10:50.480]   So please make sure to take extra time to pray, take time to confess any sins,
[00:10:50.480 --> 00:10:55.480]   and then come ready to observe the Lord's table together for all three services this Sunday.
[00:10:55.480 --> 00:10:58.480]   And then finally, the men's ministry.
[00:10:58.480 --> 00:11:06.480]   Again, from the high school men to anybody that both members and non-members are welcome to come.
[00:11:06.480 --> 00:11:11.480]   It is $10. There's going to be some light refreshments and then lunch provided.
[00:11:11.480 --> 00:11:14.480]   So please come for a time of fellowship.
[00:11:14.480 --> 00:11:17.480]   We're going to be praying, learning, and fellowshipping together.
[00:11:17.480 --> 00:11:19.480]   So make sure you sign up.
[00:11:19.480 --> 00:11:25.480]   If you sign up past this Sunday, there will be a late fee attached to that, so it will be $15.
[00:11:25.480 --> 00:11:30.480]   So what we're going to do is go straight into discussion time.
[00:11:30.480 --> 00:11:35.480]   My encouragement is if you have a lot of new people within your group, just take some time to get to know each other.
[00:11:35.480 --> 00:11:41.480]   But per usual that we do on The Bible Studies, that passage in 1 Corinthians 13,
[00:11:41.480 --> 00:11:45.480]   share questions about the text, share your observations about the text,
[00:11:45.480 --> 00:11:48.480]   and just spend time just talking about that text together.
[00:11:48.480 --> 00:11:50.480]   Then we'll come back for the study.
[00:11:50.480 --> 00:11:53.480]   For today or this series, please come back.
[00:11:53.480 --> 00:11:57.480]   I know it's going to feel like a little bit less time,
[00:11:57.480 --> 00:12:01.480]   but at 7.50, please come back so that we can do the teaching time, okay?
[00:12:01.480 --> 00:12:05.480]   All right. Hope you guys have a good discussion.
[00:12:06.480 --> 00:12:10.480]   [SIDE CONVERSATION]
[00:12:10.480 --> 00:12:13.480]   [SIDE CONVERSATION]
[00:12:13.480 --> 00:12:16.480]   [SIDE CONVERSATION]
[00:12:16.480 --> 00:12:19.480]   [SIDE CONVERSATION]
[00:12:19.480 --> 00:12:22.480]   [SIDE CONVERSATION]
[00:12:22.480 --> 00:12:25.480]   [SIDE CONVERSATION]
[00:12:25.480 --> 00:12:28.480]   [SIDE CONVERSATION]
[00:12:29.480 --> 00:12:32.480]   [SIDE CONVERSATION]
[00:12:32.480 --> 00:12:36.480]   [SIDE CONVERSATION]
[00:12:36.480 --> 00:12:40.480]   [SIDE CONVERSATION]
[00:12:40.480 --> 00:12:44.480]   [SIDE CONVERSATION]
[00:12:44.480 --> 00:12:48.480]   [SIDE CONVERSATION]
[00:12:48.480 --> 00:12:52.480]   [SIDE CONVERSATION]
[00:12:52.480 --> 00:12:56.480]   [SIDE CONVERSATION]
[00:12:57.480 --> 00:13:00.480]   [SIDE CONVERSATION]
[00:13:00.480 --> 00:13:04.480]   [SIDE CONVERSATION]
[00:13:04.480 --> 00:13:08.480]   [SIDE CONVERSATION]
[00:13:08.480 --> 00:13:12.480]   [SIDE CONVERSATION]
[00:13:12.480 --> 00:13:16.480]   [SIDE CONVERSATION]
[00:13:16.480 --> 00:13:20.480]   [SIDE CONVERSATION]
[00:13:20.480 --> 00:13:24.480]   [SIDE CONVERSATION]
[00:13:25.480 --> 00:13:28.480]   [SIDE CONVERSATION]
[00:13:28.480 --> 00:13:32.480]   [SIDE CONVERSATION]
[00:13:32.480 --> 00:13:36.480]   [SIDE CONVERSATION]
[00:13:36.480 --> 00:13:40.480]   [SIDE CONVERSATION]
[00:13:40.480 --> 00:13:44.480]   [SIDE CONVERSATION]
[00:13:44.480 --> 00:13:48.480]   [SIDE CONVERSATION]
[00:13:48.480 --> 00:13:52.480]   [SIDE CONVERSATION]
[00:13:53.480 --> 00:13:56.480]   [SIDE CONVERSATION]
[00:13:56.480 --> 00:14:00.480]   [SIDE CONVERSATION]
[00:14:00.480 --> 00:14:04.480]   [SIDE CONVERSATION]
[00:14:04.480 --> 00:14:08.480]   [SIDE CONVERSATION]
[00:14:08.480 --> 00:14:12.480]   [SIDE CONVERSATION]
[00:14:12.480 --> 00:14:16.480]   [SIDE CONVERSATION]
[00:14:16.480 --> 00:14:20.480]   [SIDE CONVERSATION]
[00:14:21.480 --> 00:14:24.480]   [SIDE CONVERSATION]
[00:14:24.480 --> 00:14:28.480]   [SIDE CONVERSATION]
[00:14:28.480 --> 00:14:32.480]   [SIDE CONVERSATION]
[00:14:32.480 --> 00:14:36.480]   [SIDE CONVERSATION]
[00:14:36.480 --> 00:14:40.480]   [SIDE CONVERSATION]
[00:14:40.480 --> 00:14:44.480]   [SIDE CONVERSATION]
[00:14:44.480 --> 00:14:48.480]   [SIDE CONVERSATION]
[00:14:49.480 --> 00:14:52.480]   [SIDE CONVERSATION]
[00:14:52.480 --> 00:14:56.480]   [SIDE CONVERSATION]
[00:14:56.480 --> 00:15:00.480]   [SIDE CONVERSATION]
[00:15:00.480 --> 00:15:04.480]   [SIDE CONVERSATION]
[00:15:04.480 --> 00:15:08.480]   [SIDE CONVERSATION]
[00:15:08.480 --> 00:15:12.480]   [SIDE CONVERSATION]
[00:15:12.480 --> 00:15:16.480]   [SIDE CONVERSATION]
[00:15:17.480 --> 00:15:20.480]   [SIDE CONVERSATION]
[00:15:20.480 --> 00:15:24.480]   [SIDE CONVERSATION]
[00:15:24.480 --> 00:15:28.480]   [SIDE CONVERSATION]
[00:15:28.480 --> 00:15:32.480]   [SIDE CONVERSATION]
[00:15:32.480 --> 00:15:36.480]   [SIDE CONVERSATION]
[00:15:36.480 --> 00:15:40.480]   [SIDE CONVERSATION]
[00:15:40.480 --> 00:15:44.480]   [SIDE CONVERSATION]
[00:15:45.480 --> 00:15:48.480]   [SIDE CONVERSATION]
[00:15:48.480 --> 00:15:52.480]   [SIDE CONVERSATION]
[00:15:52.480 --> 00:15:56.480]   [SIDE CONVERSATION]
[00:15:56.480 --> 00:16:00.480]   [SIDE CONVERSATION]
[00:16:00.480 --> 00:16:04.480]   [SIDE CONVERSATION]
[00:16:04.480 --> 00:16:08.480]   [SIDE CONVERSATION]
[00:16:08.480 --> 00:16:12.480]   [SIDE CONVERSATION]
[00:16:13.480 --> 00:16:16.480]   [SIDE CONVERSATION]
[00:16:16.480 --> 00:16:20.480]   [SIDE CONVERSATION]
[00:16:20.480 --> 00:16:24.480]   [SIDE CONVERSATION]
[00:16:24.480 --> 00:16:28.480]   [SIDE CONVERSATION]
[00:16:28.480 --> 00:16:32.480]   [SIDE CONVERSATION]
[00:16:32.480 --> 00:16:36.480]   [SIDE CONVERSATION]
[00:16:36.480 --> 00:16:40.480]   [SIDE CONVERSATION]
[00:16:41.480 --> 00:16:44.480]   [SIDE CONVERSATION]
[00:16:44.480 --> 00:16:48.480]   [SIDE CONVERSATION]
[00:16:48.480 --> 00:16:52.480]   [SIDE CONVERSATION]
[00:16:52.480 --> 00:16:56.480]   [SIDE CONVERSATION]
[00:16:56.480 --> 00:17:00.480]   [SIDE CONVERSATION]
[00:17:00.480 --> 00:17:04.480]   [SIDE CONVERSATION]
[00:17:04.480 --> 00:17:08.480]   [SIDE CONVERSATION]
[00:17:09.480 --> 00:17:12.480]   [SIDE CONVERSATION]
[00:17:12.480 --> 00:17:16.480]   [SIDE CONVERSATION]
[00:17:16.480 --> 00:17:20.480]   [SIDE CONVERSATION]
[00:17:20.480 --> 00:17:24.480]   [SIDE CONVERSATION]
[00:17:24.480 --> 00:17:28.480]   [SIDE CONVERSATION]
[00:17:28.480 --> 00:17:32.480]   [SIDE CONVERSATION]
[00:17:32.480 --> 00:17:36.480]   [SIDE CONVERSATION]
[00:17:37.480 --> 00:17:40.480]   [SIDE CONVERSATION]
[00:17:40.480 --> 00:17:44.480]   [SIDE CONVERSATION]
[00:17:44.480 --> 00:17:48.480]   [SIDE CONVERSATION]
[00:17:48.480 --> 00:17:52.480]   [SIDE CONVERSATION]
[00:17:52.480 --> 00:17:56.480]   [SIDE CONVERSATION]
[00:17:56.480 --> 00:18:00.480]   [SIDE CONVERSATION]
[00:18:00.480 --> 00:18:04.480]   [SIDE CONVERSATION]
[00:18:05.480 --> 00:18:08.480]   [SIDE CONVERSATION]
[00:18:08.480 --> 00:18:12.480]   [SIDE CONVERSATION]
[00:18:12.480 --> 00:18:16.480]   [SIDE CONVERSATION]
[00:18:16.480 --> 00:18:20.480]   [SIDE CONVERSATION]
[00:18:20.480 --> 00:18:24.480]   [SIDE CONVERSATION]
[00:18:24.480 --> 00:18:28.480]   [SIDE CONVERSATION]
[00:18:28.480 --> 00:18:32.480]   [SIDE CONVERSATION]
[00:18:33.480 --> 00:18:36.480]   [SIDE CONVERSATION]
[00:18:36.480 --> 00:18:40.480]   [SIDE CONVERSATION]
[00:18:40.480 --> 00:18:44.480]   [SIDE CONVERSATION]
[00:18:44.480 --> 00:18:48.480]   [SIDE CONVERSATION]
[00:18:48.480 --> 00:18:52.480]   [SIDE CONVERSATION]
[00:18:52.480 --> 00:18:56.480]   [SIDE CONVERSATION]
[00:18:56.480 --> 00:19:00.480]   [SIDE CONVERSATION]
[00:19:01.480 --> 00:19:04.480]   [SIDE CONVERSATION]
[00:19:04.480 --> 00:19:08.480]   [SIDE CONVERSATION]
[00:19:08.480 --> 00:19:12.480]   [SIDE CONVERSATION]
[00:19:12.480 --> 00:19:16.480]   [SIDE CONVERSATION]
[00:19:16.480 --> 00:19:20.480]   [SIDE CONVERSATION]
[00:19:20.480 --> 00:19:24.480]   [SIDE CONVERSATION]
[00:19:24.480 --> 00:19:28.480]   [SIDE CONVERSATION]
[00:19:29.480 --> 00:19:32.480]   [SIDE CONVERSATION]
[00:19:32.480 --> 00:19:36.480]   [SIDE CONVERSATION]
[00:19:36.480 --> 00:19:40.480]   [SIDE CONVERSATION]
[00:19:40.480 --> 00:19:44.480]   [SIDE CONVERSATION]
[00:19:44.480 --> 00:19:48.480]   [SIDE CONVERSATION]
[00:19:48.480 --> 00:19:52.480]   [SIDE CONVERSATION]
[00:19:52.480 --> 00:19:56.480]   [SIDE CONVERSATION]
[00:19:57.480 --> 00:20:00.480]   [SIDE CONVERSATION]
[00:20:00.480 --> 00:20:04.480]   [SIDE CONVERSATION]
[00:20:04.480 --> 00:20:08.480]   [SIDE CONVERSATION]
[00:20:08.480 --> 00:20:12.480]   [SIDE CONVERSATION]
[00:20:12.480 --> 00:20:16.480]   [SIDE CONVERSATION]
[00:20:16.480 --> 00:20:20.480]   [SIDE CONVERSATION]
[00:20:20.480 --> 00:20:24.480]   [SIDE CONVERSATION]
[00:20:25.480 --> 00:20:28.480]   [SIDE CONVERSATION]
[00:20:28.480 --> 00:20:32.480]   [SIDE CONVERSATION]
[00:20:32.480 --> 00:20:36.480]   [SIDE CONVERSATION]
[00:20:36.480 --> 00:20:40.480]   [SIDE CONVERSATION]
[00:20:40.480 --> 00:20:44.480]   [SIDE CONVERSATION]
[00:20:44.480 --> 00:20:48.480]   [SIDE CONVERSATION]
[00:20:48.480 --> 00:20:52.480]   [SIDE CONVERSATION]
[00:20:53.480 --> 00:20:56.480]   [SIDE CONVERSATION]
[00:20:56.480 --> 00:21:00.480]   [SIDE CONVERSATION]
[00:21:00.480 --> 00:21:04.480]   [SIDE CONVERSATION]
[00:21:04.480 --> 00:21:08.480]   [SIDE CONVERSATION]
[00:21:08.480 --> 00:21:12.480]   [SIDE CONVERSATION]
[00:21:12.480 --> 00:21:16.480]   [SIDE CONVERSATION]
[00:21:16.480 --> 00:21:20.480]   [SIDE CONVERSATION]
[00:21:21.480 --> 00:21:24.480]   [SIDE CONVERSATION]
[00:21:24.480 --> 00:21:28.480]   [SIDE CONVERSATION]
[00:21:28.480 --> 00:21:32.480]   [SIDE CONVERSATION]
[00:21:32.480 --> 00:21:36.480]   [SIDE CONVERSATION]
[00:21:36.480 --> 00:21:40.480]   [SIDE CONVERSATION]
[00:21:40.480 --> 00:21:44.480]   [SIDE CONVERSATION]
[00:21:44.480 --> 00:21:48.480]   [SIDE CONVERSATION]
[00:21:49.480 --> 00:21:52.480]   [SIDE CONVERSATION]
[00:21:52.480 --> 00:21:56.480]   [SIDE CONVERSATION]
[00:21:56.480 --> 00:22:00.480]   [SIDE CONVERSATION]
[00:22:00.480 --> 00:22:04.480]   [SIDE CONVERSATION]
[00:22:04.480 --> 00:22:08.480]   [SIDE CONVERSATION]
[00:22:08.480 --> 00:22:12.480]   [SIDE CONVERSATION]
[00:22:12.480 --> 00:22:16.480]   [SIDE CONVERSATION]
[00:22:17.480 --> 00:22:20.480]   [SIDE CONVERSATION]
[00:22:20.480 --> 00:22:24.480]   [SIDE CONVERSATION]
[00:22:24.480 --> 00:22:28.480]   [SIDE CONVERSATION]
[00:22:28.480 --> 00:22:32.480]   [SIDE CONVERSATION]
[00:22:32.480 --> 00:22:36.480]   [SIDE CONVERSATION]
[00:22:36.480 --> 00:22:40.480]   [SIDE CONVERSATION]
[00:22:40.480 --> 00:22:44.480]   [SIDE CONVERSATION]
[00:22:45.480 --> 00:22:48.480]   [SIDE CONVERSATION]
[00:22:48.480 --> 00:22:52.480]   [SIDE CONVERSATION]
[00:22:52.480 --> 00:22:56.480]   [SIDE CONVERSATION]
[00:22:56.480 --> 00:23:00.480]   [SIDE CONVERSATION]
[00:23:00.480 --> 00:23:04.480]   [SIDE CONVERSATION]
[00:23:04.480 --> 00:23:08.480]   [SIDE CONVERSATION]
[00:23:08.480 --> 00:23:12.480]   [SIDE CONVERSATION]
[00:23:13.480 --> 00:23:16.480]   [SIDE CONVERSATION]
[00:23:16.480 --> 00:23:20.480]   [SIDE CONVERSATION]
[00:23:20.480 --> 00:23:24.480]   [SIDE CONVERSATION]
[00:23:24.480 --> 00:23:28.480]   [SIDE CONVERSATION]
[00:23:28.480 --> 00:23:32.480]   [SIDE CONVERSATION]
[00:23:32.480 --> 00:23:36.480]   [SIDE CONVERSATION]
[00:23:36.480 --> 00:23:40.480]   [SIDE CONVERSATION]
[00:23:41.480 --> 00:23:44.480]   [SIDE CONVERSATION]
[00:23:44.480 --> 00:23:48.480]   [SIDE CONVERSATION]
[00:23:48.480 --> 00:23:52.480]   [SIDE CONVERSATION]
[00:23:52.480 --> 00:23:56.480]   [SIDE CONVERSATION]
[00:23:56.480 --> 00:24:00.480]   [SIDE CONVERSATION]
[00:24:00.480 --> 00:24:04.480]   [SIDE CONVERSATION]
[00:24:04.480 --> 00:24:08.480]   [SIDE CONVERSATION]
[00:24:09.480 --> 00:24:12.480]   [SIDE CONVERSATION]
[00:24:12.480 --> 00:24:16.480]   [SIDE CONVERSATION]
[00:24:16.480 --> 00:24:20.480]   [SIDE CONVERSATION]
[00:24:20.480 --> 00:24:24.480]   [SIDE CONVERSATION]
[00:24:24.480 --> 00:24:28.480]   [SIDE CONVERSATION]
[00:24:28.480 --> 00:24:32.480]   [SIDE CONVERSATION]
[00:24:32.480 --> 00:24:36.480]   [SIDE CONVERSATION]
[00:24:37.480 --> 00:24:40.480]   [SIDE CONVERSATION]
[00:24:40.480 --> 00:24:44.480]   [SIDE CONVERSATION]
[00:24:44.480 --> 00:24:48.480]   [SIDE CONVERSATION]
[00:24:48.480 --> 00:24:52.480]   [SIDE CONVERSATION]
[00:24:52.480 --> 00:24:56.480]   [SIDE CONVERSATION]
[00:24:56.480 --> 00:25:00.480]   [SIDE CONVERSATION]
[00:25:00.480 --> 00:25:04.480]   [SIDE CONVERSATION]
[00:25:05.480 --> 00:25:08.480]   [SIDE CONVERSATION]
[00:25:08.480 --> 00:25:12.480]   [SIDE CONVERSATION]
[00:25:12.480 --> 00:25:16.480]   [SIDE CONVERSATION]
[00:25:16.480 --> 00:25:20.480]   [SIDE CONVERSATION]
[00:25:20.480 --> 00:25:24.480]   [SIDE CONVERSATION]
[00:25:24.480 --> 00:25:28.480]   [SIDE CONVERSATION]
[00:25:28.480 --> 00:25:32.480]   [SIDE CONVERSATION]
[00:25:33.480 --> 00:25:36.480]   [SIDE CONVERSATION]
[00:25:36.480 --> 00:25:40.480]   [SIDE CONVERSATION]
[00:25:40.480 --> 00:25:44.480]   [SIDE CONVERSATION]
[00:25:44.480 --> 00:25:48.480]   [SIDE CONVERSATION]
[00:25:48.480 --> 00:25:52.480]   [SIDE CONVERSATION]
[00:25:52.480 --> 00:25:56.480]   [SIDE CONVERSATION]
[00:25:56.480 --> 00:26:00.480]   [SIDE CONVERSATION]
[00:26:01.480 --> 00:26:04.480]   [SIDE CONVERSATION]
[00:26:04.480 --> 00:26:08.480]   [SIDE CONVERSATION]
[00:26:08.480 --> 00:26:12.480]   [SIDE CONVERSATION]
[00:26:12.480 --> 00:26:16.480]   [SIDE CONVERSATION]
[00:26:16.480 --> 00:26:20.480]   [SIDE CONVERSATION]
[00:26:20.480 --> 00:26:24.480]   [SIDE CONVERSATION]
[00:26:24.480 --> 00:26:28.480]   [SIDE CONVERSATION]
[00:26:29.480 --> 00:26:32.480]   [SIDE CONVERSATION]
[00:26:32.480 --> 00:26:36.480]   [SIDE CONVERSATION]
[00:26:36.480 --> 00:26:40.480]   [SIDE CONVERSATION]
[00:26:40.480 --> 00:26:44.480]   [SIDE CONVERSATION]
[00:26:44.480 --> 00:26:48.480]   [SIDE CONVERSATION]
[00:26:48.480 --> 00:26:52.480]   [SIDE CONVERSATION]
[00:26:52.480 --> 00:26:56.480]   [SIDE CONVERSATION]
[00:26:57.480 --> 00:27:00.480]   [SIDE CONVERSATION]
[00:27:00.480 --> 00:27:04.480]   [SIDE CONVERSATION]
[00:27:04.480 --> 00:27:08.480]   [SIDE CONVERSATION]
[00:27:08.480 --> 00:27:12.480]   [SIDE CONVERSATION]
[00:27:12.480 --> 00:27:16.480]   [SIDE CONVERSATION]
[00:27:16.480 --> 00:27:20.480]   [SIDE CONVERSATION]
[00:27:20.480 --> 00:27:24.480]   [SIDE CONVERSATION]
[00:27:25.480 --> 00:27:28.480]   [SIDE CONVERSATION]
[00:27:28.480 --> 00:27:32.480]   [SIDE CONVERSATION]
[00:27:32.480 --> 00:27:36.480]   [SIDE CONVERSATION]
[00:27:36.480 --> 00:27:40.480]   [SIDE CONVERSATION]
[00:27:40.480 --> 00:27:44.480]   [SIDE CONVERSATION]
[00:27:44.480 --> 00:27:48.480]   [SIDE CONVERSATION]
[00:27:48.480 --> 00:27:52.480]   [SIDE CONVERSATION]
[00:27:53.480 --> 00:27:56.480]   [SIDE CONVERSATION]
[00:27:56.480 --> 00:28:00.480]   [SIDE CONVERSATION]
[00:28:00.480 --> 00:28:04.480]   [SIDE CONVERSATION]
[00:28:04.480 --> 00:28:08.480]   [SIDE CONVERSATION]
[00:28:08.480 --> 00:28:12.480]   [SIDE CONVERSATION]
[00:28:12.480 --> 00:28:16.480]   [SIDE CONVERSATION]
[00:28:16.480 --> 00:28:20.480]   [SIDE CONVERSATION]
[00:28:21.480 --> 00:28:24.480]   [SIDE CONVERSATION]
[00:28:24.480 --> 00:28:28.480]   [SIDE CONVERSATION]
[00:28:28.480 --> 00:28:32.480]   [SIDE CONVERSATION]
[00:28:32.480 --> 00:28:36.480]   [SIDE CONVERSATION]
[00:28:36.480 --> 00:28:40.480]   [SIDE CONVERSATION]
[00:28:40.480 --> 00:28:44.480]   [SIDE CONVERSATION]
[00:28:44.480 --> 00:28:48.480]   [SIDE CONVERSATION]
[00:28:49.480 --> 00:28:52.480]   [SIDE CONVERSATION]
[00:28:52.480 --> 00:28:56.480]   [SIDE CONVERSATION]
[00:28:56.480 --> 00:29:00.480]   [SIDE CONVERSATION]
[00:29:00.480 --> 00:29:04.480]   [SIDE CONVERSATION]
[00:29:04.480 --> 00:29:08.480]   [SIDE CONVERSATION]
[00:29:08.480 --> 00:29:12.480]   [SIDE CONVERSATION]
[00:29:12.480 --> 00:29:16.480]   [SIDE CONVERSATION]
[00:29:17.480 --> 00:29:20.480]   [SIDE CONVERSATION]
[00:29:20.480 --> 00:29:24.480]   [SIDE CONVERSATION]
[00:29:24.480 --> 00:29:28.480]   [SIDE CONVERSATION]
[00:29:28.480 --> 00:29:32.480]   [SIDE CONVERSATION]
[00:29:32.480 --> 00:29:36.480]   [SIDE CONVERSATION]
[00:29:36.480 --> 00:29:40.480]   [SIDE CONVERSATION]
[00:29:40.480 --> 00:29:44.480]   [SIDE CONVERSATION]
[00:29:45.480 --> 00:29:48.480]   [SIDE CONVERSATION]
[00:29:48.480 --> 00:29:52.480]   [SIDE CONVERSATION]
[00:29:52.480 --> 00:29:56.480]   [SIDE CONVERSATION]
[00:29:56.480 --> 00:30:00.480]   [SIDE CONVERSATION]
[00:30:00.480 --> 00:30:04.480]   [SIDE CONVERSATION]
[00:30:04.480 --> 00:30:08.480]   [SIDE CONVERSATION]
[00:30:08.480 --> 00:30:12.480]   [SIDE CONVERSATION]
[00:30:13.480 --> 00:30:16.480]   [SIDE CONVERSATION]
[00:30:16.480 --> 00:30:20.480]   [SIDE CONVERSATION]
[00:30:20.480 --> 00:30:24.480]   [SIDE CONVERSATION]
[00:30:24.480 --> 00:30:28.480]   [SIDE CONVERSATION]
[00:30:28.480 --> 00:30:32.480]   [SIDE CONVERSATION]
[00:30:32.480 --> 00:30:36.480]   [SIDE CONVERSATION]
[00:30:36.480 --> 00:30:40.480]   [SIDE CONVERSATION]
[00:30:41.480 --> 00:30:44.480]   [SIDE CONVERSATION]
[00:30:44.480 --> 00:30:48.480]   [SIDE CONVERSATION]
[00:30:48.480 --> 00:30:52.480]   [SIDE CONVERSATION]
