
[00:00:00.000 --> 00:00:10.000]   I know nothing but the blood of Jesus.
[00:02:53.000 --> 00:03:06.000]   And my heart will sing how great is our God.
[00:03:06.000 --> 00:03:16.000]   And sing my soul, my Savior God.
[00:03:16.000 --> 00:03:19.000]   Maybe one more.
[00:03:19.000 --> 00:03:21.000]   Then I'm going to go back to the fourth.
[00:03:21.000 --> 00:03:24.000]   How great is our God.
[00:03:24.000 --> 00:03:25.000]   But I'll feel it.
[00:03:25.000 --> 00:03:27.000]   So both straight vocals only?
[00:03:27.000 --> 00:03:28.000]   You're going to pluck a little?
[00:03:28.000 --> 00:03:31.000]   No, I'm going to pluck back into how great our God.
[00:03:31.000 --> 00:03:32.000]   Okay.
[00:03:32.000 --> 00:03:46.000]   [Music playing]
[00:03:46.000 --> 00:03:47.000]   All right.
[00:03:47.000 --> 00:03:49.000]   I hope I don't play wrong chords all over the place.
[00:03:49.000 --> 00:04:05.000]   [Music playing]
[00:04:05.000 --> 00:04:11.000]   So I was really going to go off feel if I want to go back to -- yeah, sorry, dude.
[00:04:11.000 --> 00:04:16.000]   But I mean, but these songs are such like memorable -- yeah, yeah.
[00:04:16.000 --> 00:04:19.000]   People know the song.
[00:04:19.000 --> 00:04:20.000]   Choruses.
[00:04:20.000 --> 00:04:22.000]   Yeah, that's all.
[00:04:22.000 --> 00:04:23.000]   Yeah.
[00:04:23.000 --> 00:04:24.000]   You might sing here and there.
[00:04:24.000 --> 00:04:25.000]   Mic's on, right?
[00:04:25.000 --> 00:04:26.000]   Yeah.
[00:04:26.000 --> 00:04:28.000]   It's playing loud.
[00:04:28.000 --> 00:04:30.000]   Go back one more time.
[00:04:30.000 --> 00:04:31.000]   Mic check.
[00:04:31.000 --> 00:04:32.000]   That's pretty loud.
[00:04:32.000 --> 00:04:33.000]   Okay.
[00:04:33.000 --> 00:04:39.000]   I'm feeling a lot -- I know I'm standing here, but I just get a lot more low end.
[00:04:39.000 --> 00:04:43.000]   Can you bring -- just wherever.
[00:04:43.000 --> 00:04:47.000]   A little more high end from what's coming out now.
[00:04:47.000 --> 00:04:50.000]   [Music playing]
[00:04:50.000 --> 00:04:51.000]   Cool.
[00:04:51.000 --> 00:04:57.000]   [Music playing]
[00:04:57.000 --> 00:04:58.000]   Then I'll go higher too.
[00:04:58.000 --> 00:05:14.000]   [Music playing]
[00:05:14.000 --> 00:05:15.000]   I mean --
[00:05:15.000 --> 00:05:20.000]   [Music playing]
[00:05:20.000 --> 00:05:21.000]   I'll find my way.
[00:05:21.000 --> 00:05:43.000]   [Music playing]
[00:05:43.000 --> 00:05:44.000]   As long as it doesn't sound bad.
[00:05:44.000 --> 00:06:13.000]   [Music playing]
[00:06:13.000 --> 00:06:29.000]   [Music playing]
[00:06:29.000 --> 00:06:31.000]   Yeah.
[00:06:31.000 --> 00:06:34.000]   It's just --
[00:06:34.000 --> 00:06:37.000]   It's jamming away.
[00:06:37.000 --> 00:06:39.000]   It's jamming away.
[00:06:39.000 --> 00:06:43.000]   [Laughter]
[00:06:43.000 --> 00:06:45.000]   It's just jam time.
[00:06:46.000 --> 00:06:54.000]   [Music playing]
[00:06:54.000 --> 00:07:04.000]   [Music playing]
[00:07:04.000 --> 00:07:27.000]   [Music playing]
[00:07:27.000 --> 00:07:29.000]   I love it.
[00:07:29.000 --> 00:07:30.000]   All right, everybody.
[00:07:30.000 --> 00:07:35.000]   Let's get situated into our tables so that we can pray and begin with time of worship.
[00:07:35.000 --> 00:07:44.000]   [Silence]
[00:07:44.000 --> 00:07:45.000]   Okay.
[00:07:45.000 --> 00:07:48.000]   Please bow with me for a word of prayer.
[00:07:48.000 --> 00:07:51.000]   Lord, we truly are thankful for you.
[00:07:51.000 --> 00:07:57.000]   God, we're grateful for your word and truth that shines light into our lives.
[00:07:57.000 --> 00:08:01.000]   We're thankful for your very presence that comforts us and leads us.
[00:08:01.000 --> 00:08:07.000]   We do ask, God, that as each one of us, we're trying our best to walk with you daily,
[00:08:07.000 --> 00:08:09.000]   trying our best to abide with you.
[00:08:09.000 --> 00:08:16.000]   Lord, would you grant to us genuine experiences where our minds are being renewed,
[00:08:16.000 --> 00:08:20.000]   where our affections are being touched, and conviction, Lord, God, is growing.
[00:08:20.000 --> 00:08:25.000]   More and more, each time we gather together, we pray for growth in faith.
[00:08:25.000 --> 00:08:31.000]   And God, particularly in the arena of just our own hearts, the depth of love,
[00:08:31.000 --> 00:08:35.000]   reconciliation, relationships, all these different things we're learning through the Bible study,
[00:08:35.000 --> 00:08:39.000]   I pray, God, that by your spirit, you bring remembrance of these things
[00:08:39.000 --> 00:08:43.000]   and you'll help us to bear fruit according to your word.
[00:08:43.000 --> 00:08:47.000]   At this time, God, we want to lift up to you our gathered voices.
[00:08:47.000 --> 00:08:49.000]   We want to sing of your goodness.
[00:08:49.000 --> 00:08:51.000]   We want to sing of your love.
[00:08:51.000 --> 00:08:53.000]   And we pray that as we do so, you would be honored.
[00:08:53.000 --> 00:08:55.000]   It's in Christ's name we pray. Amen.
[00:08:55.000 --> 00:09:03.000]   [music]
[00:09:03.000 --> 00:09:06.000]   Let's sing "I'm Forgiven."
[00:09:06.000 --> 00:09:14.000]   And I'm forgiven because you were forsaken.
[00:09:14.000 --> 00:09:21.000]   And I'm accepted. You were condemned.
[00:09:21.000 --> 00:09:28.000]   And I'm alive and well. Your spirit is within me.
[00:09:28.000 --> 00:09:37.000]   Because you died and rose again.
[00:09:37.000 --> 00:09:45.000]   And I'm forgiven because you were forsaken.
[00:09:45.000 --> 00:09:53.000]   And I'm accepted. You were condemned.
[00:09:53.000 --> 00:09:59.000]   And I'm alive and well. Your spirit is within me.
[00:09:59.000 --> 00:10:05.000]   Because you died and rose again.
[00:10:05.000 --> 00:10:08.000]   Amazing love.
[00:10:08.000 --> 00:10:16.000]   Amazing love, how can it be?
[00:10:16.000 --> 00:10:23.000]   You, my King, would die for me.
[00:10:23.000 --> 00:10:31.000]   Amazing love, though I know it's true.
[00:10:31.000 --> 00:10:49.000]   It's my joy to honor you. In all I do, I honor you.
[00:10:49.000 --> 00:11:04.000]   What can wash away my sin? Nothing but the blood of Jesus.
[00:11:04.000 --> 00:11:18.000]   What can make me whole again? Nothing but the blood of Jesus.
[00:11:18.000 --> 00:11:34.000]   And, oh, precious is the flow that makes me white as snow.
[00:11:34.000 --> 00:11:50.000]   No other fount I know. Nothing but the blood of Jesus.
[00:11:50.000 --> 00:12:05.000]   What can wash away my sin? Nothing but the blood of Jesus.
[00:12:05.000 --> 00:12:18.000]   What can make us whole again? Nothing but the blood of Jesus.
[00:12:18.000 --> 00:12:20.000]   Just voices.
[00:12:20.000 --> 00:12:35.000]   Oh, precious is the flow that makes me white as snow.
[00:12:35.000 --> 00:12:50.000]   No other fount I know. Nothing but the blood of Jesus.
[00:12:50.000 --> 00:13:05.000]   Nothing but the blood of Jesus. Nothing but the blood of Jesus.
[00:13:14.000 --> 00:13:22.000]   The splendor of the King.
[00:13:22.000 --> 00:13:27.000]   Clothed in majesty.
[00:13:27.000 --> 00:13:31.000]   Let all the earth rejoice.
[00:13:31.000 --> 00:13:36.000]   And all the earth rejoice.
[00:13:36.000 --> 00:13:44.000]   He wraps himself in light.
[00:13:44.000 --> 00:13:49.000]   And darkness tries to hide.
[00:13:49.000 --> 00:13:53.000]   And trembles at His voice.
[00:13:53.000 --> 00:13:58.000]   And trembles at His voice.
[00:13:58.000 --> 00:14:04.000]   How great is our God.
[00:14:04.000 --> 00:14:06.000]   And sing with me.
[00:14:06.000 --> 00:14:12.000]   How great is our God.
[00:14:12.000 --> 00:14:17.000]   And all will see how great.
[00:14:17.000 --> 00:14:27.000]   How great is our God.
[00:14:27.000 --> 00:14:36.000]   And age to age He stands.
[00:14:36.000 --> 00:14:42.000]   And time is in His hands.
[00:14:42.000 --> 00:14:51.000]   Beginning and the end. Beginning and the end.
[00:14:51.000 --> 00:14:59.000]   The Godhead three in one.
[00:14:59.000 --> 00:15:05.000]   A Father, Spirit, Son.
[00:15:05.000 --> 00:15:13.000]   The Lion and the Lamb. The Lion and the Lamb.
[00:15:13.000 --> 00:15:20.000]   How great is our God.
[00:15:20.000 --> 00:15:22.000]   And all will sing with me.
[00:15:22.000 --> 00:15:28.000]   How great is our God.
[00:15:28.000 --> 00:15:33.000]   And all will see how great.
[00:15:33.000 --> 00:15:40.000]   How great is our God.
[00:15:40.000 --> 00:15:44.000]   Sing name above.
[00:15:44.000 --> 00:15:51.000]   Sing name above all names.
[00:15:51.000 --> 00:15:58.000]   You are worthy of all praise.
[00:15:58.000 --> 00:16:02.000]   And my heart will sing.
[00:16:02.000 --> 00:16:13.000]   How great is our God.
[00:16:13.000 --> 00:16:20.000]   You're the name above all names.
[00:16:20.000 --> 00:16:28.000]   You are worthy of all praise.
[00:16:28.000 --> 00:16:32.000]   Lord my heart will sing.
[00:16:32.000 --> 00:16:41.000]   How great is our God.
[00:16:41.000 --> 00:16:46.000]   And sing my soul.
[00:16:46.000 --> 00:16:56.000]   My Savior God to Thee.
[00:16:56.000 --> 00:17:03.000]   How great Thou art.
[00:17:03.000 --> 00:17:11.000]   How great Thou art.
[00:17:11.000 --> 00:17:16.000]   And sing my soul.
[00:17:16.000 --> 00:17:26.000]   My Savior God to Thee.
[00:17:26.000 --> 00:17:33.000]   How great Thou art.
[00:17:33.000 --> 00:17:39.000]   How great Thou art.
[00:17:39.000 --> 00:17:51.000]   Okay. Well before we go into time of discussion,
[00:17:51.000 --> 00:17:54.000]   just one main announcement for this week is that
[00:17:54.000 --> 00:17:58.000]   as you know this Sunday we are going to be observing the communion table.
[00:17:58.000 --> 00:18:02.000]   So just as an encouragement, please do set aside some extra time
[00:18:02.000 --> 00:18:06.000]   to spend in prayer, confession if needed, and just prepare your heart.
[00:18:06.000 --> 00:18:09.000]   Of course it's going to be happening in both services,
[00:18:09.000 --> 00:18:11.000]   so just make sure to keep that in your mind.
[00:18:11.000 --> 00:18:13.000]   Alright. Please go into your time of discussion.
[00:18:13.000 --> 00:18:15.000]   We'll be back at 8 o'clock.
[00:18:15.000 --> 00:18:17.000]   Thank you.
[00:18:17.000 --> 00:18:27.000]   [Silence]
[00:18:27.000 --> 00:18:37.000]   [Silence]
[00:18:37.000 --> 00:18:47.000]   [Silence]
[00:18:47.000 --> 00:18:57.000]   [Silence]
[00:18:57.000 --> 00:19:07.000]   [Silence]
[00:19:07.000 --> 00:19:17.000]   [Silence]
[00:19:17.000 --> 00:19:27.000]   [Silence]
[00:19:27.000 --> 00:19:37.000]   [Silence]
[00:19:37.000 --> 00:19:47.000]   [Silence]
[00:19:47.000 --> 00:19:57.000]   [Silence]
[00:19:57.000 --> 00:20:07.000]   [Silence]
[00:20:07.000 --> 00:20:17.000]   [Silence]
[00:20:17.000 --> 00:20:27.000]   [Silence]
[00:20:27.000 --> 00:20:37.000]   [Silence]
[00:20:37.000 --> 00:20:47.000]   [Silence]
[00:20:47.000 --> 00:20:57.000]   [Silence]
[00:20:57.000 --> 00:21:07.000]   [Silence]
[00:21:07.000 --> 00:21:17.000]   [Silence]
[00:21:17.000 --> 00:21:27.000]   [Silence]
[00:21:27.000 --> 00:21:37.000]   [Silence]
[00:21:37.000 --> 00:21:47.000]   [Silence]
[00:21:47.000 --> 00:21:57.000]   [Silence]
[00:21:57.000 --> 00:22:07.000]   [Silence]
[00:22:07.000 --> 00:22:17.000]   [Silence]
[00:22:17.000 --> 00:22:27.000]   [Silence]
[00:22:27.000 --> 00:22:37.000]   [Silence]
[00:22:37.000 --> 00:22:47.000]   [Silence]
[00:22:47.000 --> 00:22:57.000]   [Silence]
[00:22:57.000 --> 00:23:07.000]   [Silence]
[00:23:07.000 --> 00:23:17.000]   [Silence]
[00:23:17.000 --> 00:23:27.000]   [Silence]
[00:23:27.000 --> 00:23:37.000]   [Silence]
[00:23:37.000 --> 00:23:47.000]   [Silence]
[00:23:47.000 --> 00:23:57.000]   [Silence]
[00:23:57.000 --> 00:24:07.000]   [Silence]
[00:24:07.000 --> 00:24:17.000]   [Silence]
[00:24:17.000 --> 00:24:27.000]   [Silence]
[00:24:27.000 --> 00:24:37.000]   [Silence]
[00:24:37.000 --> 00:24:47.000]   [Silence]
[00:24:47.000 --> 00:24:57.000]   [Silence]
[00:24:57.000 --> 00:25:07.000]   [Silence]
[00:25:07.000 --> 00:25:17.000]   [Silence]
[00:25:17.000 --> 00:25:27.000]   [Silence]
[00:25:27.000 --> 00:25:37.000]   [Silence]
[00:25:37.000 --> 00:25:47.000]   [Silence]
[00:25:47.000 --> 00:25:57.000]   [Silence]
[00:25:57.000 --> 00:26:07.000]   [Silence]
[00:26:07.000 --> 00:26:17.000]   [Silence]
[00:26:17.000 --> 00:26:27.000]   [Silence]
[00:26:27.000 --> 00:26:37.000]   [Silence]
[00:26:37.000 --> 00:26:47.000]   [Silence]
[00:26:47.000 --> 00:26:57.000]   [Silence]
[00:26:57.000 --> 00:27:07.000]   [Silence]
[00:27:07.000 --> 00:27:17.000]   [Silence]
[00:27:17.000 --> 00:27:27.000]   [Silence]
[00:27:27.000 --> 00:27:37.000]   [Silence]
[00:27:37.000 --> 00:27:47.000]   [Silence]
[00:27:47.000 --> 00:27:57.000]   [Silence]
[00:27:57.000 --> 00:28:07.000]   [Silence]
[00:28:07.000 --> 00:28:17.000]   [Silence]
[00:28:17.000 --> 00:28:27.000]   [Silence]
[00:28:27.000 --> 00:28:37.000]   [Silence]
[00:28:37.000 --> 00:28:47.000]   [Silence]
[00:28:47.000 --> 00:28:57.000]   [Silence]
[00:28:57.000 --> 00:29:07.000]   [Silence]
[00:29:07.000 --> 00:29:17.000]   [Silence]
[00:29:17.000 --> 00:29:27.000]   [Silence]
[00:29:27.000 --> 00:29:37.000]   [Silence]
[00:29:37.000 --> 00:29:47.000]   [Silence]
[00:29:47.000 --> 00:29:57.000]   [Silence]
[00:29:57.000 --> 00:30:07.000]   [Silence]
[00:30:07.000 --> 00:30:17.000]   [Silence]
[00:30:17.000 --> 00:30:27.000]   [Silence]
[00:30:27.000 --> 00:30:37.000]   [Silence]
[00:30:37.000 --> 00:30:47.000]   [Silence]
[00:30:47.000 --> 00:30:57.000]   [Silence]
[00:30:57.000 --> 00:31:07.000]   [Silence]
[00:31:07.000 --> 00:31:17.000]   [Silence]
[00:31:17.000 --> 00:31:27.000]   [Silence]
[00:31:27.000 --> 00:31:37.000]   [Silence]
[00:31:37.000 --> 00:31:47.000]   [Silence]
[00:31:47.000 --> 00:31:57.000]   [Silence]
[00:31:57.000 --> 00:32:07.000]   [Silence]
[00:32:07.000 --> 00:32:17.000]   [Silence]
[00:32:17.000 --> 00:32:27.000]   [Silence]
[00:32:27.000 --> 00:32:37.000]   [Silence]
[00:32:37.000 --> 00:32:47.000]   [Silence]
[00:32:47.000 --> 00:32:57.000]   [Silence]
[00:32:57.000 --> 00:33:07.000]   [Silence]
[00:33:07.000 --> 00:33:17.000]   [Silence]
[00:33:17.000 --> 00:33:27.000]   [Silence]
[00:33:27.000 --> 00:33:37.000]   [Silence]
[00:33:37.000 --> 00:33:47.000]   [Silence]
[00:33:47.000 --> 00:33:57.000]   [Silence]
[00:33:57.000 --> 00:34:07.000]   [Silence]
[00:34:07.000 --> 00:34:17.000]   [Silence]
[00:34:17.000 --> 00:34:27.000]   [Silence]
[00:34:27.000 --> 00:34:37.000]   [Silence]
[00:34:37.000 --> 00:34:47.000]   [Silence]
[00:34:47.000 --> 00:34:57.000]   [Silence]
[00:34:57.000 --> 00:35:07.000]   [Silence]
[00:35:07.000 --> 00:35:17.000]   [Silence]
[00:35:17.000 --> 00:35:27.000]   [Silence]
[00:35:27.000 --> 00:35:37.000]   [Silence]
[00:35:37.000 --> 00:35:47.000]   [Silence]
[00:35:47.000 --> 00:35:57.000]   [Silence]
[00:35:57.000 --> 00:36:07.000]   [Silence]
[00:36:07.000 --> 00:36:17.000]   [Silence]
[00:36:17.000 --> 00:36:27.000]   [Silence]
[00:36:27.000 --> 00:36:37.000]   [Silence]
[00:36:37.000 --> 00:36:47.000]   [Silence]
[00:36:47.000 --> 00:36:57.000]   [Silence]
[00:36:57.000 --> 00:37:07.000]   [Silence]
[00:37:07.000 --> 00:37:17.000]   [Silence]
[00:37:17.000 --> 00:37:27.000]   [Silence]
[00:37:27.000 --> 00:37:37.000]   [Silence]
[00:37:37.000 --> 00:37:47.000]   [Silence]
[00:37:47.000 --> 00:37:57.000]   [Silence]
[00:37:57.000 --> 00:38:07.000]   [Silence]
[00:38:07.000 --> 00:38:17.000]   [Silence]
[00:38:17.000 --> 00:38:27.000]   [Silence]
[00:38:27.000 --> 00:38:37.000]   [Silence]
[00:38:37.000 --> 00:38:47.000]   [Silence]
[00:38:47.000 --> 00:38:57.000]   [Silence]
[00:38:57.000 --> 00:39:07.000]   [Silence]
[00:39:07.000 --> 00:39:17.000]   [Silence]
[00:39:17.000 --> 00:39:27.000]   [Silence]
[00:39:27.000 --> 00:39:37.000]   [Silence]
[00:39:37.000 --> 00:39:47.000]   [Silence]
[00:39:47.000 --> 00:39:57.000]   [Silence]
[00:39:57.000 --> 00:40:07.000]   [Silence]
[00:40:07.000 --> 00:40:17.000]   [Silence]
[00:40:17.000 --> 00:40:27.000]   [Silence]
[00:40:27.000 --> 00:40:37.000]   [Silence]
[00:40:37.000 --> 00:40:47.000]   [Silence]
[00:40:47.000 --> 00:40:57.000]   [Silence]
[00:40:57.000 --> 00:41:07.000]   [Silence]
[00:41:07.000 --> 00:41:17.000]   [Silence]
[00:41:17.000 --> 00:41:27.000]   [Silence]
[00:41:27.000 --> 00:41:37.000]   [Silence]
[00:41:37.000 --> 00:41:47.000]   [Silence]
[00:41:47.000 --> 00:41:57.000]   [Silence]
[00:41:57.000 --> 00:42:07.000]   [Silence]
[00:42:07.000 --> 00:42:17.000]   [Silence]
[00:42:17.000 --> 00:42:27.000]   [Silence]
[00:42:27.000 --> 00:42:37.000]   [Silence]
[00:42:37.000 --> 00:42:47.000]   [Silence]
[00:42:47.000 --> 00:42:57.000]   [Silence]
[00:42:57.000 --> 00:43:07.000]   [Silence]
[00:43:07.000 --> 00:43:17.000]   [Silence]
[00:43:17.000 --> 00:43:27.000]   [Silence]
[00:43:27.000 --> 00:43:37.000]   [Silence]
[00:43:37.000 --> 00:43:47.000]   [Silence]
[00:43:47.000 --> 00:43:57.000]   [Silence]
[00:43:57.000 --> 00:44:07.000]   [Silence]
[00:44:07.000 --> 00:44:17.000]   [Silence]
[00:44:17.000 --> 00:44:27.000]   [Silence]
[00:44:27.000 --> 00:44:37.000]   [Silence]
[00:44:37.000 --> 00:44:47.000]   [Silence]
[00:44:47.000 --> 00:44:57.000]   [Silence]
[00:44:57.000 --> 00:45:07.000]   [Silence]
[00:45:07.000 --> 00:45:17.000]   [Silence]
[00:45:17.000 --> 00:45:27.000]   [Silence]
[00:45:27.000 --> 00:45:37.000]   [Silence]
[00:45:37.000 --> 00:45:47.000]   [Silence]
[00:45:47.000 --> 00:45:57.000]   [Silence]
[00:45:57.000 --> 00:46:07.000]   [Silence]
[00:46:07.000 --> 00:46:17.000]   [Silence]
[00:46:17.000 --> 00:46:27.000]   [Silence]
[00:46:27.000 --> 00:46:37.000]   [Silence]
[00:46:37.000 --> 00:46:47.000]   [Silence]
[00:46:47.000 --> 00:46:57.000]   [Silence]
[00:46:57.000 --> 00:47:07.000]   [Silence]
[00:47:07.000 --> 00:47:17.000]   [Silence]
[00:47:17.000 --> 00:47:27.000]   [Silence]
[00:47:27.000 --> 00:47:37.000]   [Silence]
[00:47:37.000 --> 00:47:47.000]   [Silence]
[00:47:47.000 --> 00:47:57.000]   [Silence]
[00:47:57.000 --> 00:48:07.000]   [Silence]
[00:48:07.000 --> 00:48:17.000]   [Silence]
[00:48:17.000 --> 00:48:27.000]   [Silence]
[00:48:27.000 --> 00:48:37.000]   [Silence]
[00:48:37.000 --> 00:48:47.000]   [Silence]
[00:48:47.000 --> 00:48:57.000]   [Silence]
[00:48:57.000 --> 00:49:07.000]   [Silence]
[00:49:07.000 --> 00:49:17.000]   [Silence]
[00:49:17.000 --> 00:49:27.000]   [Silence]
[00:49:27.000 --> 00:49:37.000]   [Silence]
[00:49:37.000 --> 00:49:47.000]   [Silence]
[00:49:47.000 --> 00:49:57.000]   [Silence]
[00:49:57.000 --> 00:50:07.000]   [Silence]
[00:50:07.000 --> 00:50:17.000]   [Silence]
[00:50:17.000 --> 00:50:27.000]   [Silence]
[00:50:27.000 --> 00:50:37.000]   [Silence]
[00:50:37.000 --> 00:50:47.000]   [Silence]
[00:50:47.000 --> 00:50:57.000]   [Silence]
[00:50:57.000 --> 00:51:07.000]   [Silence]
[00:51:07.000 --> 00:51:17.000]   [Silence]
[00:51:17.000 --> 00:51:27.000]   [Silence]
[00:51:27.000 --> 00:51:37.000]   [Silence]
[00:51:37.000 --> 00:51:47.000]   [Silence]
[00:51:47.000 --> 00:51:57.000]   [Silence]
[00:51:57.000 --> 00:52:07.000]   [Silence]
[00:52:07.000 --> 00:52:17.000]   [Silence]
[00:52:17.000 --> 00:52:27.000]   [Silence]
[00:52:27.000 --> 00:52:37.000]   [Silence]
[00:52:37.000 --> 00:52:47.000]   [Silence]
[00:52:47.000 --> 00:52:57.000]   [Silence]
[00:52:57.000 --> 00:53:07.000]   [Silence]
[00:53:07.000 --> 00:53:17.000]   [Silence]
[00:53:17.000 --> 00:53:27.000]   [Silence]
[00:53:27.000 --> 00:53:37.000]   [Silence]
[00:53:37.000 --> 00:53:47.000]   [Silence]
[00:53:47.000 --> 00:53:57.000]   [Silence]
[00:53:57.000 --> 00:54:07.000]   [Silence]
[00:54:07.000 --> 00:54:17.000]   [Silence]
[00:54:17.000 --> 00:54:27.000]   [Silence]
[00:54:27.000 --> 00:54:37.000]   [Silence]
[00:54:37.000 --> 00:54:47.000]   [Silence]
[00:54:47.000 --> 00:54:57.000]   [Silence]
[00:54:57.000 --> 00:55:07.000]   [Silence]
[00:55:07.000 --> 00:55:17.000]   [Silence]
[00:55:17.000 --> 00:55:27.000]   [Silence]
[00:55:27.000 --> 00:55:37.000]   [Silence]
[00:55:37.000 --> 00:55:47.000]   [Silence]
[00:55:47.000 --> 00:55:57.000]   [Silence]
[00:55:57.000 --> 00:56:07.000]   [Silence]
[00:56:07.000 --> 00:56:17.000]   [Silence]
[00:56:17.000 --> 00:56:27.000]   [Silence]
[00:56:27.000 --> 00:56:37.000]   [Silence]
[00:56:37.000 --> 00:56:47.000]   [Silence]
[00:56:47.000 --> 00:56:57.000]   [Silence]
[00:56:57.000 --> 00:57:07.000]   [Silence]
[00:57:07.000 --> 00:57:17.000]   [Silence]
[00:57:17.000 --> 00:57:27.000]   [Silence]
[00:57:27.000 --> 00:57:37.000]   [Silence]
[00:57:37.000 --> 00:57:47.000]   [Silence]
[00:57:47.000 --> 00:57:57.000]   [Silence]
[00:57:57.000 --> 00:58:07.000]   [Silence]
[00:58:07.000 --> 00:58:17.000]   [Silence]
[00:58:17.000 --> 00:58:27.000]   [Silence]
[00:58:27.000 --> 00:58:37.000]   [Silence]
[00:58:37.000 --> 00:58:47.000]   [Silence]
[00:58:47.000 --> 00:58:57.000]   [Silence]
[00:58:57.000 --> 00:59:07.000]   [Silence]
[00:59:07.000 --> 00:59:17.000]   [Silence]
[00:59:17.000 --> 00:59:27.000]   [Silence]
[00:59:27.000 --> 00:59:37.000]   [Silence]
[00:59:37.000 --> 00:59:47.000]   [Silence]
[00:59:47.000 --> 00:59:57.000]   [Silence]
[00:59:57.000 --> 01:00:07.000]   [Silence]
[01:00:07.000 --> 01:00:17.000]   [Silence]
[01:00:17.000 --> 01:00:27.000]   [Silence]
[01:00:27.000 --> 01:00:37.000]   [Silence]
[01:00:37.000 --> 01:00:47.000]   [Silence]
[01:00:47.000 --> 01:00:57.000]   [Silence]
[01:00:57.000 --> 01:01:07.000]   [Silence]
[01:01:07.000 --> 01:01:17.000]   [Silence]
[01:01:17.000 --> 01:01:27.000]   [Silence]
[01:01:27.000 --> 01:01:37.000]   [Silence]
[01:01:37.000 --> 01:01:47.000]   [Silence]
[01:01:47.000 --> 01:01:57.000]   [Silence]
[01:01:57.000 --> 01:02:07.000]   [Silence]
[01:02:07.000 --> 01:02:17.000]   [Silence]
[01:02:17.000 --> 01:02:27.000]   [Silence]
[01:02:27.000 --> 01:02:37.000]   [Silence]
[01:02:37.000 --> 01:02:47.000]   [Silence]
[01:02:47.000 --> 01:02:57.000]   [Silence]
[01:02:57.000 --> 01:03:07.000]   [Silence]
[01:03:07.000 --> 01:03:17.000]   [Silence]
[01:03:17.000 --> 01:03:27.000]   [Silence]
[01:03:27.000 --> 01:03:37.000]   [Silence]
[01:03:37.000 --> 01:03:47.000]   [Silence]
[01:03:47.000 --> 01:03:57.000]   [Silence]
[01:03:57.000 --> 01:04:07.000]   [Silence]
[01:04:07.000 --> 01:04:17.000]   [Silence]
[01:04:17.000 --> 01:04:27.000]   [Silence]
[01:04:27.000 --> 01:04:37.000]   [Silence]
[01:04:37.000 --> 01:04:47.000]   [Silence]
[01:04:47.000 --> 01:04:55.000]   [Silence]
[01:04:55.000 --> 01:05:00.000]   Okay, let's have those of you who are in the rooms,
[01:05:00.000 --> 01:05:06.000]   please come on out and we'll get started with the passage overview.
[01:05:06.000 --> 01:05:26.000]   [Silence]
[01:05:26.000 --> 01:05:36.000]   [Silence]
[01:05:36.000 --> 01:05:46.000]   [Silence]
[01:05:46.000 --> 01:05:56.000]   [Silence]
[01:05:56.000 --> 01:06:06.000]   [Silence]
[01:06:06.000 --> 01:06:11.000]   [Silence]
[01:06:11.000 --> 01:06:21.000]   [Silence]
[01:06:21.000 --> 01:06:31.000]   [Silence]
