
[00:00:00.000 --> 00:00:04.000]   [ Silence ]
[00:42:47.000 --> 00:42:53.000]   [ Inaudible ]
[00:42:53.000 --> 00:43:00.000]   [ Inaudible ]
[00:43:00.000 --> 00:43:07.000]   [ Inaudible ]
[00:43:07.000 --> 00:43:14.000]   [ Inaudible ]
[00:43:15.000 --> 00:43:21.000]   [ Inaudible ]
[00:43:21.000 --> 00:43:28.000]   [ Inaudible ]
[00:43:28.000 --> 00:43:35.000]   [ Inaudible ]
[00:43:35.000 --> 00:43:42.000]   [ Inaudible ]
[00:43:43.000 --> 00:43:49.000]   [ Inaudible ]
[00:43:49.000 --> 00:43:56.000]   [ Inaudible ]
[00:43:56.000 --> 00:44:03.000]   [ Inaudible ]
[00:44:03.000 --> 00:44:10.000]   [ Inaudible ]
[00:44:11.000 --> 00:44:17.000]   [ Inaudible ]
[00:44:17.000 --> 00:44:24.000]   [ Inaudible ]
[00:44:24.000 --> 00:44:31.000]   [ Inaudible ]
[00:44:31.000 --> 00:44:38.000]   [ Inaudible ]
[00:44:39.000 --> 00:44:45.000]   [ Inaudible ]
[00:44:45.000 --> 00:44:52.000]   [ Inaudible ]
[00:44:52.000 --> 00:44:59.000]   [ Inaudible ]
[00:44:59.000 --> 00:45:06.000]   [ Inaudible ]
[00:45:07.000 --> 00:45:13.000]   [ Inaudible ]
[00:45:13.000 --> 00:45:20.000]   [ Inaudible ]
[00:45:20.000 --> 00:45:27.000]   [ Inaudible ]
[00:45:27.000 --> 00:45:34.000]   [ Inaudible ]
[00:45:35.000 --> 00:45:41.000]   [ Inaudible ]
[00:45:41.000 --> 00:45:48.000]   [ Inaudible ]
[00:45:48.000 --> 00:45:55.000]   [ Inaudible ]
[00:45:55.000 --> 00:46:02.000]   [ Inaudible ]
[00:46:03.000 --> 00:46:09.000]   [ Inaudible ]
[00:46:09.000 --> 00:46:16.000]   [ Inaudible ]
[00:46:16.000 --> 00:46:23.000]   [ Inaudible ]
[00:46:23.000 --> 00:46:30.000]   [ Inaudible ]
[00:46:31.000 --> 00:46:37.000]   [ Inaudible ]
[00:46:37.000 --> 00:46:44.000]   [ Inaudible ]
[00:46:44.000 --> 00:46:51.000]   [ Inaudible ]
[00:46:51.000 --> 00:46:58.000]   [ Inaudible ]
[00:46:59.000 --> 00:47:05.000]   [ Inaudible ]
[00:47:05.000 --> 00:47:12.000]   [ Inaudible ]
[00:47:12.000 --> 00:47:19.000]   [ Inaudible ]
[00:47:19.000 --> 00:47:26.000]   [ Inaudible ]
[00:47:27.000 --> 00:47:33.000]   [ Inaudible ]
[00:47:33.000 --> 00:47:40.000]   [ Inaudible ]
[00:47:40.000 --> 00:47:47.000]   [ Inaudible ]
[00:47:47.000 --> 00:47:54.000]   [ Inaudible ]
[00:47:55.000 --> 00:48:01.000]   [ Inaudible ]
[00:48:01.000 --> 00:48:08.000]   [ Inaudible ]
[00:48:08.000 --> 00:48:15.000]   [ Inaudible ]
[00:48:15.000 --> 00:48:22.000]   [ Inaudible ]
[00:48:23.000 --> 00:48:29.000]   [ Inaudible ]
[00:48:29.000 --> 00:48:36.000]   [ Inaudible ]
[00:48:36.000 --> 00:48:43.000]   [ Inaudible ]
[00:48:43.000 --> 00:48:50.000]   [ Inaudible ]
[00:48:51.000 --> 00:48:57.000]   [ Inaudible ]
[00:48:57.000 --> 00:49:04.000]   [ Inaudible ]
[00:49:04.000 --> 00:49:11.000]   [ Inaudible ]
[00:49:11.000 --> 00:49:18.000]   [ Inaudible ]
[00:49:19.000 --> 00:49:25.000]   [ Inaudible ]
[00:49:25.000 --> 00:49:32.000]   [ Inaudible ]
[00:49:32.000 --> 00:49:39.000]   [ Inaudible ]
[00:49:39.000 --> 00:49:46.000]   [ Inaudible ]
[00:49:47.000 --> 00:49:53.000]   [ Inaudible ]
[00:49:53.000 --> 00:50:00.000]   [ Inaudible ]
[00:50:00.000 --> 00:50:07.000]   [ Inaudible ]
[00:50:07.000 --> 00:50:14.000]   [ Inaudible ]
[00:50:15.000 --> 00:50:21.000]   [ Inaudible ]
[00:50:21.000 --> 00:50:28.000]   [ Inaudible ]
[00:50:28.000 --> 00:50:35.000]   [ Inaudible ]
[00:50:35.000 --> 00:50:42.000]   [ Inaudible ]
[00:50:43.000 --> 00:50:49.000]   [ Inaudible ]
[00:50:49.000 --> 00:50:56.000]   [ Inaudible ]
[00:50:56.000 --> 00:51:03.000]   [ Inaudible ]
[00:51:03.000 --> 00:51:10.000]   [ Inaudible ]
[00:51:11.000 --> 00:51:17.000]   [ Inaudible ]
[00:51:17.000 --> 00:51:24.000]   [ Inaudible ]
[00:51:24.000 --> 00:51:31.000]   [ Inaudible ]
[00:51:31.000 --> 00:51:38.000]   [ Inaudible ]
[00:51:39.000 --> 00:51:45.000]   [ Inaudible ]
[00:51:45.000 --> 00:51:52.000]   [ Inaudible ]
[00:51:52.000 --> 00:51:59.000]   [ Inaudible ]
[00:51:59.000 --> 00:52:06.000]   [ Inaudible ]
[00:52:07.000 --> 00:52:13.000]   [ Inaudible ]
[00:52:13.000 --> 00:52:20.000]   [ Inaudible ]
[00:52:20.000 --> 00:52:27.000]   [ Inaudible ]
