
[00:00:00.000 --> 00:00:05.160]   All right, good morning.
[00:05:02.680 --> 00:05:04.160]   You will work hard.
[00:05:04.160 --> 00:05:06.640]   You will be persecuted.
[00:05:06.640 --> 00:05:08.280]   You will plant church.
[00:05:08.280 --> 00:05:12.760]   You will do all of these things, but you will bear no fruit.
[00:05:12.760 --> 00:05:19.840]   You know, I think one of the biggest lies that the world tells, you know, especially
[00:05:19.840 --> 00:05:27.160]   the young ones in our culture, is that, you know, you would see a great basketball star
[00:05:27.160 --> 00:05:31.820]   after he wins the championship and they interviewed him, "What's the secret to your success?"
[00:05:31.820 --> 00:05:38.380]   And you would hear this cliche that if you believe in yourself, you can accomplish anything.
[00:05:38.380 --> 00:05:43.340]   I mean, he may believe that, but it is an absolute lie.
[00:05:43.340 --> 00:05:45.040]   That's a lie.
[00:05:45.040 --> 00:05:50.940]   If you believe in yourself that you can fly, you're not going to fly.
[00:05:50.940 --> 00:05:52.340]   You know what I mean?
[00:05:52.340 --> 00:05:53.340]   You can believe in yourself.
[00:05:53.340 --> 00:06:00.620]   If you're 5'5", 250 pounds or, you know, whatever you may be, you're not going to dunk.
[00:06:00.620 --> 00:06:06.380]   No matter how much you believe in yourself, there are things that you just cannot do,
[00:06:06.380 --> 00:06:07.460]   right?
[00:06:07.460 --> 00:06:10.860]   But if you're being trained, like, no, if you believe in yourself, you just put your
[00:06:10.860 --> 00:06:15.300]   effort in, you know, somebody has a company that's multi-billion dollars.
[00:06:15.300 --> 00:06:20.100]   If you just believe in yourself, you'll be a billionaire yourself, right?
[00:06:20.100 --> 00:06:27.820]   Now that may sound like good advice, like you could try harder, but the problem is that
[00:06:27.820 --> 00:06:34.820]   they can endeavor to do something and not only not achieve that, but in the process
[00:06:34.820 --> 00:06:38.180]   just being utterly broken.
[00:06:38.180 --> 00:06:44.220]   It doesn't even come close, and then you kind of lose motivation to do anything else.
[00:06:44.220 --> 00:06:51.480]   There's a lot of Christians who are working hard and laboring and sacrificing, and maybe
[00:06:51.480 --> 00:06:55.940]   you've done that for many, many years, and you look at your Christian life now, and it
[00:06:55.940 --> 00:07:00.180]   is nowhere near where you thought you would have been.
[00:07:00.180 --> 00:07:03.700]   I mean, I could tell you, I'm one of those people, you know, I got saved early, and I
[00:07:03.700 --> 00:07:09.940]   thought by the time I was 40 years old that I would have had, you know, like I would have
[00:07:09.940 --> 00:07:14.500]   been a certain level, you know, I would have had the whole Bible memorized, you know, when
[00:07:14.500 --> 00:07:15.500]   I was younger.
[00:07:15.500 --> 00:07:19.740]   But the ministry that we were a part of was really into Bible memory, and I knew this
[00:07:19.740 --> 00:07:24.420]   guy who was, even before Pastor Peter Chung, we had a guy in our Bible study who would
[00:07:24.420 --> 00:07:29.300]   memorize books, you know, we would come with two verses, and he would come with, "Oh, I
[00:07:29.300 --> 00:07:33.660]   memorized 1 Timothy this week," and then a month later he would say, "Oh, I got 2 Timothy
[00:07:33.660 --> 00:07:35.660]   done," and he would just memorize it.
[00:07:35.660 --> 00:07:40.700]   So I remember when I was young, being in that Bible study thing, you know what, my memory
[00:07:40.700 --> 00:07:45.020]   is not as good as him, but by the time I'm 40, right, I'm going to have this, and I'm
[00:07:45.020 --> 00:07:47.660]   going to have this memorized, and I'm going to have this much of the Bible, I'm going
[00:07:47.660 --> 00:07:52.260]   to have, you know, have so many people evangelized, so many people discipled.
[00:07:52.260 --> 00:08:01.620]   Well, I'm over 50, and I'm nowhere near what I was hoping to be when I was 40 years old.
[00:08:01.620 --> 00:08:07.140]   There's a lot of us who are frustrated, maybe frustrated, because we, it's not because you
[00:08:07.140 --> 00:08:16.100]   haven't tried, you've tried, and it just didn't turn out the way that you were hoping for.
[00:08:16.100 --> 00:08:24.020]   He says clearly, "True fruit, true fruit is only going to happen when you abide in the
[00:08:24.020 --> 00:08:28.260]   true vine," right?
[00:08:28.260 --> 00:08:31.380]   That pretty much summarizes everything I'm going to say this morning, okay?
[00:08:31.380 --> 00:08:35.380]   So if you're going to go to sleep, like, make sure you memorize that, right?
[00:08:35.380 --> 00:08:40.980]   True fruit can only happen when you abide by the true vine.
[00:08:40.980 --> 00:08:47.540]   So when you're not abiding by the true vine, whatever fruit that you may think that you
[00:08:47.540 --> 00:08:56.340]   see may not be real fruit, unless the Bible is lying, right?
[00:08:56.340 --> 00:09:02.860]   True fruit can only come from abiding by the true vine.
[00:09:02.860 --> 00:09:10.460]   You can teach the Bible regularly, not abiding in Christ, and really bear no fruit.
[00:09:10.460 --> 00:09:16.740]   You can go to short-term missions, share the gospel with many people, and not be abiding
[00:09:16.740 --> 00:09:19.420]   in Him and bear no fruit.
[00:09:19.420 --> 00:09:24.660]   You can have a growing church filled with hundreds, even thousands of people, when we
[00:09:24.660 --> 00:09:29.700]   are not abiding in Christ isn't true fruit.
[00:09:29.700 --> 00:09:36.100]   Everything that we experience, or what seems to be fruit outside of abiding in Christ,
[00:09:36.100 --> 00:09:38.440]   may not be real fruit at all.
[00:09:38.440 --> 00:09:45.260]   And sometimes it's actually more dangerous to be surrounded by what we think is fruit
[00:09:45.260 --> 00:09:50.140]   when the Bible says, "No, it's not real fruit at all," because He said you cannot bear any
[00:09:50.140 --> 00:09:52.340]   fruit unless you are abiding in Christ.
[00:09:52.340 --> 00:10:00.180]   So how central is this message to the church and to Christianity in general?
[00:10:00.180 --> 00:10:02.300]   In everything that we do, how central?
[00:10:02.300 --> 00:10:05.580]   This is the core, right?
[00:10:05.580 --> 00:10:09.500]   If you missed this, you've missed everything about our Christian faith.
[00:10:09.500 --> 00:10:15.540]   So our primary pursuit, before we evangelize the world, before we attract people to the
[00:10:15.540 --> 00:10:19.600]   church, before we even open it back up so that we can have corporate worship, our primary
[00:10:19.600 --> 00:10:25.140]   pursuit has to be, are we abiding in Christ?
[00:10:25.140 --> 00:10:31.180]   Luke 6, 43-44, it says, "For no good tree bears bad fruit, nor, again, does a bad tree
[00:10:31.180 --> 00:10:32.180]   bear good fruit.
[00:10:32.180 --> 00:10:34.500]   For each tree is known by its own fruit.
[00:10:34.500 --> 00:10:40.140]   For figs are not gathered from thorn bushes, nor are grapes picked from bramble bush."
[00:10:40.140 --> 00:10:44.380]   It says you cannot bear fruit.
[00:10:44.380 --> 00:10:50.780]   So the central question that we have to ask is, then what does it mean to abide in Christ?
[00:10:50.780 --> 00:10:52.380]   What does it mean to abide in Christ?
[00:10:52.380 --> 00:10:56.300]   I remember the first time when I was studying this passage and doing quiet time, I just
[00:10:56.300 --> 00:11:00.580]   assumed abide basically meant to obey, right?
[00:11:00.580 --> 00:11:01.580]   Obey Christ.
[00:11:01.580 --> 00:11:06.260]   As long as you obey, as long as you do what he tells you to do, then we're going to bear
[00:11:06.260 --> 00:11:07.660]   fruit.
[00:11:07.660 --> 00:11:15.180]   But the word for abide here is much more nuanced than just simple obedience.
[00:11:15.180 --> 00:11:20.380]   He's telling his disciples more than just, "Just do what I say," which is part of the
[00:11:20.380 --> 00:11:21.380]   meaning.
[00:11:21.380 --> 00:11:25.140]   In fact, I asked you, I think last week, to look up different translations to see how
[00:11:25.140 --> 00:11:29.260]   this word is translated because this is one of those words that can't be translated with
[00:11:29.260 --> 00:11:30.940]   one English word.
[00:11:30.940 --> 00:11:34.980]   So if you speak more than one language, you know that there are certain words that you
[00:11:34.980 --> 00:11:40.740]   really need to understand the culture to be able to translate and really have a correct
[00:11:40.740 --> 00:11:42.580]   and precise understanding of that word.
[00:11:42.580 --> 00:11:44.340]   Well, this is one of those words.
[00:11:44.340 --> 00:11:46.620]   In the Greek, it's meno.
[00:11:46.620 --> 00:11:49.100]   So some of your translations will say abide.
[00:11:49.100 --> 00:11:52.300]   Some of your translations will say to remain.
[00:11:52.300 --> 00:11:56.300]   Some of your translations in other parts of the Bible, that same word is translated to
[00:11:56.300 --> 00:11:59.220]   dwell.
[00:11:59.220 --> 00:12:05.460]   So what I want to do this morning is, again, to jump into the specific nuanced meaning
[00:12:05.460 --> 00:12:10.720]   of this word because it's central to us bearing fruit, no matter what we do.
[00:12:10.720 --> 00:12:18.060]   The first and the most obvious thing that he is saying is to dwell, to dwell in Christ,
[00:12:18.060 --> 00:12:19.060]   to dwell in Christ.
[00:12:19.060 --> 00:12:22.020]   In other words, to make your home in Christ.
[00:12:22.020 --> 00:12:29.200]   And we talked about that last week, how the Holy Spirit was sent and he dwelt within us
[00:12:29.200 --> 00:12:33.100]   and so he said the Holy Spirit isn't going to leave us as orphans.
[00:12:33.100 --> 00:12:37.820]   And so as he dwells in us, he says that you need to also dwell within him to make your
[00:12:37.820 --> 00:12:38.820]   home.
[00:12:38.820 --> 00:12:41.980]   And there's a big difference, right?
[00:12:41.980 --> 00:12:47.060]   As like sleeping at a hotel, this is where you sleep versus your home, right?
[00:12:47.060 --> 00:12:48.300]   And you know what your home is.
[00:12:48.300 --> 00:12:53.940]   Home is you can go out and have the best vacation, but the end of it, you know, you always look
[00:12:53.940 --> 00:12:56.940]   forward to going home because home is where your bed is.
[00:12:56.940 --> 00:12:58.820]   Home is where your fridge is.
[00:12:58.820 --> 00:13:00.980]   Home is where your bathroom, your showers, right?
[00:13:00.980 --> 00:13:02.780]   And your comfortable stuff is.
[00:13:02.780 --> 00:13:06.160]   And home is ultimately where your family is.
[00:13:06.160 --> 00:13:12.020]   And so when you are at home is when you find refuge, when you find your comfort.
[00:13:12.020 --> 00:13:18.220]   So when he says to make your dwelling in Christ, he's saying make sure that Christ himself
[00:13:18.220 --> 00:13:19.700]   is your refuge.
[00:13:19.700 --> 00:13:20.820]   He's your home.
[00:13:20.820 --> 00:13:27.820]   He's the one that you run to before you run to your friends, before you run to the leaders,
[00:13:27.820 --> 00:13:34.020]   before you run to see if your bank account has enough money, that Christ himself is our
[00:13:34.020 --> 00:13:35.020]   home.
[00:13:35.020 --> 00:13:38.760]   You know, as soon as the lockdown happened and you can just see the various responses
[00:13:38.760 --> 00:13:45.260]   that people have, you know, with this COVID-19 and understandably, you know, a lot of people
[00:13:45.260 --> 00:13:46.500]   freaked out.
[00:13:46.500 --> 00:13:50.700]   Most of us freaked out because the real threat of death, if you know, they were thrown out
[00:13:50.700 --> 00:13:56.700]   this just outrageous numbers of millions of people may possibly die.
[00:13:56.700 --> 00:14:00.380]   And every single one of us is going to know somebody who's going to get it and then die
[00:14:00.380 --> 00:14:01.380]   from it.
[00:14:01.380 --> 00:14:03.700]   And so these crazy numbers were being thrown out.
[00:14:03.700 --> 00:14:08.940]   And a lot of this lockdown happened because of fear of death.
[00:14:08.940 --> 00:14:14.580]   But I think in some sense was good for us as Christians, because it caused us to take
[00:14:14.580 --> 00:14:21.800]   a step back and ask ourselves, do I fear God more than death itself?
[00:14:21.800 --> 00:14:24.460]   Or do I fear like the rest of the world?
[00:14:24.460 --> 00:14:25.460]   What do I run to?
[00:14:25.460 --> 00:14:26.460]   Do I run to the supermarket?
[00:14:26.460 --> 00:14:31.620]   And if I have enough things stored up in my garage that I'm safe, did I get enough toilet
[00:14:31.620 --> 00:14:32.620]   paper?
[00:14:32.620 --> 00:14:33.940]   Did I get enough hand sanitizers?
[00:14:33.940 --> 00:14:36.600]   Is my job going to be safe after all this is over?
[00:14:36.600 --> 00:14:37.940]   Is that going to happen?
[00:14:37.940 --> 00:14:41.780]   Or if I don't have enough money, is the government going to pass a bill where they're going to
[00:14:41.780 --> 00:14:43.020]   help me for a while?
[00:14:43.020 --> 00:14:45.740]   Where is our refuge?
[00:14:45.740 --> 00:14:48.220]   Well first and foremost, Jesus is saying, I'm going to leave you.
[00:14:48.220 --> 00:14:51.500]   And he's talking to people who are anxious because he's about to leave them.
[00:14:51.500 --> 00:14:54.520]   And he says, I'm not going to leave you as orphans.
[00:14:54.520 --> 00:14:58.820]   As the Holy Spirit is going to be sent and he's going to indwell in you, you need to
[00:14:58.820 --> 00:15:01.980]   also continue to dwell with him.
[00:15:01.980 --> 00:15:07.300]   In Psalm 27, 4-5, it says, "One thing I have asked of the Lord that I shall seek, that
[00:15:07.300 --> 00:15:10.900]   I may dwell in the house of the Lord all the days of my life."
[00:15:10.900 --> 00:15:15.140]   When he says one thing that I ask, he's not saying he's one of many things.
[00:15:15.140 --> 00:15:21.100]   He's saying above all these other things, I ask more than anything else, more than long
[00:15:21.100 --> 00:15:25.980]   life, more than prosperity, more than safety from this world, more than a good government,
[00:15:25.980 --> 00:15:30.100]   more than a good king, one thing that I ask that I may dwell in the house of the Lord
[00:15:30.100 --> 00:15:33.120]   all the days of my life.
[00:15:33.120 --> 00:15:36.300]   To behold his beauty.
[00:15:36.300 --> 00:15:42.900]   Because beholding his beauty, beholding his glory can't be done when we are away from
[00:15:42.900 --> 00:15:44.200]   him.
[00:15:44.200 --> 00:15:48.060]   When our hearts are chasing after the things of this world, the greatest consequence of
[00:15:48.060 --> 00:15:52.880]   drifting away from God is that we no longer behold his glory.
[00:15:52.880 --> 00:15:56.680]   And that's why he says, "I want to be in the house of the Lord that I may continue to behold
[00:15:56.680 --> 00:16:01.100]   his glory and to meditate in his temple, in his home.
[00:16:01.100 --> 00:16:05.060]   For in a day of trouble, he will conceal me in his tabernacle."
[00:16:05.060 --> 00:16:14.220]   In other words, if Christ is our home, if he is our dwelling, when I am in his temple,
[00:16:14.220 --> 00:16:21.220]   he will protect me, not the walls of my house, not the economy, not some vaccine, but he
[00:16:21.220 --> 00:16:22.740]   will concede me.
[00:16:22.740 --> 00:16:25.880]   In the secret place of his tent, he will hide me.
[00:16:25.880 --> 00:16:27.420]   He will lift me up on a rock.
[00:16:27.420 --> 00:16:31.100]   In other words, he's my foundation.
[00:16:31.100 --> 00:16:35.580]   We can find a vaccine tomorrow and all of a sudden this fear of death goes away, at
[00:16:35.580 --> 00:16:38.060]   least this small part of it.
[00:16:38.060 --> 00:16:42.060]   There's a thousand different ways that we can die, but at least this part of it that's
[00:16:42.060 --> 00:16:45.740]   being hyped up right now, that'll be taken care of.
[00:16:45.740 --> 00:16:50.140]   But the psalmist says, "That's not where I find my refuge.
[00:16:50.140 --> 00:16:53.540]   That is not where I find my rock."
[00:16:53.540 --> 00:16:55.240]   He says, "It is in his temple.
[00:16:55.240 --> 00:16:56.240]   It is in his house.
[00:16:56.240 --> 00:16:57.240]   He conceals me.
[00:16:57.240 --> 00:16:58.240]   He hides me.
[00:16:58.240 --> 00:17:00.620]   He's the one who lifts me up on a rock."
[00:17:00.620 --> 00:17:04.180]   That's what it means to dwell, to remain in Christ.
[00:17:04.180 --> 00:17:10.300]   In Psalm 84, 10 through 11, he also says, "For a day in your courts is better than
[00:17:10.300 --> 00:17:12.940]   a thousand outside.
[00:17:12.940 --> 00:17:17.260]   I would rather stand at the threshold of the household of my God than dwell in the tents
[00:17:17.260 --> 00:17:18.260]   of the wickedness."
[00:17:18.260 --> 00:17:22.300]   In other words, he's saying, "I'd rather be in a courtyard of my God's house than
[00:17:22.300 --> 00:17:23.780]   to be in the inner room."
[00:17:23.780 --> 00:17:26.500]   In other words, in its comfort.
[00:17:26.500 --> 00:17:28.780]   That's what he means.
[00:17:28.780 --> 00:17:34.340]   To be near the Lord is much better, to be in the inner chamber of the world.
[00:17:34.340 --> 00:17:36.660]   "For the Lord God is a sun and a shield.
[00:17:36.660 --> 00:17:39.180]   The Lord gives grace and glory.
[00:17:39.180 --> 00:17:42.740]   No good thing does he withhold from those who walk uprightly."
[00:17:42.740 --> 00:17:48.220]   Well, so how do we make this dwelling?
[00:17:48.220 --> 00:17:54.180]   The question that we have to ask ourselves and answer repeatedly, over and over again,
[00:17:54.180 --> 00:17:58.220]   from time to time, is, "Do you believe this?"
[00:17:58.220 --> 00:18:04.220]   When Jesus says he is the resurrection and life, that even if you die, you shall live.
[00:18:04.220 --> 00:18:07.740]   And he asks them, "Do you believe this?"
[00:18:07.740 --> 00:18:10.780]   When he asks his disciple, "Who do men say that I am?"
[00:18:10.780 --> 00:18:12.900]   You're the prophet, you're Elijah.
[00:18:12.900 --> 00:18:16.780]   He said, "But who do you say that I am?"
[00:18:16.780 --> 00:18:24.220]   Peter's response, "You are thus the Christ, the son of the living God."
[00:18:24.220 --> 00:18:27.500]   And so the question isn't, "What do my pastors believe?
[00:18:27.500 --> 00:18:28.700]   What does the church believe?
[00:18:28.700 --> 00:18:31.940]   What does my denomination believe?"
[00:18:31.940 --> 00:18:33.340]   What do you believe?
[00:18:33.340 --> 00:18:37.180]   Is he truly your refuge?
[00:18:37.180 --> 00:18:43.540]   I remember hearing Chuck Smith, obviously the founder of Calvary Chapel, and he probably
[00:18:43.540 --> 00:18:49.540]   had one of the biggest spiritual influences, that God used him to bring the Jesus movement
[00:18:49.540 --> 00:18:51.500]   in the 1970s.
[00:18:51.500 --> 00:18:58.580]   And he gives a testimony about how, in the earlier part of the church, how he really
[00:18:58.580 --> 00:19:01.060]   felt like that this is a church that he needed to build.
[00:19:01.060 --> 00:19:06.360]   And he started a project to build this church, but they eventually ran out of money.
[00:19:06.360 --> 00:19:09.380]   And he was praying, and they had a certain bill that was coming up, and he was praying
[00:19:09.380 --> 00:19:13.040]   to God, and he was getting anxious and anxious as the time was coming.
[00:19:13.040 --> 00:19:20.100]   And all of a sudden, he says, a member, somebody he didn't know that well, called him and said,
[00:19:20.100 --> 00:19:22.780]   "Pastor, God really convicted me to give you an offering."
[00:19:22.780 --> 00:19:26.380]   And then he said, "I'm going to be sending you a check."
[00:19:26.380 --> 00:19:31.740]   And when he said the amount, he said he was floored, because that was exactly the amount
[00:19:31.740 --> 00:19:36.000]   of money that he needed to get to the next stage.
[00:19:36.000 --> 00:19:41.580]   And he said that he was rejoicing and thanking God for answering his prayer, and he was so
[00:19:41.580 --> 00:19:46.180]   happy about that phone call.
[00:19:46.180 --> 00:19:52.700]   But then he says afterwards, he felt a strong rebuke in his heart, because he says, again,
[00:19:52.700 --> 00:19:59.440]   in his testimony, he said, "He rejoiced more over the promise of that man over the phone
[00:19:59.440 --> 00:20:03.900]   than the promise that God gave him, that if you seek his kingdom and all his righteousness,
[00:20:03.900 --> 00:20:07.340]   all these things shall be added unto you."
[00:20:07.340 --> 00:20:13.620]   And he shares in his testimony how it revealed in his heart that he trusted more from what
[00:20:13.620 --> 00:20:19.200]   that man said on the phone than what his father says in his word.
[00:20:19.200 --> 00:20:25.300]   And so he shares how God revealed early on in ministry, how even in the context of doing
[00:20:25.300 --> 00:20:32.060]   God's work, where we use our own effort and our confidence comes from man, if we're not
[00:20:32.060 --> 00:20:33.060]   careful.
[00:20:33.060 --> 00:20:34.700]   And so that's the first understanding of the word.
[00:20:34.700 --> 00:20:36.000]   Are we dwelling in Christ?
[00:20:36.000 --> 00:20:37.000]   Is he our refuge?
[00:20:37.000 --> 00:20:40.060]   Is he the one that we run to?
[00:20:40.060 --> 00:20:41.940]   Second meaning, to remain.
[00:20:41.940 --> 00:20:46.500]   The word to remain means to continue, to keep going.
[00:20:46.500 --> 00:20:51.620]   And again, this was given to the disciples because Jesus was leaving, he's going to be
[00:20:51.620 --> 00:20:57.580]   crucified, and he also knew that the disciples were going to be scared, and that the leaders
[00:20:57.580 --> 00:21:01.780]   of Israel, just like they came after Jesus, they're going to come after them.
[00:21:01.780 --> 00:21:06.940]   So he's telling them that when this happens, Peter, when you deny me three times and you're
[00:21:06.940 --> 00:21:14.820]   in fear hiding from these people, when you come back to your senses, remember, the safest
[00:21:14.820 --> 00:21:20.420]   place for you to be is to continue with me, to remain.
[00:21:20.420 --> 00:21:25.500]   Even if it seems like this is crazy, that if we continue with Jesus, we may actually
[00:21:25.500 --> 00:21:27.540]   go to the cross.
[00:21:27.540 --> 00:21:30.980]   And they were probably thinking, they probably remember Jesus said, "If you want to come
[00:21:30.980 --> 00:21:33.020]   after me, you must pick up the cross."
[00:21:33.020 --> 00:21:36.860]   And maybe they kind of heard it metaphorically because they didn't understand.
[00:21:36.860 --> 00:21:41.080]   Even when Jesus says, "I'm going to the cross," they didn't understand.
[00:21:41.080 --> 00:21:45.380]   So maybe when they heard it, they kind of said, "Oh, maybe he meant sacrifice."
[00:21:45.380 --> 00:21:48.140]   Kind of a lot of the way that we take it, right?
[00:21:48.140 --> 00:21:54.260]   It means to live, persevere through persecution or make difficult decisions.
[00:21:54.260 --> 00:21:58.940]   But when Jesus actually went to the cross, I bet you it was kind of going off on their
[00:21:58.940 --> 00:22:02.700]   heads like, "Oh my gosh, he actually meant it.
[00:22:02.700 --> 00:22:06.780]   He literally meant he's going to die and you need to die.
[00:22:06.780 --> 00:22:10.260]   He actually meant it physically.
[00:22:10.260 --> 00:22:13.120]   That's exactly what he meant to his disciples.
[00:22:13.120 --> 00:22:16.780]   If you want to come after me, you need to deny yourself, pick up your cross and follow
[00:22:16.780 --> 00:22:17.860]   me."
[00:22:17.860 --> 00:22:21.820]   And so he's telling his disciples, when that temptation comes, if I continue to go down
[00:22:21.820 --> 00:22:25.060]   this path, there's uncertainty.
[00:22:25.060 --> 00:22:26.980]   There's death, persecution.
[00:22:26.980 --> 00:22:29.100]   I may lose my job.
[00:22:29.100 --> 00:22:31.300]   I may not be able to pay my bills.
[00:22:31.300 --> 00:22:33.860]   I may not be able to continue to go down this path.
[00:22:33.860 --> 00:22:39.340]   And you have people, maybe even other Christians, who are trying to dissuade you from picking
[00:22:39.340 --> 00:22:41.460]   up your cross.
[00:22:41.460 --> 00:22:45.900]   And Jesus reminded his disciples, he says, "No, you continue.
