
[00:00:00.000 --> 00:00:07.000]   [Music]
[00:04:57.000 --> 00:05:00.000]   My email is in the announcement, right?
[00:05:00.000 --> 00:05:03.000]   It's my name, D-E-A-N-S-Y-N@gmail.com.
[00:05:03.000 --> 00:05:05.000]   You can find me on Facebook.
[00:05:05.000 --> 00:05:09.000]   I'm one of maybe two people with that name on Facebook, so really easy to find.
[00:05:09.000 --> 00:05:14.000]   And Family Ministry Logistics will help you, you know, with suggestions and guidance and whatnot
[00:05:14.000 --> 00:05:17.000]   if you want to host, okay, so you're not going to be left totally on your own.
[00:05:17.000 --> 00:05:20.000]   But at the same time, we do ask you to sort of take the ball and run with it.
[00:05:20.000 --> 00:05:26.000]   Think of it as if you would prepare a gathering for your own, you know, biological family,
[00:05:26.000 --> 00:05:28.000]   but this is for your spiritual family, okay?
[00:05:28.000 --> 00:05:30.000]   So again, if you have any questions, please let me know.
[00:05:30.000 --> 00:05:31.000]   Okay, thank you.
[00:05:31.000 --> 00:05:36.000]   [applause]
[00:05:36.000 --> 00:05:40.000]   Okay, just a reminder again, if you signed up for the evangelism outing that's taking place
[00:05:40.000 --> 00:05:46.000]   this coming Saturday from 1 to 2, and if you still desire to participate,
[00:05:46.000 --> 00:05:48.000]   please let the proper people know.
[00:05:48.000 --> 00:05:52.000]   Again, sign up and all this stuff will be on the Facebook and our church app.
[00:05:52.000 --> 00:05:55.000]   And also the Bible Study Lab starting next Sunday,
[00:05:55.000 --> 00:05:59.000]   Pastor Mark is leading a Bible Study Lab that will kind of help you through how to do
[00:05:59.000 --> 00:06:02.000]   inductive Bible study, which is what's going on during Wednesday in the home groups.
[00:06:02.000 --> 00:06:08.000]   And so if you want to sign up for that, the first session is starting next Sunday at 2 p.m.
[00:06:08.000 --> 00:06:13.000]   And then again, the holiday outreaches that are taking place that our Sisters Ministry is leading,
[00:06:13.000 --> 00:06:15.000]   again, if you go outside, you'll see all the booths there.
[00:06:15.000 --> 00:06:18.000]   So if you haven't visited there, you want to find out what's going on,
[00:06:18.000 --> 00:06:20.000]   they'll give you all the information.
[00:06:20.000 --> 00:06:24.000]   And if you want to participate in that, you can sign up at those tables after the service.
[00:06:24.000 --> 00:06:28.000]   And then next Sunday we have Orphan Sunday.
[00:06:28.000 --> 00:06:31.000]   We're going to have a guest speaker that's going to come, and he has, again,
[00:06:31.000 --> 00:06:37.000]   personal knowledge of foster caring and then adoption through that and all the ups and downs.
[00:06:37.000 --> 00:06:40.000]   And obviously it is Orphan Sunday all throughout the country,
[00:06:40.000 --> 00:06:45.000]   and so we wanted to take that opportunity to kind of inform the church, inspire the church,
[00:06:45.000 --> 00:06:48.000]   encourage the church to consider adopting going forward.
[00:06:48.000 --> 00:06:52.000]   And then there's various other ministries that will be coming to set up booths outside
[00:06:52.000 --> 00:06:54.000]   during the first and the second service.
[00:06:54.000 --> 00:06:57.000]   So if you're at the first service, the booths will also be there,
[00:06:57.000 --> 00:07:00.000]   and so we have various things that are planned to do that.
[00:07:00.000 --> 00:07:04.000]   But as I mentioned, we are going to be taking special offering for that,
[00:07:04.000 --> 00:07:08.000]   and so this is for families who are planning to adopt in the future,
[00:07:08.000 --> 00:07:10.000]   and this will be a scholarship for them.
[00:07:10.000 --> 00:07:15.000]   So after they adopt, we will assist some to be able to assist some of the people.
[00:07:15.000 --> 00:07:18.000]   And again, this is to encourage the families to consider that
[00:07:18.000 --> 00:07:21.000]   if that's something that the Lord lays on your heart.
[00:07:21.000 --> 00:07:25.000]   So again, next week when we do have offering, we ask you to just prepare
[00:07:25.000 --> 00:07:29.000]   and make sure that in your offering that you designate separately from your regular offering
[00:07:29.000 --> 00:07:33.000]   so that our accounting people who are doing accounting will be able to separate that
[00:07:33.000 --> 00:07:37.000]   and then lay that aside for future adoption purposes.
[00:07:37.000 --> 00:07:40.000]   Today, as you guys know, we have trunk formation.
[00:07:40.000 --> 00:07:43.000]   Today is Reformation Sunday for us as Christians,
[00:07:43.000 --> 00:07:49.000]   and so after service, I don't think anybody usually parks on this side,
[00:07:49.000 --> 00:07:52.000]   but if you do happen to have a car out here, we need to get that moved,
[00:07:52.000 --> 00:07:56.000]   and then all the stuff are going to be set up out here.
[00:07:56.000 --> 00:07:58.000]   And then if you do happen to come to church for whatever reason,
[00:07:58.000 --> 00:08:00.000]   please do not park in this area.
[00:08:00.000 --> 00:08:04.000]   And then they're going to try to start sharply at 4 o'clock,
[00:08:04.000 --> 00:08:09.000]   so try to come maybe a little bit before that so that you'll be ready to go
[00:08:09.000 --> 00:08:12.000]   when 4 o'clock starts, and then it'll be done by 6 o'clock.
[00:08:12.000 --> 00:08:16.000]   So if you're setting up your car, the trunk formation, and all this stuff,
[00:08:16.000 --> 00:08:18.000]   the church will be open after the second service,
[00:08:18.000 --> 00:08:22.000]   and as soon as the people are gone from this,
[00:08:22.000 --> 00:08:25.000]   you can just start setting up your trunk formation.
[00:08:25.000 --> 00:08:28.000]   All right, let me pray for us for the offering,
[00:08:28.000 --> 00:08:31.000]   and then for those of you who are new to the church,
[00:08:31.000 --> 00:08:33.000]   we have a physical offering box in the back,
[00:08:33.000 --> 00:08:37.000]   and it looks like a little birdhouse, and it'll say "Offering Box."
[00:08:37.000 --> 00:08:40.000]   So after the service, you can go there and drop off your physical offering,
[00:08:40.000 --> 00:08:45.000]   and for the rest of us, we'll give you a minute to give the electronic offering.
[00:08:45.000 --> 00:08:50.000]   All right, let me pray for us.
[00:08:50.000 --> 00:08:53.000]   Heavenly Father, we thank you for the blessing that we have
[00:08:53.000 --> 00:08:57.000]   to be able to call you our Abba Father.
[00:08:57.000 --> 00:09:01.000]   Lord, no matter what distractions that we may have brought into this room,
[00:09:01.000 --> 00:09:06.000]   I pray that our singing, your word, even in our giving, Lord God,
[00:09:06.000 --> 00:09:09.000]   may it be an act of worship in spirit and in truth.
[00:09:09.000 --> 00:09:12.000]   We ask, Lord, that you would bless this time.
[00:09:12.000 --> 00:09:14.000]   Help us, Lord God, to lift up our eyes,
[00:09:14.000 --> 00:09:18.000]   to know where our hope and help truly comes from.
[00:09:18.000 --> 00:09:21.000]   May the offering that we give you this time be multiplied,
[00:09:21.000 --> 00:09:24.000]   30, 60, 100-fold for the sake of your glory.
[00:09:24.000 --> 00:09:27.000]   In Jesus' name we pray, amen.
[00:09:28.000 --> 00:09:31.000]   [piano music]
[00:09:32.000 --> 00:09:35.000]   [piano music]
[00:09:35.000 --> 00:09:38.000]   [piano music]
[00:09:39.000 --> 00:09:42.000]   [piano music]
[00:09:42.000 --> 00:09:54.000]   [piano music]
[00:09:54.000 --> 00:10:07.000]   [piano music]
[00:10:07.000 --> 00:10:10.000]   [piano music]
[00:10:10.000 --> 00:10:20.000]   [piano music]
[00:10:20.000 --> 00:10:27.000]   All right, as we continue our worship,
[00:10:27.000 --> 00:10:30.000]   just a quick reminder for those sitting outside in the courtyard,
[00:10:30.000 --> 00:10:32.000]   would you please just remain seated during worship,
[00:10:32.000 --> 00:10:35.000]   as it's helpful for everyone to see the screen.
[00:10:35.000 --> 00:10:38.000]   And as for those in here, would you please stand for worship?
[00:10:38.000 --> 00:10:44.000]   [upbeat music]
[00:10:44.000 --> 00:11:03.000]   ♪ Great is your faithfulness ♪
[00:11:04.000 --> 00:11:07.000]   ♪ Great is your faithfulness ♪
[00:11:07.000 --> 00:11:10.000]   ♪ You never change ♪
[00:11:10.000 --> 00:11:14.000]   ♪ You never fail, O God ♪
[00:11:14.000 --> 00:11:17.000]   ♪ True are your promises ♪
[00:11:17.000 --> 00:11:20.000]   ♪ True are your promises ♪
[00:11:20.000 --> 00:11:25.000]   ♪ True are your promises ♪
[00:11:25.000 --> 00:11:28.000]   ♪ You never change ♪
[00:11:28.000 --> 00:11:32.000]   ♪ You never fail, O God ♪
[00:11:33.000 --> 00:11:37.000]   ♪ So we raise up holy hands ♪
[00:11:37.000 --> 00:11:41.000]   ♪ To praise the Holy One ♪
[00:11:41.000 --> 00:11:46.000]   ♪ Who was and is and is to come ♪
[00:11:46.000 --> 00:11:55.000]   ♪ What is your love and grace ♪
[00:11:55.000 --> 00:11:59.000]   ♪ What is your love and grace ♪
[00:12:00.000 --> 00:12:02.000]   ♪ You never change ♪
[00:12:02.000 --> 00:12:06.000]   ♪ You never fail, O God ♪
[00:12:06.000 --> 00:12:09.000]   ♪ What is your love ♪
[00:12:09.000 --> 00:12:13.000]   ♪ What is your love and grace ♪
[00:12:13.000 --> 00:12:18.000]   ♪ What is your love and grace ♪
[00:12:18.000 --> 00:12:21.000]   ♪ You never change ♪
[00:12:21.000 --> 00:12:25.000]   ♪ You never fail, O God ♪
[00:12:28.000 --> 00:12:32.000]   ♪ So we raise up holy hands ♪
[00:12:32.000 --> 00:12:37.000]   ♪ To praise the Holy One ♪
[00:12:37.000 --> 00:12:42.000]   ♪ Who was and is and is to come ♪
[00:12:42.000 --> 00:12:50.000]   ♪ Yeah, we raise up holy hands ♪
[00:12:50.000 --> 00:12:55.000]   ♪ To praise the Holy One ♪
[00:12:56.000 --> 00:13:02.000]   ♪ Who was and is and is to come ♪
[00:13:24.000 --> 00:13:32.000]   ♪ You were, you are, you will always be ♪
[00:13:32.000 --> 00:13:40.000]   ♪ You were, you are, you will always be ♪
[00:13:40.000 --> 00:13:50.000]   ♪ You were, you were, you are, you will always be ♪
[00:13:51.000 --> 00:13:59.000]   ♪ You were, you are, you will always be ♪
[00:13:59.000 --> 00:14:04.000]   ♪ So we raise up holy hands ♪
[00:14:04.000 --> 00:14:08.000]   ♪ To praise the Holy One ♪
[00:14:08.000 --> 00:14:16.000]   ♪ Who was and is and is to come ♪
[00:14:17.000 --> 00:14:22.000]   ♪ Yeah, we raise up holy hands ♪
[00:14:22.000 --> 00:14:26.000]   ♪ To praise the Holy One ♪
[00:14:26.000 --> 00:14:35.000]   ♪ Who was and is and is to come ♪
[00:14:35.000 --> 00:14:44.000]   ♪ Who was and is and is to come ♪
[00:14:44.000 --> 00:14:47.000]   [instrumental]
[00:14:47.000 --> 00:15:11.000]   ♪ Who has held the oceans in His hands? ♪
[00:15:12.000 --> 00:15:17.000]   ♪ Who has numbered every grain of sand? ♪
[00:15:17.000 --> 00:15:23.000]   ♪ Kings and nations tremble at His voice ♪
[00:15:23.000 --> 00:15:30.000]   ♪ All creation rises to rejoin ♪
[00:15:30.000 --> 00:15:34.000]   [instrumental]
[00:15:35.000 --> 00:15:38.000]   [instrumental]
[00:15:38.000 --> 00:15:49.000]   ♪ Who has given counsel to the low? ♪
[00:15:49.000 --> 00:15:55.000]   ♪ Who can question any of His words? ♪
[00:15:55.000 --> 00:16:01.000]   ♪ Who can teach the one who knows all things? ♪
[00:16:02.000 --> 00:16:09.000]   ♪ Who can fathom all His wondrous deeds? ♪
[00:16:09.000 --> 00:16:17.000]   ♪ Behold our God seated on His throne ♪
[00:16:17.000 --> 00:16:21.000]   ♪ Come let us adore Him ♪
[00:16:21.000 --> 00:16:26.000]   ♪ Behold our King ♪
[00:16:26.000 --> 00:16:30.000]   ♪ Nothing can compare ♪
[00:16:31.000 --> 00:16:37.000]   ♪ Come let us adore Him ♪
[00:16:37.000 --> 00:16:41.000]   [instrumental]
[00:16:41.000 --> 00:16:47.000]   ♪ Who has felt ♪
[00:16:47.000 --> 00:16:53.000]   ♪ Who has felt the nails upon His hands? ♪
[00:16:53.000 --> 00:16:59.000]   ♪ Bearing all the guilt of sinful man ♪
[00:17:00.000 --> 00:17:06.000]   ♪ God eternal humble to the grave ♪
[00:17:06.000 --> 00:17:12.000]   ♪ Jesus Savior risen now to reign ♪
[00:17:12.000 --> 00:17:18.000]   ♪ God eternal humble to the grave ♪
[00:17:18.000 --> 00:17:24.000]   ♪ Jesus Savior risen now to reign ♪
[00:17:25.000 --> 00:17:33.000]   ♪ Behold our God seated on His throne ♪
[00:17:33.000 --> 00:17:37.000]   ♪ Come let us adore Him ♪
[00:17:37.000 --> 00:17:42.000]   ♪ Behold our King ♪
[00:17:42.000 --> 00:17:45.000]   ♪ Nothing can compare ♪
[00:17:45.000 --> 00:17:54.000]   ♪ Come let us adore Him ♪
[00:17:54.000 --> 00:18:06.040]   ś You will reign forever
[00:18:06.040 --> 00:18:20.180]   ś Let your glory fill the Earth
[00:18:20.180 --> 00:18:48.520]   ś You will reign forever ś Let your glory fill the Earth
[00:18:48.520 --> 00:18:55.520]   ś You will reign forever
[00:18:55.520 --> 00:19:08.520]   ś Let your glory fill the Earth
[00:19:08.520 --> 00:19:29.520]   ś You will reign forever
[00:19:29.520 --> 00:19:46.520]   ś Let your glory fill the Earth
[00:19:46.520 --> 00:19:47.520]   ś You will reign forever
[00:19:47.520 --> 00:19:48.520]   ś Let your glory fill the Earth
[00:19:48.520 --> 00:19:49.520]   ś You will reign forever
[00:19:49.520 --> 00:19:50.520]   ś Let your glory fill the Earth
[00:19:50.520 --> 00:19:51.520]   ś You will reign forever
[00:19:51.520 --> 00:19:52.520]   ś Let your glory fill the Earth
[00:19:52.520 --> 00:19:53.520]   ś You will reign forever
[00:19:53.520 --> 00:19:54.520]   ś Let your glory fill the Earth
[00:19:54.520 --> 00:19:55.520]   ś You will reign forever
[00:19:55.520 --> 00:19:56.520]   ś Let your glory fill the Earth
[00:19:56.520 --> 00:19:57.520]   ś You will reign forever
[00:19:57.520 --> 00:19:58.520]   ś Let your glory fill the Earth
[00:19:58.520 --> 00:19:59.520]   ś You will reign forever
[00:19:59.520 --> 00:20:00.520]   ś Let your glory fill the Earth
[00:20:00.520 --> 00:20:01.520]   ś You will reign forever
[00:20:01.520 --> 00:20:02.520]   ś Let your glory fill the Earth
[00:20:02.520 --> 00:20:03.520]   ś You will reign forever
[00:20:03.520 --> 00:20:04.520]   ś Let your glory fill the Earth
[00:20:04.520 --> 00:20:05.520]   ś You will reign forever
[00:20:05.520 --> 00:20:06.520]   ś Let your glory fill the Earth
[00:20:06.520 --> 00:20:07.520]   ś You will reign forever
[00:20:07.520 --> 00:20:08.520]   ś Let your glory fill the Earth
[00:20:08.520 --> 00:20:09.520]   ś You will reign forever
[00:20:09.520 --> 00:20:10.520]   ś Let your glory fill the Earth
[00:20:10.520 --> 00:20:11.520]   ś You will reign forever
[00:20:11.520 --> 00:20:12.520]   ś Let your glory fill the Earth
[00:20:12.520 --> 00:20:13.520]   ś You will reign forever
[00:20:13.520 --> 00:20:14.520]   ś Let your glory fill the Earth
[00:20:14.520 --> 00:20:15.520]   ś You will reign forever
[00:20:15.520 --> 00:20:16.520]   ś Let your glory fill the Earth
[00:20:16.520 --> 00:20:17.520]   ś You will reign forever
[00:20:17.520 --> 00:20:18.520]   ś Let your glory fill the Earth
[00:20:18.520 --> 00:20:19.520]   ś You will reign forever
[00:20:19.520 --> 00:20:20.520]   ś Let your glory fill the Earth
[00:20:20.520 --> 00:20:21.520]   ś You will reign forever
[00:20:21.520 --> 00:20:22.520]   ś Let your glory fill the Earth
[00:20:22.520 --> 00:20:23.520]   ś You will reign forever
[00:20:23.520 --> 00:20:24.520]   ś Let your glory fill the Earth
[00:20:24.520 --> 00:20:25.520]   ś You will reign forever
[00:20:25.520 --> 00:20:30.520]   - Reading out of the NASB.
[00:20:30.520 --> 00:20:31.700]   Remember those who led you,
[00:20:31.700 --> 00:20:33.320]   who spoke the word of God to you,
[00:20:33.320 --> 00:20:35.120]   and considering the result of their conduct,
[00:20:35.120 --> 00:20:36.880]   imitate their faith.
[00:20:36.880 --> 00:20:40.600]   Jesus Christ is the same yesterday and today and forever.
[00:20:40.600 --> 00:20:43.000]   Do not be carried away by varied and strange teachings,
[00:20:43.000 --> 00:20:45.560]   for it is good for the heart to be strengthened by grace,
[00:20:45.560 --> 00:20:48.720]   not by foods, through which those who were so occupied
[00:20:48.720 --> 00:20:50.520]   were not benefited.
[00:20:50.520 --> 00:20:54.640]   Let's pray.
[00:20:54.640 --> 00:20:57.280]   Heavenly Father, we lift up this time to you,
[00:20:57.280 --> 00:20:58.760]   asking you to anoint it, Lord God,
[00:20:58.760 --> 00:21:01.200]   by your word and your spirit.
[00:21:01.200 --> 00:21:04.560]   Cause us, Lord, to have a greater vision of who you are,
[00:21:04.560 --> 00:21:07.800]   that your glory, Lord, would shine,
[00:21:07.800 --> 00:21:09.200]   that we would be sanctified
[00:21:09.200 --> 00:21:12.920]   the more we understand who you are and who your son is,
[00:21:12.920 --> 00:21:14.800]   and by your spirit, that you would grip our hearts,
[00:21:14.800 --> 00:21:18.080]   our lives, our thoughts, our emotions, our will.
[00:21:18.080 --> 00:21:20.440]   May it all be surrendered to you for the sake of your name.
[00:21:20.440 --> 00:21:23.440]   In Jesus' name we pray, amen.
[00:21:23.440 --> 00:21:26.440]   Amen.
[00:21:26.440 --> 00:21:30.760]   Today is, again, the last day of October.
[00:21:30.760 --> 00:21:31.720]   We're getting into November,
[00:21:31.720 --> 00:21:33.120]   and around this time of the year,
[00:21:33.120 --> 00:21:35.400]   we do a lot of evaluations of what's going on
[00:21:35.400 --> 00:21:37.800]   and what are some things that need to be improved
[00:21:37.800 --> 00:21:39.920]   and changed next year.
[00:21:39.920 --> 00:21:42.280]   And so even, not just in church,
[00:21:42.280 --> 00:21:44.160]   but I'm sure every one of us,
[00:21:44.160 --> 00:21:47.280]   when the year kind of starts to wrap down
[00:21:47.280 --> 00:21:49.880]   or wind down and then next year comes around,
[00:21:49.880 --> 00:21:52.760]   what are some things that we want to change?
[00:21:52.760 --> 00:21:55.600]   All right, so maybe we want to be in better health.
[00:21:55.600 --> 00:21:56.800]   So this is the time of the year
[00:21:56.800 --> 00:21:58.080]   where you start to make plans,
[00:21:58.080 --> 00:22:00.600]   and possibly at the beginning of next year,
[00:22:00.600 --> 00:22:02.400]   you get gym membership,
[00:22:02.400 --> 00:22:04.440]   and then you say, "We're gonna do this,"
[00:22:04.440 --> 00:22:07.040]   at least for a few weeks, right?
[00:22:07.040 --> 00:22:08.560]   At least we're determined we're gonna do this.
[00:22:08.560 --> 00:22:11.360]   Or maybe you're considering a job change,
[00:22:11.360 --> 00:22:13.000]   and you want improvement in that.
[00:22:13.000 --> 00:22:16.240]   Maybe certain relationships that you're trying to work on.
[00:22:16.240 --> 00:22:17.680]   Obviously, with the pandemic
[00:22:17.680 --> 00:22:20.360]   and with the various things that's been going on,
[00:22:20.360 --> 00:22:22.560]   we're hoping that next year things will,
[00:22:22.560 --> 00:22:24.320]   whatever normal is,
[00:22:24.320 --> 00:22:25.680]   that we would be able to go back
[00:22:25.680 --> 00:22:29.200]   to some semblance of what we were able to do.
[00:22:29.200 --> 00:22:31.640]   We're eagerly waiting for India to open up
[00:22:31.640 --> 00:22:33.240]   so that we can go and visit them,
[00:22:33.240 --> 00:22:34.680]   'cause we have stuff that we want to take,
[00:22:34.680 --> 00:22:37.560]   and we haven't seen our pastors there in a couple years,
[00:22:37.560 --> 00:22:40.000]   so we're hoping that things will change
[00:22:40.000 --> 00:22:42.840]   and that the country will be able to open to do that.
[00:22:42.840 --> 00:22:46.360]   So as much as we look forward to some changes,
[00:22:46.360 --> 00:22:50.920]   there are some things that we really hope doesn't change.
[00:22:50.920 --> 00:22:52.640]   And some of the things that we don't want change
[00:22:52.640 --> 00:22:56.680]   are things that probably that we value the most, right?
[00:22:56.680 --> 00:22:59.440]   Maybe our families, right?
[00:22:59.440 --> 00:23:00.920]   Certain things that we value,
[00:23:00.920 --> 00:23:04.120]   and we're hoping that it will continue
[00:23:04.120 --> 00:23:06.520]   from the past to present and the future.
[00:23:06.520 --> 00:23:11.120]   But the reality is there's nothing that doesn't change
[00:23:11.120 --> 00:23:14.200]   from human experience.
[00:23:14.200 --> 00:23:15.720]   Relationships change.
[00:23:15.720 --> 00:23:17.720]   We change, right?
[00:23:17.720 --> 00:23:20.680]   I think we're playing the basketball and BBA
[00:23:20.680 --> 00:23:23.480]   and the legends, and a lot of us,
[00:23:23.480 --> 00:23:25.000]   our favorite word is used to.
[00:23:25.000 --> 00:23:28.240]   I used to do this, I used to do that.
[00:23:28.240 --> 00:23:29.200]   Not that it was just me.
[00:23:29.200 --> 00:23:32.240]   I mean, we got a room full of people used to people, right?
[00:23:32.240 --> 00:23:33.120]   So things have changed.
[00:23:33.120 --> 00:23:35.440]   Things are continuing to change.
[00:23:35.440 --> 00:23:38.000]   But things that really matter,
[00:23:38.000 --> 00:23:41.800]   we hope and desire that it would not change.
[00:23:41.800 --> 00:23:44.200]   Because when we anchor ourselves
[00:23:44.200 --> 00:23:45.720]   to things that are important to us,
[00:23:45.720 --> 00:23:49.200]   we're anchoring to things that we're hoping won't change.
[00:23:49.200 --> 00:23:51.840]   I mean, the whole book of Hebrews,
[00:23:51.840 --> 00:23:53.920]   the theme is to be anchored in Christ
[00:23:53.920 --> 00:23:56.000]   so that we do not drift.
[00:23:56.000 --> 00:23:58.120]   No matter what happens, no matter what trials,
[00:23:58.120 --> 00:23:59.320]   no matter what relationship,
[00:23:59.320 --> 00:24:01.520]   no matter what hardship may come,
[00:24:01.520 --> 00:24:05.520]   no matter what government, no matter what leadership,
[00:24:05.520 --> 00:24:08.600]   that our anchoring is not in the circumstance
[00:24:08.600 --> 00:24:10.720]   or the people that are around us, but in Christ.
[00:24:10.720 --> 00:24:12.800]   And that's why he says today,
[00:24:12.800 --> 00:24:15.960]   to not to drift and to be anchored in Christ
[00:24:15.960 --> 00:24:20.360]   who is the same yesterday, today, and forever.
[00:24:20.360 --> 00:24:23.000]   Last week, we talked about in verse seven,
[00:24:23.000 --> 00:24:25.360]   how he says, "In order for us not to this,
[00:24:25.360 --> 00:24:26.920]   "remember those who led you,
[00:24:26.920 --> 00:24:28.200]   "who spoke the word of God to you
[00:24:28.200 --> 00:24:30.000]   "and considering the result of their conduct,
[00:24:30.000 --> 00:24:32.360]   "imitate their faith.
[00:24:32.360 --> 00:24:34.840]   "These are people who have gone before them
[00:24:34.840 --> 00:24:38.400]   "who may have been persecuted and possibly put to death.
[00:24:38.400 --> 00:24:40.960]   "And as a result of that, they were afraid,
[00:24:40.960 --> 00:24:42.960]   "they were concerned."
[00:24:42.960 --> 00:24:45.040]   And so he's reminding them, but consider carefully,
[00:24:45.040 --> 00:24:46.360]   these people who spoke the word of God to you,
[00:24:46.360 --> 00:24:47.920]   the end result of their life,
[00:24:47.920 --> 00:24:50.600]   how it brought glory to God and strengthened the church
[00:24:50.600 --> 00:24:52.840]   and spread the gospel, imitate their faith.
[00:24:52.840 --> 00:24:56.000]   And then how seven and eight is connected
[00:24:56.000 --> 00:24:59.840]   is the motivation behind
[00:24:59.840 --> 00:25:01.800]   why they were able to persevere to the end
[00:25:01.800 --> 00:25:05.320]   is because they were anchored to Christ
[00:25:05.320 --> 00:25:08.480]   who was the same yesterday, today, and forevermore.
[00:25:08.480 --> 00:25:13.640]   And so he's telling them to not to drift.
[00:25:13.640 --> 00:25:15.800]   In fact, that's the main point that he was trying to make
[00:25:15.800 --> 00:25:18.080]   in Hebrews chapter 10, 32 to 36,
[00:25:18.080 --> 00:25:20.880]   describing how they were in the past.
[00:25:20.880 --> 00:25:23.640]   Remember the former days when after being enlightened,
[00:25:23.640 --> 00:25:26.480]   you endured a great conflict of suffering,
[00:25:26.480 --> 00:25:28.280]   partly by being made a public spectacle
[00:25:28.280 --> 00:25:29.880]   through reproaches and tribulation,
[00:25:29.880 --> 00:25:32.000]   and partly by becoming the sharers
[00:25:32.000 --> 00:25:34.440]   with those who were so treated.
[00:25:34.440 --> 00:25:36.120]   For you showed sympathy to the prisoners,
[00:25:36.120 --> 00:25:37.960]   accepted joyfully the seizure of your property,
