
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[00:05:54.760 --> 00:06:10.760]   (audience chattering continues)
[00:06:10.760 --> 00:06:14.760]   (audience chattering continues)
[00:06:14.760 --> 00:06:31.760]   (audience chattering continues)
[00:06:32.760 --> 00:06:36.760]   (audience chattering continues)
[00:06:36.760 --> 00:06:49.760]   (audience chattering continues)
[00:06:49.760 --> 00:06:53.760]   (audience chattering continues)
[00:06:53.760 --> 00:07:15.760]   (audience chattering continues)
[00:07:16.760 --> 00:07:20.760]   (audience chattering continues)
[00:07:20.760 --> 00:07:35.760]   (audience chattering continues)
[00:07:35.760 --> 00:07:39.760]   (audience chattering continues)
[00:07:39.760 --> 00:07:56.760]   (audience chattering continues)
[00:07:56.760 --> 00:08:00.760]   (audience chattering continues)
[00:08:01.760 --> 00:08:05.760]   (audience chattering continues)
[00:08:05.760 --> 00:08:22.760]   (audience chattering continues)
[00:08:22.760 --> 00:08:26.760]   (audience chattering continues)
[00:08:26.760 --> 00:08:40.760]   (audience chattering continues)
[00:08:40.760 --> 00:08:44.760]   (audience chattering continues)
[00:08:44.760 --> 00:08:48.760]   (audience chattering continues)
[00:08:49.760 --> 00:08:53.760]   (audience chattering continues)
[00:08:53.760 --> 00:09:14.760]   (audience chattering continues)
[00:09:14.760 --> 00:09:18.760]   (audience chattering continues)
[00:09:19.760 --> 00:09:23.760]   (audience chattering continues)
[00:09:23.760 --> 00:09:27.760]   (audience chattering continues)
[00:09:27.760 --> 00:09:31.760]   (audience chattering continues)
[00:09:32.760 --> 00:09:36.760]   (audience chattering continues)
[00:09:36.760 --> 00:09:40.760]   (audience chattering continues)
[00:09:40.760 --> 00:09:44.760]   (audience chattering continues)
[00:09:44.760 --> 00:09:48.760]   (audience chattering continues)
[00:09:48.760 --> 00:09:52.760]   (audience chattering continues)
[00:09:53.760 --> 00:09:57.760]   (audience chattering continues)
[00:09:57.760 --> 00:10:19.760]   (audience chattering continues)
[00:10:20.760 --> 00:10:24.760]   (audience chattering continues)
[00:10:46.760 --> 00:10:48.760]   Good evening, everybody.
[00:10:48.760 --> 00:10:51.760]   As it is about five past seven,
[00:10:51.760 --> 00:10:53.760]   we're gonna get started in just about 30 seconds.
[00:10:53.760 --> 00:10:56.760]   If you are there far by the entry,
[00:10:56.760 --> 00:10:58.760]   please make your way over to your tables,
[00:10:58.760 --> 00:11:00.760]   and we'll go ahead and get started
[00:11:00.760 --> 00:11:01.760]   in just about 30 seconds, okay?
[00:11:01.760 --> 00:11:02.760]   Thanks, everyone.
[00:11:02.760 --> 00:11:06.760]   (audience chattering continues)
[00:11:07.760 --> 00:11:11.760]   (audience chattering continues)
[00:11:11.760 --> 00:11:15.760]   (audience chattering continues)
[00:11:16.760 --> 00:11:20.760]   (audience chattering continues)
[00:11:20.760 --> 00:11:40.760]   (audience chattering continues)
[00:11:41.760 --> 00:11:45.760]   (audience chattering continues)
[00:11:45.760 --> 00:12:00.760]   Okay.
[00:12:00.760 --> 00:12:02.760]   Well, thanks again, everybody.
[00:12:02.760 --> 00:12:05.760]   We are glad to see all of you.
[00:12:05.760 --> 00:12:08.760]   To see everybody come together, this is exciting.
[00:12:08.760 --> 00:12:10.760]   Feels like first day of school.
[00:12:10.760 --> 00:12:13.760]   People are excited with food and snacks.
[00:12:13.760 --> 00:12:16.760]   We are excited for this particular Bible study.
[00:12:16.760 --> 00:12:20.760]   Pastor Peter's gonna explain the topic, the theme,
[00:12:20.760 --> 00:12:23.760]   and how we're gonna really join our minds and our hearts
[00:12:23.760 --> 00:12:26.760]   as we think about how God desires us
[00:12:26.760 --> 00:12:28.760]   to build and edify his church.
[00:12:28.760 --> 00:12:31.760]   Now, for the structure of the Bible study,
[00:12:31.760 --> 00:12:33.760]   you guys know in the previous session,
[00:12:33.760 --> 00:12:35.760]   we come together for worship like this.
[00:12:35.760 --> 00:12:37.760]   We have discussion, teaching, and more discussion
[00:12:37.760 --> 00:12:38.760]   for application.
[00:12:38.760 --> 00:12:40.760]   We're gonna keep it that same structure,
[00:12:40.760 --> 00:12:43.760]   so please know coming in, we'll always begin with worship,
[00:12:43.760 --> 00:12:47.760]   and we want you guys just to come in with worshipful hearts,
[00:12:47.760 --> 00:12:49.760]   and then we'll begin with the fruit of our labor
[00:12:49.760 --> 00:12:52.760]   during the week when we study passages and read the book,
[00:12:52.760 --> 00:12:54.760]   where we can begin with the discussions, okay?
[00:12:54.760 --> 00:12:57.760]   Let's take a moment now to join our hearts in prayer.
[00:12:57.760 --> 00:13:00.760]   Our God, we are so grateful.
[00:13:00.760 --> 00:13:03.760]   We're grateful because we know it's a huge privilege
[00:13:03.760 --> 00:13:05.760]   to study your word together,
[00:13:05.760 --> 00:13:08.760]   huge privilege to join in the fellowship,
[00:13:08.760 --> 00:13:13.760]   privileged Father God to be able to be fed upon your teaching,
[00:13:13.760 --> 00:13:16.760]   and so with grateful hearts, Lord, we want to lift you up.
[00:13:16.760 --> 00:13:19.760]   We ask God that each opportunity we get
[00:13:19.760 --> 00:13:21.760]   to join with our brothers and sisters,
[00:13:21.760 --> 00:13:23.760]   we pray, Lord, that it will be spirit-filled,
[00:13:23.760 --> 00:13:26.760]   we would fellowship, Lord, in the spirit and truth.
[00:13:26.760 --> 00:13:29.760]   We want to take time now to sing to you, God,
[00:13:29.760 --> 00:13:32.760]   to join our voices for you, Lord, and to lift you up.
[00:13:32.760 --> 00:13:35.760]   It's in Christ's name, amen.
[00:13:35.760 --> 00:13:54.760]   The love of God.
[00:13:54.760 --> 00:13:57.760]   ♪ The love of God ♪
[00:13:57.760 --> 00:14:00.760]   ♪ Is greater far ♪
[00:14:00.760 --> 00:14:03.760]   ♪ Than tongue or pen ♪
[00:14:03.760 --> 00:14:07.760]   ♪ Can ever tell ♪
[00:14:07.760 --> 00:14:10.760]   ♪ It goes beyond ♪
[00:14:10.760 --> 00:14:14.760]   ♪ The highest star ♪
[00:14:14.760 --> 00:14:17.760]   ♪ And reaches to ♪
[00:14:17.760 --> 00:14:21.760]   ♪ The lowest hell ♪
[00:14:21.760 --> 00:14:24.760]   ♪ A guilty pair ♪
[00:14:24.760 --> 00:14:27.760]   ♪ Bowed down with care ♪
[00:14:27.760 --> 00:14:31.760]   ♪ God gave his Son ♪
[00:14:31.760 --> 00:14:34.760]   ♪ To win ♪
[00:14:34.760 --> 00:14:38.760]   ♪ His erring child ♪
[00:14:38.760 --> 00:14:41.760]   ♪ He reconciled ♪
[00:14:41.760 --> 00:14:45.760]   ♪ And pardoned from ♪
[00:14:45.760 --> 00:14:48.760]   ♪ His sin ♪
[00:14:48.760 --> 00:14:52.760]   Years of time.
[00:14:52.760 --> 00:14:55.760]   ♪ When years of time ♪
[00:14:55.760 --> 00:14:59.760]   ♪ Shall pass away ♪
[00:14:59.760 --> 00:15:02.760]   ♪ And earthly thrones ♪
[00:15:02.760 --> 00:15:06.760]   ♪ And kingdoms fall ♪
[00:15:06.760 --> 00:15:09.760]   ♪ When men who hear ♪
[00:15:09.760 --> 00:15:13.760]   ♪ Refuse to pray ♪
[00:15:13.760 --> 00:15:16.760]   ♪ On rocks and hills ♪
[00:15:16.760 --> 00:15:19.760]   ♪ And mountains go ♪
[00:15:19.760 --> 00:15:23.760]   ♪ God's love so sure ♪
[00:15:23.760 --> 00:15:26.760]   ♪ Shall still endure ♪
[00:15:26.760 --> 00:15:30.760]   ♪ On measureless ♪
[00:15:30.760 --> 00:15:33.760]   ♪ And strong ♪
[00:15:33.760 --> 00:15:36.760]   ♪ Redeeming grace ♪
[00:15:36.760 --> 00:15:40.760]   ♪ To Adam's race ♪
[00:15:40.760 --> 00:15:44.760]   ♪ The saints and angels ♪
[00:15:44.760 --> 00:15:45.760]   ♪ Song ♪
[00:15:45.760 --> 00:15:47.760]   Oh, love of God.
[00:15:47.760 --> 00:15:50.760]   ♪ Oh, love of God ♪
[00:15:50.760 --> 00:15:53.760]   ♪ How rich and pure ♪
[00:15:53.760 --> 00:15:57.760]   ♪ How measureless ♪
[00:15:57.760 --> 00:16:00.760]   ♪ And strong ♪
[00:16:00.760 --> 00:16:07.760]   ♪ It shall forevermore endure ♪
[00:16:07.760 --> 00:16:11.760]   ♪ The saints and angels ♪
[00:16:11.760 --> 00:16:13.760]   ♪ Song ♪
[00:16:13.760 --> 00:16:17.760]   Could we with him.
[00:16:17.760 --> 00:16:20.760]   ♪ Could we with him ♪
[00:16:20.760 --> 00:16:24.760]   ♪ The ocean fill ♪
[00:16:24.760 --> 00:16:27.760]   ♪ And were the skies ♪
[00:16:27.760 --> 00:16:31.760]   ♪ Of parchment made ♪
[00:16:31.760 --> 00:16:34.760]   ♪ Were every stock ♪
[00:16:34.760 --> 00:16:38.760]   ♪ On earth the quill ♪
[00:16:38.760 --> 00:16:41.760]   ♪ And every man ♪
[00:16:41.760 --> 00:16:44.760]   ♪ A scribe by trade ♪
[00:16:44.760 --> 00:16:48.760]   ♪ To write the love ♪
[00:16:48.760 --> 00:16:51.760]   ♪ Of God above ♪
[00:16:51.760 --> 00:16:58.760]   ♪ Or drink the ocean dry ♪
[00:16:58.760 --> 00:17:01.760]   ♪ Nor could the scroll ♪
[00:17:01.760 --> 00:17:05.760]   ♪ Contain the whole ♪
[00:17:05.760 --> 00:17:09.760]   ♪ Though stretched from sky ♪
[00:17:09.760 --> 00:17:12.760]   ♪ To sky ♪
[00:17:12.760 --> 00:17:15.760]   ♪ Oh, love of God ♪
[00:17:15.760 --> 00:17:18.760]   ♪ How rich and pure ♪
[00:17:18.760 --> 00:17:22.760]   ♪ How measureless ♪
[00:17:22.760 --> 00:17:25.760]   ♪ And strong ♪
[00:17:25.760 --> 00:17:32.760]   ♪ It shall forevermore endure ♪
[00:17:32.760 --> 00:17:37.760]   ♪ The saints and angels ♪
[00:17:37.760 --> 00:17:39.760]   ♪ Song ♪
[00:17:39.760 --> 00:17:43.760]   ♪ Oh, love of God ♪
[00:17:43.760 --> 00:17:46.760]   ♪ How rich and pure ♪
[00:17:46.760 --> 00:17:50.760]   ♪ How measureless ♪
[00:17:50.760 --> 00:17:53.760]   ♪ And strong ♪
[00:17:53.760 --> 00:18:01.760]   ♪ It shall forevermore endure ♪
[00:18:01.760 --> 00:18:06.760]   ♪ The saints and angels ♪
[00:18:06.760 --> 00:18:09.760]   ♪ Song ♪
[00:18:09.760 --> 00:18:19.760]   ♪ ♪
[00:18:19.760 --> 00:18:22.760]   ♪ All that I am ♪
[00:18:22.760 --> 00:18:26.760]   ♪ All that I have ♪
[00:18:26.760 --> 00:18:31.760]   ♪ I lay them down before you ♪
[00:18:31.760 --> 00:18:33.760]   ♪ Oh, Lord ♪
[00:18:33.760 --> 00:18:37.760]   ♪ All my regrets ♪
[00:18:37.760 --> 00:18:41.760]   ♪ All my acclaim ♪
[00:18:41.760 --> 00:18:44.760]   ♪ The joy and the pain ♪
[00:18:44.760 --> 00:18:51.760]   ♪ I'm making them yours ♪
[00:18:51.760 --> 00:18:54.760]   ♪ All that I am ♪
[00:18:54.760 --> 00:18:57.760]   ♪ All that I am ♪
[00:18:57.760 --> 00:19:01.760]   ♪ All that I have ♪
[00:19:01.760 --> 00:19:06.760]   ♪ I lay them down before you ♪
[00:19:06.760 --> 00:19:08.760]   ♪ Oh, Lord ♪
[00:19:08.760 --> 00:19:12.760]   ♪ All my regrets ♪
[00:19:12.760 --> 00:19:15.760]   ♪ All my acclaim ♪
[00:19:15.760 --> 00:19:18.760]   ♪ The joy and the pain ♪
[00:19:18.760 --> 00:19:24.760]   ♪ I'm making them yours ♪
[00:19:24.760 --> 00:19:30.760]   ♪ Lord, I offer my life to you ♪
[00:19:30.760 --> 00:19:35.760]   ♪ Everything I do ♪
[00:19:35.760 --> 00:19:39.760]   ♪ Is it for your glory ♪
[00:19:39.760 --> 00:19:44.760]   ♪ Lord, I offer my days to you ♪
[00:19:44.760 --> 00:19:49.760]   ♪ Lifting my praise to you ♪
[00:19:49.760 --> 00:19:56.760]   ♪ As a pleasing sacrifice ♪
[00:19:56.760 --> 00:20:04.760]   ♪ Lord, I offer you my life ♪
[00:20:04.760 --> 00:20:07.760]   ♪ Things in the past ♪
[00:20:07.760 --> 00:20:10.760]   ♪ Things in the past ♪
[00:20:10.760 --> 00:20:14.760]   ♪ Things yet unseen ♪
[00:20:14.760 --> 00:20:16.760]   ♪ Wishes and dreams ♪
[00:20:16.760 --> 00:20:21.760]   ♪ That are yet to come true ♪
[00:20:21.760 --> 00:20:24.760]   ♪ All of my hopes ♪
[00:20:24.760 --> 00:20:28.760]   ♪ All of my plans ♪
[00:20:28.760 --> 00:20:31.760]   ♪ My heart and my knees ♪
[00:20:31.760 --> 00:20:37.760]   ♪ Are lifted to you ♪
[00:20:37.760 --> 00:20:42.760]   ♪ Lord, I offer my life to you ♪
[00:20:42.760 --> 00:20:47.760]   ♪ Everything I do ♪
[00:20:47.760 --> 00:20:51.760]   ♪ Is it for your glory ♪
[00:20:51.760 --> 00:20:56.760]   ♪ Lord, I offer my days to you ♪
[00:20:56.760 --> 00:21:01.760]   ♪ Lifting my praise to you ♪
[00:21:01.760 --> 00:21:08.760]   ♪ As a pleasing sacrifice ♪
[00:21:08.760 --> 00:21:12.760]   ♪ Lord, I offer you my ♪
[00:21:12.760 --> 00:21:17.760]   ♪ Lord, I offer my life to you ♪
[00:21:17.760 --> 00:21:22.760]   ♪ Everything I do ♪
[00:21:22.760 --> 00:21:26.760]   ♪ Is it for your glory ♪
[00:21:26.760 --> 00:21:31.760]   ♪ Lord, I offer my days to you ♪
[00:21:31.760 --> 00:21:36.760]   ♪ Lifting my praise to you ♪
[00:21:36.760 --> 00:21:43.760]   ♪ As a pleasing sacrifice ♪
[00:21:43.760 --> 00:21:50.760]   ♪ Lord, I offer you my life ♪
[00:21:50.760 --> 00:21:53.760]   Let's pray.
[00:21:53.760 --> 00:21:57.760]   Father, we thank you, Lord, so much
[00:21:57.760 --> 00:22:00.760]   for the opportunity to worship you.
[00:22:00.760 --> 00:22:05.760]   We pray, Lord, as we come before you as a body,
[00:22:05.760 --> 00:22:09.760]   we would remember Christ in all things,
[00:22:09.760 --> 00:22:12.760]   remember Christ's sacrifice for us on the cross,
[00:22:12.760 --> 00:22:15.760]   that through him we're able to know you.
[00:22:15.760 --> 00:22:20.760]   We pray as we go into a time of a new Bible study session,
[00:22:20.760 --> 00:22:23.760]   would you teach us and remind us
[00:22:23.760 --> 00:22:27.760]   of what it looks like to be part of your church,
[00:22:27.760 --> 00:22:29.760]   what a healthy church looks like,
[00:22:29.760 --> 00:22:32.760]   that we would be faithful,
[00:22:32.760 --> 00:22:36.760]   that we would serve you with all of our hearts, Lord.
[00:22:36.760 --> 00:22:39.760]   So we thank you, we love you, pray all this in your name.
[00:22:39.760 --> 00:22:41.760]   Amen.
[00:22:41.760 --> 00:22:57.760]   Okay, for those of you guys coming in,
[00:22:57.760 --> 00:23:00.760]   please go ahead and try to find your tables.
[00:23:00.760 --> 00:23:02.760]   The tables do have their numbers on there,
[00:23:02.760 --> 00:23:04.760]   so you can go get situated.
[00:23:04.760 --> 00:23:06.760]   But while I have all of your attentions,
[00:23:06.760 --> 00:23:09.760]   I wanna cover a couple really important announcements.
[00:23:09.760 --> 00:23:12.760]   So we're just super thankful for an active body,
[00:23:12.760 --> 00:23:15.760]   and as you know, for us, we just carry the burden
[00:23:15.760 --> 00:23:17.760]   of cleaning our church together.
[00:23:17.760 --> 00:23:21.760]   Your small group is going to be assigned a specific month,
[00:23:21.760 --> 00:23:24.760]   and then we're gonna try to coordinate
[00:23:24.760 --> 00:23:27.760]   with our cleaning team, led by Martin Mao,
[00:23:27.760 --> 00:23:30.760]   so that we can really divvy up the load
[00:23:30.760 --> 00:23:32.760]   on when to do cleaning.
[00:23:32.760 --> 00:23:35.760]   So really fast, I know the wording is small,
[00:23:35.760 --> 00:23:37.760]   but one, check your email,
[00:23:37.760 --> 00:23:39.760]   because you're gonna get a reminder.
[00:23:39.760 --> 00:23:41.760]   But just reading off really fast now,
[00:23:41.760 --> 00:23:45.760]   for the month of September, Daniel Eo, Alexi, Melissa,
[00:23:45.760 --> 00:23:49.760]   Grace Yellow, Keith Young, and Melanie Yi,
[00:23:49.760 --> 00:23:53.760]   these are the groups that's going to be assigned
[00:23:53.760 --> 00:23:55.760]   for the month of September.
[00:23:55.760 --> 00:23:57.760]   Please do sign up, though,
[00:23:57.760 --> 00:24:00.760]   because we need to see who's available which month, okay?
[00:24:00.760 --> 00:24:02.760]   I'm not gonna read the other months,
[00:24:02.760 --> 00:24:04.760]   but you'll get an email with a reminder
[00:24:04.760 --> 00:24:06.760]   that we're gonna be coordinating
[00:24:06.760 --> 00:24:08.760]   and doing a rotation for the cleaning service.
[00:24:08.760 --> 00:24:10.760]   Next slide.
[00:24:10.760 --> 00:24:16.760]   What? Oh, it's up here. My bad.
[00:24:16.760 --> 00:24:18.760]   Thank you.
[00:24:18.760 --> 00:24:20.760]   My fault.
[00:24:20.760 --> 00:24:22.760]   Hey, would you--oh, thank you.
[00:24:22.760 --> 00:24:28.760]   So, one, this is for specifically babysitting parents.
[00:24:28.760 --> 00:24:33.760]   For students who are in the Sprouts Elementary Ministry,
[00:24:33.760 --> 00:24:35.760]   there is a PTA meeting this Sunday.
[00:24:35.760 --> 00:24:38.760]   We need some extra hands to do babysitting during that time.
[00:24:38.760 --> 00:24:41.760]   It's Sunday, 1:45 to 4 p.m.
[00:24:41.760 --> 00:24:45.760]   It should be more like, yeah, 3:30, the little end.
[00:24:45.760 --> 00:24:47.760]   So if you're available, please sign up for that.
[00:24:47.760 --> 00:24:50.760]   Some of you guys have questions about babysitting.
[00:24:50.760 --> 00:24:54.760]   Again, for the duration of the Bible study series,
[00:24:54.760 --> 00:24:56.760]   we do need hands,
[00:24:56.760 --> 00:24:58.760]   and we really appreciate you guys' sacrifice
[00:24:58.760 --> 00:25:00.760]   to take care of the children.
[00:25:00.760 --> 00:25:02.760]   A lot of the parents of children
[00:25:02.760 --> 00:25:04.760]   are actually small group leaders here tonight,
[00:25:04.760 --> 00:25:06.760]   and so we want to, you know, afford them the time
[00:25:06.760 --> 00:25:08.760]   and flexibility to serve in that way.
[00:25:08.760 --> 00:25:10.760]   Please make sure you sign up for that.
[00:25:10.760 --> 00:25:12.760]   Again, check your emails.
[00:25:12.760 --> 00:25:14.760]   If you have any questions about babysitting,
[00:25:14.760 --> 00:25:16.760]   see our brother, Alex Coe.
[00:25:16.760 --> 00:25:18.760]   Next slide. Thank you, Eugene.
[00:25:18.760 --> 00:25:20.760]   For the sisters,
[00:25:20.760 --> 00:25:22.760]   this is an important announcement for you,
[00:25:22.760 --> 00:25:24.760]   that Women's Ministry is hosting an event
[00:25:24.760 --> 00:25:26.760]   called "This is My Story, This is My Song."
[00:25:26.760 --> 00:25:29.760]   Please make sure to mark your calendars for Saturday.
[00:25:29.760 --> 00:25:32.760]   That's October 19th from 8 a.m.--
[00:25:32.760 --> 00:25:34.760]   8.30 a.m. in the main sanctuary.
[00:25:34.760 --> 00:25:36.760]   So you guys can do it now
[00:25:36.760 --> 00:25:38.760]   if you think you're going to forget,
[00:25:38.760 --> 00:25:40.760]   but mark your calendar for that.
[00:25:40.760 --> 00:25:42.760]   It's a sweet opportunity for all the sisters
[00:25:42.760 --> 00:25:44.760]   across various affinity groups to come together
[00:25:44.760 --> 00:25:46.760]   and fellowship that way, okay?
[00:25:46.760 --> 00:25:48.760]   Okay, so I think-- can you hit the next slide
[00:25:48.760 --> 00:25:50.760]   to see if there's anything else?
[00:25:50.760 --> 00:25:52.760]   I think that may be it. Okay, great.
[00:25:52.760 --> 00:25:54.760]   So with that said,
[00:25:54.760 --> 00:25:57.760]   we're going to switch over to our discussion questions.
[00:25:57.760 --> 00:25:59.760]   Do I need to hit the button, Alex?
[00:25:59.760 --> 00:26:01.760]   He's got it? Okay.
[00:26:01.760 --> 00:26:03.760]   So this first portion,
[00:26:03.760 --> 00:26:05.760]   because it's the, you know, beginning portion,
[00:26:05.760 --> 00:26:07.760]   and a lot of you guys
[00:26:07.760 --> 00:26:09.760]   may see new faces within your group,
[00:26:09.760 --> 00:26:12.760]   please take this time to get to know each other,
[00:26:12.760 --> 00:26:14.760]   get acquainted and familiarized,
[00:26:14.760 --> 00:26:17.760]   and use these discussion questions
[00:26:17.760 --> 00:26:19.760]   about how you came to church,
[00:26:19.760 --> 00:26:22.760]   how you became a Christian, et cetera,
[00:26:22.760 --> 00:26:24.760]   and some factoids about yourself
[00:26:24.760 --> 00:26:26.760]   that people may not know.
[00:26:26.760 --> 00:26:28.760]   Share openly, you know, share intimately.
[00:26:28.760 --> 00:26:30.760]   Get close.
[00:26:30.760 --> 00:26:32.760]   Tonight we'll get back together, usual time,
[00:26:32.760 --> 00:26:34.760]   which is 8 o'clock.
[00:26:34.760 --> 00:26:36.760]   Please make sure if you're going off or to a room
[00:26:36.760 --> 00:26:38.760]   to come back just a little bit early
[00:26:38.760 --> 00:26:40.760]   so we can start promptly at 8.
[00:26:40.760 --> 00:26:42.760]   All right, we'll see you guys in a little bit.
[00:26:42.760 --> 00:26:44.760]   Thank you.
[00:26:44.760 --> 00:26:46.760]   Oh.
[00:26:46.760 --> 00:26:48.760]   Oh, sorry.
[00:26:48.760 --> 00:26:50.760]   For anyone who is assigned to the newcomers group,
[00:26:50.760 --> 00:26:52.760]   you're with me right here
[00:26:52.760 --> 00:26:54.760]   in the front conference room.
[00:26:54.760 --> 00:26:56.760]   So make your way over here at this time.
[00:26:56.760 --> 00:26:58.760]   Thank you.
[00:26:58.760 --> 00:27:00.760]   Thank you.
[00:27:00.760 --> 00:27:02.760]   Thank you.
[00:27:02.760 --> 00:27:04.760]   Thank you.
[00:27:04.760 --> 00:27:06.760]   Thank you.
[00:27:06.760 --> 00:27:08.760]   Thank you.
[00:27:08.760 --> 00:27:11.760]   Thank you.
[00:27:11.760 --> 00:27:14.760]   Thank you.
[00:27:15.760 --> 00:27:18.760]   Thank you.
[00:27:18.760 --> 00:27:21.760]   Thank you.
[00:27:21.760 --> 00:27:24.760]   Thank you.
[00:27:25.760 --> 00:27:28.760]   Thank you.
[00:27:28.760 --> 00:27:31.760]   Thank you.
[00:27:31.760 --> 00:27:34.760]   [ Indistinct conversations ]
[00:27:35.760 --> 00:27:38.760]   [ Indistinct conversations ]
[00:27:38.760 --> 00:27:41.760]   [ Indistinct conversations ]
[00:27:41.760 --> 00:27:44.760]   [ Indistinct conversations ]
[00:27:44.760 --> 00:27:59.760]   [ Indistinct conversations ]
[00:28:09.760 --> 00:28:12.760]   [ Indistinct conversations ]
[00:28:12.760 --> 00:28:15.760]   [ Indistinct conversations ]
[00:28:15.760 --> 00:28:18.760]   [ Indistinct conversations ]
[00:28:18.760 --> 00:28:21.760]   [ Indistinct conversations ]
[00:28:21.760 --> 00:28:44.760]   [ Indistinct conversations ]
[00:28:44.760 --> 00:28:47.760]   [ Indistinct conversations ]
[00:28:47.760 --> 00:29:05.760]   [ Indistinct conversations ]
[00:29:05.760 --> 00:29:08.760]   [ Indistinct conversations ]
[00:29:08.760 --> 00:29:31.760]   [ Indistinct conversations ]
[00:29:31.760 --> 00:29:34.760]   [ Indistinct conversations ]
[00:29:34.760 --> 00:29:57.760]   [ Indistinct conversations ]
[00:29:57.760 --> 00:30:00.760]   [ Indistinct conversations ]
[00:30:00.760 --> 00:30:23.760]   [ Indistinct conversations ]
[00:30:23.760 --> 00:30:26.760]   [ Indistinct conversations ]
[00:30:26.760 --> 00:30:29.760]   [ Indistinct conversations ]
[00:30:29.760 --> 00:30:32.760]   [ Indistinct conversations ]
[00:30:58.760 --> 00:31:01.760]   [ Indistinct conversations ]
[00:31:01.760 --> 00:31:04.760]   [ Indistinct conversations ]
[00:31:04.760 --> 00:31:07.760]   [ Indistinct conversations ]
[00:31:07.760 --> 00:31:10.760]   [ Indistinct conversations ]
