
[00:00:00.000 --> 00:00:04.120]   Next up is my good friend Tim Urban from Wait But Why. I asked him to do this as a favor.
[00:04:38.460 --> 00:04:43.460]   So, I think of humility a little bit like trying to stay on a tightrope.
[00:04:43.460 --> 00:04:45.460]   It's not easy, right?
[00:04:45.460 --> 00:04:50.460]   We are -- it's easy for your confidence.
[00:04:50.460 --> 00:04:52.460]   You know, you have the Dunning-Kruger thing.
[00:04:52.460 --> 00:04:58.460]   Your confidence shoots up when you first learn something and then it goes down after you, you know, realize you don't know as much as you know.
[00:04:58.460 --> 00:05:00.460]   And then sometimes you can go too low.
[00:05:00.460 --> 00:05:02.460]   So, when you go too low, you're in kind of the insecure zone, right?
[00:05:02.460 --> 00:05:06.460]   You actually know more than you think you know.
[00:05:06.460 --> 00:05:12.460]   But you're just not -- you're in some kind of imposter syndrome.
[00:05:12.460 --> 00:05:15.460]   And above the line, you know, we're in the arrogant zone.
[00:05:15.460 --> 00:05:17.460]   Very common in politics, obviously.
[00:05:17.460 --> 00:05:19.460]   You know, you think you know more than you really actually do.
[00:05:19.460 --> 00:05:21.460]   So, like, you know, you could even measure it.
[00:05:21.460 --> 00:05:23.460]   Like, this is how much you're full of shit.
[00:05:23.460 --> 00:05:27.460]   How much above -- like, the amount above the line you are.
[00:05:27.460 --> 00:05:32.460]   And in high-rung politics, look, no one is great at staying on the tightrope.
[00:05:32.460 --> 00:05:34.460]   It's very hard.
[00:05:34.460 --> 00:05:38.460]   But it's -- the culture of high-rung politics is helpful.
[00:05:38.460 --> 00:05:42.460]   Because it can actually -- it humbles you because people will disagree with you.
[00:05:42.460 --> 00:05:47.460]   And it's cool in kind of a high-rung political culture to be humble.
[00:05:47.460 --> 00:05:50.460]   Like, if you say, I don't know, or you say, yeah, you know, I haven't thought about that issue.
[00:05:50.460 --> 00:05:53.460]   That makes you seem smart in high-rung politics, right?
[00:05:53.460 --> 00:05:54.460]   So, it's encouraged.
[00:05:54.460 --> 00:05:57.460]   Whatever the culture finds cool, we're going to do more of.
[00:05:57.460 --> 00:06:02.460]   A core thing about high-rung politics, we don't identify with our ideas.
[00:06:02.460 --> 00:06:09.460]   So, I think, you know, ideas when you're in this zone are like a machine that you built.
[00:06:09.460 --> 00:06:10.460]   It's like a hypothesis, right?
[00:06:10.460 --> 00:06:12.460]   You put the boxing gloves on, you let your friends kick it.
[00:06:12.460 --> 00:06:14.460]   You know, go to town.
[00:06:14.460 --> 00:06:16.460]   You throw it out there, people try to argue with it.
[00:06:16.460 --> 00:06:18.460]   You know, the besties are big on this, right?
[00:06:18.460 --> 00:06:21.460]   They love an opportunity, relish an opportunity to just tell the other person they're wrong.
[00:06:21.460 --> 00:06:22.460]   Or here's why you're biased.
[00:06:22.460 --> 00:06:24.460]   Or here's why you're being hypocritical.
[00:06:24.460 --> 00:06:26.460]   And this is what high-rung politics is about.
[00:06:26.460 --> 00:06:27.460]   No one takes it personally.
[00:06:27.460 --> 00:06:28.460]   You're just kicking my machine.
[00:06:28.460 --> 00:06:30.460]   And I'm saying, I bet my machine can stand up to it.
[00:06:30.460 --> 00:06:31.460]   And they're saying, I bet it can't.
[00:06:31.460 --> 00:06:33.460]   And if it does, man, I just got more confident.
[00:06:33.460 --> 00:06:35.460]   Because I just realized this thing is pretty strong.
[00:06:35.460 --> 00:06:37.460]   If they break it, it doesn't feel good.
[00:06:37.460 --> 00:06:38.460]   But I just got a little smarter.
[00:06:38.460 --> 00:06:40.460]   I just got a little bit less dumb.
[00:06:40.460 --> 00:06:42.460]   Because I learned something I was wrong about.
[00:06:42.460 --> 00:06:43.460]   So, they're kicking it.
[00:06:43.460 --> 00:06:47.460]   And, you know, you're watching them box as dialectic when you watch them box together.
[00:06:47.460 --> 00:06:48.460]   Sometimes you play devil's advocate.
[00:06:48.460 --> 00:06:49.460]   You take the bat to your own idea.
[00:06:49.460 --> 00:06:55.460]   This is, you know, kind of how you move up that humility tightrope to a more knowledgeable place.
[00:06:55.460 --> 00:07:01.460]   Principles-wise, one of the things that defines high-rung politics is consistency.
[00:07:01.460 --> 00:07:03.460]   It's not, again, there's left, right, center.
[00:07:03.460 --> 00:07:05.460]   So, the principles will totally vary.
[00:07:05.460 --> 00:07:07.460]   But there's consistency either way.
[00:07:07.460 --> 00:07:10.460]   So, classic example Elon talking about yesterday.
[00:07:10.460 --> 00:07:11.460]   Free speech.
[00:07:11.460 --> 00:07:15.460]   It doesn't count to value, you know, to fight for the free speech of people who you agree with.
[00:07:15.460 --> 00:07:18.460]   Every single person in history has had that principle.
[00:07:18.460 --> 00:07:19.460]   That's the yellow zone.
[00:07:19.460 --> 00:07:22.460]   It's very easy to support your principles when it's also supporting your team.
[00:07:22.460 --> 00:07:26.460]   The challenge comes when it's not, when it's people you don't like saying things you don't like, for example.
[00:07:26.460 --> 00:07:29.460]   Or when it's your team trying to shut down the free speech of others.
[00:07:29.460 --> 00:07:32.460]   And you know it's wrong even though you do hate that speech.
[00:07:32.460 --> 00:07:33.460]   That's when you have to choose.
[00:07:33.460 --> 00:07:35.460]   Green zone or orange zone.
[00:07:35.460 --> 00:07:37.460]   High-rung politics is great about staying in the green zone.
[00:07:37.460 --> 00:07:44.460]   You will see them go against their own team all the time if it doesn't jive with their principles.
[00:07:44.460 --> 00:07:48.460]   I think if you take a big step back, this thing, again, it gets heated.
[00:07:48.460 --> 00:07:50.460]   This isn't, you know, people mistake high-rung politics.
[00:07:50.460 --> 00:07:55.460]   You know, it's, oh, we should be all, you know, we should be, you know, kind of withdrawn and irrational.
[00:07:55.460 --> 00:07:59.460]   But I think it's actually also, it can be very passionate, very emotional, very heated.
[00:07:59.460 --> 00:08:01.460]   People care deeply in high-rung.
[00:08:01.460 --> 00:08:04.460]   They can form coalitions and do marches and still and stuff like that.
[00:08:04.460 --> 00:08:06.460]   It's just that they care about truth.
[00:08:06.460 --> 00:08:08.460]   They're consistent with their principles.
[00:08:08.460 --> 00:08:10.460]   They don't identify with their ideas.
[00:08:10.460 --> 00:08:11.460]   They like to argue.
[00:08:11.460 --> 00:08:14.460]   And ultimately, it's a positive sum game with a positive effect on the country.
[00:08:14.460 --> 00:08:16.460]   This is what drives the country forward.
[00:08:16.460 --> 00:08:21.460]   In the science academy, this is what drives knowledge forward.
[00:08:21.460 --> 00:08:25.460]   This is what drives innovation forward is people able to disagree.
[00:08:25.460 --> 00:08:29.460]   Now, we get to the other thing that is low-rung politics.
[00:08:29.460 --> 00:08:31.460]   Low-rung politics, I have a name for it.
[00:08:31.460 --> 00:08:34.460]   I call it political Disney world.
[00:08:34.460 --> 00:08:41.460]   And I call it that because it's a land of rainbows and unicorns and a bunch of people who will not change their mind under any circumstances.
[00:08:41.460 --> 00:08:44.460]   It's a land of good guys and bad guys.
[00:08:44.460 --> 00:08:46.460]   The good guys are angels, perfectly righteous.
[00:08:46.460 --> 00:08:49.460]   The bad guys are awful in every possible way.
[00:08:49.460 --> 00:08:53.460]   And the good guys have good ideas, and the bad guys have bad ideas.
[00:08:53.460 --> 00:08:55.460]   And there's a checklist.
[00:08:55.460 --> 00:09:02.460]   In high-rung politics, if someone tells me their position on guns, I have no idea what their position is on climate change or on abortion or on immigration.
[00:09:02.460 --> 00:09:06.460]   In low-rung politics, you hear one position from someone, boom.
[00:09:06.460 --> 00:09:12.460]   You can just look at their demeanor, and I know every single position they've got on every single issue.
[00:09:12.460 --> 00:09:14.460]   The same concept in low-rung politics.
[00:09:14.460 --> 00:09:17.460]   Again, no one thinks they're in low-rung politics.
[00:09:17.460 --> 00:09:20.460]   So people there will think, yeah, of course, I value truth.
[00:09:20.460 --> 00:09:22.460]   But they don't. They're actually starting at I know.
[00:09:22.460 --> 00:09:26.460]   They start at the checklist item, and now they say, well, I have to prove this is correct.
[00:09:26.460 --> 00:09:29.460]   So when they read an article, they won't read the article.
[00:09:29.460 --> 00:09:35.460]   But if they read the article that disagrees with them, they'll meet -- they'll have a brick wall in their head about, you know, this can't be true.
[00:09:35.460 --> 00:09:38.460]   This person is biased. This is, you know, ad hominem, whatever.
[00:09:38.460 --> 00:09:44.460]   And when they read an article that agrees with them or they hear an opinion, all that skepticism disappears, and suddenly it must be true.
[00:09:44.460 --> 00:09:47.460]   Yes, of course.
[00:09:47.460 --> 00:09:49.460]   So I talked about high-rung politics.
[00:09:49.460 --> 00:09:51.460]   It's like the ideas are like machines, right?
[00:09:51.460 --> 00:09:53.460]   It's not -- you don't get sensitive about it.
[00:09:53.460 --> 00:09:54.460]   You kick the machine, right?
[00:09:54.460 --> 00:09:59.460]   Low-rung politics, it's like a baby, a very cute baby who you love so much.
[00:09:59.460 --> 00:10:02.460]   So people's ideas, they're sacred in low-rung politics.
[00:10:02.460 --> 00:10:06.460]   And this is why, you know, you can kick a machine, and that's no big deal.
[00:10:06.460 --> 00:10:08.460]   If you kick a baby, you're an asshole.
[00:10:08.460 --> 00:10:13.460]   And so on the high-rungs, people can disagree.
[00:10:13.460 --> 00:10:17.460]   You have two axes here, decency and agreement, and they're totally different, right?
[00:10:17.460 --> 00:10:20.460]   You can have people that disagree with you that are awesome, and vice versa.
[00:10:20.460 --> 00:10:22.460]   You can have people that agree with you, and they're assholes.
[00:10:22.460 --> 00:10:24.460]   But in low-rung politics, it's very simple.
[00:10:24.460 --> 00:10:25.460]   People who agree with you, they're good people.
[00:10:25.460 --> 00:10:27.460]   People who don't, they're assholes.
[00:10:27.460 --> 00:10:30.460]   So this is, you know, what it comes down to is, you know, you have a high-rung discussion, and it kind of looks like this.
[00:10:30.460 --> 00:10:31.460]   They're examining things.
[00:10:31.460 --> 00:10:34.460]   Low-rung discussion, it's like, fucking shit, that's a cute baby.
[00:10:34.460 --> 00:10:35.460]   God, it's such a good baby.
[00:10:35.460 --> 00:10:37.460]   How awful are people who don't like the baby?
[00:10:37.460 --> 00:10:38.460]   So awful, right?
[00:10:38.460 --> 00:10:39.460]   This is very common.
[00:10:39.460 --> 00:10:43.460]   If you listen to a low-rung political discussion, this is essentially what's happening.
[00:10:43.460 --> 00:10:51.460]   They're sitting around, and they're talking about how right they are, and how awful the people, and dangerous the people are who disagree with them.
[00:10:51.460 --> 00:10:54.460]   And that's just, they'll just talk about that forever and ever and ever.
[00:10:54.460 --> 00:10:56.460]   Principles, same idea here.
[00:10:56.460 --> 00:10:58.460]   You actually stick with the left circle.
[00:10:58.460 --> 00:11:09.460]   You'll constantly, you know, give away here for low-rung politics is that when it's not convenient yellow circle territory, they will almost always jump over to the orange circle.
[00:11:09.460 --> 00:11:13.460]   You know, you'll have, again, so free speech, you'll see, is a perfect litmus test.
[00:11:13.460 --> 00:11:17.460]   As soon as it's free speech, people you don't like, all those principles disappear.
[00:11:17.460 --> 00:11:20.460]   We can, you know, how about COVID marches?
[00:11:20.460 --> 00:11:26.460]   People are completely worked up about lockdown marches in right-wing states.
[00:11:26.460 --> 00:11:30.460]   As soon as it's marches for racial justice, all good, all good.
[00:11:30.460 --> 00:11:32.460]   This is a public health crisis, right?
[00:11:32.460 --> 00:11:34.460]   That's orange material.
[00:11:34.460 --> 00:11:45.460]   How about all the people who are super anti-immigration policies, and surveillance policies, and foreign policy, and debt issues?
[00:11:45.460 --> 00:11:50.460]   And then as soon as it's the other president now, your president's in office, all those same policies stay, and you're fine with them.
[00:11:50.460 --> 00:11:55.460]   You know, classic example, the debt was the worst thing in the world during Obama's presidency.
[00:11:55.460 --> 00:12:00.460]   And then Trump comes in office, starts doing up these tax packages that are adding to it, and suddenly it's no problem.
[00:12:00.460 --> 00:12:03.460]   So there's endless examples here.
[00:12:03.460 --> 00:12:11.460]   If high-rung politics is kind of this positive-sum game, low-rung politics, I see it much more like two screaming giants.
[00:12:11.460 --> 00:12:23.460]   And if the high-rung kind of emergent property is intelligence and progress, the low-rung emergent property is just strength and, you know, fighting for power.
[00:12:23.460 --> 00:12:30.460]   And a battle of good versus evil, and the big goal is not, you know, not trying to create a more perfect union.
[00:12:30.460 --> 00:12:34.460]   Again, they think that's the goal, but the big goal really is beating the bad guys.
[00:12:34.460 --> 00:12:37.460]   It's a zero-sum game that ultimately has a negative effect.
[00:12:37.460 --> 00:12:43.460]   So I know I just threw a lot at you, because I wanted to kind of cover the different bases of this to give a feel for what I'm talking about here.
[00:12:43.460 --> 00:12:45.460]   This is the framework that I think is very useful.
[00:12:45.460 --> 00:12:47.460]   I've been living with it now for a few years.
[00:12:47.460 --> 00:12:51.460]   I've been having conversations with it, and I find that it clarifies a lot, and it helps with a lot of things.
[00:12:51.460 --> 00:12:59.460]   Like, for example, if you just think it's a horizontal axis, A, as I said, you know, you mistake that the far left and right must be the problem.
[00:12:59.460 --> 00:13:01.460]   But it's not. It's the low rungs that are the problem.
[00:13:01.460 --> 00:13:03.460]   That's actually what people are trying to say.
[00:13:03.460 --> 00:13:06.460]   The moderate centrist, you know, think that's not what they're actually trying to say.
[00:13:06.460 --> 00:13:11.460]   They're trying to say high-rung, which can expand the horizontal axis.
[00:13:11.460 --> 00:13:14.460]   There's more than one tug of war going on.
[00:13:14.460 --> 00:13:16.460]   We think if you just have one axis, well, it's left versus right.
[00:13:16.460 --> 00:13:18.460]   And that is a tug of war, both in the high and low rungs.
[00:13:18.460 --> 00:13:21.460]   That is, you know, they are fighting for what they want.
[00:13:21.460 --> 00:13:25.460]   But there's a tug of war going on from the north and south as well.
[00:13:25.460 --> 00:13:30.460]   The progressive, I know a lot of people in here probably are thinking, I'm in that upper left guy.
[00:13:30.460 --> 00:13:32.460]   That's my guess.
[00:13:32.460 --> 00:13:38.460]   And if that's true, and it might be true, you do have a tug of war going on against that upper right guy.
[00:13:38.460 --> 00:13:43.460]   You also have a tug of war going on against that lower left guy.
[00:13:43.460 --> 00:13:48.460]   This is the thing that I think is important to realize is when you have this, that the people who are on your team,
[00:13:48.460 --> 00:13:55.460]   you know, they also hate Trump or whatever, they might be actually like the biggest impediment to what you care about politically.
[00:13:55.460 --> 00:13:58.460]   They undermine the progress of what you care about.
[00:13:58.460 --> 00:14:03.460]   It also can enhance kind of collaboration because if you're not one of those upper giants,
[00:14:03.460 --> 00:14:08.460]   the other upper giant is a lot more on your ultimate team, if you take a big step back,
[00:14:08.460 --> 00:14:10.460]   than the lower giant that wears the same color.
[00:14:10.460 --> 00:14:15.460]   So once you start to think this way, I think it helps to kind of loosen some of the tribalism
[00:14:15.460 --> 00:14:19.460]   and give some nuance to our discussions and give some nuance to what we're trying to do.
[00:14:19.460 --> 00:14:24.460]   Now, the story I wanted to talk about here is that this is normal, by the way.
[00:14:24.460 --> 00:14:28.460]   This is not a problem. Every democracy in the world will have this.
[00:14:28.460 --> 00:14:34.460]   The founders knew this would be here. The goal was not to suppress low rungness.
[00:14:34.460 --> 00:14:39.460]   It was to contain it and actually, you know, in the economy to harness it for progress.
[00:14:39.460 --> 00:14:45.460]   But in politics, to contain it so it can't totally take over, they contain it by taking away the physical cudgel.
[00:14:45.460 --> 00:14:52.460]   You know, you can't just conquer and become a dictator like so many low rung giants in other countries have done.
[00:14:52.460 --> 00:14:56.460]   There's laws here and most importantly, there's kind of a high rung immune system,
[00:14:56.460 --> 00:15:02.460]   which is just vigorous defenses against low rung infringement.
[00:15:02.460 --> 00:15:08.460]   Low rungness will try to shut down the conversations in the high rungs and the high rungs resist.
[00:15:08.460 --> 00:15:14.460]   They say, no, fuck off. Like, we know you can't enforce your echo chamber upon us.
[00:15:14.460 --> 00:15:17.460]   You're allowed to have your echo chamber. That's fine. You can't enforce it.
[00:15:17.460 --> 00:15:22.460]   So this is how it's supposed to be now. Part of the reason we're all here continually in each talk talking about,
[00:15:22.460 --> 00:15:28.460]   man, politics is awful and things are bad and there's a poopy pants six year old with the ice cream falling
[00:15:28.460 --> 00:15:33.460]   is because I think we've had some big changes to the environment.
[00:15:33.460 --> 00:15:38.460]   This is the kind of simple human equation I think about. You've got human nature is constant.
[00:15:38.460 --> 00:15:42.460]   The environment is what changes and that produces different behavior. Right.
[00:15:42.460 --> 00:15:47.460]   You know, the people who are really hardened during war, you know, they're not different biologically than us.
[00:15:47.460 --> 00:15:50.460]   They just were put in a very different environment and it created different kinds of people.
[00:15:50.460 --> 00:15:54.460]   So our environment has changed a lot. And I think it's causing a lot of problems.
[00:15:54.460 --> 00:15:57.460]   I think it's causing a low rung flare up.
[00:15:57.460 --> 00:16:04.460]   So here's one way to think about it. In the 60s, you've got intra party factions within the parties.
[00:16:04.460 --> 00:16:08.460]   You have a lot of progressive Republicans and conservative Democrats and these these factions within the parties.
[00:16:08.460 --> 00:16:12.460]   They hate each other. Right. Which is which was a source of tribalism.
[00:16:12.460 --> 00:16:16.460]   Some people are just so focused on the other people in their party, the other factions.
[00:16:16.460 --> 00:16:20.460]   There's the national parties like we have that we talk about a lot today. Republicans and Democrats nationally.
[00:16:20.460 --> 00:16:24.460]   That was a source of tribalism. And then there was this, you know, USSR.
[00:16:24.460 --> 00:16:31.460]   And also before that, Hitler, like there were all these, you know, scary foreign enemies that created this kind of macro tribalism on the national level.
[00:16:31.460 --> 00:16:37.460]   So you have patriotism, which is one kind of tribalism, but it also unifies down below.
[00:16:37.460 --> 00:16:42.460]   And the intra party factions might actually cause the national parties to collaborate sometimes.
[00:16:42.460 --> 00:16:46.460]   So it's not that people were less tribal. It's that tribalism was distributed.
[00:16:46.460 --> 00:16:51.460]   What's happened is now the intra party factions have disappeared because the conservative Democrats have all gone to the Republicans.
[00:16:51.460 --> 00:16:56.460]   They're the progressive Republicans have all gone for lots of reasons. Get into some other talk.
[00:16:56.460 --> 00:17:02.460]   But that's waned. There's still a little you still have Bernie and Hillary not liking, you know, people not like it.
[00:17:02.460 --> 00:17:09.460]   But it's much less of a thing. Likewise, you still have, you know, yes, Russia, you know, but mostly that's not the focus.
[00:17:09.460 --> 00:17:18.460]   In fact, the focus is it's so not here that when there's a foreign thing now, usually we'll just use it as like political fodder for our national debate.
[00:17:18.460 --> 00:17:22.460]   You know, all the Russians are on their side. No, they're on their side. Right. And there's no patriotism that unites anymore.
[00:17:22.460 --> 00:17:30.460]   What you have is one big old political divide and all the tribalism from all those things is concentrated into one place, which is an unhealthy.
[00:17:30.460 --> 00:17:36.460]   That's not great. I don't think that's good. And so this is one environmental change. No one's fault.
[00:17:36.460 --> 00:17:43.460]   It's just what happened. Then, you know, you also have a lot of things with like the electoral map you have between gerrymandering and, you know, geographic sorting.
[00:17:43.460 --> 00:17:52.460]   You have purple counties turning mostly red and blue now, which means primaries are actually electing the farthest right and left people as opposed to, you know, people who could win a general election.
[00:17:52.460 --> 00:17:58.460]   There's a lot of other kind of little environmental changes. But one huge one that we talk about is the media.
[00:17:58.460 --> 00:18:04.460]   I think of a media. I'd like to place them on a media matrix accuracy on the Y axis and objectivity.
[00:18:04.460 --> 00:18:11.460]   So what you want to be is the top middle. Right. And actually, for a long time, there was an incentive magnet to be there for ABC, CBS, NBC.
[00:18:11.460 --> 00:18:17.460]   Right. They didn't want to seem like they were inaccurate and had to cater to the whole country, which kept them somewhat close to that.
[00:18:17.460 --> 00:18:26.460]   There was this incentive magnet today. You have cable TV and then eventually you have, you know, talk radio and you've got the Internet and all these websites.
[00:18:26.460 --> 00:18:30.460]   You have tribal media, which is a totally different set of incentives. You cater to one side only.
[00:18:30.460 --> 00:18:39.460]   It's more bias, the more clicks and accuracy is just not a concern to the audiences they end up having.
[00:18:39.460 --> 00:18:46.460]   And then you have this feedback loop like was discussed yesterday, where once you cater to that, now you have to keep that going.
[00:18:46.460 --> 00:18:54.460]   Right. You've now lost a neutral audience. And so now we have a lot of Americans super addicted to a really trashy reality show.
[00:18:54.460 --> 00:19:08.460]   Real politicians of Washington. And then it took me a long time to make this, by the way.
[00:19:08.460 --> 00:19:16.460]   I think McConnell's my favorite. Anyway. So then you've got, of course, the big bomb drops in our environment.
[00:19:16.460 --> 00:19:23.460]   You've got social media. This is a real graph showing people retweet things they agree with to people they agree with almost entirely.
[00:19:23.460 --> 00:19:30.460]   Right. It's these algorithmic bubbles. It's insane. You know. And so if you're one of the people that actually I follow all kinds of people, you're very rare because.
[00:19:30.460 --> 00:19:37.460]   And it didn't again, it didn't used to be this way. John Ronson talks about, you know, how it used to be a radical de-shaming like Twitter.
[00:19:37.460 --> 00:19:42.460]   You know, you go on and be like, oh, I do this embarrassing thing. People will be like me, too. And it'd be like, oh, so nice and fuzzy at the very beginning.
[00:19:42.460 --> 00:19:46.460]   And then it turned into, wait a second, you know, this bad guy is harassing women at work.
[00:19:46.460 --> 00:19:53.460]   And now actually this woman has power for the first time. She can talk about it on social media. You can create a whole kind of coalition against it.
[00:19:53.460 --> 00:19:57.460]   And he gets fired and it's exhilarating. And that's good. Right. This is speaking truth to power.
[00:19:57.460 --> 00:20:02.460]   Problem is now people are exhilarated and they're saying who's next. Right.
[00:20:02.460 --> 00:20:05.460]   And you have this new source of power, which, again, can be used for good.
[00:20:05.460 --> 00:20:12.460]   But it's gotten picked up by a lot of the low rung tribes who have started to use this cudgel.
[00:20:12.460 --> 00:20:17.460]   That started, it's been a while now, you know, creating mobs to actually enforce low rung politics.
[00:20:17.460 --> 00:20:22.460]   And what happens is you end up with high rung world, very scared, kind of caught off guard.
[00:20:22.460 --> 00:20:27.460]   The normal defenses, the normal immune system is not doing its job.
[00:20:27.460 --> 00:20:33.460]   And so what happens when the high rung world gets scared? This is a very, you know, it can set off a domino effect.
[00:20:33.460 --> 00:20:39.460]   Imagine we picture this is the high rung world. These are brains. This is what a bunch of high rung people in the community think.
[00:20:39.460 --> 00:20:45.460]   They all think different things based on the color. Right. Now, if we draw a circle around them, this is imagining what they're saying is the circle's color.
