
[00:00:00.000 --> 00:00:04.000]   [no audio]
[00:03:28.000 --> 00:03:32.000]   he did that one of the first things I noticed is that
[00:03:32.000 --> 00:03:36.000]   the corn, the sprouts come out pretty quick.
[00:03:36.000 --> 00:03:40.000]   It took maybe no more than a week or two before we started seeing signs of growth.
[00:03:40.000 --> 00:03:44.000]   And we got pretty excited. And so I would say it took no more than
[00:03:44.000 --> 00:03:48.000]   two to three months at most. It might have been less than that where it grew
[00:03:48.000 --> 00:03:52.000]   high enough where we began to see the corn coming out. So I remember
[00:03:52.000 --> 00:03:56.000]   one day thinking, "Wow, I think in a couple more weeks we're going to be able to eat corn."
[00:03:56.000 --> 00:04:00.000]   And so after a while, I mean my dad planted it everywhere.
[00:04:00.000 --> 00:04:04.000]   So we had a lot of corn. So we thought we're going to have a corn feast today.
[00:04:04.000 --> 00:04:08.000]   And so when the day came and we took all the corn down and we actually started
[00:04:08.000 --> 00:04:12.000]   opening it up, we found out it was completely inedible.
[00:04:12.000 --> 00:04:16.000]   The corn was not yellow like you normally, it was black.
[00:04:16.000 --> 00:04:20.000]   Or it didn't exist at all. It was empty.
[00:04:20.000 --> 00:04:24.000]   And so initially what I thought to be, "Wow, this is pretty easy. Just drop it in the
[00:04:24.000 --> 00:04:28.000]   ground and pour water. I mean it just sprouts out." And later on,
[00:04:28.000 --> 00:04:32.000]   I was talking to different people. It's like, "Oh yeah, we did that and it didn't work."
[00:04:32.000 --> 00:04:36.000]   And growing corn is a lot harder than I thought. And they said, "Of course
[00:04:36.000 --> 00:04:40.000]   you can't just drop it on the ground. You have to till the land and you have to make sure
[00:04:40.000 --> 00:04:44.000]   you have proper fertilizers. And even when you water it, you have to make sure that you have to do
[00:04:44.000 --> 00:04:48.000]   this and that." And the rock, the soil that we had
[00:04:48.000 --> 00:04:52.000]   in our house was very, very rocky. So we didn't prepare, we didn't think anything
[00:04:52.000 --> 00:04:56.000]   because it was just sprouting up. So we thought, "Yes, we got fruit."
[00:04:56.000 --> 00:05:00.000]   The reason why I share this story is because I think
[00:05:00.000 --> 00:05:04.000]   spiritually, a lot of people go through that same kind
[00:05:04.000 --> 00:05:08.000]   of labor early on in your walk with God.
[00:05:08.000 --> 00:05:12.000]   That you want to bear fruit. Who doesn't? You're a Christian, you're excited about your faith.
[00:05:12.000 --> 00:05:16.000]   You come to church, you volunteer to serve. You go to short-term missions.
[00:05:16.000 --> 00:05:20.000]   You lead small groups. And then initially you start to see
[00:05:20.000 --> 00:05:24.000]   progress because there's a bit of change in your life and there's certain things that you were
[00:05:24.000 --> 00:05:28.000]   challenged by. But if you've been a Christian for a while, you've
[00:05:28.000 --> 00:05:32.000]   gone through that period of thinking that there was
[00:05:32.000 --> 00:05:36.000]   fruit and then being disappointed.
[00:05:36.000 --> 00:05:40.000]   Being disappointed that it's taken a lot longer than you thought
[00:05:40.000 --> 00:05:44.000]   to deal with your character, certain habits
[00:05:44.000 --> 00:05:48.000]   that you had. Or even the people around you, you weren't as patient as you'd like to be.
[00:05:48.000 --> 00:05:52.000]   But if you look around you and there's a growing cynicism in you,
[00:05:52.000 --> 00:05:56.000]   then maybe this is just what it is. There's something missing.
[00:05:56.000 --> 00:06:00.000]   And possibly you may have already maybe even given up in your heart.
[00:06:00.000 --> 00:06:04.000]   So we see a lot of young people who are excited about their faith, but then if you've been a Christian
[00:06:04.000 --> 00:06:08.000]   for a while and you went through this cycle, you know, after that experience of
[00:06:08.000 --> 00:06:12.000]   planting corn and being disappointed, I've never done it again. Because I don't want
[00:06:12.000 --> 00:06:16.000]   to be disappointed. Some of us have spiritually got to a point
[00:06:16.000 --> 00:06:20.000]   where you just kind of given up. You're just like, well, you know, what's the
[00:06:20.000 --> 00:06:24.000]   point? You know, I've done that before. I've gone to short term missions. I've gotten
[00:06:24.000 --> 00:06:28.000]   excited about church and I've done all of this before. And there's a sense of cynicism
[00:06:28.000 --> 00:06:32.000]   especially when you see young Christians becoming Christians. You're kind of like,
[00:06:32.000 --> 00:06:36.000]   yeah, I remember when I was like that. You just wait until you get a full time job
[00:06:36.000 --> 00:06:40.000]   and see what happens to you. You just wait when you start dating
[00:06:40.000 --> 00:06:44.000]   and you get married and see what happens. You're going to get rocked. You wait.
[00:06:44.000 --> 00:06:48.000]   You know, you see young couple who don't have children excited about their faith. You wait
[00:06:48.000 --> 00:06:52.000]   once you have a kid and you see what happens to you. And so we
[00:06:52.000 --> 00:06:56.000]   have this growing cynicism toward any excitement
[00:06:56.000 --> 00:07:00.000]   toward God because we've been there, done that, heard everything.
[00:07:00.000 --> 00:07:04.000]   But the problem with that is that frustration
[00:07:04.000 --> 00:07:08.000]   it never leaves. And you just kind of, if you're not careful, you can come to a point, you think
[00:07:08.000 --> 00:07:12.000]   that that's what normal Christianity is. And it's completely contradictory to what we
[00:07:12.000 --> 00:07:16.000]   see in scripture. Every once in a while you'll hear a testimony
[00:07:16.000 --> 00:07:20.000]   of somebody who's passionate for God and it seems so foreign. Something that you read
[00:07:20.000 --> 00:07:24.000]   in books or in church history
[00:07:24.000 --> 00:07:28.000]   but not reality. But the scripture clearly
[00:07:28.000 --> 00:07:32.000]   says the identifying mark of a Christian and non-Christian are fruits.
[00:07:32.000 --> 00:07:36.000]   If the power of the Holy Spirit
[00:07:36.000 --> 00:07:40.000]   if the God of the universe is dwelling in you
[00:07:40.000 --> 00:07:44.000]   wouldn't there be some kind of
[00:07:44.000 --> 00:07:48.000]   evidence that that is the case? In fact, Matthew
[00:07:48.000 --> 00:07:52.000]   3, 7 and 8 says, "But when he saw many of the Pharisees and Sadducees coming for
[00:07:52.000 --> 00:07:56.000]   baptism, he said to them, 'You brood of vipers, who warned you to flee from the
[00:07:56.000 --> 00:08:00.000]   wrath to come? Bear fruit in keeping with repentance.
[00:08:00.000 --> 00:08:04.000]   If your repentance is genuine, where is the fruit?'" He says.
[00:08:04.000 --> 00:08:08.000]   So even our very repentance is
[00:08:08.000 --> 00:08:12.000]   something that we can identify based upon our fruit. Matthew 13, 23
[00:08:12.000 --> 00:08:16.000]   "As for what was sown on the good soil" he's talking about four
[00:08:16.000 --> 00:08:20.000]   different soils. Remember all three soils. The first three soils for whatever
[00:08:20.000 --> 00:08:24.000]   the reason ends up dying. The only fourth soil
[00:08:24.000 --> 00:08:28.000]   ends up surviving and he said you need to be like the fourth soil. And this is how
[00:08:28.000 --> 00:08:32.000]   he describes the fourth soil. "As for what was sown on good soil" this is the one
[00:08:32.000 --> 00:08:36.000]   who hears the word and understands it. "He indeed bears fruit and yields
[00:08:36.000 --> 00:08:40.000]   in one case a hundredfold, in another sixty, in another thirty."
[00:08:40.000 --> 00:08:44.000]   So if you notice here that each of the fruits, it's different.
[00:08:44.000 --> 00:08:48.000]   Some are thirty, some are sixty, some are a hundredfold. But the
[00:08:48.000 --> 00:08:52.000]   unifying, identifying mark of a Christian that doesn't just die
[00:08:52.000 --> 00:08:56.000]   out is fruit. So it may look different in the lives of
[00:08:56.000 --> 00:09:00.000]   different lives of people, but at the end genuine
[00:09:00.000 --> 00:09:04.000]   fruit is what identifies a Christian and a non-Christian. Romans 7, 4
[00:09:04.000 --> 00:09:08.000]   "Likewise, my brothers, you also have died to the law through the body of Christ, so that you may
[00:09:08.000 --> 00:09:12.000]   belong to another." And I want you to listen carefully to this. "To him
[00:09:12.000 --> 00:09:16.000]   who has been raised from the dead, in order that we may bear fruit for God."
[00:09:16.000 --> 00:09:20.000]   Why did He die? And why was He resurrected?
[00:09:20.000 --> 00:09:24.000]   Not simply so that we don't go to Hell. He said
[00:09:24.000 --> 00:09:28.000]   He didn't say He died and was resurrected so you could be in Heaven forever.
[00:09:28.000 --> 00:09:32.000]   He says He died and resurrected that you may have a new life and
[00:09:32.000 --> 00:09:36.000]   that you may bear fruit for God.
[00:09:36.000 --> 00:09:40.000]   See, the goal of salvation is that we may bear fruit for God.
[00:09:40.000 --> 00:09:44.000]   That we are saved from not only the
[00:09:44.000 --> 00:09:48.000]   penalty of sin, but the power of sin.
[00:09:48.000 --> 00:09:52.000]   The corrupting nature of sin. That in bearing fruit that
[00:09:52.000 --> 00:09:56.000]   we give Him the ultimate glory. Now, the reason
[00:09:56.000 --> 00:10:00.000]   why I am in this passage in John chapter 15, if
[00:10:00.000 --> 00:10:04.000]   you read the questions that I asked on the Facebook page, some of you guys
[00:10:04.000 --> 00:10:08.000]   who may have read that, if you were paying attention you might have asked
[00:10:08.000 --> 00:10:12.000]   the question that I asked was, "What does it mean to abide in
[00:10:12.000 --> 00:10:16.000]   the Spirit?" Right? You read that. So, if you were reading carefully
[00:10:16.000 --> 00:10:20.000]   you might have asked, if you came to this passage and read that, "Well Jesus is
[00:10:20.000 --> 00:10:24.000]   talking about Himself. Why does He ask abiding in the Spirit?"
[00:10:24.000 --> 00:10:28.000]   And I'm assuming everybody was thinking that, right? Everybody was thinking that. So let me answer this
[00:10:28.000 --> 00:10:32.000]   question. The reason why I asked, "What does it mean to abide in
[00:10:32.000 --> 00:10:36.000]   the Spirit?" Even though Jesus is talking about Himself. If you look at John chapter
[00:10:36.000 --> 00:10:40.000]   14, the main theme is Jesus telling His
[00:10:40.000 --> 00:10:44.000]   disciples that He is going to leave. And they are freaking out. If you
[00:10:44.000 --> 00:10:48.000]   leave, what about us? And so Jesus tells them to comfort them in verse 18,
[00:10:48.000 --> 00:10:52.000]   "I will not leave you as orphans. I will come to you." And then He
[00:10:52.000 --> 00:10:56.000]   describes who this person that is going to come. The Holy Spirit,
[00:10:56.000 --> 00:11:00.000]   the Helper, the Spirit of Truth. He's going to come and He's
[00:11:00.000 --> 00:11:04.000]   going to remind you of everything that I've done. So He says, "I'm not going to leave you alone."
[00:11:04.000 --> 00:11:08.000]   And then He jumps to chapter 15 and He says, "Well if you want to
[00:11:08.000 --> 00:11:12.000]   bear fruit and not fall apart, you need to continue
[00:11:12.000 --> 00:11:16.000]   with Me. You need to remain with Me." And then He goes back
[00:11:16.000 --> 00:11:20.000]   to chapter 16 and He picks back up the work of the Holy Spirit.
[00:11:20.000 --> 00:11:24.000]   So, if you remember in John,
[00:11:24.000 --> 00:11:28.000]   in Romans chapter 8 in the previous passage that we looked at, remember
[00:11:28.000 --> 00:11:32.000]   Paul uses the indwelling of the Holy Spirit and indwelling
[00:11:32.000 --> 00:11:36.000]   of Jesus Christ interchangeably. Remember we talked about that? There is
[00:11:36.000 --> 00:11:40.000]   a clear declaration of the Trinity in that passage.
[00:11:40.000 --> 00:11:44.000]   He uses Himself and the Holy Spirit interchangeably. Here He says,
[00:11:44.000 --> 00:11:48.000]   "I am leaving where I am going. You cannot come, but
[00:11:48.000 --> 00:11:52.000]   the Holy Spirit is going to come and you need to remain in Me."
[00:11:52.000 --> 00:11:56.000]   So, if you look at it consecutively, Jesus
[00:11:56.000 --> 00:12:00.000]   basically is telling them to remain in Me by
[00:12:00.000 --> 00:12:04.000]   remaining in who? The Holy Spirit. Right? The Holy
[00:12:04.000 --> 00:12:08.000]   Spirit is coming and He's going to lead you. He's going to remind you. He's going
[00:12:08.000 --> 00:12:12.000]   to teach you. So He's using again Himself and the Holy Spirit
[00:12:12.000 --> 00:12:16.000]   interchangeably. And that's why I asked the question, "What does it mean to abide in
[00:12:16.000 --> 00:12:20.000]   Christ? What does it mean to abide in the Spirit?" Now, why is this
[00:12:20.000 --> 00:12:24.000]   so important? And we're taking so many Sundays
[00:12:24.000 --> 00:12:28.000]   to discuss this issue. The book of John is
[00:12:28.000 --> 00:12:32.000]   organized in seven "I Am" statements. It
[00:12:32.000 --> 00:12:36.000]   begins in John chapter 6 and it takes us all the way to John chapter 15.
[00:12:36.000 --> 00:12:40.000]   The seven "I Am" statements, and I want you to listen to the "I Am" statements that
[00:12:40.000 --> 00:12:44.000]   this book is--this Gospel is organized in. John chapter
[00:12:44.000 --> 00:12:48.000]   6 is, "I am the bread of life." Now I'm not going to go through all
[00:12:48.000 --> 00:12:52.000]   of them. But when he says, "I am the bread of life," it's because
[00:12:52.000 --> 00:12:56.000]   people were coming to Him and they were seeing a lot of miracles. He
[00:12:56.000 --> 00:13:00.000]   just fed 5,000. And so people were thinking, "If I
[00:13:00.000 --> 00:13:04.000]   follow Jesus He's going to feed me. If we follow
[00:13:04.000 --> 00:13:08.000]   Jesus we get free health care. He heals people. We don't even have to go see the
[00:13:08.000 --> 00:13:12.000]   doctor. He just says, "Rise." And then they rise. So people were coming to
[00:13:12.000 --> 00:13:16.000]   Him thinking that if we make Him our King our life is
[00:13:16.000 --> 00:13:20.000]   set. And Jesus is trying to change their paradigm that
[00:13:20.000 --> 00:13:24.000]   I did not come to give you food, I came to give you Myself.
[00:13:24.000 --> 00:13:28.000]   And that's what He means by when He says, "I am the bread of life." You're looking for bread
[00:13:28.000 --> 00:13:32.000]   but I am the bread of life. So each one of the
[00:13:32.000 --> 00:13:36.000]   "I Am" statements that He gives in the book of John is to correct
[00:13:36.000 --> 00:13:40.000]   a wrong thinking, a wrong hope that the nation of
[00:13:40.000 --> 00:13:44.000]   Israel was placing either upon food, upon power,
[00:13:44.000 --> 00:13:48.000]   upon their heritage, upon their law, upon the leaders of
[00:13:48.000 --> 00:13:52.000]   Israel, upon their religious system. So each one of these things He's
[00:13:52.000 --> 00:13:56.000]   pounding and saying, "You have the wrong perspective of who I am and why I
[00:13:56.000 --> 00:14:00.000]   came." So if you look at the "I Am" statements
[00:14:00.000 --> 00:14:04.000]   it kind of grows. He kind of starts to pad off the "I am the bread of life."
[00:14:04.000 --> 00:14:08.000]   "I am the light of the world." "I am the good shepherd."
[00:14:08.000 --> 00:14:12.000]   "I am the resurrection." "I am the way and the truth and life." "Nobody comes to the Father
[00:14:12.000 --> 00:14:16.000]   but through Me." You would think that of all
[00:14:16.000 --> 00:14:20.000]   the "I Am" statements that if you're going to leave with
[00:14:20.000 --> 00:14:24.000]   the final "I Am" statement that you would choose one of the bigger ones.
[00:14:24.000 --> 00:14:28.000]   "I am the resurrection and the life." I thought that would be a good place to end it.
[00:14:28.000 --> 00:14:32.000]   And He said, "You're looking for life but I am the
[00:14:32.000 --> 00:14:36.000]   resurrection and the life." And then He goes to the cross. Instead
[00:14:36.000 --> 00:14:40.000]   you kind of see if you play music there's a thing called
[00:14:40.000 --> 00:14:44.000]   crescendo and it kind of builds in anticipation and you almost think,
[00:14:44.000 --> 00:14:48.000]   "I am the resurrection and the life." And then the sixth one,
[00:14:48.000 --> 00:14:52.000]   "I am the way and the truth and the life. No one comes to the Father but through Me." It's almost a summary of all
[00:14:52.000 --> 00:14:56.000]   the other five. And then the last one is, "I am
[00:14:56.000 --> 00:15:00.000]   divine. You abide in Me. You want to bear fruit."
[00:15:00.000 --> 00:15:04.000]   It almost kind of seems anti-climactic, the seventh
[00:15:04.000 --> 00:15:08.000]   "I Am" statement. And then He just kind of rides off. The reason
[00:15:08.000 --> 00:15:12.000]   why the "I am divine" statement in John chapter 15
[00:15:12.000 --> 00:15:16.000]   is the last one, all six of the "I Am" statements was
[00:15:16.000 --> 00:15:20.000]   preparing them for the seventh one. And the reason
[00:15:20.000 --> 00:15:24.000]   why is because He just told them He's about to leave. And
[00:15:24.000 --> 00:15:28.000]   they're concerned. If you leave what about us? And He's
[00:15:28.000 --> 00:15:32.000]   telling them, "Just as you were fine when I was here,
[00:15:32.000 --> 00:15:36.000]   after I leave you will be fine if you remain in Me.
[00:15:36.000 --> 00:15:40.000]   If you continue in Me." In other words, He's
[00:15:40.000 --> 00:15:44.000]   preparing them for His departure. He was teaching
[00:15:44.000 --> 00:15:48.000]   them throughout the ministry as they were distracted.
[00:15:48.000 --> 00:15:52.000]   They're thinking, "Oh man, the Messiah is going to come. He's going to overthrow the government.
[00:15:52.000 --> 00:15:56.000]   He's going to give us food." So everything that went wrong with the nation of Israel
[00:15:56.000 --> 00:16:00.000]   Jesus is going to fix. And so one by one systematically
[00:16:00.000 --> 00:16:04.000]   He says, "No, your real problem is not the Romans. Your
[00:16:04.000 --> 00:16:08.000]   real problem is not poverty. Your real problem is not lack of
[00:16:08.000 --> 00:16:12.000]   leadership. Your real problem is not the religious system."
[00:16:12.000 --> 00:16:16.000]   He was telling them, "Your real problem is sin. And I
[00:16:16.000 --> 00:16:20.000]   am the answer to that sin." So after He
[00:16:20.000 --> 00:16:24.000]   prepares them, He says, after He's described, "This is who I am.
[00:16:24.000 --> 00:16:28.000]   And I've come to forgive sin and restore you back onto My Father. I am the way
[00:16:28.000 --> 00:16:32.000]   and the truth and the life. No one can come to the Father but through Me.
[00:16:32.000 --> 00:16:36.000]   But even though I am leaving, I'm not leaving you as an orphan.
[00:16:36.000 --> 00:16:40.000]   The Helper is going to come and you need to continue with Him
[00:16:40.000 --> 00:16:44.000]   as you continued with Me." So John chapter 15 is really the
[00:16:44.000 --> 00:16:48.000]   foundation of Christianity. Everything that you and I know
[00:16:48.000 --> 00:16:52.000]   about what it means to be a Christian really is summed up in John chapter 15.
[00:16:52.000 --> 00:16:56.000]   He says, "You can't bear fruit.
[00:16:56.000 --> 00:17:00.000]   Your desire to make disciples, plant churches, become a missionary,
[00:17:00.000 --> 00:17:04.000]   whatever it is that you have in your head, if you don't do this
[00:17:04.000 --> 00:17:08.000]   you cannot bear fruit." Everything that
[00:17:08.000 --> 00:17:12.000]   God has called us to do, the reason why He saved us, the reason why
[00:17:12.000 --> 00:17:16.000]   we gathered together, the reason why I studied the Bible, if you don't do this, it
[00:17:16.000 --> 00:17:20.000]   will only lead to frustration. It will feel like
[00:17:20.000 --> 00:17:24.000]   Romans chapter 7. Everything I want to do, I do
[00:17:24.000 --> 00:17:28.000]   not do. What I do not want to do, I keep on doing. Oh, what a wretched man that I am.
[00:17:28.000 --> 00:17:32.000]   And you are left there to suffer. Oh, what a wretched man
[00:17:32.000 --> 00:17:36.000]   that I am. And so you live the rest of your life. Oh, what a wretched man that I am.
[00:17:36.000 --> 00:17:40.000]   But you never get to, there is no condemnation
[00:17:40.000 --> 00:17:44.000]   for those who are in Christ Jesus, for what the law could not do
[00:17:44.000 --> 00:17:48.000]   weakened by the sinful flesh, God did by sending His Son.
[00:17:48.000 --> 00:17:52.000]   We never get to that part. So
[00:17:52.000 --> 00:17:56.000]   the last "I am" statement, "I am the vine" is really the key
[00:17:56.000 --> 00:18:00.000]   to everything that you and I are seeking in this
[00:18:00.000 --> 00:18:04.000]   Christian life. So how important is it that we understand
[00:18:04.000 --> 00:18:08.000]   what Jesus is saying here? Absolutely crucial,
[00:18:08.000 --> 00:18:12.000]   absolutely essential. If you miss this, you miss everything about your Christian
[00:18:12.000 --> 00:18:16.000]   life. Maybe part of the reason why we are frustrated is because we are not
[00:18:16.000 --> 00:18:20.000]   practicing this.
[00:18:20.000 --> 00:18:24.000]   Let's jump into what this means.
[00:18:24.000 --> 00:18:28.000]   The imperative in this passage in John chapter 15 isn't
[00:18:28.000 --> 00:18:32.000]   bear fruit. Now I know he says if you do not bear
[00:18:32.000 --> 00:18:36.000]   fruit, you are going to be cut down. There is judgment coming.
[00:18:36.000 --> 00:18:40.000]   If you do bear fruit, God is going to prune you so that you may bear more fruit. So well if that is the case,
[00:18:40.000 --> 00:18:44.000]   if bearing fruit identifies me as a Christian, I better go bear fruit.
[00:18:44.000 --> 00:18:48.000]   The imperative in this passage is not bear fruit. The imperative,
[00:18:48.000 --> 00:18:52.000]   the command in this passage is to abide. And you will
[00:18:52.000 --> 00:18:56.000]   see that even though the word bear fruit, bear fruit keeps coming over and over again.
[00:18:56.000 --> 00:19:00.000]   The word that is repeated over and over for emphasis is the word abide.
[00:19:00.000 --> 00:19:04.000]   He mentions it 11 times in 16 verses.
[00:19:04.000 --> 00:19:08.000]   To abide. You have to abide in me. Abide in me. Abide in me. Abide in me.
[00:19:08.000 --> 00:19:12.000]   So if abide is the key to Christian life,
[00:19:12.000 --> 00:19:16.000]   he says if you don't abide, first of all you are not a Christian,
[00:19:16.000 --> 00:19:20.000]   you can't bear fruit. Your prayers are frustrated. If you
[00:19:20.000 --> 00:19:24.000]   abide in me, my words abide in you. Ask whatever you wish. In other words if you are not
[00:19:24.000 --> 00:19:28.000]   abiding in Christ, you can't bear fruit and your prayers are not going to go answered.
[00:19:28.000 --> 00:19:32.000]   So how important is it that we are abiding in Christ?
[00:19:32.000 --> 00:19:36.000]   It's the foundation in which we build anything that we
[00:19:36.000 --> 00:19:40.000]   do as a Christian. So we need to understand what does this word abide
[00:19:40.000 --> 00:19:44.000]   mean? What does it mean to abide in Christ?
[00:19:44.000 --> 00:19:48.000]   Some of your translations may have translated obey.
[00:19:48.000 --> 00:19:52.000]   Some of your translations translated remain.
[00:19:52.000 --> 00:19:56.000]   Some of your translations translated to abide.
[00:19:56.000 --> 00:20:00.000]   Some of your translations translated continue. So if you
[00:20:00.000 --> 00:20:04.000]   look at various translations, it translated that word slightly different.
[00:20:04.000 --> 00:20:08.000]   There's certain nuances that overlap, but some of it just kind of
[00:20:08.000 --> 00:20:12.000]   says, "Oh, I can see these words are similar but different."
[00:20:12.000 --> 00:20:16.000]   The reason why there's different words translated is because this is one of
[00:20:16.000 --> 00:20:20.000]   those words that are, you know it's dynamic in translation
[00:20:20.000 --> 00:20:24.000]   because there is nothing, one word that captures the essence of this
[00:20:24.000 --> 00:20:28.000]   word. Just like you know if we really want
[00:20:28.000 --> 00:20:32.000]   to dig and understand when the Bible uses the word love, you know
[00:20:32.000 --> 00:20:36.000]   the Greek language is a very precise language.
[00:20:36.000 --> 00:20:40.000]   It has 27 different tenses and they use almost
[00:20:40.000 --> 00:20:44.000]   all 27. You know in the English I heard from
[00:20:44.000 --> 00:20:48.000]   what I learned was like 17 and we use like 4 or something. You know.
[00:20:48.000 --> 00:20:52.000]   So Greek, I can understand God's wisdom and why He chose Greek because it is a very
[00:20:52.000 --> 00:20:56.000]   specific, precise language. Even the way we use the word
[00:20:56.000 --> 00:21:00.000]   love. I mean we have one love for love cat, love dog, love God, love
[00:21:00.000 --> 00:21:04.000]   movies, love wife, love food. I mean it's the same word love.
[00:21:04.000 --> 00:21:08.000]   In the Greek obviously it is a little bit more precise the way they use the word
[00:21:08.000 --> 00:21:12.000]   love. The word here abide in Greek is meno.
[00:21:12.000 --> 00:21:16.000]   Now there is all kinds of ways that we could translate
[00:21:16.000 --> 00:21:20.000]   it. It has similar meaning but there is three dynamic definitions
[00:21:20.000 --> 00:21:24.000]   that I think will help us to understand when Jesus says if you want to bear fruit,
[00:21:24.000 --> 00:21:28.000]   if you want to be effective in prayer
[00:21:28.000 --> 00:21:32.000]   you have to abide in me. Like what does that mean? There is three
[00:21:32.000 --> 00:21:36.000]   understandings which I am going to briefly go over this morning. One is
[00:21:36.000 --> 00:21:40.000]   the word abide, meno, basically means to continue.
[00:21:40.000 --> 00:21:44.000]   To continue, to remain. The second understanding
[00:21:44.000 --> 00:21:48.000]   of the word is to rest, to rest.
[00:21:48.000 --> 00:21:52.000]   To rest in Christ. And then the third definition
[00:21:52.000 --> 00:21:56.000]   understanding of this word is to rely.
[00:21:56.000 --> 00:22:00.000]   Three R's.
[00:22:00.000 --> 00:22:04.000]   It's to remain, it's to
[00:22:04.000 --> 00:22:08.000]   what did I say? Remain
[00:22:08.000 --> 00:22:12.000]   rest, okay. Remain, rest
[00:22:12.000 --> 00:22:16.000]   and rely. Okay, three R's. Remember that.
[00:22:16.000 --> 00:22:20.000]   The first word to abide in Christ
[00:22:20.000 --> 00:22:24.000]   means to continue or to remain in Christ.
[00:22:24.000 --> 00:22:28.000]   In Hebrews chapter 2, 1 it says, "Therefore we must pay much closer attention
[00:22:28.000 --> 00:22:32.000]   to what we have heard lest we drift away from it."
[00:22:32.000 --> 00:22:36.000]   Lest we drift away from it. The problems that
[00:22:36.000 --> 00:22:40.000]   the readers of the Hebrews had was that they basically had spiritual
[00:22:40.000 --> 00:22:44.000]   ADD. If you look at the book of Hebrews it goes over
