
[00:00:00.000 --> 00:00:07.480]   My heart and my hands are lifted to You.
[00:04:01.220 --> 00:04:11.200]   I'm amazed at your glory, embraced by your mercy, oh Lord.
[00:04:11.200 --> 00:04:13.680]   I live to worship you.
[00:04:25.180 --> 00:04:34.660]   Down at your feet, oh Lord, is the most high place.
[00:04:34.660 --> 00:04:42.640]   In your presence, Lord, I seek your face.
[00:04:42.640 --> 00:04:47.640]   I seek your face.
[00:04:47.640 --> 00:04:55.620]   There is no higher calling, no greater honor
[00:04:55.620 --> 00:05:00.600]   than to bow and kneel before your throne.
[00:05:00.600 --> 00:05:11.580]   I'm amazed at your glory, embraced by your mercy,
[00:05:11.580 --> 00:05:14.080]   oh Lord.
[00:05:14.080 --> 00:05:16.580]   I live to worship you.
[00:05:17.500 --> 00:05:27.000]   There is no higher calling, no greater honor
[00:05:27.000 --> 00:05:32.480]   than to bow and kneel before your throne.
[00:05:32.480 --> 00:05:42.460]   I'm amazed at your glory, embraced by your mercy,
[00:05:42.460 --> 00:05:44.960]   oh Lord.
[00:05:44.960 --> 00:05:47.940]   I live to worship you.
[00:05:47.940 --> 00:05:55.920]   Oh Lord, I live to worship you.
[00:05:56.880 --> 00:06:00.380]   [MUSIC PLAYING]
[00:06:01.300 --> 00:06:04.800]   [MUSIC PLAYING]
[00:06:05.700 --> 00:06:09.200]   [MUSIC PLAYING]
[00:06:10.080 --> 00:06:13.560]   [MUSIC PLAYING]
[00:06:14.380 --> 00:06:17.880]   [MUSIC PLAYING]
[00:06:17.880 --> 00:06:21.360]   [MUSIC PLAYING]
[00:06:41.340 --> 00:06:53.820]   Oh God, there's none like you in all the earth and all the earth.
[00:06:53.820 --> 00:07:06.300]   Oh God, who can compare to you, to you.
[00:07:06.300 --> 00:07:12.780]   Only you have no beginning, only you could make the skies.
[00:07:12.780 --> 00:07:18.780]   Only you are truth unending, only you are all that's wise.
[00:07:18.780 --> 00:07:22.260]   Lord, there is none like you.
[00:07:22.260 --> 00:07:28.260]   You are holy.
[00:07:28.260 --> 00:07:34.260]   You are holy.
[00:07:34.720 --> 00:07:35.720]   You are holy.
[00:07:35.720 --> 00:07:41.720]   You are holy.
[00:07:41.720 --> 00:07:48.720]   Lord, you are holy.
[00:08:01.720 --> 00:08:12.700]   Oh God, there's none like you in all the earth and all the earth.
[00:08:12.700 --> 00:08:23.180]   Oh God, who can compare to you, to you.
[00:08:25.680 --> 00:08:31.660]   Only you are never sinning, only you have never lied.
[00:08:31.660 --> 00:08:37.660]   Only you cannot be tempted, only you can never die.
[00:08:37.660 --> 00:08:41.160]   Lord, there is none like you.
[00:08:41.160 --> 00:08:47.140]   You are holy.
[00:08:47.140 --> 00:08:52.140]   You are holy.
[00:08:52.140 --> 00:08:53.140]   You are holy.
[00:08:54.100 --> 00:08:55.100]   You are holy.
[00:08:55.100 --> 00:09:00.100]   You are holy.
[00:09:00.100 --> 00:09:07.080]   Lord, you are holy.
[00:09:07.080 --> 00:09:12.060]   You are holy.
[00:09:12.060 --> 00:09:18.060]   You are holy.
[00:09:23.060 --> 00:09:24.060]   Lord, you are holy.
[00:09:24.060 --> 00:09:30.060]   Lord, you are holy.
[00:09:30.060 --> 00:09:36.060]   You are holy.
[00:09:36.060 --> 00:09:40.060]   Lord, you are holy.
[00:09:40.060 --> 00:09:46.060]   Lord, you are holy.
[00:09:46.060 --> 00:09:49.060]   [MUSIC PLAYING]
[00:09:49.060 --> 00:09:52.060]   [MUSIC PLAYING]
[00:09:52.060 --> 00:09:55.060]   [MUSIC PLAYING]
[00:09:55.060 --> 00:09:58.060]   [MUSIC PLAYING]
[00:09:58.060 --> 00:10:16.540]   [MUSIC - "MAGNIFICENT MARK"]
[00:10:23.020 --> 00:10:27.500]   Magnificent, marvelous, matchless love,
[00:10:27.500 --> 00:10:32.000]   too vast and astounding to tell.
[00:10:32.000 --> 00:10:36.500]   Forever existing in worlds above,
[00:10:36.500 --> 00:10:40.980]   now offered and given to all.
[00:10:40.980 --> 00:10:49.480]   Oh, fountain of beauty eternal, the Father, the Spirit, the Son.
[00:10:49.480 --> 00:10:55.480]   Sufficient and endlessly generous,
[00:10:55.480 --> 00:10:59.460]   magnificent, marvelous, matchless love.
[00:10:59.460 --> 00:11:11.960]   Creation's brimming with thankfulness,
[00:11:11.960 --> 00:11:16.440]   the mountains exultant they stand.
[00:11:16.440 --> 00:11:20.940]   The seasons rejoice in your faithfulness.
[00:11:20.940 --> 00:11:25.420]   All life is sustained by your hand.
[00:11:25.420 --> 00:11:29.920]   You crown every meadow with color.
[00:11:29.920 --> 00:11:34.420]   You paint every shade of the sky.
[00:11:34.420 --> 00:11:41.420]   Each day the dawn wakes as an encore of magnificent,
[00:11:41.420 --> 00:11:43.920]   marvelous, matchless love.
[00:11:43.920 --> 00:11:45.420]   How great.
[00:11:45.420 --> 00:11:46.920]   How great.
[00:11:46.920 --> 00:11:49.920]   How sure.
[00:11:49.920 --> 00:11:54.920]   His love endures forevermore.
[00:11:54.920 --> 00:12:02.920]   Magnificent, marvelous, matchless love.
[00:12:10.920 --> 00:12:15.420]   Like grace that you answered our brokenness,
[00:12:15.420 --> 00:12:19.900]   you came in the fullness of time.
[00:12:19.900 --> 00:12:24.400]   How far we had fallen from righteousness,
[00:12:24.400 --> 00:12:28.900]   but not from the mercies of Christ.
[00:12:28.900 --> 00:12:33.400]   Your cross is our door to redemption.
[00:12:33.400 --> 00:12:37.400]   Your death is our promise of life.
[00:12:37.400 --> 00:12:42.900]   That day how forgiveness flowed as a flood,
[00:12:42.900 --> 00:12:48.400]   magnificent, marvelous, matchless love.
[00:12:48.400 --> 00:12:49.900]   How great.
[00:12:49.900 --> 00:12:50.900]   How great.
[00:12:50.900 --> 00:12:52.900]   How sure.
[00:12:52.900 --> 00:12:57.900]   His love endures forevermore.
[00:13:01.900 --> 00:13:06.400]   Magnificent, marvelous, matchless love.
[00:13:06.400 --> 00:13:18.400]   United in your resurrection, you lift us to infinite heights.
[00:13:18.400 --> 00:13:23.900]   Could anything several take us from you?
[00:13:23.900 --> 00:13:29.400]   Magnificent, marvelous, matchless love.
[00:13:29.400 --> 00:13:30.900]   How great.
[00:13:30.900 --> 00:13:32.400]   How great.
[00:13:32.400 --> 00:13:34.400]   How sure.
[00:13:34.400 --> 00:13:38.900]   His love endures forevermore.
[00:13:38.900 --> 00:13:47.400]   Magnificent, marvelous, matchless love.
[00:13:47.400 --> 00:13:48.900]   How great.
[00:13:48.900 --> 00:13:50.400]   How great.
[00:13:50.400 --> 00:13:51.900]   How sure.
[00:13:51.900 --> 00:13:55.400]   His love endures forevermore.
[00:13:56.400 --> 00:13:59.900]   Magnificent, marvelous, matchless love.
[00:13:59.900 --> 00:14:00.900]   How great.
[00:14:00.900 --> 00:14:01.900]   How great.
[00:14:01.900 --> 00:14:02.900]   How sure.
[00:14:02.900 --> 00:14:06.400]   His love endures forevermore.
[00:14:06.400 --> 00:14:09.900]   Magnificent, marvelous, matchless love.
[00:14:09.900 --> 00:14:10.900]   How great.
[00:14:10.900 --> 00:14:11.900]   How great.
[00:14:11.900 --> 00:14:12.900]   How sure.
[00:14:12.900 --> 00:14:16.400]   His love endures forevermore.
[00:14:16.400 --> 00:14:17.400]   How great.
[00:14:17.400 --> 00:14:18.400]   How great.
[00:14:18.400 --> 00:14:19.400]   How sure.
[00:14:19.400 --> 00:14:22.400]   His love endures forevermore.
[00:14:23.400 --> 00:14:26.400]   [applause]
[00:14:27.400 --> 00:14:30.400]   [applause]
[00:14:30.400 --> 00:14:33.400]   [applause]
[00:14:34.400 --> 00:14:37.400]   [music playing]
[00:14:37.400 --> 00:14:40.400]   [chatter]
[00:14:40.400 --> 00:14:43.400]   [music playing]
[00:14:43.400 --> 00:14:46.400]   [chatter]
[00:14:46.400 --> 00:15:02.400]   [music playing]
[00:15:02.400 --> 00:15:05.400]   [chatter]
[00:15:29.400 --> 00:15:32.400]   [music playing]
[00:15:32.400 --> 00:15:35.400]   [chatter]
[00:15:35.400 --> 00:15:38.400]   [music playing]
[00:15:38.400 --> 00:15:41.400]   [chatter]
[00:15:41.400 --> 00:15:44.400]   [music playing]
[00:15:44.400 --> 00:15:47.400]   [chatter]
[00:15:47.400 --> 00:15:50.400]   [music playing]
[00:15:50.400 --> 00:15:53.400]   [chatter]
[00:15:53.400 --> 00:15:56.400]   [music playing]
[00:15:56.400 --> 00:15:59.400]   [chatter]
[00:15:59.400 --> 00:16:02.400]   [music playing]
[00:16:02.400 --> 00:16:05.400]   [chatter]
[00:16:05.400 --> 00:16:08.400]   [music playing]
[00:16:08.400 --> 00:16:11.400]   [chatter]
[00:16:11.400 --> 00:16:14.400]   [music playing]
[00:16:14.400 --> 00:16:17.400]   [chatter]
[00:16:17.400 --> 00:16:20.400]   [music playing]
[00:16:20.400 --> 00:16:23.400]   [chatter]
[00:16:23.400 --> 00:16:26.400]   [music playing]
[00:16:26.400 --> 00:16:29.400]   [chatter]
[00:16:29.400 --> 00:16:32.400]   [music playing]
[00:16:32.400 --> 00:16:35.400]   [chatter]
[00:16:35.400 --> 00:16:38.400]   [music playing]
[00:16:38.400 --> 00:16:41.400]   [chatter]
[00:16:41.400 --> 00:16:44.400]   [music playing]
[00:16:44.400 --> 00:16:47.400]   [chatter]
[00:16:47.400 --> 00:16:50.400]   [music playing]
[00:16:50.400 --> 00:16:53.400]   [chatter]
[00:16:53.400 --> 00:16:56.400]   [music playing]
[00:16:56.400 --> 00:16:59.400]   [chatter]
[00:16:59.400 --> 00:17:02.400]   [music playing]
[00:17:02.400 --> 00:17:05.400]   [chatter]
[00:17:05.400 --> 00:17:08.400]   [music playing]
[00:17:08.400 --> 00:17:11.400]   [chatter]
[00:17:11.400 --> 00:17:14.400]   [music playing]
[00:17:14.400 --> 00:17:17.400]   [chatter]
[00:17:17.400 --> 00:17:20.400]   [music playing]
[00:17:20.400 --> 00:17:23.400]   [chatter]
[00:17:23.400 --> 00:17:26.400]   [music playing]
[00:17:26.400 --> 00:17:29.400]   [chatter]
[00:17:29.400 --> 00:17:32.400]   [music playing]
[00:17:32.400 --> 00:17:35.400]   [chatter]
[00:17:35.400 --> 00:17:38.400]   [music playing]
[00:17:38.400 --> 00:17:41.400]   [chatter]
[00:17:41.400 --> 00:17:44.400]   [music playing]
[00:17:44.400 --> 00:17:47.400]   [chatter]
[00:17:47.400 --> 00:17:50.400]   [music playing]
[00:17:50.400 --> 00:17:53.400]   [chatter]
[00:17:53.400 --> 00:17:56.400]   [music playing]
[00:17:56.400 --> 00:17:59.400]   [chatter]
[00:17:59.400 --> 00:18:02.400]   [music playing]
[00:18:02.400 --> 00:18:05.400]   [chatter]
[00:18:05.400 --> 00:18:08.400]   [music playing]
[00:18:08.400 --> 00:18:11.400]   [chatter]
[00:18:11.400 --> 00:18:14.400]   [music playing]
[00:18:14.400 --> 00:18:17.400]   [chatter]
[00:18:17.400 --> 00:18:20.400]   [music playing]
[00:18:20.400 --> 00:18:23.400]   [chatter]
[00:18:23.400 --> 00:18:26.400]   [music playing]
[00:18:26.400 --> 00:18:29.400]   [chatter]
[00:18:29.400 --> 00:18:32.400]   [music playing]
[00:18:32.400 --> 00:18:35.400]   [chatter]
[00:18:35.400 --> 00:18:38.400]   [music playing]
[00:18:38.400 --> 00:18:41.400]   [chatter]
[00:18:41.400 --> 00:18:44.400]   [music playing]
[00:18:44.400 --> 00:18:47.400]   [chatter]
[00:18:47.400 --> 00:18:50.400]   [music playing]
[00:18:50.400 --> 00:18:53.400]   [chatter]
[00:18:53.400 --> 00:18:56.400]   [music playing]
[00:18:56.400 --> 00:18:59.400]   [chatter]
[00:18:59.400 --> 00:19:02.400]   [music playing]
[00:19:02.400 --> 00:19:05.400]   [chatter]
[00:19:05.400 --> 00:19:08.400]   [music playing]
[00:19:08.400 --> 00:19:11.400]   [chatter]
[00:19:11.400 --> 00:19:14.400]   [music playing]
[00:19:14.400 --> 00:19:17.400]   [chatter]
[00:19:17.400 --> 00:19:20.400]   [music playing]
[00:19:20.400 --> 00:19:23.400]   [chatter]
[00:19:23.400 --> 00:19:26.400]   [music playing]
[00:19:26.400 --> 00:19:29.400]   [chatter]
[00:19:29.400 --> 00:19:32.400]   [music playing]
[00:19:32.400 --> 00:19:35.400]   [chatter]
[00:19:35.400 --> 00:19:38.400]   [music playing]
[00:19:38.400 --> 00:19:41.400]   [chatter]
[00:19:41.400 --> 00:19:44.400]   [music playing]
[00:19:44.400 --> 00:19:47.400]   [chatter]
[00:19:47.400 --> 00:19:50.400]   [music playing]
[00:19:50.400 --> 00:19:53.400]   [chatter]
[00:19:53.400 --> 00:19:56.400]   [music playing]
[00:19:56.400 --> 00:19:59.400]   [chatter]
[00:19:59.400 --> 00:20:02.400]   [music playing]
[00:20:02.400 --> 00:20:05.400]   [chatter]
[00:20:05.400 --> 00:20:08.400]   [music playing]
[00:20:08.400 --> 00:20:11.400]   [chatter]
[00:20:11.400 --> 00:20:14.400]   [music playing]
[00:20:14.400 --> 00:20:17.400]   [chatter]
[00:20:17.400 --> 00:20:20.400]   [music playing]
[00:20:20.400 --> 00:20:23.400]   [chatter]
[00:20:23.400 --> 00:20:26.400]   [music playing]
[00:20:26.400 --> 00:20:29.400]   [chatter]
[00:20:29.400 --> 00:20:32.400]   [music playing]
[00:20:32.400 --> 00:20:35.400]   [chatter]
[00:20:35.400 --> 00:20:38.400]   [music playing]
[00:20:38.400 --> 00:20:41.400]   [chatter]
[00:20:41.400 --> 00:20:44.400]   [music playing]
[00:20:44.400 --> 00:20:47.400]   [chatter]
[00:20:47.400 --> 00:20:50.400]   [music playing]
[00:20:50.400 --> 00:20:53.400]   [chatter]
[00:20:53.400 --> 00:20:56.400]   [music playing]
[00:20:56.400 --> 00:20:59.400]   [chatter]
[00:20:59.400 --> 00:21:02.400]   [music playing]
[00:21:02.400 --> 00:21:05.400]   [chatter]
[00:21:05.400 --> 00:21:08.400]   [music playing]
[00:21:08.400 --> 00:21:11.400]   [chatter]
[00:21:11.400 --> 00:21:14.400]   [music playing]
[00:21:14.400 --> 00:21:17.400]   [chatter]
[00:21:17.400 --> 00:21:20.400]   [music playing]
[00:21:20.400 --> 00:21:23.400]   [chatter]
[00:21:23.400 --> 00:21:26.400]   [music playing]
[00:21:26.400 --> 00:21:29.400]   [chatter]
[00:21:29.400 --> 00:21:32.400]   [music playing]
[00:21:32.400 --> 00:21:35.400]   [chatter]
[00:21:35.400 --> 00:21:38.400]   [music playing]
[00:21:38.400 --> 00:21:41.400]   [chatter]
[00:21:41.400 --> 00:21:44.400]   [music playing]
[00:21:44.400 --> 00:21:47.400]   [chatter]
[00:21:47.400 --> 00:21:50.400]   [music playing]
[00:21:50.400 --> 00:21:53.400]   [chatter]
[00:21:53.400 --> 00:21:56.400]   [music playing]
[00:21:56.400 --> 00:21:59.400]   [chatter]
[00:21:59.400 --> 00:22:02.400]   [music playing]
[00:22:02.400 --> 00:22:05.400]   [chatter]
[00:22:05.400 --> 00:22:08.400]   [music playing]
[00:22:08.400 --> 00:22:11.400]   [chatter]
[00:22:11.400 --> 00:22:14.400]   [music playing]
[00:22:14.400 --> 00:22:17.400]   [chatter]
[00:22:17.400 --> 00:22:20.400]   [music playing]
[00:22:20.400 --> 00:22:23.400]   [chatter]
[00:22:23.400 --> 00:22:26.400]   [music playing]
[00:22:26.400 --> 00:22:29.400]   [chatter]
[00:22:29.400 --> 00:22:32.400]   [music playing]
[00:22:32.400 --> 00:22:35.400]   [chatter]
[00:22:35.400 --> 00:22:38.400]   [music playing]
[00:22:38.400 --> 00:22:41.400]   [chatter]
[00:22:41.400 --> 00:22:44.400]   [music playing]
[00:22:44.400 --> 00:22:47.400]   [chatter]
[00:22:47.400 --> 00:22:50.400]   [music playing]
[00:22:50.400 --> 00:22:53.400]   [chatter]
[00:22:53.400 --> 00:22:56.400]   [music playing]
[00:22:56.400 --> 00:22:59.400]   [chatter]
[00:22:59.400 --> 00:23:02.400]   [music playing]
[00:23:02.400 --> 00:23:05.400]   [chatter]
[00:23:05.400 --> 00:23:08.400]   [music playing]
[00:23:08.400 --> 00:23:11.400]   [chatter]
[00:23:11.400 --> 00:23:14.400]   [music playing]
[00:23:14.400 --> 00:23:17.400]   [chatter]
[00:23:17.400 --> 00:23:20.400]   [music playing]
[00:23:20.400 --> 00:23:23.400]   [chatter]
[00:23:23.400 --> 00:23:26.400]   [music playing]
[00:23:26.400 --> 00:23:29.400]   [chatter]
[00:23:29.400 --> 00:23:32.400]   [music playing]
[00:23:32.400 --> 00:23:35.400]   [chatter]
[00:23:35.400 --> 00:23:38.400]   [music playing]
[00:23:38.400 --> 00:23:41.400]   [chatter]
[00:23:41.400 --> 00:23:44.400]   [music playing]
[00:23:44.400 --> 00:23:47.400]   [chatter]
[00:23:47.400 --> 00:23:50.400]   [music playing]
[00:23:50.400 --> 00:23:53.400]   [chatter]
[00:23:53.400 --> 00:23:56.400]   [music playing]
[00:23:56.400 --> 00:23:59.400]   [chatter]
[00:23:59.400 --> 00:24:02.400]   [music playing]
[00:24:02.400 --> 00:24:05.400]   [chatter]
[00:24:05.400 --> 00:24:08.400]   [music playing]
[00:24:08.400 --> 00:24:11.400]   [chatter]
[00:24:11.400 --> 00:24:14.400]   [music playing]
[00:24:14.400 --> 00:24:17.400]   [chatter]
[00:24:17.400 --> 00:24:20.400]   [music playing]
[00:24:20.400 --> 00:24:23.400]   [chatter]
[00:24:23.400 --> 00:24:26.400]   [music playing]
[00:24:26.400 --> 00:24:29.400]   [chatter]
[00:24:29.400 --> 00:24:32.400]   [music playing]
[00:24:32.400 --> 00:24:35.400]   [chatter]
[00:24:35.400 --> 00:24:38.400]   [music playing]
[00:24:38.400 --> 00:24:41.400]   [chatter]
[00:24:41.400 --> 00:24:44.400]   [music playing]
[00:24:44.400 --> 00:24:47.400]   [chatter]
[00:24:47.400 --> 00:24:50.400]   [music playing]
[00:24:50.400 --> 00:24:53.400]   [chatter]
[00:24:53.400 --> 00:24:56.400]   [music playing]
[00:24:56.400 --> 00:24:59.400]   [chatter]
[00:24:59.400 --> 00:25:02.400]   [music playing]
[00:25:02.400 --> 00:25:05.400]   [chatter]
[00:25:05.400 --> 00:25:08.400]   [music playing]
[00:25:08.400 --> 00:25:11.400]   [chatter]
[00:25:11.400 --> 00:25:14.400]   [music playing]
[00:25:14.400 --> 00:25:17.400]   [chatter]
[00:25:17.400 --> 00:25:20.400]   [music playing]
[00:25:20.400 --> 00:25:23.400]   [chatter]
[00:25:23.400 --> 00:25:26.400]   [music playing]
[00:25:26.400 --> 00:25:29.400]   [chatter]
[00:25:29.400 --> 00:25:32.400]   [music playing]
[00:25:32.400 --> 00:25:35.400]   [chatter]
[00:25:35.400 --> 00:25:38.400]   [music playing]
[00:25:38.400 --> 00:25:41.400]   [chatter]
[00:25:41.400 --> 00:25:44.400]   [music playing]
[00:25:44.400 --> 00:25:47.400]   [chatter]
[00:25:47.400 --> 00:25:50.400]   [music playing]
[00:25:50.400 --> 00:25:53.400]   [chatter]
[00:25:53.400 --> 00:25:56.400]   [music playing]
[00:25:56.400 --> 00:25:59.400]   [chatter]
[00:25:59.400 --> 00:26:02.400]   [music playing]
[00:26:02.400 --> 00:26:05.400]   [chatter]
[00:26:05.400 --> 00:26:08.400]   [music playing]
[00:26:08.400 --> 00:26:11.400]   [chatter]
[00:26:11.400 --> 00:26:14.400]   [music playing]
[00:26:14.400 --> 00:26:17.400]   [chatter]
[00:26:17.400 --> 00:26:20.400]   [music playing]
[00:26:20.400 --> 00:26:23.400]   [chatter]
[00:26:23.400 --> 00:26:26.400]   [music playing]
[00:26:26.400 --> 00:26:29.400]   [chatter]
[00:26:29.400 --> 00:26:32.400]   [music playing]
[00:26:32.400 --> 00:26:35.400]   [chatter]
[00:26:35.400 --> 00:26:38.400]   [music playing]
[00:26:38.400 --> 00:26:41.400]   [chatter]
[00:26:41.400 --> 00:26:44.400]   [music playing]
[00:26:44.400 --> 00:26:47.400]   [chatter]
[00:26:47.400 --> 00:26:50.400]   [music playing]
[00:26:50.400 --> 00:26:53.400]   [chatter]
[00:26:53.400 --> 00:26:56.400]   [music playing]
[00:26:56.400 --> 00:26:59.400]   [chatter]
[00:26:59.400 --> 00:27:02.400]   [music playing]
[00:27:02.400 --> 00:27:05.400]   [chatter]
[00:27:05.400 --> 00:27:08.400]   [music playing]
[00:27:08.400 --> 00:27:11.400]   [chatter]
[00:27:11.400 --> 00:27:14.400]   [music playing]
[00:27:14.400 --> 00:27:17.400]   [chatter]
[00:27:17.400 --> 00:27:20.400]   [music playing]
[00:27:20.400 --> 00:27:23.400]   [chatter]
[00:27:23.400 --> 00:27:26.400]   [music playing]
[00:27:26.400 --> 00:27:29.400]   [chatter]
[00:27:29.400 --> 00:27:32.400]   [music playing]
[00:27:32.400 --> 00:27:35.400]   [chatter]
[00:27:35.400 --> 00:27:38.400]   [music playing]
[00:27:38.400 --> 00:27:41.400]   [chatter]
[00:27:41.400 --> 00:27:44.400]   [music playing]
[00:27:44.400 --> 00:27:47.400]   [chatter]
[00:27:47.400 --> 00:27:50.400]   [music playing]
[00:27:50.400 --> 00:27:53.400]   [chatter]
[00:27:53.400 --> 00:27:56.400]   [music playing]
[00:27:56.400 --> 00:27:59.400]   [chatter]
[00:27:59.400 --> 00:28:02.400]   [music playing]
[00:28:02.400 --> 00:28:05.400]   [chatter]
[00:28:05.400 --> 00:28:08.400]   [music playing]
[00:28:08.400 --> 00:28:11.400]   [chatter]
[00:28:11.400 --> 00:28:14.400]   [music playing]
[00:28:14.400 --> 00:28:17.400]   [chatter]
[00:28:17.400 --> 00:28:20.400]   [music playing]
[00:28:20.400 --> 00:28:23.400]   [chatter]
[00:28:23.400 --> 00:28:26.400]   [music playing]
[00:28:26.400 --> 00:28:29.400]   [chatter]
[00:28:29.400 --> 00:28:32.400]   [music playing]
[00:28:32.400 --> 00:28:35.400]   [chatter]
[00:28:35.400 --> 00:28:38.400]   [music playing]
[00:28:38.400 --> 00:28:41.400]   [chatter]
[00:28:41.400 --> 00:28:44.400]   [music playing]
[00:28:44.400 --> 00:28:47.400]   [chatter]
[00:28:47.400 --> 00:28:50.400]   [music playing]
[00:28:50.400 --> 00:28:53.400]   [chatter]
[00:28:53.400 --> 00:28:56.400]   [music playing]
[00:28:56.400 --> 00:28:59.400]   [chatter]
[00:28:59.400 --> 00:29:02.400]   [music playing]
[00:29:02.400 --> 00:29:05.400]   [chatter]
[00:29:05.400 --> 00:29:08.400]   [music playing]
[00:29:08.400 --> 00:29:11.400]   [chatter]
[00:29:11.400 --> 00:29:14.400]   [music playing]
[00:29:14.400 --> 00:29:17.400]   [chatter]
[00:29:17.400 --> 00:29:20.400]   [music playing]
[00:29:20.400 --> 00:29:23.400]   [chatter]
[00:29:23.400 --> 00:29:26.400]   [music playing]
[00:29:26.400 --> 00:29:29.400]   [chatter]
[00:29:29.400 --> 00:29:32.400]   [music playing]
[00:29:32.400 --> 00:29:35.400]   [chatter]
[00:29:35.400 --> 00:29:38.400]   [music playing]
[00:29:38.400 --> 00:29:41.400]   [chatter]
[00:29:41.400 --> 00:29:44.400]   [music playing]
[00:29:44.400 --> 00:29:47.400]   [chatter]
[00:29:47.400 --> 00:29:50.400]   [music playing]
[00:29:50.400 --> 00:29:53.400]   [chatter]
[00:29:53.400 --> 00:29:56.400]   [music playing]
[00:29:56.400 --> 00:29:59.400]   [chatter]
[00:29:59.400 --> 00:30:02.400]   [music playing]
[00:30:02.400 --> 00:30:05.400]   [chatter]
[00:30:05.400 --> 00:30:08.400]   [music playing]
[00:30:08.400 --> 00:30:11.400]   [chatter]
[00:30:11.400 --> 00:30:14.400]   [music playing]
[00:30:14.400 --> 00:30:17.400]   [chatter]
[00:30:17.400 --> 00:30:20.400]   [music playing]
[00:30:20.400 --> 00:30:23.400]   [chatter]
[00:30:23.400 --> 00:30:26.400]   [music playing]
[00:30:26.400 --> 00:30:29.400]   [chatter]
[00:30:29.400 --> 00:30:32.400]   [music playing]
[00:30:32.400 --> 00:30:35.400]   [chatter]
[00:30:35.400 --> 00:30:38.400]   [music playing]
[00:30:38.400 --> 00:30:41.400]   [chatter]
[00:30:41.400 --> 00:30:44.400]   [music playing]
[00:30:44.400 --> 00:30:47.400]   [chatter]
[00:30:47.400 --> 00:30:50.400]   [music playing]
[00:30:50.400 --> 00:30:53.400]   [chatter]
[00:30:53.400 --> 00:30:56.400]   [music playing]
[00:30:56.400 --> 00:30:59.400]   [chatter]
[00:30:59.400 --> 00:31:02.400]   [music playing]
[00:31:02.400 --> 00:31:05.400]   [chatter]
[00:31:05.400 --> 00:31:08.400]   [music playing]
[00:31:08.400 --> 00:31:11.400]   [chatter]
[00:31:11.400 --> 00:31:14.400]   [music playing]
[00:31:14.400 --> 00:31:17.400]   [chatter]
[00:31:17.400 --> 00:31:20.400]   [music playing]
[00:31:20.400 --> 00:31:23.400]   [chatter]
[00:31:23.400 --> 00:31:26.400]   [music playing]
[00:31:26.400 --> 00:31:29.400]   [chatter]
[00:31:29.400 --> 00:31:32.400]   [music playing]
[00:31:32.400 --> 00:31:35.400]   [chatter]
[00:31:35.400 --> 00:31:38.400]   [music playing]
[00:31:38.400 --> 00:31:41.400]   [chatter]
[00:31:41.400 --> 00:31:44.400]   [music playing]
[00:31:44.400 --> 00:31:47.400]   [chatter]
[00:31:47.400 --> 00:31:50.400]   [music playing]
[00:31:50.400 --> 00:31:53.400]   [chatter]
