
[00:00:00.000 --> 00:00:04.380]   Good morning.
[00:04:16.920 --> 00:04:21.240]   random things that happen, and just kind of telling us this is what happened.
[00:04:21.240 --> 00:04:26.340]   So whenever we study the Bible, you know, we're doing inductive study of 1 Thessalonians,
[00:04:26.340 --> 00:04:31.480]   one of the key things that we have to constantly ask is, how does this fit into the context?
[00:04:31.480 --> 00:04:37.160]   Not only the context of the immediate text of the letter of the Old Covenant and New
[00:04:37.160 --> 00:04:43.080]   Covenant, but in his redemptive, in the meta-narrative of the Bible, in the redemptive history, where
[00:04:43.080 --> 00:04:44.360]   does this fit?
[00:04:44.360 --> 00:04:45.920]   Why is this story here?
[00:04:45.920 --> 00:04:51.680]   Other than to just tell us that Adam and Eve had children and they ended up, you know,
[00:04:51.680 --> 00:04:53.640]   the first one ended up murdering.
[00:04:53.640 --> 00:05:00.960]   Well, we're going to see here what he says here is really foundational to our faith.
[00:05:00.960 --> 00:05:07.600]   What he says in this one verse really sets the table of how we understand the rest of
[00:05:07.600 --> 00:05:09.420]   redemptive history.
[00:05:09.420 --> 00:05:12.640]   And so hopefully we will be able to unpack that together this morning.
[00:05:12.640 --> 00:05:18.200]   So I want to look at verse 4 again, just verse 4, and then we're going to deal with two things
[00:05:18.200 --> 00:05:20.040]   that he says here this morning.
[00:05:20.040 --> 00:05:25.160]   Verse 4, "By faith Abel offered to God a better sacrifice than Cain."
[00:05:25.160 --> 00:05:26.920]   So that's the first point we're going to look at.
[00:05:26.920 --> 00:05:28.940]   It was a better sacrifice.
[00:05:28.940 --> 00:05:30.760]   What made this a better sacrifice?
[00:05:30.760 --> 00:05:36.520]   And then 2, "Through which he obtained the testimony that he was righteous."
[00:05:36.520 --> 00:05:40.480]   Through the better sacrifice, Abel became righteous.
[00:05:40.480 --> 00:05:46.720]   God testifying about his gift and through faith, though he is dead, he still speaks.
[00:05:46.720 --> 00:05:48.960]   What is it about his testimony?
[00:05:48.960 --> 00:05:53.340]   What is it about him becoming righteous that is still speaking to us today?
[00:05:53.340 --> 00:05:55.120]   So that's the second part we're going to be looking at.
[00:05:55.120 --> 00:05:57.280]   Okay, so let's look at the first part.
[00:05:57.280 --> 00:06:00.880]   He says, "Abel offered a better sacrifice."
[00:06:00.880 --> 00:06:05.520]   So in order for us to better understand what is going on here, it's good for us to understand
[00:06:05.520 --> 00:06:07.040]   what is a sacrifice.
[00:06:07.040 --> 00:06:11.200]   Another way of saying a sacrifice is an offering, right?
[00:06:11.200 --> 00:06:14.080]   Now, in our modern-day worship, we don't use the word sacrifice.
[00:06:14.080 --> 00:06:18.080]   Typically, when we say sacrifice, we're talking about giving up something that is valuable
[00:06:18.080 --> 00:06:19.080]   to us.
[00:06:19.080 --> 00:06:24.320]   But here, in the context of sacrifice, it's talking about offering.
[00:06:24.320 --> 00:06:29.120]   An offering is what is given in the context of worship.
[00:06:29.120 --> 00:06:36.480]   So another way to say this is God looked at the offering that Abel gave and he says, "Abel's
[00:06:36.480 --> 00:06:38.960]   offering was a better offering."
[00:06:38.960 --> 00:06:42.960]   "Abel's offering was a better offering."
[00:06:42.960 --> 00:06:48.880]   So what is laid here basically is telling us, through the story of Cain and Abel, what
[00:06:48.880 --> 00:06:53.280]   worship is acceptable and what worship is not acceptable.
[00:06:53.280 --> 00:06:58.640]   And the reason why this is so foundational, the Bible says that we are created for the
[00:06:58.640 --> 00:07:01.520]   purpose of worship.
[00:07:01.520 --> 00:07:09.080]   So if our central identity, central identity, is not what nationality, what language you
[00:07:09.080 --> 00:07:13.160]   speak or your economic status, right?
[00:07:13.160 --> 00:07:16.920]   Our first identity was as a worshiper.
[00:07:16.920 --> 00:07:21.200]   God says he created us in his image, to bear his image.
[00:07:21.200 --> 00:07:25.760]   In other words, we were to reflect his glory.
[00:07:25.760 --> 00:07:31.040]   And so when he says to Adam and Eve that this is acceptable worship, this is not acceptable
[00:07:31.040 --> 00:07:36.320]   worship, he's laying the foundation for sinners to be able to come to him.
[00:07:36.320 --> 00:07:39.360]   Again, this is why this is so important.
[00:07:39.360 --> 00:07:43.840]   Worship is at the core of who we are.
[00:07:43.840 --> 00:07:47.960]   Now in order to better understand what worship is, again I'm going to use the analogy of
[00:07:47.960 --> 00:07:49.600]   sports, right?
[00:07:49.600 --> 00:07:54.240]   If you are a casual fan, let's say if you're, I would say I'm not a fanatic, I would say
[00:07:54.240 --> 00:07:55.240]   I'm a fan.
[00:07:55.240 --> 00:07:59.600]   You know, I enjoy watching Lakers, but I don't, my car is not purple and gold, I don't have
[00:07:59.600 --> 00:08:03.840]   purple and gold underwear, I don't have purple and gold socks, you know, and you see some
[00:08:03.840 --> 00:08:08.640]   fanatics when you go to the arena, I mean they are fanatics, they'll paint their face,
[00:08:08.640 --> 00:08:13.080]   you know, they'll take off their shirt, they'll have their favorite, you know, favorite player's
[00:08:13.080 --> 00:08:16.520]   number printed on their chest, there's no shame, right?
[00:08:16.520 --> 00:08:20.920]   And we would say they're not just fans, they're not just casual fans, they are fanatics.
[00:08:20.920 --> 00:08:24.120]   If you go into their room, their room is painted purple and gold, right?
[00:08:24.120 --> 00:08:29.160]   And they know the shoe sizes of every player, they know when they got married, how many
[00:08:29.160 --> 00:08:33.400]   children they have and their stats, and they know everything, right?
[00:08:33.400 --> 00:08:38.440]   So a fan is somebody who just casually enjoys it from a distance, and if they happen to
[00:08:38.440 --> 00:08:42.920]   be in championship, we get kind of get on board and we find excitement in that, but
[00:08:42.920 --> 00:08:49.480]   a fanatic is day and night, 24/7, that's what he does.
[00:08:49.480 --> 00:08:54.880]   So the difference between a fan and a fanatic, a fanatic, that's his primary thing that brings
[00:08:54.880 --> 00:08:58.080]   him the greatest joy.
[00:08:58.080 --> 00:09:01.360]   That's it, that's what brings him the greatest joy.
[00:09:01.360 --> 00:09:05.760]   He's willing to become a fool, he's willing to spend a lot of money.
[00:09:05.760 --> 00:09:13.520]   In fact, most fanatics, their friends will actually tell them to calm down, right?
[00:09:13.520 --> 00:09:17.720]   Most fans are like, yeah, you know, we're going to get together and watch, you know,
[00:09:17.720 --> 00:09:22.240]   watch basketball together, but if you're a fanatic, you probably have some friends that
[00:09:22.240 --> 00:09:26.520]   are concerned about you, you know, you're spending too much money, you're, too much
[00:09:26.520 --> 00:09:29.920]   time, too much energy in that.
[00:09:29.920 --> 00:09:39.000]   See, in the context of worship, God did not call us to be fans.
[00:09:39.000 --> 00:09:44.800]   He called us to be fanatics, because the Bible says, what is the greatest commandment?
[00:09:44.800 --> 00:09:50.920]   To love the Lord your God with all your heart, soul, mind, and strength.
[00:09:50.920 --> 00:09:56.120]   He says what God is looking for, people are going to worship him in spirit and in truth.
[00:09:56.120 --> 00:10:01.080]   He said, you will seek me and find me if you seek for me with what?
[00:10:01.080 --> 00:10:05.120]   With all your heart.
[00:10:05.120 --> 00:10:10.120]   God is commanding us to be fanatics of who he is.
[00:10:10.120 --> 00:10:13.580]   Now when we look at that, because typically when we think of a fanatic, we think about
[00:10:13.580 --> 00:10:16.280]   somebody who went too far.
[00:10:16.280 --> 00:10:23.920]   But the reason why he commands and desires fanatics of who he is, is because he is the
[00:10:23.920 --> 00:10:26.440]   author of life.
[00:10:26.440 --> 00:10:31.720]   And the moment that we are separated from him, there we find death.
[00:10:31.720 --> 00:10:36.480]   So the only way that we can truly experience true life is to reconnect with the author
[00:10:36.480 --> 00:10:38.540]   of life.
[00:10:38.540 --> 00:10:43.880]   So his commandment, to love him with all our heart, soul, mind, and strength, is really
[00:10:43.880 --> 00:10:49.160]   for our benefit, because that's what he created us for.
[00:10:49.160 --> 00:10:54.880]   In the church, it doesn't take much to make fans.
[00:10:54.880 --> 00:11:00.880]   If we have enough people your age, with similar interests, if there's nice people on our welcome
[00:11:00.880 --> 00:11:05.760]   team, if the leaders aren't too boring, and they have an embezzled money, and it's like,
[00:11:05.760 --> 00:11:09.360]   "Ah, we can follow that," and they're somewhat interesting, it doesn't take a lot to make
[00:11:09.360 --> 00:11:12.160]   fans of people.
[00:11:12.160 --> 00:11:17.440]   But a fanatic is not something that you can create, unless that person really finds the
[00:11:17.440 --> 00:11:20.400]   greatest joy in this.
[00:11:20.400 --> 00:11:26.720]   Only an individual who has genuinely encountered this God will become a fanatic.
[00:11:26.720 --> 00:11:33.180]   And that's the struggle that we have in our generation, because there seems to be no distinction
[00:11:33.180 --> 00:11:34.680]   between a fan and a fanatic.
[00:11:34.680 --> 00:11:38.960]   In fact, every once in a while, there is somebody maybe who takes it too far and says, "You
[00:11:38.960 --> 00:11:41.180]   should go into ministry.
[00:11:41.180 --> 00:11:45.640]   You should become a missionary, because you're not like the rest of us."
[00:11:45.640 --> 00:11:49.920]   Without realizing that that person may be doing exactly what God has called all of us
[00:11:49.920 --> 00:11:54.680]   to do.
[00:11:54.680 --> 00:11:57.620]   You can become a fanatic of pretty much anything.
[00:11:57.620 --> 00:12:03.280]   If you are a fanatic of making money, you are willing to do whatever it takes to make
[00:12:03.280 --> 00:12:04.280]   money.
[00:12:04.280 --> 00:12:09.460]   If you're a fanatic of friendship, if you're a fanatic of prestige, if that's where you
[00:12:09.460 --> 00:12:13.040]   find your greatest joy and greatest life, you're willing to sacrifice anything.
[00:12:13.040 --> 00:12:16.720]   You're willing to become a fool.
[00:12:16.720 --> 00:12:20.400]   Years ago, when we first started going out to India, and I remember the very first year
[00:12:20.400 --> 00:12:23.920]   we went, even our missionary friends were telling us, "Don't go there, because there's
[00:12:23.920 --> 00:12:25.720]   not a lot of support out there."
[00:12:25.720 --> 00:12:30.280]   And there's a few of us that went there that first year, and we literally went into the
[00:12:30.280 --> 00:12:31.280]   boonies.
[00:12:31.280 --> 00:12:35.400]   We got off in Bangalore, and we took five hours to drive out to Bellary, and then from
[00:12:35.400 --> 00:12:40.040]   Bellary, we had at least about two hours to drive to the village, and it really felt like
[00:12:40.040 --> 00:12:41.040]   the boonies.
[00:12:41.040 --> 00:12:45.840]   I would say about a third of the road was paved, and the other two thirds was like dirt
[00:12:45.840 --> 00:12:46.840]   road.
[00:12:46.840 --> 00:12:50.840]   And we were going hours and hours into the countryside, and we were thinking, "Man,
[00:12:50.840 --> 00:12:53.880]   if anything happens here, we would be completely lost."
[00:12:53.880 --> 00:12:57.400]   Well, once we got there, obviously, we're the only foreigners.
[00:12:57.400 --> 00:13:02.080]   You don't see anything familiar there, and typically, whenever you travel, the first
[00:13:02.080 --> 00:13:06.240]   thing that you look for is either McDonald's or Starbucks, because there's some familiarity,
[00:13:06.240 --> 00:13:09.000]   or at least some English, something that you're familiar with.
[00:13:09.000 --> 00:13:12.080]   First year we went there, we saw nothing.
[00:13:12.080 --> 00:13:16.520]   But as the years went by, we started seeing the roads being paved.
[00:13:16.520 --> 00:13:22.400]   In fact, now, I would say more than two thirds, maybe about 90% of the road has been paved.
[00:13:22.400 --> 00:13:26.280]   And now, the same hotel that we go to, we will see foreigners hanging out there.
[00:13:26.280 --> 00:13:31.700]   So the first time I saw a foreigner like us, my initial thought was, "The only reason why
[00:13:31.700 --> 00:13:36.280]   anybody would be out here is the same reason we're here, is to share the gospel."
[00:13:36.280 --> 00:13:41.120]   But we realized that through the years that India is starting to rise in their economy,
[00:13:41.120 --> 00:13:43.920]   so the more and more business people are coming into that area.
[00:13:43.920 --> 00:13:45.240]   It's a mining town.
[00:13:45.240 --> 00:13:48.720]   Hyundai came in and set up a huge factory out there, and that's part of the reason why
[00:13:48.720 --> 00:13:50.440]   the roads got paved.
[00:13:50.440 --> 00:13:56.520]   But I can imagine the first group of people who came out there to make money, they had
[00:13:56.520 --> 00:13:57.840]   to do the same thing we did.
[00:13:57.840 --> 00:14:01.360]   They had to come to a foreign place that they weren't familiar with, eat foods that they
[00:14:01.360 --> 00:14:07.320]   weren't familiar with, leave their family behind for a period to establish all that.
[00:14:07.320 --> 00:14:12.200]   Now it's becoming more and more foreigner-friendly, but there were people who came out there and
[00:14:12.200 --> 00:14:18.800]   did the same thing that we did, all for the purpose of making money.
[00:14:18.800 --> 00:14:23.360]   People all over the world will sacrifice, leave their families behind, sometimes even
[00:14:23.360 --> 00:14:28.180]   ruin their marriages because they are fanatics of money.
[00:14:28.180 --> 00:14:34.720]   And in a place like that, I can only say, either you are a fan of money or you're a
[00:14:34.720 --> 00:14:35.720]   fanatic of God.
[00:14:35.720 --> 00:14:41.360]   That would bring somebody out to a place like that permanently, although we're only there
[00:14:41.360 --> 00:14:43.600]   for a short period of time.
[00:14:43.600 --> 00:14:50.680]   See, God knows that if we are not a fanatic of God, most likely we are a fanatic of something
[00:14:50.680 --> 00:14:52.440]   else.
[00:14:52.440 --> 00:14:55.240]   Because God created us for the purpose of worship.
[00:14:55.240 --> 00:14:59.980]   You and I gain the greatest satisfaction in life when we live according to the way He
[00:14:59.980 --> 00:15:02.120]   created us.
[00:15:02.120 --> 00:15:07.360]   So when we are not finding the satisfaction in life in Christ, and we are just casual
[00:15:07.360 --> 00:15:12.300]   fans, we are most likely fanatics of something else.
[00:15:12.300 --> 00:15:18.140]   You either watching Korean drama, K-pop, I don't know what it is, maybe going to new
[00:15:18.140 --> 00:15:23.120]   places or finding friends or community, whatever it might be, buying new things, whatever it
[00:15:23.120 --> 00:15:24.420]   might be.
[00:15:24.420 --> 00:15:31.260]   If we are not, if we don't find life in being a fanatic of Christ, whether you are aware
[00:15:31.260 --> 00:15:34.980]   or not aware of it, most likely you are a fanatic of something else.
[00:15:34.980 --> 00:15:42.020]   Fanatic of security, fanatic of success, fanatic of money, fanatic of reputation, whatever
[00:15:42.020 --> 00:15:43.020]   that may be.
[00:15:43.020 --> 00:15:50.040]   That you are willing to sacrifice, possibly cheat and lie in order to either hold on to
[00:15:50.040 --> 00:15:53.860]   it or to attain it.
[00:15:53.860 --> 00:15:59.620]   See what God is saying here about Abel's offering is really a statement not only about
[00:15:59.620 --> 00:16:03.780]   Abel, but He is distinguishing between a worship that will lead to life and a worship that
[00:16:03.780 --> 00:16:05.460]   will lead to death.
[00:16:05.460 --> 00:16:09.660]   See the background behind this, just so that we better understand what's going on here,
[00:16:09.660 --> 00:16:12.380]   in Genesis 4, 4-5 it describes Abel's offering.
[00:16:12.380 --> 00:16:17.820]   It says, "Abel on his part also brought of the firstlings of his flock and of their fat
[00:16:17.820 --> 00:16:18.820]   portions."
[00:16:18.820 --> 00:16:20.700]   Let me stop right there.
[00:16:20.700 --> 00:16:22.420]   That's verse 4.
[00:16:22.420 --> 00:16:26.140]   And then verse 3, it describes Cain's offering.
[00:16:26.140 --> 00:16:31.740]   So it came about in the course of time that Cain brought an offering to the Lord of fruit
[00:16:31.740 --> 00:16:32.740]   of the ground.
[00:16:32.740 --> 00:16:38.260]   I don't know if we can put the two verses together simultaneously, but if you notice
[00:16:38.260 --> 00:16:45.620]   the difference between the sacrifice that is given by Abel, he says on his part he brought
[00:16:45.620 --> 00:16:46.620]   a firstling.
[00:16:46.620 --> 00:16:53.980]   Firstling, meaning the very first, right, of whatever it is that he had, of the flock.
[00:16:53.980 --> 00:16:56.500]   And then it is the fat portion.
[00:16:56.500 --> 00:17:03.820]   So in those three descriptions, it's describing Abel's offering as the best of the flock and
[00:17:03.820 --> 00:17:08.440]   even of that, the most precious part of that animal.
[00:17:08.440 --> 00:17:12.880]   But of Cain's, look what it says, "It came about in the course of time that Cain brought
[00:17:12.880 --> 00:17:14.760]   an offering."
[00:17:14.760 --> 00:17:18.780]   Not a first offering, not the best offering, it just says, "An offering to the Lord of
[00:17:18.780 --> 00:17:21.900]   the fruit of the ground."
[00:17:21.900 --> 00:17:25.900]   When you read that casually, just kind of reading through the Bible, you may not catch
[00:17:25.900 --> 00:17:26.900]   that.
[00:17:26.900 --> 00:17:31.660]   But when we slow down and ask the question, "What made Abel's offering acceptable and
[00:17:31.660 --> 00:17:38.160]   what made Cain's offering unacceptable?" is the distinction between giving the best versus
[00:17:38.160 --> 00:17:39.660]   just giving.
[00:17:39.660 --> 00:17:43.140]   A fan versus a fanatic.
[00:17:43.140 --> 00:17:46.020]   Giving gave out of convenience.
[00:17:46.020 --> 00:17:48.340]   This is what he did for a living.
[00:17:48.340 --> 00:17:51.740]   So God required it, so I'm just going to give it to him.
[00:17:51.740 --> 00:17:56.740]   Where Abel also gave of the flock, and he was a herder, but he gave what was best.
[00:17:56.740 --> 00:18:00.220]   And even of the portion, he didn't keep the best portion to himself, but the fattest portion
[00:18:00.220 --> 00:18:02.200]   he offered it to God.
[00:18:02.200 --> 00:18:06.860]   And it is in that, that by at least the initial distinction is between their attitude and
[00:18:06.860 --> 00:18:10.140]   the way that they gave.
[00:18:10.140 --> 00:18:16.260]   It says in Isaiah 29 verse 13, "God has been saying this to the nation of Israel over and
[00:18:16.260 --> 00:18:17.260]   over and over again."
[00:18:17.260 --> 00:18:22.740]   It is the reason why they're going into captivity, it was because they kept on giving God defective
[00:18:22.740 --> 00:18:23.740]   worship.
[00:18:23.740 --> 00:18:30.660]   Isaiah 29 verse 13, "Then the Lord said, 'Because this people draw near with their words and
[00:18:30.660 --> 00:18:35.980]   honor me with their lip service, but they remove their hearts far from me, and their
[00:18:35.980 --> 00:18:40.260]   reverence for me consists of traditions learned by rote.'"
[00:18:40.260 --> 00:18:41.260]   Meaning habit.
[00:18:41.260 --> 00:18:44.500]   You just did it because it's Sunday.
[00:18:44.500 --> 00:18:48.660]   How often times do we come to worship simply because it's Sunday?
[00:18:48.660 --> 00:18:53.100]   How often do we come saying, "I'm going to worship God," or "I'm going to attend the
[00:18:53.100 --> 00:18:54.620]   worship."
[00:18:54.620 --> 00:18:56.540]   There is a difference between the two.
[00:18:56.540 --> 00:19:01.860]   See, we can attend worship by just getting up, being clothed, and coming and sitting,
[00:19:01.860 --> 00:19:05.660]   and then when the worship starts, you sit, and when the worship ends, you go home, and
[00:19:05.660 --> 00:19:08.700]   you say, "You attended worship."
[00:19:08.700 --> 00:19:13.700]   But there's a difference between attending worship and actually worshiping God.
[00:19:13.700 --> 00:19:16.820]   There's a huge difference between a fan and a fanatic.
[00:19:16.820 --> 00:19:24.220]   A fan may come on board when it's exciting, but when it's not exciting, you can't tell.
[00:19:24.220 --> 00:19:28.580]   Jesus says the same thing in the book of Matthew chapter 15, 8 through 9, "This people honors
[00:19:28.580 --> 00:19:33.140]   me with their lips, but their heart is far away from me.
[00:19:33.140 --> 00:19:37.300]   But in vain do they worship me, teaching as doctrines the precepts of men.
[00:19:37.300 --> 00:19:41.100]   All they're doing is following rules."
[00:19:41.100 --> 00:19:42.100]   Rules that men made up.
[00:19:42.100 --> 00:19:46.220]   So, you know, our order of worship, we made it up.
[00:19:46.220 --> 00:19:47.220]   I made it up.
[00:19:47.220 --> 00:19:48.220]   Right?
[00:19:48.220 --> 00:19:49.420]   What do I think is the best way?
[00:19:49.420 --> 00:19:50.540]   You know, should we start first?
[00:19:50.540 --> 00:19:51.540]   Should we do the offering in the middle?
[00:19:51.540 --> 00:19:53.260]   Should we do it at the end?
[00:19:53.260 --> 00:19:55.020]   You know, should we have membership at church?
[00:19:55.020 --> 00:19:56.740]   How should we organize our Bible study?
[00:19:56.740 --> 00:20:01.140]   All of these things are obviously ways for us to get to God, but these are just rules
[00:20:01.140 --> 00:20:02.840]   created by men.
[00:20:02.840 --> 00:20:05.420]   So if you go to another church, there's another set of rules.
[00:20:05.420 --> 00:20:08.100]   If you go to another church, they have another set of rules.
[00:20:08.100 --> 00:20:13.860]   And so he says, "All these people are doing is just following rules and attending worship,
[00:20:13.860 --> 00:20:16.700]   but they're not worshiping me."
[00:20:16.700 --> 00:20:19.320]   And that's a distinction that he's making.
[00:20:19.320 --> 00:20:23.980]   An offering that we give, let's say if you're giving a gift to a friend, right, and you're
[00:20:23.980 --> 00:20:27.540]   giving it to that person and you put some thought into it.
[00:20:27.540 --> 00:20:31.100]   You know, you sacrifice, you save that money, and the offering that you give to that person
[00:20:31.100 --> 00:20:34.300]   or the gift that you give to that person has a lot of meaning behind it because you pour
[00:20:34.300 --> 00:20:36.740]   your heart into it.
[00:20:36.740 --> 00:20:41.580]   I had a friend, and I mentioned this before, who would always carry around precious moment
[00:20:41.580 --> 00:20:43.100]   dolls in his car.
[00:20:43.100 --> 00:20:48.600]   He would always have three or four in his car because he would constantly forget anniversaries
[00:20:48.600 --> 00:20:54.060]   and birthdays, or maybe he said something dumb, you know, to his wife and his wife would
[00:20:54.060 --> 00:20:55.100]   be ticked off.
[00:20:55.100 --> 00:20:56.840]   And so he had an immediate way out.
[00:20:56.840 --> 00:21:00.180]   He would go to the back of his car, take out one of those precious moment dolls, and he
[00:21:00.180 --> 00:21:02.540]   would give it to her, right?
[00:21:02.540 --> 00:21:06.380]   So he figured out a way to appease her wrath.
[00:21:06.380 --> 00:21:08.340]   And that's all he's doing.
[00:21:08.340 --> 00:21:12.500]   He's not loving her, he's not taking care of her, that's self-centered.
[00:21:12.500 --> 00:21:16.380]   I want to eat breakfast tomorrow, and the only way that I'm going to do that is appease
[00:21:16.380 --> 00:21:18.740]   this wrath.
[00:21:18.740 --> 00:21:23.460]   And so he figured out a way, and she's okay, she's not happy with it, and she knew he was
[00:21:23.460 --> 00:21:28.900]   doing that, but he said, "Okay," you know, because she loved the doll so much, right?
[00:21:28.900 --> 00:21:30.460]   But that's not God.
[00:21:30.460 --> 00:21:34.100]   God is not in love with dead animals.
[00:21:34.100 --> 00:21:35.980]   He's not in love with singing.
[00:21:35.980 --> 00:21:41.860]   And he's actually looking for the offering that we bring in our hearts.
[00:21:41.860 --> 00:21:46.860]   And that's why he was constantly telling the nation of Israel that what you are doing is
[00:21:46.860 --> 00:21:47.860]   not worship.
[00:21:47.860 --> 00:21:54.300]   In fact, he actually says that assembly of God's people at the temple was a burden to
[00:21:54.300 --> 00:21:55.300]   him.
[00:21:55.300 --> 00:21:59.500]   He actually says, calls it an evil assembly.
[00:21:59.500 --> 00:22:03.980]   What he's, the distinction that he's making between Abel and Cain's offering is a distinction
[00:22:03.980 --> 00:22:07.060]   between life and death.
[00:22:07.060 --> 00:22:11.180]   You look, you can see what was going on in Cain's heart by the way he responded when
[00:22:11.180 --> 00:22:13.900]   God points that out to him.
[00:22:13.900 --> 00:22:17.220]   In fact, if you look at it carefully, God is actually very gracious to him.
