
[00:00:00.000 --> 00:00:14.000]   Okay, good evening everyone. Let us go and take our seats so that we can get our hearts ready to sing together and get started with Bible study.
[00:06:52.000 --> 00:06:58.000]   Give thanks unto the Holy One.
[00:06:58.000 --> 00:07:06.000]   Give thanks because he's given.
[00:07:06.000 --> 00:07:12.000]   Jesus Christ his son.
[00:07:12.000 --> 00:07:22.000]   And now let the weak say I am strong.
[00:07:22.000 --> 00:07:30.000]   Let the poor say I am rich.
[00:07:30.000 --> 00:07:42.000]   Because of what the Lord has done for us.
[00:07:42.000 --> 00:07:52.000]   Give thanks.
[00:07:52.000 --> 00:07:54.000]   Okay.
[00:07:54.000 --> 00:07:58.000]   So while we're here together, a few announcements for us for this weekend.
[00:07:58.000 --> 00:08:02.000]   So I know there are a good number of you who are pretty new to the church.
[00:08:02.000 --> 00:08:07.000]   If you have time, we want to warmly invite you to a special luncheon.
[00:08:07.000 --> 00:08:11.000]   That's going to happen in the cry room, which is the room adjacent here.
[00:08:11.000 --> 00:08:17.000]   This Sunday, I believe it's going to start around 1245 or 1.
[00:08:17.000 --> 00:08:21.000]   Sorry, I had it pulled up, but I think it's 1245.
[00:08:21.000 --> 00:08:24.000]   Get there, we'll say hi to you, and then lunch will probably start at 1.
[00:08:24.000 --> 00:08:30.000]   But we want to again introduce a lot of maybe like answer some questions,
[00:08:30.000 --> 00:08:32.000]   introduce you to some of the core members, etc.
[00:08:32.000 --> 00:08:33.000]   So please attend that.
[00:08:33.000 --> 00:08:37.000]   But another big announcement is as you guys know, we've been saying it a bunch,
[00:08:37.000 --> 00:08:40.000]   to push the All Church Retreat.
[00:08:40.000 --> 00:08:43.000]   Please make sure you take time to sign up for that.
[00:08:43.000 --> 00:08:49.000]   This Sunday is April 30th, and then starting Monday, if you register after that,
[00:08:49.000 --> 00:08:53.000]   the prices are going to go up $30 per participant.
[00:08:53.000 --> 00:08:56.000]   So make sure you sign up, check your schedules.
[00:08:56.000 --> 00:09:01.000]   If you have questions, please just email me directly, and then that will be squared away.
[00:09:01.000 --> 00:09:06.000]   The other thing I want to highlight is that Men's Ministry is having our next meeting on May 13th.
[00:09:06.000 --> 00:09:09.000]   That's going to be a Saturday from 9 a.m.
[00:09:09.000 --> 00:09:11.000]   So for all the men in the room, please make sure you sign up for that.
[00:09:11.000 --> 00:09:16.000]   It will be a sweet time of learning, fellowship, discussion, and lunch together as well.
[00:09:16.000 --> 00:09:19.000]   Okay, please go ahead and go into your discussions.
[00:09:19.000 --> 00:09:23.000]   We'll come back at 8 p.m.
[00:09:23.000 --> 00:09:41.000]   [no dialogue]
[00:09:41.000 --> 00:09:51.000]   [no dialogue]
[00:09:51.000 --> 00:10:01.000]   [no dialogue]
[00:10:01.000 --> 00:10:11.000]   [no dialogue]
[00:10:11.000 --> 00:10:21.000]   [no dialogue]
[00:10:21.000 --> 00:10:31.000]   [no dialogue]
[00:10:31.000 --> 00:10:41.000]   [no dialogue]
[00:10:41.000 --> 00:10:51.000]   [no dialogue]
[00:10:51.000 --> 00:11:01.000]   [no dialogue]
[00:11:01.000 --> 00:11:11.000]   [no dialogue]
[00:11:11.000 --> 00:11:21.000]   [no dialogue]
[00:11:21.000 --> 00:11:31.000]   [no dialogue]
[00:11:31.000 --> 00:11:41.000]   [no dialogue]
[00:11:41.000 --> 00:11:51.000]   [no dialogue]
[00:11:51.000 --> 00:12:01.000]   [no dialogue]
[00:12:01.000 --> 00:12:11.000]   [no dialogue]
[00:12:11.000 --> 00:12:21.000]   [no dialogue]
[00:12:21.000 --> 00:12:31.000]   [no dialogue]
[00:12:31.000 --> 00:12:41.000]   [no dialogue]
[00:12:41.000 --> 00:12:51.000]   [no dialogue]
[00:12:51.000 --> 00:13:01.000]   [no dialogue]
[00:13:01.000 --> 00:13:11.000]   [no dialogue]
[00:13:11.000 --> 00:13:21.000]   [no dialogue]
[00:13:21.000 --> 00:13:31.000]   [no dialogue]
[00:13:31.000 --> 00:13:41.000]   [no dialogue]
[00:13:41.000 --> 00:13:51.000]   [no dialogue]
[00:13:51.000 --> 00:14:01.000]   [no dialogue]
[00:14:01.000 --> 00:14:11.000]   [no dialogue]
[00:14:11.000 --> 00:14:21.000]   [no dialogue]
[00:14:21.000 --> 00:14:31.000]   [no dialogue]
[00:14:31.000 --> 00:14:41.000]   [no dialogue]
[00:14:41.000 --> 00:14:51.000]   [no dialogue]
[00:14:51.000 --> 00:15:01.000]   [no dialogue]
[00:15:01.000 --> 00:15:11.000]   [no dialogue]
[00:15:11.000 --> 00:15:21.000]   [no dialogue]
[00:15:21.000 --> 00:15:31.000]   [no dialogue]
[00:15:31.000 --> 00:15:41.000]   [no dialogue]
[00:15:41.000 --> 00:15:51.000]   [no dialogue]
[00:15:51.000 --> 00:16:01.000]   [no dialogue]
[00:16:01.000 --> 00:16:11.000]   [no dialogue]
[00:16:11.000 --> 00:16:21.000]   [no dialogue]
[00:16:21.000 --> 00:16:31.000]   [no dialogue]
[00:16:31.000 --> 00:16:41.000]   [no dialogue]
[00:16:41.000 --> 00:16:51.000]   [no dialogue]
[00:16:51.000 --> 00:17:01.000]   [no dialogue]
[00:17:01.000 --> 00:17:11.000]   [no dialogue]
[00:17:11.000 --> 00:17:21.000]   [no dialogue]
[00:17:21.000 --> 00:17:31.000]   [no dialogue]
[00:17:31.000 --> 00:17:41.000]   [no dialogue]
[00:17:41.000 --> 00:17:51.000]   [no dialogue]
[00:17:51.000 --> 00:18:01.000]   [no dialogue]
[00:18:01.000 --> 00:18:11.000]   [no dialogue]
[00:18:11.000 --> 00:18:21.000]   [no dialogue]
[00:18:21.000 --> 00:18:31.000]   [no dialogue]
[00:18:31.000 --> 00:18:41.000]   [no dialogue]
[00:18:41.000 --> 00:18:51.000]   [no dialogue]
[00:18:51.000 --> 00:19:01.000]   [no dialogue]
[00:19:01.000 --> 00:19:11.000]   [no dialogue]
[00:19:11.000 --> 00:19:21.000]   [no dialogue]
[00:19:21.000 --> 00:19:31.000]   [no dialogue]
[00:19:31.000 --> 00:19:41.000]   [no dialogue]
[00:19:41.000 --> 00:19:51.000]   [no dialogue]
[00:19:51.000 --> 00:20:01.000]   [no dialogue]
[00:20:01.000 --> 00:20:11.000]   [no dialogue]
[00:20:11.000 --> 00:20:21.000]   [no dialogue]
[00:20:21.000 --> 00:20:31.000]   [no dialogue]
[00:20:31.000 --> 00:20:41.000]   [no dialogue]
[00:20:41.000 --> 00:20:51.000]   [no dialogue]
[00:20:51.000 --> 00:21:01.000]   [no dialogue]
[00:21:01.000 --> 00:21:11.000]   [no dialogue]
[00:21:11.000 --> 00:21:21.000]   [no dialogue]
[00:21:21.000 --> 00:21:31.000]   [no dialogue]
[00:21:31.000 --> 00:21:41.000]   [no dialogue]
[00:21:41.000 --> 00:21:51.000]   [no dialogue]
[00:21:51.000 --> 00:22:01.000]   [no dialogue]
[00:22:01.000 --> 00:22:11.000]   [no dialogue]
[00:22:11.000 --> 00:22:21.000]   [no dialogue]
[00:22:21.000 --> 00:22:31.000]   [no dialogue]
[00:22:31.000 --> 00:22:41.000]   [no dialogue]
[00:22:41.000 --> 00:22:51.000]   [no dialogue]
[00:22:51.000 --> 00:23:01.000]   [no dialogue]
[00:23:01.000 --> 00:23:11.000]   [no dialogue]
[00:23:11.000 --> 00:23:21.000]   [no dialogue]
[00:23:21.000 --> 00:23:31.000]   [no dialogue]
[00:23:31.000 --> 00:23:41.000]   [no dialogue]
[00:23:41.000 --> 00:23:51.000]   [no dialogue]
[00:23:51.000 --> 00:24:01.000]   [no dialogue]
[00:24:01.000 --> 00:24:11.000]   [no dialogue]
[00:24:11.000 --> 00:24:21.000]   [no dialogue]
[00:24:21.000 --> 00:24:31.000]   [no dialogue]
[00:24:31.000 --> 00:24:41.000]   [no dialogue]
[00:24:41.000 --> 00:24:51.000]   [no dialogue]
[00:24:51.000 --> 00:25:01.000]   [no dialogue]
[00:25:01.000 --> 00:25:11.000]   [no dialogue]
[00:25:11.000 --> 00:25:21.000]   [no dialogue]
[00:25:21.000 --> 00:25:31.000]   [no dialogue]
[00:25:31.000 --> 00:25:41.000]   [no dialogue]
[00:25:41.000 --> 00:25:51.000]   [no dialogue]
[00:25:51.000 --> 00:26:01.000]   [no dialogue]
[00:26:01.000 --> 00:26:11.000]   [no dialogue]
[00:26:11.000 --> 00:26:21.000]   [no dialogue]
[00:26:21.000 --> 00:26:31.000]   [no dialogue]
[00:26:31.000 --> 00:26:41.000]   [no dialogue]
[00:26:41.000 --> 00:26:51.000]   [no dialogue]
[00:26:51.000 --> 00:27:01.000]   [no dialogue]
[00:27:01.000 --> 00:27:11.000]   [no dialogue]
[00:27:11.000 --> 00:27:21.000]   [no dialogue]
[00:27:21.000 --> 00:27:31.000]   [no dialogue]
[00:27:31.000 --> 00:27:41.000]   [no dialogue]
[00:27:41.000 --> 00:27:51.000]   [no dialogue]
[00:27:51.000 --> 00:28:01.000]   [no dialogue]
[00:28:01.000 --> 00:28:11.000]   [no dialogue]
[00:28:11.000 --> 00:28:21.000]   [no dialogue]
[00:28:21.000 --> 00:28:31.000]   [no dialogue]
[00:28:31.000 --> 00:28:41.000]   [no dialogue]
[00:28:41.000 --> 00:28:51.000]   [no dialogue]
[00:28:51.000 --> 00:29:01.000]   [no dialogue]
[00:29:01.000 --> 00:29:11.000]   [no dialogue]
[00:29:11.000 --> 00:29:21.000]   [no dialogue]
[00:29:21.000 --> 00:29:31.000]   [no dialogue]
[00:29:31.000 --> 00:29:41.000]   [no dialogue]
[00:29:41.000 --> 00:29:51.000]   [no dialogue]
[00:29:51.000 --> 00:30:01.000]   [no dialogue]
[00:30:01.000 --> 00:30:11.000]   [no dialogue]
[00:30:11.000 --> 00:30:21.000]   [no dialogue]
[00:30:21.000 --> 00:30:31.000]   [no dialogue]
[00:30:31.000 --> 00:30:41.000]   [no dialogue]
[00:30:41.000 --> 00:30:51.000]   [no dialogue]
[00:30:51.000 --> 00:31:01.000]   [no dialogue]
[00:31:01.000 --> 00:31:11.000]   [no dialogue]
[00:31:11.000 --> 00:31:21.000]   [no dialogue]
[00:31:21.000 --> 00:31:31.000]   [no dialogue]
[00:31:31.000 --> 00:31:41.000]   [no dialogue]
[00:31:41.000 --> 00:31:51.000]   [no dialogue]
[00:31:51.000 --> 00:32:01.000]   [no dialogue]
[00:32:01.000 --> 00:32:11.000]   [no dialogue]
[00:32:11.000 --> 00:32:21.000]   [no dialogue]
[00:32:21.000 --> 00:32:31.000]   [no dialogue]
[00:32:31.000 --> 00:32:41.000]   [no dialogue]
[00:32:41.000 --> 00:32:51.000]   [no dialogue]
[00:32:51.000 --> 00:33:01.000]   [no dialogue]
[00:33:01.000 --> 00:33:11.000]   [no dialogue]
[00:33:11.000 --> 00:33:21.000]   [no dialogue]
[00:33:21.000 --> 00:33:31.000]   [no dialogue]
[00:33:31.000 --> 00:33:41.000]   [no dialogue]
[00:33:41.000 --> 00:33:51.000]   [no dialogue]
[00:33:51.000 --> 00:34:01.000]   [no dialogue]
[00:34:01.000 --> 00:34:11.000]   [no dialogue]
[00:34:11.000 --> 00:34:21.000]   [no dialogue]
[00:34:21.000 --> 00:34:31.000]   [no dialogue]
[00:34:31.000 --> 00:34:41.000]   [no dialogue]
[00:34:41.000 --> 00:34:51.000]   [no dialogue]
[00:34:51.000 --> 00:35:01.000]   [no dialogue]
[00:35:01.000 --> 00:35:11.000]   [no dialogue]
[00:35:11.000 --> 00:35:21.000]   [no dialogue]
[00:35:21.000 --> 00:35:31.000]   [no dialogue]
[00:35:31.000 --> 00:35:41.000]   [no dialogue]
[00:35:41.000 --> 00:35:51.000]   [no dialogue]
[00:35:51.000 --> 00:36:01.000]   [no dialogue]
[00:36:01.000 --> 00:36:11.000]   [no dialogue]
[00:36:11.000 --> 00:36:21.000]   [no dialogue]
[00:36:21.000 --> 00:36:31.000]   [no dialogue]
[00:36:31.000 --> 00:36:41.000]   [no dialogue]
[00:36:41.000 --> 00:36:51.000]   [no dialogue]
[00:36:51.000 --> 00:37:01.000]   [no dialogue]
[00:37:01.000 --> 00:37:11.000]   [no dialogue]
[00:37:11.000 --> 00:37:21.000]   [no dialogue]
[00:37:21.000 --> 00:37:31.000]   [no dialogue]
[00:37:31.000 --> 00:37:41.000]   [no dialogue]
[00:37:41.000 --> 00:37:51.000]   [no dialogue]
[00:37:51.000 --> 00:38:01.000]   [no dialogue]
[00:38:01.000 --> 00:38:11.000]   [no dialogue]
[00:38:11.000 --> 00:38:21.000]   [no dialogue]
[00:38:21.000 --> 00:38:31.000]   [no dialogue]
[00:38:31.000 --> 00:38:41.000]   [no dialogue]
[00:38:41.000 --> 00:38:51.000]   [no dialogue]
[00:38:51.000 --> 00:39:01.000]   [no dialogue]
[00:39:01.000 --> 00:39:11.000]   [no dialogue]
[00:39:11.000 --> 00:39:21.000]   [no dialogue]
[00:39:21.000 --> 00:39:31.000]   [no dialogue]
[00:39:31.000 --> 00:39:41.000]   [no dialogue]
[00:39:41.000 --> 00:39:51.000]   [no dialogue]
[00:39:51.000 --> 00:40:01.000]   [no dialogue]
[00:40:01.000 --> 00:40:11.000]   [no dialogue]
[00:40:11.000 --> 00:40:21.000]   [no dialogue]
[00:40:21.000 --> 00:40:31.000]   [no dialogue]
[00:40:31.000 --> 00:40:41.000]   [no dialogue]
[00:40:41.000 --> 00:40:51.000]   [no dialogue]
[00:40:51.000 --> 00:41:01.000]   [no dialogue]
[00:41:01.000 --> 00:41:11.000]   [no dialogue]
[00:41:11.000 --> 00:41:21.000]   [no dialogue]
[00:41:21.000 --> 00:41:31.000]   [no dialogue]
[00:41:31.000 --> 00:41:41.000]   [no dialogue]
[00:41:41.000 --> 00:41:51.000]   [no dialogue]
[00:41:51.000 --> 00:42:01.000]   [no dialogue]
[00:42:01.000 --> 00:42:11.000]   [no dialogue]
[00:42:11.000 --> 00:42:21.000]   [no dialogue]
[00:42:21.000 --> 00:42:31.000]   [no dialogue]
[00:42:31.000 --> 00:42:41.000]   [no dialogue]
[00:42:41.000 --> 00:42:51.000]   [no dialogue]
[00:42:51.000 --> 00:43:01.000]   [no dialogue]
[00:43:01.000 --> 00:43:11.000]   [no dialogue]
[00:43:11.000 --> 00:43:21.000]   [no dialogue]
[00:43:21.000 --> 00:43:31.000]   [no dialogue]
[00:43:31.000 --> 00:43:41.000]   [no dialogue]
[00:43:41.000 --> 00:43:51.000]   [no dialogue]
[00:43:51.000 --> 00:44:01.000]   [no dialogue]
[00:44:01.000 --> 00:44:11.000]   [no dialogue]
[00:44:11.000 --> 00:44:21.000]   [no dialogue]
[00:44:21.000 --> 00:44:31.000]   [no dialogue]
[00:44:31.000 --> 00:44:41.000]   [no dialogue]
[00:44:41.000 --> 00:44:51.000]   [no dialogue]
[00:44:51.000 --> 00:45:01.000]   [no dialogue]
[00:45:01.000 --> 00:45:11.000]   [no dialogue]
[00:45:11.000 --> 00:45:21.000]   [no dialogue]
[00:45:21.000 --> 00:45:31.000]   [no dialogue]
[00:45:31.000 --> 00:45:41.000]   [no dialogue]
[00:45:41.000 --> 00:45:51.000]   [no dialogue]
[00:45:51.000 --> 00:46:01.000]   [no dialogue]
[00:46:01.000 --> 00:46:11.000]   [no dialogue]
[00:46:11.000 --> 00:46:21.000]   [no dialogue]
[00:46:21.000 --> 00:46:31.000]   [no dialogue]
[00:46:31.000 --> 00:46:41.000]   [no dialogue]
[00:46:41.000 --> 00:46:51.000]   [no dialogue]
[00:46:51.000 --> 00:47:01.000]   [no dialogue]
[00:47:01.000 --> 00:47:11.000]   [no dialogue]
[00:47:11.000 --> 00:47:21.000]   [no dialogue]
[00:47:21.000 --> 00:47:31.000]   [no dialogue]
[00:47:31.000 --> 00:47:41.000]   [no dialogue]
[00:47:41.000 --> 00:47:51.000]   [no dialogue]
[00:47:51.000 --> 00:48:01.000]   [no dialogue]
[00:48:01.000 --> 00:48:11.000]   [no dialogue]
[00:48:11.000 --> 00:48:21.000]   [no dialogue]
[00:48:21.000 --> 00:48:31.000]   [no dialogue]
[00:48:31.000 --> 00:48:41.000]   [no dialogue]
[00:48:41.000 --> 00:48:51.000]   [no dialogue]
[00:48:51.000 --> 00:49:01.000]   [no dialogue]
[00:49:01.000 --> 00:49:11.000]   [no dialogue]
[00:49:11.000 --> 00:49:21.000]   [no dialogue]
[00:49:21.000 --> 00:49:31.000]   [no dialogue]
[00:49:31.000 --> 00:49:41.000]   [no dialogue]
[00:49:41.000 --> 00:49:51.000]   [no dialogue]
[00:49:51.000 --> 00:50:01.000]   [no dialogue]
[00:50:01.000 --> 00:50:11.000]   [no dialogue]
[00:50:11.000 --> 00:50:21.000]   [no dialogue]
[00:50:21.000 --> 00:50:31.000]   [no dialogue]
[00:50:31.000 --> 00:50:41.000]   [no dialogue]
[00:50:41.000 --> 00:50:51.000]   [no dialogue]
[00:50:51.000 --> 00:51:01.000]   [no dialogue]
[00:51:01.000 --> 00:51:11.000]   [no dialogue]
[00:51:11.000 --> 00:51:21.000]   [no dialogue]
[00:51:21.000 --> 00:51:31.000]   [no dialogue]
[00:51:31.000 --> 00:51:41.000]   [no dialogue]
[00:51:41.000 --> 00:51:51.000]   [no dialogue]
[00:51:51.000 --> 00:52:01.000]   [no dialogue]
[00:52:01.000 --> 00:52:11.000]   [no dialogue]
[00:52:11.000 --> 00:52:21.000]   [no dialogue]
[00:52:21.000 --> 00:52:31.000]   [no dialogue]
[00:52:31.000 --> 00:52:41.000]   [no dialogue]
[00:52:41.000 --> 00:52:51.000]   [no dialogue]
[00:52:51.000 --> 00:53:01.000]   [no dialogue]
[00:53:01.000 --> 00:53:11.000]   [no dialogue]
[00:53:11.000 --> 00:53:21.000]   [no dialogue]
[00:53:21.000 --> 00:53:31.000]   [no dialogue]
[00:53:31.000 --> 00:53:41.000]   [no dialogue]
[00:53:41.000 --> 00:53:51.000]   [no dialogue]
[00:53:51.000 --> 00:54:01.000]   [no dialogue]
[00:54:01.000 --> 00:54:11.000]   [no dialogue]
[00:54:11.000 --> 00:54:21.000]   [no dialogue]
[00:54:21.000 --> 00:54:31.000]   [no dialogue]
[00:54:31.000 --> 00:54:41.000]   [no dialogue]
[00:54:41.000 --> 00:54:51.000]   [no dialogue]
[00:54:51.000 --> 00:55:01.000]   [no dialogue]
[00:55:01.000 --> 00:55:11.000]   [no dialogue]
[00:55:11.000 --> 00:55:21.000]   [no dialogue]
[00:55:21.000 --> 00:55:31.000]   [no dialogue]
[00:55:31.000 --> 00:55:41.000]   [no dialogue]
[00:55:41.000 --> 00:55:51.000]   [no dialogue]
[00:55:51.000 --> 00:55:55.000]   [no dialogue]
[00:55:55.000 --> 00:56:03.000]   Okay, could I please ask the people in the room to come on out and once you come,
[00:56:03.000 --> 00:56:09.000]   we'll start our Bible study review of the passage, verse 4 through 6.
[00:56:09.000 --> 00:56:15.000]   So those of you guys in the room, if you guys can make your way and get situated.
[00:56:15.000 --> 00:56:25.000]   [no dialogue]
[00:56:25.000 --> 00:56:35.000]   [no dialogue]
[00:56:35.000 --> 00:56:45.000]   [no dialogue]
[00:56:45.000 --> 00:56:55.000]   [no dialogue]
[00:56:55.000 --> 00:57:05.000]   [no dialogue]
[00:57:05.000 --> 00:57:15.000]   [no dialogue]
[00:57:15.000 --> 00:57:25.000]   [no dialogue]
[00:57:25.000 --> 00:57:31.000]   Alright, let's go before the Lord, ask God to bless us as we review once more this passage,
[00:57:31.000 --> 00:57:39.000]   verse 4 through 6. Let's pray. Heavenly Father, God, taking a look at your word,
[00:57:39.000 --> 00:57:45.000]   we ask questions, we discuss, and then we go over it again.
[00:57:45.000 --> 00:57:51.000]   And our prayer, Lord, is that you would help us to really cling to every single word
[00:57:51.000 --> 00:57:58.000]   that you have given to us. Help us, Father God, not to just know the content of the text,
[00:57:58.000 --> 00:58:04.000]   but truly be convinced. Help us to be convicted. And as always, Lord, as you say,
[00:58:04.000 --> 00:58:10.000]   your word is living and active, and God judges the intentions, the thoughts, and our practices as well.
[00:58:10.000 --> 00:58:16.000]   So would you grow us, mature us in every way according to your word, it's in Christ's name. Amen.
[00:58:16.000 --> 00:58:24.000]   So, last week I gave the overview, and another kind of good way to think about the overview
[00:58:24.000 --> 00:58:30.000]   is you want to do an overview from different angles, and I hope I try to encourage you to do that last time.
[00:58:30.000 --> 00:58:36.000]   You can do an overview from the angle of just Philemon receiving the letter, right?
[00:58:36.000 --> 00:58:43.000]   And then you place yourself in a position where, what if I was asked to give this kind of forgiveness
[00:58:43.000 --> 00:58:49.000]   and acceptance to an individual who has offended me, somebody who is technically beneath me,
[00:58:49.000 --> 00:58:54.000]   has offended me, and yet I'm supposed to give this kind of grace. But another angle is to just see it
[00:58:54.000 --> 00:59:01.000]   from Apostle Paul's lens, where he is the one who is trying to make peace.
[00:59:01.000 --> 00:59:08.000]   He's both making peace between the two individuals, but also in the recipient, Philemon's heart.
[00:59:08.000 --> 00:59:15.000]   And so that's why I use the Matthew passage of "Blessed are the peacemakers," right? The Beatitudes.
[00:59:15.000 --> 00:59:21.000]   They're thinking about how blessed it is to have a heart of love that seeks to bring reconciliation,
[00:59:21.000 --> 00:59:29.000]   even amongst just two individuals who happen to be very, very far in terms of proximity from Apostle Paul.
[00:59:29.000 --> 00:59:35.000]   And so as the letter is Paul's personal and powerful appeal to Philemon,
[00:59:35.000 --> 00:59:42.000]   what we get in this passage, verses four and on, is Paul's just thankful and prayerful heart.
[00:59:42.000 --> 00:59:49.000]   It's very, you know, comes from the lens of ministry. It comes from the lens of one who's shepherding, yes?
[00:59:49.000 --> 00:59:55.000]   And so we kind of want to get our minds in that frame. Let me take a moment to read for us this text.
[00:59:55.000 --> 01:00:02.000]   "I thank my God always, making mention of you in my prayers, because I hear of your love and of the faith
[01:00:02.000 --> 01:00:06.000]   which you have toward the Lord Jesus and toward all the saints.
[01:00:06.000 --> 01:00:11.000]   And I pray that the fellowship of your faith may become effective to the knowledge of every good thing
[01:00:11.000 --> 01:00:17.000]   which is in you for Christ's sake. For I have come to have much joy and comfort in your love,
[01:00:17.000 --> 01:00:21.000]   because the hearts of the saints have been refreshed through you, brother.
[01:00:21.000 --> 01:00:26.000]   Therefore, though I have enough confidence in Christ to order you to do what is proper,
[01:00:26.000 --> 01:00:32.000]   yet for love's sake I rather appeal to you, since I am such a person as Paul the aged,
[01:00:32.000 --> 01:00:41.000]   and now also a prisoner of Christ Jesus. I appeal to you for my child, Anisimus, whom I have begotten in my imprisonment."
[01:00:41.000 --> 01:00:49.000]   Okay? So that's the section where if we were maybe outlining it by just a holistic thought,
[01:00:49.000 --> 01:00:54.000]   we should take all the way up to verse 10 into consideration, verse 10 being the appeal.
[01:00:54.000 --> 01:01:03.000]   But for today, our sake, we're studying verses 4 through 6, and what I've done is I've divided it into two major segments.
[01:01:03.000 --> 01:01:09.000]   What I saw was Apostle Paul talking to Philemon in a way where he's saying, "I am so thankful to God for you,
[01:01:09.000 --> 01:01:13.000]   and I pray for you, because I hear of your faith."
[01:01:13.000 --> 01:01:20.000]   So the beginning portion of verse 4 and 5, I would summarize as, "This is the thankful heart of Apostle Paul."
[01:01:20.000 --> 01:01:26.000]   And then verse 6, you have him saying, "I pray that the fellowship of your faith may become effective
[01:01:26.000 --> 01:01:31.000]   through the knowledge of every good thing which is in you for Christ's sake."
[01:01:31.000 --> 01:01:36.000]   And he just has a comment of the way that I try to outline.
[01:01:36.000 --> 01:01:41.000]   As you guys know, I just love outlines. It forces me to review, review, review.
[01:01:41.000 --> 01:01:46.000]   But the way that I outline is by clause by clause, seeing the relationships between,
[01:01:46.000 --> 01:01:53.000]   he is very thankful because of the love and faith, this love and faith which he has for the Lord.
